Date,topic_counts
2018-03-09,"[21, 26, 55, 133, 24, 37, 18, 1, 22, 86, 13, 34, 531, 461, 47, 31, 23, 3, 20, 546, 4, 31, 1063, 144, 73, 245, 271, 47, 180, 101, 26, 1, 69, 22, 227, 16, 54, 5, 288, 27, 36, 7, 59, 3, 2, 12, 38, 13, 201, 286, 54, 10, 4, 12, 13, 34, 196, 56, 39, 7, 448, 2, 46, 635, 56, 357, 31, 76, 16, 96, 4, 9, 1070, 4, 31, 551, 14, 393, 10, 316, 27, 29, 0, 171, 21, 4, 1547, 182, 8, 70, 17, 143, 767]"
2018-03-10,"[24, 23, 46, 51, 14, 43, 14, 1, 18, 33, 12, 24, 330, 311, 31, 25, 12, 9, 20, 346, 0, 32, 647, 109, 24, 157, 129, 42, 107, 80, 15, 0, 56, 10, 127, 17, 42, 6, 189, 17, 15, 3, 37, 9, 6, 9, 28, 5, 143, 227, 52, 15, 3, 4, 3, 21, 113, 31, 6, 8, 289, 0, 39, 427, 27, 333, 25, 52, 18, 111, 2, 7, 857, 2, 16, 425, 5, 296, 10, 262, 18, 16, 0, 72, 11, 1, 994, 130, 5, 50, 32, 98, 465]"
2018-03-11,"[20, 29, 54, 58, 17, 36, 16, 2, 19, 55, 13, 23, 414, 311, 23, 15, 13, 9, 20, 399, 0, 20, 717, 107, 31, 115, 147, 42, 137, 66, 12, 1, 55, 17, 151, 21, 55, 2, 248, 18, 8, 6, 54, 4, 5, 4, 25, 11, 141, 245, 47, 16, 4, 4, 3, 11, 104, 15, 9, 13, 355, 1, 28, 438, 39, 214, 26, 54, 19, 90, 3, 1, 729, 2, 12, 432, 7, 317, 6, 262, 18, 16, 1, 104, 9, 1, 1082, 116, 9, 37, 35, 89, 519]"
2018-03-12,"[24, 20, 64, 63, 14, 44, 17, 0, 21, 50, 23, 25, 401, 408, 15, 20, 15, 3, 22, 407, 2, 22, 661, 113, 27, 262, 175, 21, 131, 77, 17, 1, 111, 10, 137, 14, 78, 6, 253, 26, 16, 6, 45, 3, 5, 7, 16, 10, 201, 271, 47, 17, 3, 4, 1, 33, 173, 20, 27, 9, 328, 4, 37, 641, 46, 332, 25, 69, 21, 88, 1, 8, 1018, 1, 11, 428, 6, 312, 3, 303, 21, 14, 0, 80, 12, 5, 1097, 170, 1, 53, 36, 107, 519]"
2018-03-13,"[16, 17, 88, 76, 19, 67, 12, 2, 22, 31, 12, 30, 395, 424, 26, 21, 10, 9, 36, 369, 4, 29, 683, 109, 37, 295, 179, 23, 137, 79, 28, 1, 125, 10, 101, 18, 77, 6, 243, 18, 13, 8, 49, 4, 12, 7, 25, 12, 193, 264, 55, 16, 3, 5, 5, 47, 182, 19, 16, 7, 400, 0, 40, 678, 43, 374, 37, 70, 30, 92, 2, 2, 1084, 5, 15, 493, 29, 325, 4, 284, 33, 18, 1, 96, 9, 4, 1094, 204, 5, 78, 49, 109, 566]"
2018-03-14,"[6, 27, 68, 75, 17, 77, 21, 1, 25, 69, 18, 35, 503, 507, 40, 28, 28, 14, 42, 498, 1, 49, 822, 132, 40, 296, 232, 38, 163, 90, 27, 2, 152, 13, 148, 28, 67, 9, 246, 21, 51, 5, 73, 12, 8, 13, 23, 34, 218, 260, 39, 31, 2, 6, 8, 40, 263, 29, 60, 14, 418, 0, 47, 749, 45, 323, 39, 69, 17, 35, 2, 4, 1057, 2, 21, 567, 26, 315, 8, 357, 14, 19, 1, 110, 16, 2, 1211, 233, 6, 75, 43, 158, 758]"
2018-03-15,"[16, 43, 64, 122, 13, 62, 32, 1, 17, 68, 20, 30, 526, 555, 33, 39, 36, 9, 22, 460, 3, 40, 886, 153, 51, 313, 251, 25, 166, 77, 38, 0, 102, 18, 154, 34, 179, 3, 287, 28, 37, 8, 55, 10, 7, 9, 27, 20, 192, 274, 107, 31, 4, 11, 7, 43, 249, 32, 71, 9, 475, 4, 60, 811, 44, 358, 35, 81, 87, 37, 1, 8, 1230, 6, 24, 673, 38, 374, 15, 323, 16, 30, 4, 173, 22, 4, 1318, 300, 7, 91, 53, 159, 793]"
2018-03-16,"[10, 26, 56, 65, 20, 48, 22, 1, 17, 62, 15, 25, 486, 514, 25, 21, 13, 9, 27, 429, 0, 46, 716, 125, 39, 261, 196, 35, 167, 83, 21, 2, 96, 12, 136, 37, 154, 7, 289, 25, 29, 3, 49, 10, 2, 9, 41, 5, 253, 266, 70, 14, 3, 8, 1, 26, 216, 19, 56, 12, 388, 0, 79, 770, 48, 408, 28, 68, 57, 52, 3, 7, 1200, 1, 18, 562, 42, 338, 3, 296, 18, 11, 12, 104, 13, 2, 1128, 254, 4, 54, 43, 143, 637]"
2018-03-17,"[5, 16, 36, 72, 12, 49, 22, 0, 13, 46, 24, 12, 356, 360, 32, 15, 18, 8, 27, 337, 0, 26, 694, 87, 27, 149, 162, 21, 112, 69, 16, 0, 49, 9, 95, 26, 100, 2, 184, 19, 34, 10, 40, 6, 2, 10, 35, 9, 187, 223, 58, 16, 3, 7, 5, 20, 116, 39, 19, 4, 316, 0, 33, 525, 33, 358, 28, 53, 27, 36, 1, 1, 914, 2, 14, 402, 10, 271, 15, 228, 15, 21, 2, 115, 15, 0, 1002, 146, 3, 59, 23, 114, 487]"
2018-03-18,"[18, 29, 34, 109, 22, 47, 21, 1, 21, 98, 29, 29, 583, 367, 34, 33, 15, 1, 33, 482, 5, 20, 921, 111, 57, 95, 211, 47, 179, 131, 33, 0, 71, 22, 187, 10, 67, 2, 324, 27, 21, 5, 50, 5, 3, 9, 24, 7, 196, 295, 37, 13, 1, 13, 11, 24, 147, 46, 15, 13, 382, 0, 33, 513, 29, 326, 44, 45, 17, 32, 0, 4, 930, 6, 19, 598, 23, 344, 10, 265, 15, 28, 3, 183, 8, 2, 1341, 170, 5, 44, 11, 170, 635]"
2018-03-19,"[5, 19, 90, 77, 17, 45, 21, 0, 19, 36, 16, 26, 476, 490, 29, 18, 6, 5, 25, 442, 0, 20, 756, 118, 39, 188, 161, 31, 159, 88, 63, 1, 155, 12, 154, 8, 89, 3, 321, 28, 25, 7, 33, 0, 6, 11, 22, 7, 215, 277, 42, 20, 4, 4, 10, 21, 268, 30, 20, 10, 333, 1, 44, 682, 35, 458, 27, 81, 28, 20, 2, 25, 1158, 2, 19, 579, 9, 301, 9, 270, 8, 35, 3, 95, 18, 5, 1229, 211, 5, 56, 27, 116, 500]"
2018-03-20,"[10, 18, 72, 64, 12, 54, 11, 1, 17, 37, 12, 32, 489, 446, 34, 24, 17, 12, 26, 490, 0, 18, 720, 106, 39, 198, 165, 22, 161, 80, 33, 3, 113, 4, 136, 26, 82, 3, 321, 26, 34, 4, 56, 2, 4, 11, 42, 5, 195, 318, 38, 13, 2, 3, 3, 38, 219, 18, 29, 16, 358, 1, 50, 614, 40, 422, 31, 70, 29, 26, 1, 14, 1196, 0, 17, 557, 7, 343, 9, 260, 13, 15, 2, 94, 10, 1, 1145, 226, 4, 119, 31, 120, 511]"
2018-03-21,"[10, 14, 78, 74, 12, 35, 14, 0, 19, 20, 11, 22, 421, 483, 23, 22, 20, 7, 32, 385, 0, 17, 624, 99, 29, 194, 141, 25, 135, 96, 37, 0, 104, 5, 139, 19, 55, 3, 282, 26, 19, 11, 43, 4, 3, 21, 41, 6, 209, 235, 109, 13, 0, 2, 3, 44, 228, 15, 30, 7, 314, 0, 51, 739, 55, 425, 26, 63, 18, 25, 2, 7, 1139, 2, 5, 610, 8, 308, 7, 282, 8, 24, 1, 83, 10, 2, 996, 301, 5, 62, 14, 281, 451]"
2018-03-22,"[5, 21, 48, 89, 11, 35, 15, 2, 17, 16, 26, 14, 328, 450, 42, 16, 52, 10, 39, 379, 2, 39, 630, 90, 37, 210, 116, 28, 123, 61, 18, 1, 61, 16, 112, 28, 81, 8, 195, 16, 8, 8, 26, 10, 3, 19, 28, 3, 193, 224, 77, 12, 0, 1, 2, 34, 195, 18, 35, 3, 299, 2, 50, 662, 50, 367, 25, 74, 24, 16, 4, 5, 1048, 8, 12, 505, 10, 325, 7, 292, 8, 9, 2, 105, 14, 3, 1013, 250, 5, 77, 18, 230, 479]"
2018-03-23,"[8, 27, 51, 77, 13, 37, 13, 0, 13, 23, 17, 14, 352, 395, 23, 22, 20, 9, 25, 395, 1, 28, 711, 98, 27, 156, 133, 32, 141, 61, 17, 1, 61, 12, 110, 26, 84, 6, 217, 21, 6, 3, 45, 3, 5, 12, 37, 5, 186, 228, 61, 20, 2, 0, 4, 62, 179, 20, 44, 2, 324, 0, 37, 605, 29, 386, 36, 58, 20, 18, 3, 13, 999, 0, 15, 450, 15, 303, 8, 269, 7, 15, 2, 135, 16, 0, 937, 218, 14, 49, 10, 145, 425]"
2018-03-24,"[16, 16, 54, 65, 10, 30, 22, 1, 14, 13, 11, 23, 331, 387, 28, 24, 15, 7, 25, 343, 0, 18, 571, 103, 28, 115, 97, 25, 125, 89, 25, 1, 62, 8, 120, 26, 61, 2, 236, 21, 7, 6, 35, 6, 4, 16, 25, 11, 185, 207, 50, 17, 2, 3, 0, 40, 153, 25, 43, 10, 293, 3, 57, 591, 48, 386, 21, 39, 14, 27, 12, 9, 994, 0, 12, 475, 17, 265, 9, 255, 10, 14, 3, 105, 9, 1, 875, 197, 5, 45, 14, 125, 477]"
2018-03-25,"[6, 18, 37, 38, 9, 45, 6, 0, 13, 18, 6, 12, 262, 360, 23, 25, 10, 11, 18, 271, 3, 22, 445, 74, 14, 97, 82, 15, 90, 88, 17, 0, 44, 14, 91, 10, 60, 2, 166, 9, 8, 1, 33, 11, 2, 8, 23, 9, 138, 156, 40, 7, 0, 3, 2, 27, 124, 11, 17, 6, 263, 0, 38, 485, 46, 346, 14, 40, 27, 27, 8, 5, 916, 0, 14, 357, 7, 182, 3, 208, 4, 5, 0, 102, 12, 3, 768, 195, 3, 34, 19, 105, 384]"
2018-03-26,"[15, 22, 41, 73, 20, 40, 22, 16, 19, 35, 20, 16, 492, 431, 33, 22, 15, 5, 31, 446, 1, 25, 745, 102, 35, 163, 211, 25, 122, 109, 19, 0, 60, 26, 125, 17, 70, 3, 267, 27, 17, 6, 57, 2, 1, 14, 33, 5, 149, 281, 55, 31, 2, 2, 1, 40, 148, 49, 31, 4, 322, 0, 34, 581, 47, 342, 41, 62, 27, 55, 5, 2, 1008, 1, 7, 517, 6, 308, 6, 252, 10, 10, 0, 152, 23, 4, 1180, 180, 7, 51, 12, 137, 604]"
2018-03-27,"[6, 31, 40, 76, 22, 35, 21, 16, 18, 41, 35, 26, 427, 480, 38, 20, 10, 12, 28, 416, 2, 16, 704, 99, 33, 166, 193, 33, 164, 90, 15, 0, 66, 9, 111, 34, 59, 10, 252, 24, 13, 7, 44, 2, 6, 17, 21, 10, 220, 242, 31, 17, 3, 8, 7, 44, 145, 36, 26, 7, 334, 1, 41, 545, 36, 340, 25, 70, 22, 88, 6, 5, 1005, 4, 10, 501, 9, 276, 8, 245, 14, 10, 1, 105, 17, 1, 1199, 176, 14, 76, 17, 107, 573]"
2018-03-28,"[9, 14, 41, 87, 25, 43, 16, 14, 18, 37, 35, 27, 443, 424, 42, 23, 9, 3, 37, 393, 2, 34, 690, 102, 41, 163, 173, 18, 165, 86, 16, 0, 60, 13, 121, 24, 71, 7, 269, 20, 13, 4, 49, 3, 3, 15, 28, 4, 192, 236, 47, 20, 3, 3, 1, 33, 141, 30, 20, 14, 372, 1, 51, 596, 29, 363, 26, 54, 26, 154, 2, 4, 1049, 6, 5, 492, 24, 321, 8, 261, 6, 8, 0, 115, 9, 1, 1155, 192, 9, 40, 27, 154, 533]"
2018-03-29,"[11, 23, 49, 107, 29, 50, 12, 6, 22, 90, 17, 27, 577, 446, 42, 24, 19, 6, 22, 486, 1, 31, 944, 124, 78, 162, 250, 41, 207, 98, 33, 1, 62, 11, 128, 12, 66, 8, 310, 21, 16, 7, 75, 9, 4, 14, 30, 10, 179, 301, 46, 16, 4, 7, 7, 40, 141, 49, 18, 11, 409, 1, 28, 627, 21, 388, 41, 46, 25, 167, 1, 5, 1151, 3, 24, 582, 15, 386, 7, 286, 11, 22, 2, 169, 20, 1, 1561, 242, 9, 90, 23, 139, 761]"
2018-03-30,"[3, 37, 57, 108, 29, 36, 17, 1, 19, 119, 19, 20, 502, 414, 37, 31, 13, 4, 25, 423, 2, 28, 859, 112, 83, 149, 207, 25, 155, 74, 16, 0, 77, 15, 127, 14, 74, 4, 280, 20, 14, 5, 52, 1, 2, 7, 15, 8, 176, 245, 49, 4, 4, 7, 17, 31, 128, 34, 19, 9, 417, 0, 40, 591, 27, 346, 39, 64, 12, 190, 2, 7, 983, 4, 21, 547, 7, 380, 11, 261, 14, 21, 0, 142, 11, 5, 1504, 159, 5, 55, 10, 151, 653]"
2018-03-31,"[5, 27, 68, 68, 31, 27, 7, 0, 24, 75, 10, 15, 308, 357, 18, 20, 10, 7, 31, 328, 5, 13, 604, 87, 45, 110, 118, 28, 102, 91, 23, 1, 76, 12, 103, 10, 37, 2, 177, 16, 12, 2, 26, 3, 6, 11, 17, 12, 166, 173, 34, 4, 2, 2, 6, 15, 111, 13, 13, 2, 291, 3, 30, 489, 39, 312, 37, 53, 12, 143, 1, 4, 838, 3, 5, 377, 20, 262, 4, 211, 4, 11, 0, 93, 5, 2, 1017, 138, 4, 46, 19, 116, 422]"
2018-04-01,"[6, 24, 54, 65, 35, 27, 22, 2, 18, 62, 8, 15, 322, 325, 35, 15, 6, 5, 20, 336, 1, 14, 679, 100, 32, 111, 164, 57, 126, 85, 14, 1, 67, 6, 106, 14, 41, 3, 188, 40, 17, 9, 39, 3, 5, 11, 12, 7, 170, 193, 27, 7, 2, 8, 6, 22, 99, 29, 14, 3, 292, 0, 47, 480, 28, 301, 25, 49, 21, 165, 1, 6, 856, 2, 7, 400, 20, 263, 8, 237, 12, 13, 2, 107, 15, 1, 1191, 123, 9, 35, 9, 87, 485]"
2018-04-02,"[3, 12, 95, 57, 36, 61, 10, 2, 21, 57, 7, 16, 428, 350, 21, 23, 6, 8, 22, 378, 1, 30, 662, 97, 23, 141, 162, 28, 116, 118, 16, 1, 105, 20, 114, 22, 51, 4, 263, 15, 43, 3, 33, 6, 3, 15, 27, 10, 175, 211, 53, 6, 5, 2, 3, 30, 168, 26, 16, 5, 278, 0, 46, 525, 24, 339, 28, 64, 15, 143, 2, 7, 988, 1, 9, 471, 18, 253, 12, 273, 17, 14, 0, 99, 7, 1, 1190, 173, 5, 43, 6, 135, 507]"
2018-04-03,"[10, 29, 83, 70, 26, 47, 15, 0, 20, 44, 12, 26, 478, 373, 30, 16, 7, 4, 26, 467, 3, 34, 792, 111, 38, 158, 171, 35, 155, 129, 13, 2, 100, 18, 127, 22, 54, 5, 306, 26, 31, 2, 45, 3, 3, 8, 28, 15, 189, 257, 93, 13, 1, 8, 1, 29, 119, 27, 22, 13, 334, 1, 41, 598, 41, 381, 25, 53, 28, 169, 5, 22, 1090, 2, 9, 571, 14, 309, 8, 282, 11, 14, 2, 115, 19, 2, 1363, 165, 9, 89, 15, 121, 558]"
2018-04-04,"[6, 25, 36, 85, 29, 33, 22, 1, 18, 36, 5, 15, 434, 368, 33, 28, 9, 8, 24, 402, 3, 28, 761, 97, 40, 148, 175, 41, 156, 79, 16, 0, 41, 8, 128, 32, 47, 1, 265, 23, 20, 4, 37, 5, 6, 16, 24, 8, 175, 220, 106, 12, 4, 4, 1, 30, 123, 25, 12, 4, 383, 2, 51, 527, 37, 391, 19, 52, 16, 155, 16, 19, 1076, 1, 16, 506, 28, 291, 11, 314, 10, 16, 0, 116, 9, 1, 1221, 198, 4, 78, 10, 117, 594]"
2018-04-05,"[12, 29, 106, 80, 28, 45, 20, 3, 22, 55, 7, 20, 420, 398, 25, 29, 32, 11, 38, 425, 2, 31, 784, 98, 40, 190, 179, 38, 123, 101, 28, 0, 130, 10, 153, 91, 99, 3, 252, 22, 19, 2, 44, 0, 5, 12, 49, 10, 213, 262, 81, 7, 2, 7, 4, 44, 167, 15, 30, 8, 328, 1, 66, 703, 46, 442, 34, 48, 33, 132, 2, 4, 1234, 4, 8, 461, 34, 323, 8, 346, 10, 20, 1, 113, 15, 1, 1293, 206, 8, 86, 27, 117, 555]"
2018-04-06,"[10, 23, 88, 54, 20, 44, 10, 55, 19, 47, 46, 18, 382, 359, 29, 29, 17, 10, 23, 333, 2, 22, 631, 108, 29, 136, 175, 47, 142, 61, 27, 1, 109, 13, 102, 82, 116, 4, 219, 18, 10, 2, 28, 2, 7, 8, 54, 10, 210, 195, 65, 17, 4, 9, 0, 31, 232, 23, 18, 7, 325, 0, 62, 669, 71, 377, 26, 53, 47, 143, 1, 6, 1094, 3, 1, 443, 62, 270, 10, 305, 11, 11, 0, 86, 7, 3, 1124, 144, 32, 67, 16, 103, 518]"
2018-04-07,"[5, 10, 60, 55, 17, 31, 13, 22, 22, 38, 23, 22, 324, 309, 21, 22, 7, 8, 11, 336, 1, 36, 618, 97, 25, 110, 120, 38, 122, 101, 10, 1, 72, 12, 103, 68, 55, 3, 208, 14, 21, 2, 42, 4, 3, 8, 32, 16, 161, 204, 49, 5, 1, 3, 2, 40, 142, 13, 29, 12, 285, 0, 51, 439, 42, 348, 27, 46, 15, 200, 6, 4, 1064, 3, 10, 433, 36, 234, 5, 213, 8, 10, 1, 108, 9, 1, 1114, 158, 7, 66, 11, 111, 469]"
2018-04-08,"[6, 34, 67, 64, 14, 45, 24, 2, 17, 30, 36, 16, 316, 301, 19, 27, 10, 17, 14, 316, 2, 30, 610, 95, 24, 106, 90, 32, 122, 115, 20, 0, 102, 8, 112, 54, 62, 10, 213, 24, 19, 8, 41, 3, 12, 1, 23, 11, 157, 188, 53, 14, 0, 4, 3, 22, 126, 24, 9, 4, 347, 0, 41, 451, 47, 383, 36, 57, 16, 176, 2, 6, 1079, 1, 7, 499, 30, 226, 11, 247, 1, 11, 20, 107, 6, 1, 1020, 141, 15, 71, 14, 98, 507]"
2018-04-09,"[10, 26, 56, 79, 14, 49, 19, 3, 18, 42, 41, 19, 452, 364, 31, 26, 9, 15, 12, 431, 1, 44, 772, 95, 43, 124, 152, 41, 156, 137, 16, 0, 62, 14, 118, 61, 63, 8, 302, 26, 18, 10, 35, 13, 8, 9, 21, 8, 152, 236, 70, 8, 2, 8, 6, 28, 122, 37, 20, 2, 371, 1, 53, 511, 60, 260, 20, 74, 22, 151, 5, 3, 937, 5, 14, 515, 32, 301, 7, 301, 14, 10, 1, 114, 12, 3, 1265, 150, 3, 61, 13, 102, 584]"
2018-04-10,"[16, 32, 61, 70, 20, 61, 6, 6, 17, 42, 26, 35, 357, 402, 35, 19, 17, 12, 18, 373, 4, 63, 667, 100, 23, 114, 153, 36, 134, 117, 22, 1, 71, 15, 105, 41, 74, 10, 219, 28, 46, 11, 38, 11, 7, 7, 34, 11, 203, 217, 68, 14, 1, 6, 5, 23, 144, 9, 27, 10, 397, 1, 45, 629, 51, 377, 33, 55, 28, 116, 4, 7, 1100, 4, 20, 488, 22, 253, 3, 342, 18, 15, 1, 116, 18, 3, 1111, 197, 12, 77, 14, 111, 642]"
2018-04-11,"[8, 18, 86, 74, 13, 40, 12, 4, 22, 43, 32, 19, 374, 390, 34, 21, 13, 5, 16, 330, 0, 33, 589, 82, 39, 139, 119, 32, 129, 88, 14, 0, 90, 14, 113, 35, 74, 7, 253, 23, 60, 7, 31, 8, 9, 7, 37, 5, 195, 227, 50, 18, 2, 6, 1, 25, 125, 12, 18, 11, 346, 1, 50, 596, 46, 376, 37, 73, 18, 180, 1, 5, 1114, 4, 16, 502, 13, 264, 8, 288, 14, 10, 3, 99, 12, 3, 1163, 181, 17, 98, 13, 115, 465]"
2018-04-12,"[6, 30, 63, 92, 24, 49, 41, 5, 27, 67, 40, 61, 627, 419, 47, 33, 16, 20, 25, 614, 0, 26, 998, 184, 29, 123, 176, 135, 202, 150, 24, 2, 82, 20, 220, 32, 97, 8, 455, 27, 38, 11, 57, 11, 5, 18, 30, 11, 231, 309, 44, 28, 2, 12, 7, 34, 146, 26, 37, 30, 461, 0, 41, 703, 73, 432, 50, 58, 22, 162, 7, 15, 1250, 6, 25, 782, 18, 361, 9, 398, 18, 10, 1, 154, 26, 4, 1753, 214, 6, 107, 22, 130, 735]"
2018-04-13,"[22, 25, 53, 75, 13, 33, 20, 1, 17, 36, 35, 33, 562, 370, 32, 27, 11, 8, 16, 451, 1, 32, 732, 126, 31, 117, 156, 65, 133, 121, 19, 0, 54, 11, 147, 14, 58, 0, 338, 29, 14, 7, 55, 0, 1, 7, 31, 11, 192, 255, 33, 8, 1, 4, 2, 25, 83, 26, 14, 18, 304, 0, 46, 576, 44, 244, 37, 53, 4, 173, 2, 3, 902, 8, 9, 600, 43, 286, 7, 282, 4, 26, 1, 111, 10, 3, 1479, 143, 8, 69, 13, 103, 487]"
2018-04-14,"[8, 19, 31, 50, 6, 35, 15, 0, 12, 17, 30, 18, 304, 224, 22, 20, 7, 4, 20, 307, 0, 21, 474, 65, 26, 58, 75, 18, 79, 93, 20, 0, 34, 12, 108, 13, 59, 3, 187, 12, 31, 2, 23, 3, 4, 3, 15, 4, 147, 170, 44, 5, 1, 4, 2, 15, 66, 11, 16, 7, 257, 0, 29, 402, 31, 239, 28, 33, 23, 146, 2, 11, 748, 2, 8, 333, 32, 184, 4, 204, 5, 11, 1, 62, 8, 0, 998, 108, 2, 72, 8, 86, 346]"
2018-04-15,"[8, 30, 50, 48, 18, 30, 14, 0, 12, 26, 18, 13, 391, 291, 20, 22, 5, 5, 12, 352, 0, 18, 566, 90, 26, 73, 101, 27, 101, 81, 9, 1, 55, 9, 124, 17, 49, 4, 218, 24, 23, 5, 33, 0, 7, 7, 25, 2, 149, 220, 38, 9, 1, 0, 4, 20, 125, 12, 11, 8, 256, 0, 39, 406, 44, 226, 22, 42, 6, 185, 0, 7, 841, 3, 13, 465, 29, 226, 2, 232, 3, 12, 5, 92, 6, 0, 1173, 138, 4, 38, 14, 132, 411]"
2018-04-16,"[17, 22, 54, 60, 13, 35, 10, 2, 16, 29, 8, 19, 396, 332, 25, 31, 5, 9, 21, 420, 1, 33, 649, 84, 48, 109, 117, 23, 120, 68, 17, 0, 80, 11, 165, 29, 51, 5, 261, 19, 29, 4, 44, 9, 7, 4, 41, 9, 171, 225, 39, 6, 0, 4, 3, 29, 117, 17, 15, 5, 350, 0, 41, 511, 39, 298, 28, 43, 8, 159, 3, 14, 959, 2, 13, 477, 62, 304, 25, 264, 5, 19, 0, 111, 6, 2, 1225, 164, 13, 54, 15, 110, 435]"
2018-04-17,"[21, 14, 60, 67, 10, 47, 14, 3, 16, 19, 14, 16, 352, 475, 28, 25, 15, 5, 37, 388, 2, 51, 629, 104, 39, 129, 125, 21, 120, 112, 13, 0, 89, 6, 119, 35, 87, 7, 223, 13, 8, 5, 35, 8, 2, 8, 25, 9, 198, 237, 48, 32, 2, 7, 2, 30, 151, 15, 21, 4, 294, 1, 36, 558, 29, 325, 24, 51, 36, 181, 6, 2, 1080, 5, 10, 421, 68, 276, 8, 293, 13, 7, 0, 75, 9, 3, 1161, 203, 13, 68, 15, 114, 475]"
2018-04-18,"[11, 14, 83, 83, 16, 34, 13, 0, 17, 15, 17, 11, 352, 426, 15, 26, 7, 8, 36, 335, 1, 36, 668, 95, 31, 134, 97, 19, 115, 106, 27, 2, 128, 4, 107, 21, 47, 10, 243, 20, 8, 6, 33, 5, 8, 7, 19, 14, 178, 211, 69, 18, 1, 6, 0, 32, 139, 21, 24, 4, 328, 0, 44, 607, 43, 318, 18, 55, 10, 137, 5, 3, 955, 2, 18, 521, 45, 290, 6, 281, 49, 11, 1, 109, 11, 3, 1154, 211, 9, 59, 12, 101, 396]"
2018-04-19,"[8, 12, 63, 86, 15, 36, 11, 2, 18, 19, 54, 17, 410, 387, 19, 24, 13, 4, 21, 340, 3, 17, 652, 106, 42, 138, 107, 17, 149, 122, 14, 1, 89, 12, 123, 24, 52, 9, 258, 12, 15, 7, 22, 1, 2, 16, 47, 13, 167, 242, 63, 15, 1, 2, 2, 22, 105, 16, 30, 7, 314, 6, 44, 618, 47, 289, 29, 45, 6, 233, 2, 5, 971, 2, 35, 507, 22, 311, 5, 299, 19, 9, 2, 100, 9, 2, 1293, 154, 5, 85, 17, 124, 403]"
2018-04-20,"[7, 14, 35, 95, 9, 44, 16, 1, 17, 33, 30, 37, 548, 366, 15, 25, 6, 10, 34, 552, 2, 25, 860, 140, 49, 138, 155, 40, 176, 79, 35, 0, 44, 9, 171, 25, 63, 8, 368, 29, 14, 5, 50, 3, 6, 24, 42, 7, 194, 272, 59, 16, 0, 6, 2, 27, 142, 15, 42, 24, 340, 0, 38, 633, 44, 306, 32, 51, 13, 142, 2, 5, 982, 2, 35, 657, 19, 352, 11, 339, 11, 13, 7, 113, 13, 4, 1395, 142, 5, 79, 12, 127, 563]"
2018-04-21,"[3, 20, 48, 52, 7, 41, 14, 3, 18, 18, 18, 28, 337, 265, 12, 19, 9, 4, 21, 367, 1, 41, 601, 95, 23, 83, 108, 23, 107, 77, 19, 1, 63, 9, 129, 28, 43, 8, 239, 28, 8, 3, 41, 2, 5, 10, 36, 7, 134, 196, 48, 10, 1, 3, 2, 16, 123, 31, 27, 12, 263, 2, 32, 446, 25, 271, 30, 38, 15, 175, 4, 3, 831, 4, 16, 449, 20, 285, 9, 228, 14, 28, 4, 83, 7, 3, 1140, 133, 3, 61, 2, 96, 423]"
2018-04-22,"[7, 22, 61, 81, 12, 51, 15, 1, 17, 12, 11, 18, 336, 309, 14, 28, 3, 10, 5, 293, 4, 22, 554, 101, 22, 76, 79, 12, 123, 82, 8, 0, 83, 12, 110, 32, 33, 9, 227, 14, 9, 3, 34, 2, 3, 2, 16, 7, 197, 188, 41, 9, 2, 6, 4, 14, 100, 19, 17, 7, 234, 0, 39, 472, 28, 204, 25, 49, 25, 174, 7, 2, 749, 2, 15, 431, 14, 256, 10, 257, 11, 14, 3, 95, 9, 0, 1070, 129, 7, 48, 11, 94, 384]"
2018-04-23,"[6, 27, 105, 66, 18, 72, 13, 2, 18, 9, 14, 18, 403, 381, 15, 28, 5, 11, 22, 410, 9, 35, 688, 111, 26, 131, 82, 29, 143, 126, 21, 0, 122, 8, 122, 41, 64, 6, 307, 15, 22, 11, 44, 6, 6, 4, 26, 12, 187, 244, 64, 12, 2, 6, 1, 26, 124, 13, 14, 6, 326, 0, 39, 570, 58, 282, 34, 52, 20, 187, 4, 4, 960, 2, 53, 550, 13, 317, 11, 311, 11, 13, 1, 119, 5, 1, 1192, 175, 6, 71, 12, 132, 464]"
2018-04-24,"[20, 24, 75, 112, 18, 47, 23, 3, 23, 28, 31, 42, 635, 472, 34, 39, 6, 12, 28, 497, 3, 55, 881, 175, 34, 173, 132, 47, 210, 92, 35, 0, 87, 7, 146, 69, 71, 13, 447, 40, 16, 11, 55, 6, 5, 7, 43, 19, 221, 286, 86, 22, 2, 8, 1, 39, 148, 15, 22, 22, 464, 0, 49, 700, 55, 334, 33, 83, 34, 173, 3, 2, 1133, 2, 41, 827, 10, 347, 9, 418, 14, 26, 1, 136, 20, 4, 1637, 178, 12, 108, 20, 185, 708]"
2018-04-25,"[24, 24, 45, 102, 52, 63, 23, 1, 16, 59, 32, 25, 480, 413, 25, 38, 12, 14, 17, 500, 0, 39, 907, 133, 26, 112, 143, 34, 157, 77, 27, 2, 54, 13, 167, 58, 72, 7, 318, 33, 10, 13, 57, 12, 7, 9, 47, 15, 248, 294, 88, 18, 9, 8, 11, 27, 125, 78, 21, 11, 458, 2, 68, 668, 54, 298, 33, 61, 21, 116, 6, 7, 1013, 1, 16, 614, 8, 345, 17, 376, 10, 53, 2, 160, 9, 9, 1444, 156, 6, 113, 14, 139, 612]"
