Date,topic_counts
2019-12-02,"[6, 10, 26, 27, 5, 20, 7, 2, 4, 14, 6, 9, 135, 134, 8, 10, 4, 2, 9, 144, 1, 10, 298, 28, 10, 2, 71, 17, 49, 55, 11, 0, 4, 3, 54, 10, 35, 1, 76, 5, 3, 3, 11, 1, 7, 1, 8, 1, 42, 83, 28, 5, 0, 1, 0, 20, 37, 13, 4, 2, 142, 0, 83, 249, 28, 68, 10, 30, 3, 12, 0, 4, 377, 1, 8, 169, 3, 113, 4, 78, 2, 4, 0, 37, 3, 2, 680, 41, 2, 17, 3, 50, 236]"
2019-12-03,"[6, 8, 56, 27, 9, 25, 7, 2, 7, 18, 3, 9, 152, 125, 11, 10, 2, 1, 8, 126, 0, 13, 283, 37, 10, 2, 53, 21, 60, 33, 20, 0, 5, 3, 63, 8, 35, 0, 93, 13, 7, 3, 19, 2, 2, 2, 15, 3, 56, 75, 20, 2, 0, 2, 0, 30, 37, 20, 16, 3, 144, 1, 65, 328, 26, 75, 10, 23, 11, 12, 2, 2, 433, 2, 6, 176, 7, 122, 7, 87, 5, 5, 1, 48, 2, 2, 657, 69, 4, 33, 4, 48, 243]"
2019-12-04,"[7, 16, 45, 40, 49, 17, 17, 6, 11, 25, 13, 8, 238, 159, 24, 8, 0, 7, 11, 195, 0, 18, 675, 73, 10, 3, 84, 41, 100, 41, 13, 1, 4, 7, 84, 14, 39, 3, 148, 15, 8, 2, 21, 1, 3, 2, 13, 4, 74, 109, 46, 1, 2, 4, 3, 32, 38, 17, 13, 3, 222, 0, 78, 331, 35, 103, 13, 36, 16, 21, 5, 2, 446, 0, 12, 292, 11, 124, 7, 148, 39, 8, 3, 66, 23, 2, 1133, 65, 3, 48, 1, 57, 410]"
2019-12-05,"[5, 20, 33, 27, 21, 11, 5, 2, 4, 9, 9, 3, 166, 160, 10, 8, 3, 3, 8, 119, 0, 14, 312, 42, 11, 4, 43, 22, 59, 44, 23, 0, 4, 6, 88, 12, 38, 8, 105, 14, 4, 1, 23, 5, 4, 1, 18, 2, 74, 66, 36, 4, 8, 5, 0, 35, 65, 27, 14, 0, 183, 0, 59, 270, 38, 76, 16, 36, 7, 25, 0, 4, 449, 5, 2, 237, 6, 108, 3, 85, 10, 4, 4, 38, 4, 1, 705, 80, 0, 46, 3, 78, 310]"
2019-12-06,"[1, 14, 34, 28, 32, 14, 14, 3, 4, 16, 25, 9, 171, 151, 10, 23, 0, 5, 8, 144, 1, 17, 315, 53, 14, 4, 38, 17, 63, 35, 19, 0, 6, 5, 58, 8, 24, 3, 106, 15, 1, 1, 23, 3, 2, 2, 17, 5, 64, 104, 25, 3, 2, 6, 0, 27, 68, 13, 13, 2, 192, 1, 82, 317, 46, 105, 11, 33, 7, 18, 1, 0, 450, 7, 4, 257, 13, 124, 3, 128, 30, 2, 7, 60, 30, 1, 735, 72, 1, 61, 2, 54, 305]"
2019-12-07,"[2, 11, 18, 19, 4, 22, 4, 2, 4, 22, 12, 5, 133, 107, 10, 11, 8, 3, 3, 105, 1, 5, 224, 30, 11, 3, 29, 12, 51, 25, 5, 0, 2, 2, 44, 10, 16, 3, 96, 10, 2, 3, 9, 0, 4, 2, 7, 3, 51, 42, 10, 1, 0, 5, 0, 10, 45, 11, 2, 4, 131, 0, 37, 191, 15, 58, 9, 24, 7, 8, 0, 0, 341, 1, 4, 188, 5, 89, 3, 78, 9, 2, 0, 28, 5, 1, 561, 41, 3, 28, 1, 55, 232]"
2019-12-08,"[0, 7, 31, 15, 5, 12, 8, 3, 4, 22, 11, 5, 108, 97, 2, 6, 0, 3, 4, 92, 0, 5, 178, 27, 9, 3, 32, 9, 44, 36, 11, 0, 3, 5, 51, 24, 13, 5, 65, 4, 1, 1, 12, 3, 2, 5, 11, 3, 48, 58, 17, 1, 1, 1, 1, 14, 28, 1, 2, 0, 126, 0, 40, 217, 26, 47, 9, 20, 1, 5, 3, 0, 312, 1, 4, 153, 4, 92, 1, 71, 5, 2, 2, 37, 1, 2, 528, 51, 0, 26, 1, 35, 208]"
2019-12-09,"[1, 17, 49, 24, 3, 17, 8, 1, 7, 18, 18, 8, 165, 138, 8, 11, 1, 2, 7, 150, 0, 11, 288, 41, 18, 8, 38, 15, 82, 35, 14, 0, 3, 4, 51, 8, 31, 0, 114, 9, 2, 1, 21, 1, 1, 5, 19, 3, 73, 68, 15, 3, 2, 1, 1, 20, 63, 7, 30, 1, 184, 0, 64, 292, 38, 65, 18, 29, 6, 10, 0, 2, 416, 7, 3, 217, 25, 118, 5, 105, 3, 3, 1, 45, 2, 1, 668, 94, 0, 56, 4, 52, 284]"
2019-12-10,"[5, 12, 26, 30, 11, 17, 8, 1, 3, 10, 14, 9, 162, 198, 16, 16, 2, 7, 18, 135, 0, 16, 262, 56, 8, 6, 56, 27, 70, 29, 14, 3, 3, 4, 48, 19, 49, 5, 93, 9, 1, 3, 23, 1, 3, 8, 22, 8, 78, 83, 29, 6, 5, 2, 3, 21, 54, 5, 20, 1, 192, 0, 87, 341, 32, 115, 6, 45, 4, 23, 1, 1, 521, 4, 5, 210, 20, 101, 12, 128, 9, 1, 2, 51, 5, 0, 644, 88, 0, 42, 2, 65, 284]"
2019-12-11,"[5, 15, 27, 30, 6, 31, 10, 2, 4, 17, 16, 5, 164, 107, 8, 10, 0, 1, 8, 137, 2, 7, 266, 49, 16, 7, 49, 17, 46, 30, 16, 0, 3, 3, 29, 6, 36, 4, 82, 7, 5, 3, 19, 2, 2, 2, 23, 6, 33, 83, 50, 2, 2, 6, 0, 23, 46, 6, 7, 1, 166, 0, 32, 250, 30, 106, 18, 26, 9, 13, 2, 5, 471, 1, 7, 221, 7, 119, 5, 92, 8, 2, 6, 61, 3, 2, 589, 75, 2, 61, 1, 65, 308]"
2019-12-12,"[1, 13, 40, 28, 9, 24, 11, 0, 10, 22, 11, 8, 176, 152, 16, 17, 5, 4, 11, 124, 3, 10, 317, 48, 9, 20, 54, 14, 70, 24, 12, 0, 3, 4, 34, 8, 46, 6, 107, 21, 3, 6, 18, 2, 8, 5, 14, 11, 47, 74, 33, 14, 1, 3, 1, 33, 53, 11, 30, 2, 187, 1, 19, 296, 32, 113, 11, 29, 6, 14, 0, 2, 470, 2, 12, 259, 1, 118, 7, 101, 10, 2, 14, 58, 7, 4, 656, 86, 1, 49, 1, 63, 317]"
2019-12-13,"[8, 12, 35, 20, 12, 20, 14, 1, 2, 18, 1, 11, 180, 148, 11, 8, 2, 8, 16, 142, 1, 14, 283, 45, 7, 14, 42, 21, 63, 26, 11, 0, 4, 4, 37, 9, 20, 5, 113, 13, 6, 1, 17, 1, 3, 4, 23, 7, 37, 71, 22, 7, 0, 2, 0, 21, 64, 7, 11, 0, 173, 0, 23, 241, 34, 104, 12, 33, 2, 19, 0, 1, 440, 0, 14, 235, 3, 111, 2, 95, 13, 2, 9, 66, 6, 0, 603, 69, 3, 43, 0, 76, 294]"
2019-12-14,"[6, 8, 14, 16, 5, 17, 7, 0, 2, 11, 5, 8, 142, 113, 5, 12, 0, 6, 8, 93, 1, 3, 237, 34, 10, 9, 58, 11, 53, 30, 11, 0, 0, 2, 23, 9, 18, 1, 82, 9, 3, 3, 11, 0, 1, 9, 14, 5, 33, 45, 24, 3, 0, 2, 0, 18, 48, 2, 0, 0, 143, 0, 23, 204, 29, 39, 11, 24, 6, 9, 0, 1, 307, 3, 19, 184, 1, 80, 6, 80, 6, 4, 2, 44, 4, 1, 564, 50, 2, 31, 0, 39, 249]"
2019-12-15,"[0, 12, 18, 18, 3, 8, 6, 3, 4, 18, 1, 5, 107, 65, 6, 5, 1, 1, 6, 71, 1, 2, 185, 32, 6, 5, 40, 16, 38, 30, 9, 0, 1, 4, 22, 5, 24, 6, 46, 5, 2, 3, 9, 0, 0, 1, 16, 3, 17, 47, 12, 1, 0, 3, 0, 12, 22, 3, 0, 1, 112, 0, 16, 131, 20, 55, 10, 19, 1, 7, 0, 2, 302, 0, 8, 121, 2, 79, 2, 57, 8, 3, 4, 35, 3, 1, 515, 33, 0, 33, 2, 35, 198]"
2019-12-16,"[0, 15, 17, 31, 3, 13, 6, 1, 8, 34, 1, 8, 223, 128, 12, 13, 1, 2, 2, 139, 1, 5, 407, 41, 11, 3, 84, 22, 86, 30, 24, 0, 0, 5, 57, 6, 22, 4, 115, 6, 3, 4, 20, 1, 5, 3, 21, 3, 54, 87, 21, 1, 0, 0, 2, 31, 38, 16, 6, 3, 182, 0, 29, 244, 28, 83, 20, 33, 4, 7, 2, 1, 445, 4, 10, 238, 8, 124, 7, 97, 6, 2, 2, 75, 2, 0, 779, 72, 3, 57, 2, 51, 344]"
2019-12-17,"[2, 17, 16, 61, 12, 9, 12, 2, 11, 59, 10, 9, 264, 134, 19, 23, 6, 4, 10, 221, 0, 14, 533, 60, 19, 5, 126, 35, 99, 45, 22, 0, 8, 3, 63, 10, 31, 2, 143, 18, 11, 11, 24, 2, 1, 3, 16, 2, 62, 83, 30, 4, 0, 4, 2, 38, 44, 27, 14, 1, 237, 0, 13, 268, 30, 74, 31, 48, 1, 7, 0, 2, 379, 2, 13, 296, 7, 155, 8, 117, 18, 6, 5, 97, 18, 3, 1001, 54, 4, 75, 2, 77, 425]"
2019-12-18,"[0, 15, 23, 47, 7, 7, 16, 1, 13, 84, 6, 5, 291, 121, 13, 14, 2, 1, 6, 261, 0, 13, 711, 47, 15, 4, 119, 40, 102, 57, 14, 0, 2, 3, 84, 18, 16, 1, 181, 12, 6, 3, 21, 0, 1, 5, 8, 4, 44, 84, 18, 1, 0, 8, 0, 28, 49, 21, 6, 1, 198, 1, 28, 268, 23, 74, 30, 25, 5, 10, 1, 5, 382, 2, 9, 312, 11, 140, 14, 88, 9, 9, 4, 107, 9, 8, 1156, 49, 3, 38, 0, 69, 393]"
2019-12-19,"[8, 15, 31, 49, 1, 19, 9, 1, 7, 48, 8, 16, 208, 145, 7, 10, 6, 2, 8, 178, 0, 22, 342, 52, 23, 9, 65, 31, 72, 53, 13, 0, 2, 5, 66, 20, 33, 3, 137, 5, 3, 4, 25, 3, 2, 5, 23, 3, 41, 80, 21, 2, 0, 4, 0, 24, 52, 13, 4, 7, 202, 0, 43, 272, 39, 77, 10, 28, 3, 13, 1, 3, 425, 3, 7, 258, 13, 139, 3, 114, 10, 10, 0, 54, 4, 1, 783, 67, 5, 34, 0, 46, 336]"
2019-12-20,"[3, 6, 37, 20, 2, 15, 7, 8, 7, 21, 16, 9, 143, 144, 13, 6, 2, 5, 4, 96, 0, 14, 230, 31, 9, 2, 43, 15, 43, 30, 17, 0, 6, 4, 34, 8, 14, 3, 85, 14, 0, 2, 31, 1, 2, 0, 21, 0, 37, 83, 18, 10, 0, 3, 1, 30, 44, 9, 6, 4, 143, 0, 28, 244, 19, 75, 12, 26, 4, 11, 0, 1, 393, 4, 2, 175, 6, 120, 4, 81, 10, 3, 2, 43, 7, 2, 616, 63, 2, 34, 3, 44, 219]"
2019-12-21,"[4, 15, 14, 20, 1, 18, 0, 15, 2, 12, 4, 11, 123, 93, 13, 5, 3, 3, 3, 91, 0, 9, 176, 28, 11, 4, 37, 11, 54, 21, 9, 0, 4, 3, 27, 6, 17, 3, 71, 11, 2, 2, 11, 1, 4, 1, 12, 1, 36, 53, 13, 3, 0, 3, 1, 16, 34, 3, 3, 2, 121, 0, 15, 182, 17, 62, 14, 19, 4, 11, 2, 3, 346, 1, 7, 151, 0, 87, 4, 75, 4, 3, 1, 35, 5, 0, 519, 43, 0, 35, 0, 41, 214]"
2019-12-22,"[4, 10, 18, 22, 1, 11, 3, 8, 3, 18, 3, 7, 148, 93, 2, 7, 0, 4, 2, 112, 0, 7, 269, 35, 7, 0, 35, 17, 55, 22, 12, 0, 0, 2, 31, 5, 16, 5, 92, 7, 7, 2, 22, 2, 7, 1, 13, 2, 26, 42, 24, 0, 0, 1, 1, 14, 28, 11, 6, 2, 144, 0, 16, 175, 29, 40, 9, 27, 4, 8, 2, 2, 313, 1, 10, 186, 1, 67, 1, 68, 2, 2, 1, 44, 9, 0, 627, 45, 3, 18, 0, 42, 207]"
2019-12-23,"[2, 8, 14, 47, 6, 13, 5, 21, 13, 33, 1, 6, 254, 127, 11, 18, 1, 3, 5, 182, 0, 4, 434, 46, 14, 5, 64, 29, 93, 17, 17, 0, 2, 6, 48, 9, 33, 4, 171, 17, 6, 6, 25, 6, 2, 2, 15, 4, 49, 82, 29, 7, 1, 6, 0, 18, 64, 10, 2, 2, 205, 0, 25, 238, 39, 69, 14, 36, 12, 11, 1, 2, 388, 1, 10, 297, 11, 126, 4, 117, 2, 4, 1, 59, 0, 0, 851, 59, 3, 47, 2, 59, 304]"
2019-12-24,"[4, 12, 24, 33, 1, 19, 6, 3, 7, 19, 4, 8, 125, 135, 6, 16, 4, 3, 2, 87, 1, 21, 224, 39, 9, 9, 35, 17, 56, 19, 20, 0, 3, 2, 32, 12, 15, 7, 79, 16, 6, 5, 19, 3, 4, 3, 13, 9, 33, 54, 21, 2, 0, 2, 0, 16, 36, 0, 2, 0, 155, 1, 17, 228, 23, 59, 9, 22, 9, 13, 0, 6, 350, 0, 7, 190, 3, 90, 4, 100, 1, 0, 3, 34, 5, 2, 562, 56, 2, 26, 0, 59, 240]"
2019-12-25,"[1, 11, 13, 17, 3, 23, 5, 1, 2, 17, 1, 1, 90, 98, 4, 4, 2, 3, 6, 58, 0, 4, 151, 26, 10, 2, 18, 9, 30, 12, 8, 0, 5, 2, 19, 6, 15, 6, 50, 21, 1, 3, 15, 2, 0, 1, 12, 1, 35, 53, 11, 1, 0, 2, 0, 10, 13, 4, 2, 2, 135, 0, 20, 164, 21, 42, 9, 32, 0, 9, 0, 1, 264, 2, 4, 138, 4, 78, 6, 49, 5, 1, 0, 39, 3, 2, 408, 31, 0, 23, 0, 47, 181]"
2019-12-26,"[2, 18, 18, 22, 1, 25, 7, 1, 8, 16, 2, 10, 138, 99, 12, 9, 4, 6, 4, 105, 3, 9, 241, 31, 8, 3, 34, 25, 64, 18, 12, 0, 7, 4, 41, 9, 23, 4, 80, 15, 6, 1, 15, 4, 2, 2, 16, 0, 36, 50, 22, 2, 0, 0, 1, 10, 33, 2, 12, 5, 122, 0, 19, 177, 38, 52, 12, 25, 5, 7, 2, 1, 357, 0, 8, 171, 6, 81, 4, 65, 3, 4, 3, 37, 2, 0, 566, 32, 2, 34, 0, 53, 250]"
2019-12-27,"[1, 18, 27, 34, 7, 17, 7, 1, 3, 22, 2, 9, 159, 129, 12, 2, 6, 2, 3, 122, 1, 9, 265, 27, 12, 10, 52, 17, 62, 18, 10, 1, 6, 3, 29, 9, 20, 2, 99, 7, 13, 0, 21, 1, 0, 4, 15, 3, 28, 60, 13, 0, 1, 1, 1, 13, 24, 4, 9, 3, 129, 0, 24, 210, 34, 69, 14, 32, 6, 10, 1, 1, 350, 1, 6, 169, 3, 110, 5, 96, 2, 0, 6, 44, 3, 1, 569, 60, 1, 21, 2, 38, 271]"
2019-12-28,"[1, 10, 12, 27, 2, 15, 5, 2, 3, 24, 1, 8, 150, 86, 6, 8, 4, 2, 2, 98, 0, 9, 216, 26, 17, 10, 29, 13, 44, 22, 11, 0, 14, 6, 21, 4, 29, 2, 93, 3, 4, 2, 12, 4, 2, 2, 5, 0, 31, 40, 17, 3, 0, 2, 0, 5, 26, 8, 4, 2, 119, 0, 29, 164, 15, 36, 8, 21, 8, 13, 1, 0, 282, 0, 8, 173, 5, 96, 3, 73, 3, 2, 1, 33, 0, 3, 556, 37, 1, 27, 2, 52, 204]"
2019-12-29,"[2, 6, 20, 22, 0, 17, 7, 1, 2, 20, 1, 4, 194, 106, 12, 13, 0, 6, 3, 106, 2, 15, 244, 42, 10, 6, 52, 16, 60, 17, 8, 0, 7, 6, 27, 13, 18, 2, 125, 13, 3, 1, 13, 9, 5, 6, 25, 1, 27, 53, 16, 0, 0, 3, 0, 7, 36, 1, 3, 2, 133, 0, 19, 150, 27, 31, 11, 33, 4, 5, 1, 0, 329, 1, 1, 230, 2, 96, 4, 90, 2, 1, 4, 34, 3, 0, 622, 60, 1, 27, 0, 44, 251]"
2019-12-30,"[1, 17, 18, 27, 2, 4, 5, 9, 3, 17, 4, 9, 166, 130, 7, 3, 4, 2, 1, 118, 0, 13, 227, 35, 5, 1, 53, 16, 52, 14, 15, 0, 10, 6, 33, 9, 23, 7, 94, 10, 2, 1, 14, 7, 5, 2, 13, 6, 37, 57, 17, 5, 0, 1, 0, 15, 44, 3, 7, 2, 141, 0, 33, 239, 19, 74, 11, 20, 7, 18, 1, 0, 420, 3, 6, 206, 10, 110, 1, 89, 3, 1, 1, 42, 3, 2, 624, 68, 4, 28, 2, 66, 266]"
2019-12-31,"[5, 4, 18, 25, 4, 11, 7, 6, 4, 8, 5, 4, 164, 91, 7, 11, 5, 2, 1, 103, 1, 15, 220, 46, 6, 9, 33, 18, 55, 28, 12, 1, 3, 3, 31, 7, 19, 1, 85, 56, 8, 4, 18, 2, 3, 2, 9, 2, 26, 47, 20, 3, 0, 4, 1, 19, 25, 3, 9, 2, 127, 0, 13, 181, 20, 54, 13, 22, 0, 13, 0, 0, 325, 0, 5, 244, 7, 95, 3, 61, 4, 0, 0, 40, 4, 1, 609, 52, 3, 15, 1, 66, 199]"
2020-01-01,"[2, 10, 22, 12, 4, 5, 4, 3, 4, 17, 3, 5, 141, 86, 8, 6, 1, 4, 6, 79, 2, 6, 171, 45, 7, 3, 35, 6, 47, 22, 7, 0, 1, 3, 30, 4, 22, 2, 60, 47, 6, 0, 19, 2, 4, 0, 8, 5, 30, 51, 18, 1, 2, 3, 1, 11, 30, 4, 4, 0, 117, 0, 18, 198, 15, 55, 7, 15, 7, 12, 2, 0, 325, 7, 6, 177, 2, 76, 2, 62, 0, 2, 0, 40, 3, 1, 637, 37, 5, 27, 0, 44, 187]"
2020-01-02,"[3, 14, 26, 24, 2, 16, 6, 5, 1, 22, 3, 4, 229, 101, 6, 10, 6, 3, 4, 166, 0, 14, 336, 50, 7, 5, 86, 22, 65, 32, 19, 0, 5, 5, 43, 10, 18, 6, 145, 18, 1, 2, 17, 6, 0, 3, 27, 3, 30, 78, 19, 1, 0, 4, 1, 24, 26, 13, 8, 0, 131, 1, 21, 228, 22, 61, 20, 17, 8, 14, 4, 0, 371, 0, 11, 273, 9, 124, 3, 96, 2, 7, 0, 45, 4, 0, 784, 64, 1, 49, 2, 64, 311]"
2020-01-03,"[3, 8, 43, 28, 8, 13, 8, 1, 7, 32, 8, 20, 193, 129, 16, 14, 0, 7, 9, 158, 0, 16, 390, 61, 11, 4, 42, 37, 65, 32, 28, 0, 1, 2, 40, 12, 28, 1, 127, 82, 2, 9, 38, 1, 0, 2, 14, 0, 49, 84, 20, 1, 0, 5, 0, 20, 48, 18, 8, 1, 195, 0, 41, 254, 33, 72, 19, 34, 1, 14, 0, 1, 428, 0, 10, 326, 2, 124, 3, 100, 5, 3, 2, 65, 6, 1, 825, 70, 1, 26, 1, 59, 298]"
2020-01-04,"[2, 14, 23, 24, 1, 11, 15, 1, 4, 17, 4, 5, 136, 115, 10, 14, 2, 3, 5, 124, 0, 17, 248, 52, 10, 6, 36, 18, 64, 20, 21, 0, 5, 3, 29, 10, 24, 9, 73, 21, 8, 7, 14, 0, 1, 2, 18, 3, 43, 60, 12, 0, 0, 6, 0, 28, 33, 9, 9, 1, 185, 1, 24, 199, 47, 47, 13, 30, 7, 15, 1, 0, 370, 3, 10, 204, 3, 93, 4, 105, 2, 3, 3, 46, 3, 2, 614, 81, 4, 52, 1, 56, 329]"
2020-01-05,"[2, 15, 10, 36, 6, 20, 11, 0, 4, 9, 3, 11, 156, 119, 14, 11, 2, 5, 2, 125, 1, 27, 290, 50, 5, 5, 29, 14, 53, 21, 14, 0, 7, 4, 20, 13, 20, 21, 105, 9, 2, 1, 21, 4, 3, 3, 13, 6, 38, 52, 18, 1, 1, 2, 0, 13, 34, 9, 2, 3, 217, 1, 12, 199, 42, 56, 19, 19, 5, 11, 0, 0, 370, 5, 8, 228, 5, 82, 4, 107, 10, 9, 1, 54, 7, 1, 639, 73, 4, 55, 0, 70, 362]"
2020-01-06,"[3, 16, 22, 30, 3, 15, 2, 2, 5, 24, 10, 17, 246, 126, 17, 9, 2, 3, 6, 222, 1, 14, 428, 64, 5, 8, 44, 35, 80, 29, 18, 1, 7, 5, 52, 9, 29, 4, 169, 15, 1, 3, 34, 5, 6, 1, 22, 10, 49, 85, 20, 3, 1, 3, 0, 22, 69, 21, 8, 5, 221, 0, 16, 259, 28, 76, 20, 27, 6, 15, 2, 2, 414, 3, 11, 327, 5, 118, 4, 127, 11, 5, 5, 59, 6, 2, 826, 50, 1, 38, 3, 86, 383]"
2020-01-07,"[3, 15, 19, 44, 9, 11, 10, 0, 5, 33, 7, 21, 329, 125, 21, 17, 3, 1, 6, 274, 1, 8, 577, 82, 11, 3, 67, 50, 99, 44, 27, 0, 1, 3, 56, 11, 17, 2, 235, 16, 3, 4, 26, 6, 1, 1, 19, 0, 47, 87, 21, 1, 0, 6, 0, 31, 56, 53, 4, 9, 215, 0, 20, 232, 30, 91, 12, 30, 6, 17, 0, 2, 433, 0, 11, 370, 7, 114, 6, 105, 6, 11, 2, 63, 3, 1, 1071, 49, 2, 37, 2, 68, 321]"
2020-01-08,"[5, 19, 20, 41, 6, 8, 8, 5, 5, 12, 7, 28, 358, 134, 16, 15, 0, 7, 11, 317, 1, 6, 672, 69, 10, 2, 77, 56, 116, 37, 33, 0, 1, 3, 81, 4, 24, 3, 231, 14, 2, 0, 26, 2, 1, 1, 13, 7, 58, 91, 13, 2, 0, 2, 0, 25, 51, 36, 10, 8, 225, 0, 23, 304, 27, 84, 25, 28, 6, 8, 0, 1, 394, 4, 16, 349, 11, 131, 4, 122, 4, 11, 3, 94, 5, 0, 1145, 64, 5, 29, 0, 69, 382]"
2020-01-09,"[6, 12, 24, 32, 12, 9, 11, 7, 2, 15, 5, 15, 235, 125, 24, 8, 1, 0, 6, 181, 2, 12, 382, 43, 13, 5, 43, 23, 90, 31, 15, 0, 2, 0, 48, 6, 32, 7, 166, 12, 5, 3, 16, 3, 4, 1, 15, 4, 46, 77, 21, 1, 1, 5, 0, 15, 55, 9, 11, 3, 210, 1, 18, 244, 28, 75, 17, 29, 1, 16, 1, 0, 396, 3, 5, 290, 1, 127, 6, 92, 12, 5, 3, 61, 14, 1, 693, 53, 1, 20, 3, 76, 295]"
2020-01-10,"[2, 10, 25, 24, 1, 18, 13, 0, 4, 28, 0, 9, 217, 140, 14, 12, 2, 3, 5, 192, 0, 14, 340, 44, 8, 6, 43, 32, 65, 33, 8, 1, 4, 6, 60, 10, 35, 4, 140, 12, 4, 1, 32, 1, 5, 3, 25, 7, 57, 74, 24, 1, 0, 1, 0, 19, 49, 9, 7, 2, 173, 1, 26, 231, 37, 84, 15, 38, 9, 19, 1, 0, 456, 1, 7, 253, 3, 111, 2, 76, 6, 6, 4, 56, 1, 0, 747, 50, 6, 23, 0, 67, 299]"
2020-01-11,"[8, 11, 26, 22, 4, 17, 7, 0, 11, 19, 6, 6, 198, 98, 9, 6, 0, 3, 5, 123, 0, 18, 304, 38, 12, 3, 37, 21, 76, 35, 18, 0, 1, 4, 35, 26, 21, 2, 117, 7, 2, 3, 17, 2, 3, 5, 19, 3, 29, 58, 25, 1, 0, 3, 0, 23, 40, 3, 25, 1, 195, 1, 15, 205, 32, 62, 16, 35, 3, 15, 4, 0, 362, 2, 10, 209, 2, 96, 3, 96, 8, 5, 0, 45, 1, 0, 648, 67, 0, 28, 0, 64, 283]"
2020-01-12,"[0, 11, 9, 26, 2, 13, 3, 2, 4, 4, 7, 4, 152, 75, 11, 4, 1, 3, 4, 100, 0, 5, 221, 31, 4, 1, 33, 21, 52, 26, 3, 0, 0, 7, 36, 18, 14, 0, 102, 14, 3, 1, 11, 1, 3, 1, 13, 3, 27, 29, 16, 4, 1, 0, 0, 10, 26, 5, 17, 2, 135, 0, 15, 163, 15, 49, 10, 20, 4, 8, 3, 0, 276, 0, 6, 211, 1, 69, 3, 67, 4, 2, 2, 40, 7, 2, 524, 40, 1, 20, 1, 53, 199]"
2020-01-13,"[1, 12, 24, 25, 5, 20, 14, 3, 2, 11, 1, 14, 186, 128, 7, 9, 0, 6, 9, 151, 0, 5, 261, 48, 16, 4, 42, 14, 65, 29, 14, 0, 2, 2, 44, 9, 28, 7, 115, 13, 3, 2, 24, 2, 6, 3, 15, 2, 38, 61, 22, 4, 0, 2, 1, 12, 49, 5, 37, 6, 147, 0, 23, 239, 21, 59, 18, 24, 13, 12, 0, 1, 366, 1, 9, 241, 2, 96, 5, 97, 4, 2, 3, 53, 7, 2, 515, 79, 3, 29, 2, 51, 259]"
2020-01-14,"[3, 16, 29, 58, 13, 20, 23, 8, 12, 33, 11, 25, 399, 145, 16, 24, 4, 3, 9, 334, 1, 13, 808, 107, 17, 5, 73, 69, 128, 73, 29, 1, 4, 8, 97, 33, 38, 8, 287, 18, 4, 6, 35, 3, 4, 2, 17, 2, 67, 111, 17, 3, 2, 7, 2, 24, 42, 19, 25, 14, 294, 0, 49, 257, 33, 90, 30, 54, 7, 14, 1, 2, 425, 4, 22, 506, 2, 149, 11, 119, 13, 9, 6, 115, 14, 2, 1271, 92, 2, 40, 2, 95, 430]"
2020-01-15,"[2, 9, 18, 36, 22, 25, 21, 26, 22, 15, 14, 19, 252, 147, 14, 15, 3, 8, 6, 185, 6, 9, 449, 57, 27, 3, 45, 43, 99, 65, 25, 0, 3, 9, 45, 41, 26, 6, 178, 16, 2, 4, 20, 3, 2, 1, 17, 2, 45, 104, 30, 9, 3, 3, 0, 33, 52, 11, 14, 7, 231, 1, 38, 238, 38, 104, 24, 28, 7, 24, 2, 1, 428, 4, 17, 339, 10, 135, 2, 113, 29, 7, 1, 68, 17, 0, 875, 74, 3, 22, 2, 74, 339]"
2020-01-16,"[5, 10, 22, 24, 4, 16, 7, 9, 3, 17, 17, 12, 204, 141, 13, 11, 2, 3, 3, 141, 2, 5, 265, 48, 17, 3, 35, 30, 65, 52, 18, 0, 1, 2, 37, 20, 37, 0, 132, 13, 7, 2, 16, 2, 1, 1, 28, 5, 55, 60, 22, 2, 0, 1, 0, 29, 44, 7, 20, 6, 191, 0, 39, 284, 41, 92, 17, 32, 10, 25, 0, 0, 495, 0, 11, 241, 15, 97, 8, 98, 12, 10, 2, 45, 9, 1, 673, 74, 1, 36, 1, 52, 250]"
2020-01-17,"[2, 2, 16, 32, 10, 10, 7, 3, 6, 21, 26, 11, 250, 149, 12, 12, 1, 5, 5, 190, 0, 16, 383, 51, 6, 2, 52, 35, 82, 57, 23, 1, 3, 3, 51, 17, 26, 2, 154, 15, 2, 0, 22, 3, 1, 4, 17, 3, 50, 62, 17, 8, 1, 3, 2, 25, 35, 4, 7, 4, 193, 0, 23, 229, 35, 64, 21, 42, 8, 12, 2, 0, 380, 3, 12, 295, 14, 101, 4, 83, 9, 10, 3, 64, 14, 0, 786, 63, 3, 33, 1, 68, 315]"
2020-01-18,"[1, 11, 18, 24, 5, 4, 4, 2, 0, 19, 5, 7, 168, 102, 10, 7, 2, 4, 4, 128, 1, 12, 268, 35, 7, 5, 34, 23, 71, 37, 18, 0, 2, 0, 21, 12, 20, 2, 113, 11, 4, 2, 15, 2, 3, 1, 11, 2, 29, 51, 12, 1, 0, 3, 0, 11, 30, 10, 0, 2, 160, 0, 22, 165, 24, 70, 14, 30, 1, 8, 7, 2, 331, 0, 7, 221, 6, 68, 4, 67, 7, 2, 2, 55, 10, 3, 594, 58, 2, 30, 1, 51, 284]"
