CV,test_start,test_end,model,best_params,dataset,feature_selection,dependent_variable,independent_variables,DV_shifts,IV_lags,metric,n_train_days,n_valid_days,n_test_days,train_valid_model_f1,test_model_f1,train_valid_random_f1,test_random_f1,train_valid_naive_f1,test_naive_f1,train_valid_model_accuracy,test_model_accuracy,train_valid_random_accuracy,test_random_accuracy,train_valid_naive_accuracy,test_naive_accuracy,train_valid_AlgoReturns,test_AlgoReturns,train_valid_RandomReturns,test_RandomReturns,train_valid_NaiveReturns,test_NaiveReturns,train_valid_BuyAndHolds,test_BuyAndHolds,execution_time,finished_time
1,2019-03-05,2019-05-03,RFC,"{'max_depth': 3, 'n_estimators': 39}",BlockchainAltcoinMacro,True,BTC_Price_LogReturn_binary,"['market-cap_LogReturn', 'mvrv_LogReturn', 'nvts_LogReturn', 'ETH_Price_LogReturn', 'XRP_Price_LogReturn', 'LTC_Price_LogReturn', 'BCH_Price_LogReturn', 'BNB_Price_LogReturn', 'XLM_Price_LogReturn', 'EOS_Price_LogReturn', 'XMR_Price_LogReturn', 'XEM_Price_LogReturn', 'NEO_Price_LogReturn', 'IOTA_Price_LogReturn', 'ETC_Price_LogReturn', 'WAVES_Price_LogReturn', 'BCH_Volume_LogReturn_lag2', 'ETH_Price_LogReturn_lag1', 'LTC_Price_LogReturn_lag1', 'BNB_Price_LogReturn_lag1', 'XLM_Price_LogReturn_lag1', 'EOS_Price_LogReturn_lag1', 'XMR_Price_LogReturn_lag1', 'XEM_Price_LogReturn_lag1', 'IOTA_Price_LogReturn_lag1', 'ETC_Price_LogReturn_lag1']",3,2,f1,480,60,60,0.81326352530541,0.8235294117647058,0.5112781954887218,0.48571428571428577,0.5045703839122486,0.7058823529411765,0.8,0.75,0.514018691588785,0.4,0.4934579439252336,0.5833333333333334,10.94364634246346,1.0509306682328017,0.3119669260507436,0.2077864663197353,0.2927396099065156,0.7190399773680678,-0.30829031448055666,0.9569083733993224,149.9045713309988,2021_06_08_16_03
2,2019-05-04,2019-07-02,RFC,"{'max_depth': 4, 'n_estimators': 400}",BlockchainAltcoinMacro,True,BTC_Price_LogReturn_binary,"['market-cap_LogReturn', 'mvrv_LogReturn', 'nvts_LogReturn', 'ETH_Price_LogReturn', 'XRP_Price_LogReturn', 'LTC_Price_LogReturn', 'BCH_Price_LogReturn', 'BNB_Price_LogReturn', 'XLM_Price_LogReturn', 'EOS_Price_LogReturn', 'XMR_Price_LogReturn', 'XEM_Price_LogReturn', 'NEO_Price_LogReturn', 'IOTA_Price_LogReturn', 'ZEC_Price_LogReturn', 'ETC_Price_LogReturn', 'WAVES_Price_LogReturn', 'BCH_Volume_LogReturn_lag2', 'ETH_Price_LogReturn_lag1', 'LTC_Price_LogReturn_lag1', 'XLM_Price_LogReturn_lag1', 'EOS_Price_LogReturn_lag1', 'XMR_Price_LogReturn_lag1', 'XEM_Price_LogReturn_lag1', 'NEO_Price_LogReturn_lag1', 'IOTA_Price_LogReturn_lag1', 'ETC_Price_LogReturn_lag1']",3,2,f1,480,60,60,0.847863247863248,0.8,0.4826325411334552,0.6,0.5251798561151079,0.7209302325581395,0.8336448598130841,0.7166666666666667,0.47102803738317756,0.5333333333333333,0.5065420560747663,0.6,11.16531758265745,2.6526162852668556,-1.768056407954953,1.1166696024111857,0.17223974233049155,1.6432613486182088,-0.8598000214570334,2.4927863991077963,151.23826673400072,2021_06_08_16_03
3,2019-07-03,2019-08-31,RFC,"{'max_depth': 7, 'n_estimators': 46}",BlockchainAltcoinMacro,True,BTC_Price_LogReturn_binary,"['ETH_Price_LogReturn', 'XRP_Price_LogReturn', 'LTC_Price_LogReturn', 'BCH_Price_LogReturn', 'BNB_Price_LogReturn', 'XLM_Price_LogReturn', 'EOS_Price_LogReturn', 'XMR_Price_LogReturn', 'XEM_Price_LogReturn', 'NEO_Price_LogReturn', 'IOTA_Price_LogReturn', 'ZEC_Price_LogReturn', 'ETC_Price_LogReturn', 'WAVES_Price_LogReturn', 'BCH_Volume_LogReturn_lag2', 'ETH_Price_LogReturn_lag1', 'LTC_Price_LogReturn_lag1', 'BCH_Price_LogReturn_lag1', 'XLM_Price_LogReturn_lag1', 'EOS_Price_LogReturn_lag1', 'XMR_Price_LogReturn_lag1', 'XEM_Price_LogReturn_lag1', 'IOTA_Price_LogReturn_lag1', 'ETC_Price_LogReturn_lag1']",3,2,f1,480,60,60,0.9515570934256055,0.7241379310344827,0.5316455696202531,0.3859649122807017,0.5285714285714286,0.4642857142857143,0.9476635514018692,0.7333333333333333,0.5158878504672897,0.4166666666666667,0.5065420560747663,0.5,12.532760521047598,0.8100304862931029,-0.33789102314330144,-0.4311147866031142,0.08459310985625201,-0.0050596218463017095,-0.6746292262965898,-0.5116139380569198,140.95330680799998,2021_06_08_16_03
4,2019-09-01,2019-10-30,RFC,"{'max_depth': 4, 'n_estimators': 400}",BlockchainAltcoinMacro,True,BTC_Price_LogReturn_binary,"['ETH_Price_LogReturn', 'XRP_Price_LogReturn', 'LTC_Price_LogReturn', 'BCH_Price_LogReturn', 'XLM_Price_LogReturn', 'EOS_Price_LogReturn', 'XMR_Price_LogReturn', 'XEM_Price_LogReturn', 'NEO_Price_LogReturn', 'IOTA_Price_LogReturn', 'ZEC_Price_LogReturn', 'ETC_Price_LogReturn', 'WAVES_Price_LogReturn', 'BCH_Volume_LogReturn_lag2', 'ETH_Price_LogReturn_lag1', 'XRP_Price_LogReturn_lag1', 'LTC_Price_LogReturn_lag1', 'BCH_Price_LogReturn_lag1', 'XLM_Price_LogReturn_lag1', 'EOS_Price_LogReturn_lag1', 'XMR_Price_LogReturn_lag1', 'XEM_Price_LogReturn_lag1', 'NEO_Price_LogReturn_lag1', 'IOTA_Price_LogReturn_lag1', 'ETC_Price_LogReturn_lag1']",3,2,f1,480,60,60,0.8408304498269897,0.6857142857142857,0.5190562613430127,0.48275862068965514,0.5287769784172662,0.35294117647058826,0.8280373831775701,0.6333333333333333,0.5046728971962616,0.5,0.5102803738317757,0.45,10.09713532007984,0.7536502369588192,0.6645089786484242,-0.12632501300123344,0.9439185725216515,-0.11417680220778514,0.34274972439182605,-0.5825896849029384,148.68588190300034,2021_06_08_16_03
5,2019-10-31,2019-12-29,RFC,"{'max_depth': 4, 'n_estimators': 843}",BlockchainAltcoinMacro,True,BTC_Price_LogReturn_binary,"['mvrv_LogReturn', 'ETH_Price_LogReturn', 'XRP_Price_LogReturn', 'LTC_Price_LogReturn', 'BCH_Price_LogReturn', 'XLM_Price_LogReturn', 'EOS_Price_LogReturn', 'XMR_Price_LogReturn', 'XEM_Price_LogReturn', 'NEO_Price_LogReturn', 'IOTA_Price_LogReturn', 'ZEC_Price_LogReturn', 'ETC_Price_LogReturn', 'BCH_Volume_LogReturn_lag2', 'ETH_Price_LogReturn_lag1', 'XRP_Price_LogReturn_lag1', 'LTC_Price_LogReturn_lag1', 'BCH_Price_LogReturn_lag1', 'XLM_Price_LogReturn_lag1', 'EOS_Price_LogReturn_lag1', 'XMR_Price_LogReturn_lag1', 'XEM_Price_LogReturn_lag1', 'NEO_Price_LogReturn_lag1', 'IOTA_Price_LogReturn_lag1', 'ZEC_Price_LogReturn_lag1', 'ETC_Price_LogReturn_lag1']",3,2,f1,480,60,60,0.838709677419355,0.5714285714285714,0.48405253283302063,0.5098039215686274,0.5191956124314442,0.2727272727272727,0.822429906542056,0.55,0.48598130841121495,0.5833333333333334,0.508411214953271,0.4666666666666667,9.76453035349916,-0.3622699385701651,0.032362883007541754,-0.11361178437044828,1.110679215464062,-0.44859260406591517,-0.29531325479200987,-0.44584372289784824,150.51265818899992,2021_06_08_16_03
6,2019-12-30,2020-02-27,RFC,"{'max_depth': 4, 'n_estimators': 280}",BlockchainAltcoinMacro,True,BTC_Price_LogReturn_binary,"['mvrv_LogReturn', 'nvts_LogReturn', 'ETH_Price_LogReturn', 'XRP_Price_LogReturn', 'LTC_Price_LogReturn', 'BCH_Price_LogReturn', 'XLM_Price_LogReturn', 'EOS_Price_LogReturn', 'XMR_Price_LogReturn', 'XEM_Price_LogReturn', 'NEO_Price_LogReturn', 'IOTA_Price_LogReturn', 'ZEC_Price_LogReturn', 'ETH_Price_LogReturn_lag1', 'LTC_Price_LogReturn_lag1', 'BCH_Price_LogReturn_lag1', 'EOS_Price_LogReturn_lag1', 'XMR_Price_LogReturn_lag1', 'XEM_Price_LogReturn_lag1', 'IOTA_Price_LogReturn_lag1']",3,2,f1,480,60,60,0.8175438596491229,0.6666666666666667,0.472168905950096,0.5217391304347826,0.5092936802973977,0.5507246376811593,0.805607476635514,0.5666666666666667,0.48598130841121495,0.45,0.5065420560747663,0.48333333333333334,9.171728376111682,0.9396116225793278,-0.01836425540552611,0.129653695501597,1.3298150759071863,0.2131577375245275,0.234207484913167,0.8971194852287532,141.11399068299943,2021_06_08_16_03
7,2020-02-28,2020-04-27,RFC,"{'max_depth': 10, 'n_estimators': 83}",BlockchainAltcoinMacro,True,BTC_Price_LogReturn_binary,"['mvrv_LogReturn', 'ETH_Price_LogReturn', 'XRP_Price_LogReturn', 'LTC_Price_LogReturn', 'BCH_Price_LogReturn', 'XLM_Price_LogReturn', 'EOS_Price_LogReturn', 'XMR_Price_LogReturn', 'XEM_Price_LogReturn', 'NEO_Price_LogReturn', 'ETC_Price_LogReturn', 'ETH_Price_LogReturn_lag1', 'BCH_Price_LogReturn_lag1', 'XMR_Price_LogReturn_lag1']",3,2,f1,480,60,60,0.9944954128440368,0.6875,0.5019607843137255,0.5333333333333333,0.4963235294117647,0.5538461538461539,0.994392523364486,0.6666666666666666,0.525233644859813,0.5333333333333333,0.48785046728971965,0.5166666666666667,11.990389773653517,0.5969191898672452,1.7428742616002229,0.3349635697569511,1.3560888141096648,-0.015745090919994098,1.072810545447501,-0.9411951626116739,133.3052377240001,2021_06_08_16_03
8,2020-04-28,2020-06-26,RFC,"{'max_depth': 7, 'n_estimators': 46}",BlockchainAltcoinMacro,True,BTC_Price_LogReturn_binary,"['mvrv_LogReturn', 'ETH_Price_LogReturn', 'XRP_Price_LogReturn', 'LTC_Price_LogReturn', 'BCH_Price_LogReturn', 'XLM_Price_LogReturn', 'XMR_Price_LogReturn', 'XEM_Price_LogReturn', 'NEO_Price_LogReturn', 'XMR_Price_LogReturn_lag1']",3,2,f1,480,60,60,0.9179755671902269,0.7250000000000001,0.4919210053859964,0.5970149253731343,0.5127272727272727,0.611111111111111,0.9121495327102803,0.6333333333333333,0.47102803738317756,0.55,0.49906542056074765,0.5333333333333333,11.291808019469471,0.9256840047020685,-0.6344585864481651,0.5225122266177618,1.5283312843790569,0.25958805170767363,0.3238173489745222,0.8347571023859075,131.2020433460002,2021_06_08_16_03
9,2020-06-27,2020-08-25,RFC,"{'max_depth': 10, 'n_estimators': 551}",BlockchainAltcoinMacro,True,BTC_Price_LogReturn_binary,"['mvrv_LogReturn', 'USDT_Volume_LogReturn', 'ETH_Price_LogReturn', 'LTC_Price_LogReturn', 'BCH_Price_LogReturn', 'BNB_Price_LogReturn', 'XLM_Price_LogReturn', 'EOS_Price_LogReturn', 'XMR_Price_LogReturn', 'NEO_Price_LogReturn', 'ETC_Price_LogReturn', 'gbp_usd_Price_LogReturn_lag1', 'XMR_Price_LogReturn_lag1']",3,2,f1,480,60,60,0.9982728842832469,0.6933333333333334,0.5193370165745856,0.626865671641791,0.535405872193437,0.4857142857142857,0.9981308411214953,0.6166666666666667,0.5121495327102804,0.5833333333333334,0.497196261682243,0.4,13.748703489594615,0.6990459816650834,0.6015525916917159,0.4213932238288294,1.9395505225897036,0.40424447055315227,2.675614946590411,0.644581163894463,133.38576966000073,2021_06_08_16_03
10,2020-08-26,2020-10-24,RFC,"{'max_depth': 4, 'n_estimators': 843}",BlockchainAltcoinMacro,True,BTC_Price_LogReturn_binary,"['mvrv_LogReturn', 'USDT_Volume_LogReturn', 'ETH_Price_LogReturn', 'LTC_Price_LogReturn', 'BCH_Price_LogReturn', 'BNB_Price_LogReturn', 'XLM_Price_LogReturn', 'EOS_Price_LogReturn', 'XMR_Price_LogReturn', 'NEO_Price_LogReturn', 'LTC_Price_LogReturn_lag1', 'XLM_Price_LogReturn_lag1', 'XMR_Price_LogReturn_lag1']",3,2,f1,480,60,60,0.8284389489953633,0.7199999999999999,0.5251798561151079,0.4444444444444444,0.5540540540540541,0.5428571428571428,0.7925233644859813,0.65,0.5065420560747663,0.4166666666666667,0.5065420560747663,0.4666666666666667,11.497604313455621,0.6833610324525505,2.341311215452791,-0.12446701177183606,2.682152239923864,0.11699859702060067,3.370611005300546,0.005802126289406573,134.18631897100022,2021_06_08_16_03
