Timestamp,transactions-per-second
2018-03-20 17:45:00,2.61666666666667
2018-03-21 11:15:00,2.4
2018-03-22 04:45:00,1.65
2018-03-22 22:15:00,2.08333333333333
2018-03-23 15:45:00,2.81666666666667
2018-03-24 09:15:00,1.43333333333333
2018-03-25 02:45:00,1.28333333333333
2018-03-25 20:15:00,1.68333333333333
2018-03-26 13:45:00,2.71666666666667
2018-03-27 07:15:00,1.71666666666667
2018-03-28 00:45:00,1.63333333333333
2018-03-28 18:15:00,2.81666666666667
2018-03-29 11:45:00,2.3
2018-03-30 05:15:00,1.78333333333333
2018-03-30 22:45:00,1.86666666666667
2018-03-31 16:15:00,2.76666666666667
2018-04-01 09:45:00,1.36666666666667
2018-04-02 03:15:00,1.5
2018-04-02 20:45:00,2.15
2018-04-03 14:15:00,3.16666666666667
2018-04-04 07:45:00,1.96666666666667
2018-04-05 01:15:00,1.76666666666667
2018-04-05 18:45:00,2.55
2018-04-06 12:15:00,1.95
2018-04-07 05:45:00,1.45
2018-04-07 23:15:00,1.45
2018-04-08 16:45:00,1.88333333333333
2018-04-09 10:15:00,2.28333333333333
2018-04-10 03:45:00,1.7
2018-04-10 21:15:00,2.2
2018-04-11 14:45:00,2.7
2018-04-12 08:15:00,1.96666666666667
2018-04-13 01:45:00,2.08333333333333
2018-04-13 19:15:00,2.61666666666667
2018-04-14 12:45:00,1.75
2018-04-15 06:15:00,1.61666666666667
2018-04-15 23:45:00,1.63333333333333
2018-04-16 17:15:00,2.76666666666667
2018-04-17 10:45:00,2.05
2018-04-18 04:15:00,1.66666666666667
2018-04-18 21:45:00,2.43333333333333
2018-04-19 15:15:00,2.8
2018-04-20 08:45:00,2.31666666666667
2018-04-21 02:15:00,1.93333333333333
2018-04-21 19:45:00,1.96666666666667
2018-04-22 13:15:00,2.18333333333333
2018-04-23 06:45:00,2.2
2018-04-24 00:15:00,2.6
2018-04-24 17:45:00,3.48333333333333
2018-04-25 11:15:00,2.1
2018-04-26 04:45:00,1.81666666666667
2018-04-26 22:15:00,2.2
2018-04-27 15:45:00,2.78333333333333
2018-04-28 09:15:00,2.65
2018-04-29 02:45:00,1.73333333333333
2018-04-29 20:15:00,2.16666666666667
2018-04-30 13:45:00,2.7
2018-05-01 07:15:00,1.88333333333333
2018-05-02 00:45:00,1.76666666666667
2018-05-02 18:15:00,2.7
2018-05-03 11:45:00,2.58333333333333
2018-05-04 05:15:00,1.73333333333333
2018-05-04 22:45:00,1.91666666666667
2018-05-05 16:15:00,3.08333333333333
2018-05-06 09:45:00,2.06666666666667
2018-05-07 03:15:00,1.66666666666667
2018-05-07 20:45:00,1.83333333333333
2018-05-08 14:15:00,3.16666666666667
2018-05-09 07:45:00,2.13333333333333
2018-05-10 01:15:00,1.98333333333333
2018-05-10 18:45:00,2.78333333333333
2018-05-11 12:15:00,2.95
2018-05-12 05:45:00,2.01666666666667
2018-05-12 23:15:00,1.56666666666667
2018-05-13 16:45:00,2.28333333333333
2018-05-14 10:15:00,2.11666666666667
2018-05-15 03:45:00,1.98333333333333
2018-05-15 21:15:00,2.4
2018-05-16 14:45:00,3.3
2018-05-17 08:15:00,2.25
2018-05-18 01:45:00,2.46666666666667
2018-05-18 19:15:00,2.75
2018-05-19 12:45:00,2.73333333333333
2018-05-20 06:15:00,1.4
2018-05-20 23:45:00,1.51666666666667
2018-05-21 17:15:00,2.93333333333333
2018-05-22 10:45:00,2.48333333333333
2018-05-23 04:15:00,1.98333333333333
2018-05-23 21:45:00,2.58333333333333
2018-05-24 15:15:00,2.83333333333333
2018-05-25 08:45:00,2.01666666666667
2018-05-26 02:15:00,1.51666666666667
2018-05-26 19:45:00,1.7
2018-05-27 13:15:00,1.86666666666667
2018-05-28 06:45:00,1.83333333333333
2018-05-29 00:15:00,1.83333333333333
2018-05-29 17:45:00,2.8
2018-05-30 11:15:00,2.53333333333333
2018-05-31 04:45:00,1.75
2018-05-31 22:15:00,2.28333333333333
2018-06-01 15:45:00,3
2018-06-02 09:15:00,1.91666666666667
2018-06-03 02:45:00,1.45
2018-06-03 20:15:00,2
