Timestamp,utxo-count
2018-07-30 16:26:10,48921918
2018-07-31 09:58:17,48950849
2018-08-01 01:39:49,48910483
2018-08-01 20:10:35,48910781
2018-08-02 12:53:39,48861375
2018-08-03 04:29:46,48895640
2018-08-03 19:32:58,48901372
2018-08-04 11:13:12,48957533
2018-08-05 01:47:26,48972720
2018-08-05 17:43:28,49022494
2018-08-06 12:57:39,48987554
2018-08-07 07:38:50,48956132
2018-08-08 00:13:23,48890018
2018-08-08 16:32:47,48906673
2018-08-09 09:58:43,48946975
2018-08-10 02:17:21,48980904
2018-08-10 17:49:08,48977836
2018-08-11 07:08:47,48968152
2018-08-11 22:52:19,48981806
2018-08-12 14:14:51,48996125
2018-08-13 09:10:25,49017985
2018-08-14 01:34:57,48994088
2018-08-14 21:10:04,48997693
2018-08-15 12:59:27,49078864
2018-08-16 05:31:36,49116586
2018-08-16 21:52:19,49121332
2018-08-17 15:18:44,49179610
2018-08-18 06:54:16,49201855
2018-08-18 22:55:16,49236461
2018-08-19 15:52:12,49283468
2018-08-20 10:19:12,49350791
2018-08-21 03:41:11,49321444
2018-08-21 20:41:10,49314706
2018-08-22 13:43:34,49356381
2018-08-23 07:45:22,49382939
2018-08-23 23:49:34,49393465
2018-08-24 18:14:37,49435830
2018-08-25 12:02:11,49482327
2018-08-26 04:05:21,49491180
2018-08-26 19:35:20,49475010
2018-08-27 12:09:32,49454975
2018-08-28 00:44:26,49400091
2018-08-28 18:02:05,49353449
2018-08-29 12:24:39,49369786
2018-08-30 04:14:01,49383249
2018-08-30 22:20:20,49370503
2018-08-31 15:57:40,49428654
2018-09-01 07:29:28,49415993
2018-09-02 00:07:23,49424749
2018-09-02 18:51:22,49466714
2018-09-03 11:24:02,49495040
2018-09-04 06:57:51,49477957
2018-09-05 03:13:02,49505595
2018-09-05 22:48:04,49515367
2018-09-06 14:16:31,49514356
2018-09-07 07:57:54,49512869
2018-09-08 02:03:04,49528022
2018-09-08 18:39:19,49538937
2018-09-09 11:27:21,49549907
2018-09-10 03:15:23,49552611
2018-09-10 22:10:04,49552464
2018-09-11 15:13:44,49490841
2018-09-12 09:25:33,49503850
2018-09-13 00:53:48,49499755
2018-09-13 18:49:19,49508168
2018-09-14 12:35:37,49549900
2018-09-15 08:48:07,49505149
2018-09-16 03:43:59,49548939
2018-09-16 20:33:19,49584677
2018-09-17 16:55:09,49623526
2018-09-18 10:49:26,49638906
2018-09-19 04:17:20,49640539
2018-09-19 21:06:12,49649205
2018-09-20 13:26:49,49695688
2018-09-21 08:46:53,49744563
2018-09-22 01:23:49,49751022
2018-09-22 17:25:02,49787977
2018-09-23 11:50:44,49818653
2018-09-24 04:32:36,49862377
2018-09-24 20:11:14,49868924
2018-09-25 12:32:49,49915960
2018-09-26 05:16:34,49927669
2018-09-27 00:04:31,49915976
2018-09-27 19:00:33,49952528
2018-09-28 10:33:26,49996346
2018-09-29 04:12:18,50022917
2018-09-29 20:11:37,50060320
2018-09-30 12:56:52,50101025
2018-10-01 05:31:49,50127348
2018-10-01 20:52:47,50081372
2018-10-02 16:05:07,50061646
2018-10-03 07:26:18,50050330
2018-10-04 04:25:08,50185160
2018-10-04 21:08:48,50231871
2018-10-05 16:50:50,50304171
2018-10-06 13:40:30,50343161
2018-10-07 06:54:05,50374193
2018-10-08 03:02:04,50355880
2018-10-08 22:02:08,50348018
2018-10-09 18:01:33,50372994
2018-10-10 11:44:52,50405958
2018-10-11 05:17:28,50417931
2018-10-11 21:20:21,50394810
2018-10-12 16:23:30,50414974
2018-10-13 09:45:22,50347530
2018-10-14 08:43:44,50350683
2018-10-15 03:48:33,50333540
2018-10-15 19:39:43,50300644
2018-10-16 13:58:17,50301697
2018-10-17 09:14:57,50278928
2018-10-18 01:52:53,50244431
2018-10-18 21:26:24,50224634
2018-10-19 17:21:45,50229179
2018-10-20 10:52:47,50203838
2018-10-21 06:15:59,50214912
2018-10-21 23:38:16,50209952
2018-10-22 15:45:40,50218716
2018-10-23 07:03:29,50167100
2018-10-24 02:54:40,50161350
2018-10-25 00:21:56,50148987
2018-10-25 20:27:50,50183770
2018-10-26 14:03:51,50154971
2018-10-27 07:40:05,50113971
2018-10-28 03:31:09,50104867
2018-10-28 22:03:13,50100300
2018-10-29 14:26:18,50089622
2018-10-30 09:44:20,50082326
2018-10-31 01:11:12,50070076
2018-10-31 17:43:51,50078553
2018-11-01 07:46:11,50052648
2018-11-02 02:07:11,50022932
2018-11-02 20:29:48,50043834
2018-11-03 12:43:14,50029381
2018-11-04 07:15:29,50027442
2018-11-05 02:11:34,49939983
2018-11-05 21:20:21,49946484
2018-11-06 15:59:25,49970822
2018-11-07 10:50:35,49979356
2018-11-08 07:52:19,50010925
2018-11-09 04:47:53,50001178
2018-11-10 01:42:50,50038565
2018-11-10 22:17:58,50057934
2018-11-11 14:50:07,50061175
2018-11-12 10:41:30,50079435
2018-11-13 04:58:24,50097612
2018-11-14 01:36:12,50114474
2018-11-14 22:02:17,50159141
2018-11-15 16:26:05,50163995
2018-11-16 15:30:26,50227746
2018-11-17 08:10:04,50250852
2018-11-18 02:01:10,50266928
2018-11-18 23:54:02,50282087
2018-11-19 19:53:11,50289438
2018-11-20 15:54:26,50267025
2018-11-21 13:56:14,50282915
2018-11-22 11:43:02,50270153
2018-11-23 10:24:52,50276767
2018-11-24 05:27:44,50313848
2018-11-24 23:43:46,50262480
2018-11-25 21:04:36,50255689
2018-11-26 20:04:02,50276137
2018-11-27 15:38:52,50273072
2018-11-28 10:56:01,50254399
2018-11-29 12:16:13,50306741
2018-11-30 12:08:37,50339846
2018-12-01 10:21:23,50369101
2018-12-02 08:45:35,50339962
2018-12-03 06:51:04,50335277
2018-12-04 04:21:32,50321503
2018-12-04 23:12:45,50304028
2018-12-05 19:20:33,50308988
2018-12-06 14:55:07,50278046
2018-12-07 11:45:25,50284481
2018-12-08 08:28:51,50307454
2018-12-09 06:56:57,50302908
2018-12-10 01:58:08,50289889
2018-12-10 21:55:10,50252424
2018-12-11 18:44:49,50223744
2018-12-12 15:29:45,50182679
2018-12-13 12:07:52,50152754
2018-12-14 07:37:19,50129592
2018-12-15 00:40:26,50081354
2018-12-15 17:25:35,50039803
2018-12-16 13:14:15,49998350
2018-12-17 11:15:56,49967097
2018-12-18 01:25:57,49930033
2018-12-18 23:12:10,49929280
2018-12-19 15:12:09,49890324
2018-12-20 09:55:16,49874147
2018-12-21 03:30:06,49850624
2018-12-21 22:55:44,49866925
2018-12-22 14:32:21,49862986
2018-12-23 05:51:14,49789455
2018-12-23 19:53:06,49777996
2018-12-24 11:15:27,49776626
2018-12-25 04:54:29,49744793
2018-12-25 21:25:41,49740464
2018-12-26 14:19:24,49742147
2018-12-27 05:47:53,49722984
2018-12-27 20:12:40,49674496
2018-12-28 12:05:31,49694291
2018-12-29 03:05:42,49700539
2018-12-29 21:24:02,49697000
2018-12-30 13:01:32,49688574
2018-12-31 03:21:12,49702892
2018-12-31 19:34:30,49663021
2019-01-01 15:40:43,49660960
2019-01-02 06:56:42,49646877
2019-01-03 00:46:47,49606890
2019-01-03 17:33:08,49590031
2019-01-04 11:00:43,49599519
2019-01-05 02:53:13,49606543
2019-01-05 17:07:09,49597337
2019-01-06 12:50:36,49620633
2019-01-07 07:07:40,49638654
2019-01-08 01:22:52,49624744
2019-01-08 16:31:58,49636026
2019-01-09 09:47:11,49665256
2019-01-10 00:53:07,49673721
2019-01-10 17:38:10,49705911
2019-01-11 10:16:44,49763577
2019-01-12 02:40:06,49793156
2019-01-12 21:54:59,49822841
2019-01-13 19:00:03,49879341
2019-01-14 12:21:32,49911251
2019-01-15 04:18:31,49945194
2019-01-16 00:56:44,49963847
2019-01-16 20:17:28,50005539
2019-01-17 16:16:15,50038482
2019-01-18 12:59:16,50084694
2019-01-19 08:12:52,50118807
2019-01-20 01:20:52,50140654
2019-01-20 16:59:05,50158224
2019-01-21 11:38:27,50184577
2019-01-22 04:37:04,50212938
2019-01-23 00:41:36,50221566
2019-01-23 16:55:41,50269153
2019-01-24 10:52:06,50245463
2019-01-25 02:54:20,50269526
2019-01-25 22:50:36,50313333
2019-01-26 17:26:22,50372103
2019-01-27 09:41:09,50377374
2019-01-28 04:08:41,50410262
2019-01-28 22:16:48,50411357
2019-01-29 16:27:56,50444374
2019-01-30 09:29:01,50476869
2019-01-31 05:03:43,50515280
2019-01-31 20:41:24,50527476
2019-02-01 13:36:14,50547645
2019-02-02 06:19:58,50575716
2019-02-03 00:25:23,50580203
2019-02-03 19:47:53,50615738
2019-02-04 12:50:08,50629231
2019-02-05 06:34:05,50667297
2019-02-06 00:04:44,50717398
2019-02-06 15:39:04,50700517
2019-02-07 07:02:54,50687697
2019-02-07 21:10:45,50646735
2019-02-08 12:12:00,50701764
2019-02-09 06:08:03,50706241
2019-02-09 22:55:14,50707626
2019-02-10 17:51:33,50742560
2019-02-11 10:33:19,50787731
2019-02-12 05:32:33,50646004
2019-02-13 02:49:40,50613975
2019-02-13 19:46:45,50584958
2019-02-14 11:20:21,50617962
2019-02-15 06:06:49,50659668
2019-02-16 04:44:46,50700571
2019-02-16 20:56:07,50701767
2019-02-17 13:01:07,50735529
2019-02-18 05:12:04,50767963
2019-02-18 20:50:27,50758366
2019-02-19 14:22:16,50786980
2019-02-20 09:09:26,50810696
2019-02-21 04:01:39,50832291
2019-02-22 01:31:55,50866372
2019-02-22 18:30:37,50884638
2019-02-23 10:39:43,50901189
2019-02-24 05:23:43,50944042
2019-02-24 23:43:01,50970985
2019-02-25 18:13:13,51020437
2019-02-26 11:06:03,51025872
2019-02-27 04:56:23,51056272
2019-02-27 22:16:16,51075400
2019-02-28 15:47:28,51139979
2019-03-01 06:07:08,51138520
2019-03-01 22:46:19,51176670
2019-03-02 17:17:11,51224656
2019-03-03 12:58:02,51259521
2019-03-04 04:16:49,51306535
2019-03-05 01:41:05,51303085
2019-03-05 18:11:33,51331687
2019-03-06 14:13:01,51304165
2019-03-07 06:59:22,51358991
2019-03-08 02:14:45,51404418
2019-03-08 21:08:37,51446552
2019-03-09 17:22:28,51511275
2019-03-10 08:49:03,51533853
2019-03-11 04:39:10,51557684
2019-03-11 23:06:17,51574864
2019-03-12 16:26:05,51628339
2019-03-13 11:29:00,51651625
2019-03-14 07:48:24,51651790
2019-03-14 22:37:22,51642247
2019-03-15 15:05:32,51717087
2019-03-16 08:01:12,51761650
2019-03-17 00:15:19,51782831
2019-03-17 16:38:05,51830861
2019-03-18 12:09:46,51886881
2019-03-19 02:49:08,51925359
2019-03-19 17:47:36,51921124
2019-03-20 10:00:12,51948235
2019-03-21 02:42:11,51950688
2019-03-21 20:13:39,51974550
2019-03-22 12:26:37,52052937
2019-03-23 05:01:42,52068070
2019-03-23 22:27:08,52098105
2019-03-24 14:31:13,52132290
2019-03-25 09:42:24,52168969
2019-03-26 02:18:57,52182418
2019-03-26 21:55:42,52250210
2019-03-27 14:36:43,52277331
2019-03-28 08:47:29,52326052
2019-03-29 02:31:41,52376763
2019-03-29 19:21:37,52406002
2019-03-30 12:38:37,52440491
2019-03-31 09:12:42,52494812
2019-04-01 02:40:00,52536189
2019-04-01 21:31:17,52587166
2019-04-02 15:05:15,52673063
2019-04-03 09:22:56,52743113
2019-04-04 02:34:15,52796337
2019-04-04 21:15:47,52854405
2019-04-05 13:47:34,52889904
2019-04-06 06:14:53,52844191
2019-04-07 01:58:37,52842064
2019-04-07 20:48:02,52852450
2019-04-08 15:06:23,52908707
2019-04-09 08:18:49,52913789
2019-04-10 02:32:50,52950474
2019-04-10 19:50:40,53025022
2019-04-11 13:18:03,53103515
2019-04-12 05:35:03,53135971
2019-04-12 21:54:45,53172976
2019-04-13 17:44:20,53241782
2019-04-14 12:33:27,53295018
2019-04-15 10:26:18,53343193
2019-04-16 03:14:34,53371385
2019-04-16 21:15:49,53361897
2019-04-17 16:13:25,53405345
2019-04-18 10:14:45,53450734
2019-04-19 03:58:40,53444939
2019-04-19 19:34:21,53482269
2019-04-20 14:58:17,53577928
2019-04-21 06:50:35,53373449
2019-04-22 00:25:50,53383796
2019-04-22 19:41:58,53489334
2019-04-23 17:53:02,53581965
2019-04-24 10:54:51,53660796
2019-04-25 04:32:17,53706065
2019-04-25 21:49:35,53770799
2019-04-26 14:57:58,53837924
2019-04-27 07:13:21,53864238
2019-04-28 02:24:10,53914785
2019-04-28 19:38:33,53955546
2019-04-29 11:43:40,53985232
2019-04-30 02:50:01,53982593
2019-04-30 21:53:51,54020517
2019-05-01 13:10:12,54060816
2019-05-02 04:00:29,54114800
2019-05-02 17:55:34,54165805
2019-05-03 10:14:25,54216878
2019-05-04 03:29:55,54234085
2019-05-04 23:03:43,54283570
2019-05-05 18:14:18,54382605
2019-05-06 11:34:28,54399817
2019-05-07 06:18:38,54497110
2019-05-08 02:03:27,54621941
2019-05-08 19:11:51,54787547
2019-05-09 12:57:51,54841088
2019-05-10 06:48:48,54909004
2019-05-11 03:23:59,55031195
2019-05-11 23:26:53,55090801
2019-05-12 16:24:40,55064068
2019-05-13 09:57:13,55017084
2019-05-13 23:25:35,55000309
2019-05-14 16:19:51,55054653
2019-05-15 09:07:45,55171994
2019-05-16 03:34:56,55259929
2019-05-16 19:53:11,55382270
2019-05-17 13:10:59,55458466
2019-05-18 06:29:15,55517572
2019-05-18 23:41:55,55463483
2019-05-19 16:11:25,55419727
2019-05-20 05:54:49,55387481
2019-05-20 23:08:43,55405662
2019-05-21 15:42:11,55488912
2019-05-22 08:40:23,55548359
2019-05-22 23:24:07,55542285
2019-05-23 15:25:42,55596815
2019-05-24 09:28:41,55672046
2019-05-25 00:36:17,55684011
2019-05-25 20:02:16,55732624
2019-05-26 11:04:37,55758287
2019-05-27 02:59:58,55781712
2019-05-27 18:50:57,55848376
2019-05-28 09:55:34,55867778
2019-05-29 02:56:44,55898174
2019-05-29 16:50:18,55986506
2019-05-30 07:56:56,56007455
2019-05-31 00:55:02,56041482
2019-05-31 23:20:51,56225976
2019-06-01 15:38:21,56193496
2019-06-02 10:33:57,56169438
2019-06-03 08:00:36,56210627
2019-06-04 04:06:54,56330658
2019-06-04 21:15:32,56407059
2019-06-05 12:17:39,56426562
2019-06-06 04:40:08,56458418
2019-06-06 21:12:18,56481234
2019-06-07 15:31:18,56567773
2019-06-08 10:36:56,56590326
2019-06-09 03:35:31,56619134
2019-06-09 21:10:57,56650755
2019-06-10 13:58:20,56716665
2019-06-11 08:11:56,56789379
2019-06-12 01:57:51,56815977
2019-06-12 20:26:45,56892724
2019-06-13 14:59:45,56975181
2019-06-14 09:00:23,57073002
2019-06-14 22:33:52,57050513
2019-06-15 14:29:07,56968222
2019-06-16 09:13:00,57016092
2019-06-17 07:02:19,57101407
2019-06-18 01:21:43,57184900
2019-06-18 16:03:14,57229992
2019-06-19 09:17:12,57263717
2019-06-19 22:30:26,57251130
2019-06-20 16:29:41,57345145
2019-06-21 11:02:59,57469163
2019-06-22 05:11:11,57547231
2019-06-22 23:32:32,57606249
2019-06-23 13:36:21,57532639
2019-06-24 04:44:16,57548738
2019-06-24 18:51:28,57512543
2019-06-25 11:30:35,57550639
2019-06-26 04:00:06,57643038
2019-06-26 20:12:32,57711449
2019-06-27 14:16:09,57830653
2019-06-28 05:43:22,57897381
2019-06-28 22:31:32,57942095
2019-06-29 11:54:49,57848220
2019-06-30 05:09:57,57884862
2019-06-30 21:29:03,57907711
2019-07-01 15:16:16,57998510
2019-07-02 09:55:34,58066270
2019-07-03 00:53:19,58022751
2019-07-03 15:46:08,58104853
2019-07-04 06:26:55,58100114
2019-07-04 22:21:16,58076323
2019-07-05 11:44:31,58130823
2019-07-06 02:39:34,58163413
2019-07-06 16:05:30,58213238
2019-07-07 08:31:25,58263585
2019-07-08 00:59:25,58258294
2019-07-08 16:02:09,58326435
2019-07-09 06:02:52,58314330
2019-07-09 23:51:18,58349140
2019-07-10 19:19:23,58482025
2019-07-11 15:58:43,58581229
2019-07-12 08:54:43,58613097
2019-07-13 01:31:49,58575575
2019-07-13 20:04:42,58610433
2019-07-14 12:53:06,58669726
2019-07-15 06:49:57,58727332
2019-07-16 00:26:05,58787835
2019-07-16 16:54:59,58872996
2019-07-17 09:26:38,58913843
2019-07-18 06:41:04,59102842
2019-07-19 03:48:58,59204293
2019-07-20 00:42:54,59267628
2019-07-20 15:28:59,59102456
2019-07-21 06:15:00,59130774
2019-07-22 00:25:08,59130037
2019-07-22 13:40:32,59183472
2019-07-23 11:40:49,59240628
2019-07-24 04:54:13,59280186
2019-07-24 21:09:31,59223524
2019-07-25 16:23:30,59245015
2019-07-26 10:02:26,59331631
2019-07-26 23:43:20,59328098
2019-07-27 16:49:57,59385125
2019-07-28 08:58:57,59438213
2019-07-28 22:53:46,59432518
2019-07-29 14:43:28,59465793
2019-07-30 07:23:13,59515614
2019-07-31 01:41:28,59513009
2019-07-31 18:28:36,59548730
2019-08-01 08:41:27,59580869
2019-08-02 02:52:09,59598405
2019-08-02 17:03:20,59591927
2019-08-03 10:02:20,59644446
2019-08-03 23:20:43,59645738
2019-08-04 16:03:17,59670314
2019-08-05 07:47:17,59681576
2019-08-06 01:03:11,59678380
2019-08-06 17:05:38,59724912
2019-08-07 09:32:52,59758086
2019-08-08 04:32:23,59809464
2019-08-08 21:20:19,59778560
2019-08-09 15:50:02,59801952
2019-08-10 09:46:13,59863896
2019-08-11 00:44:59,59871427
2019-08-11 18:17:15,59928312
2019-08-12 12:17:56,59994362
2019-08-13 05:38:47,59973199
2019-08-13 23:11:22,60008545
2019-08-14 16:30:53,60044930
2019-08-15 08:21:12,60085308
2019-08-16 00:45:06,60117960
2019-08-16 20:44:32,60208879
2019-08-17 15:45:50,60271990
2019-08-18 11:09:19,60342657
2019-08-19 04:20:06,60396066
2019-08-19 21:35:08,60413291
2019-08-20 14:07:10,60478344
2019-08-21 08:43:13,60584503
2019-08-22 03:21:37,60697184
2019-08-22 22:38:05,60792242
2019-08-23 15:10:43,60811113
2019-08-24 07:38:18,60844365
2019-08-24 23:51:14,60784569
2019-08-25 17:53:30,60832275
2019-08-26 09:53:25,60875592
2019-08-27 04:05:48,60908585
2019-08-27 23:56:37,60911863
2019-08-28 17:18:45,60978334
2019-08-29 09:13:06,61017884
2019-08-30 00:43:11,61016457
2019-08-30 17:17:18,61077167
2019-08-31 09:23:53,61137183
2019-09-01 00:22:55,61166360
2019-09-01 18:22:39,61231250
2019-09-02 12:09:02,61270705
2019-09-03 05:20:06,61324378
2019-09-03 21:10:27,61330559
2019-09-04 16:09:13,61350026
2019-09-05 07:53:31,61336784
2019-09-05 23:41:48,61329264
2019-09-06 15:45:20,61390931
2019-09-07 09:21:43,61441513
2019-09-08 01:59:14,61479275
2019-09-08 17:09:17,61519246
2019-09-09 07:34:48,61586178
2019-09-10 01:47:00,61566449
2019-09-10 15:58:33,61565338
2019-09-11 06:35:59,61571912
2019-09-11 20:50:54,61522265
2019-09-12 12:04:56,61579707
2019-09-13 03:57:59,61645216
2019-09-13 20:44:05,61625998
2019-09-14 13:15:26,61654057
2019-09-15 08:24:52,61696512
2019-09-16 00:09:37,61692711
2019-09-16 15:25:13,61729509
2019-09-17 08:45:03,61707297
2019-09-18 01:43:24,61733304
2019-09-18 17:12:41,61697016
2019-09-19 09:12:45,61719333
2019-09-20 02:46:21,61764450
2019-09-20 19:05:50,61813142
2019-09-21 10:39:48,61859605
2019-09-22 03:45:02,61915773
2019-09-22 19:16:37,61933503
2019-09-23 15:42:55,62108942
2019-09-24 11:49:58,62124417
2019-09-25 03:00:51,62134761
2019-09-25 18:26:15,62129464
2019-09-26 10:03:24,62160036
2019-09-27 01:24:58,62178338
2019-09-27 21:40:28,62246453
2019-09-28 14:32:59,62282253
2019-09-29 08:36:50,62341617
2019-09-30 02:54:40,62376468
2019-09-30 22:43:59,62440245
2019-10-01 17:21:17,62481925
2019-10-02 10:11:29,62544458
2019-10-03 03:42:36,62596044
2019-10-03 21:37:53,62608287
2019-10-04 15:50:30,62651463
2019-10-05 06:35:22,62678771
2019-10-06 00:29:14,62741110
2019-10-06 17:10:26,62797757
2019-10-07 10:32:54,62843067
2019-10-08 03:22:02,62878713
2019-10-08 17:55:48,62878640
2019-10-09 12:07:37,62927465
2019-10-10 07:23:13,62989669
2019-10-10 22:19:27,63000319
2019-10-11 13:50:19,63062740
2019-10-12 07:49:16,63105856
2019-10-13 03:00:39,63175078
2019-10-13 20:16:15,63222609
2019-10-14 17:04:01,63284257
2019-10-15 10:09:12,63316276
2019-10-16 03:50:11,63367444
2019-10-16 22:50:44,63383480
2019-10-17 17:20:25,63378571
2019-10-18 07:22:55,63417940
2019-10-19 00:14:35,63439308
2019-10-19 18:44:46,63503158
2019-10-20 14:29:58,63586021
2019-10-21 07:37:22,63641064
2019-10-21 22:33:14,63645956
2019-10-22 14:22:23,63679251
2019-10-23 05:15:25,63714200
2019-10-23 20:02:04,63700030
2019-10-24 13:56:10,63715634
2019-10-25 10:44:01,63745910
2019-10-26 03:55:53,63728016
2019-10-26 22:47:44,63645100
2019-10-27 20:33:29,63663470
2019-10-28 15:55:08,63640709
2019-10-29 11:11:28,63620663
2019-10-30 07:33:52,63650500
2019-10-31 01:05:52,63660886
2019-10-31 19:55:47,63688236
2019-11-01 17:29:40,63659589
2019-11-02 12:45:16,63682857
2019-11-03 07:17:53,63719079
2019-11-04 03:59:53,63761875
2019-11-04 23:04:41,63764882
2019-11-05 17:09:41,63769239
2019-11-06 12:14:47,63687472
2019-11-07 06:17:33,63711461
