Timestamp,mempool-size
2019-08-02 06:00:00,1301716.5
2019-08-02 23:30:00,864394.5
2019-08-03 17:00:00,876086
2019-08-04 10:30:00,1703604
2019-08-05 04:00:00,2618627
2019-08-05 21:30:00,7010266
2019-08-06 15:00:00,7589936
2019-08-07 08:30:00,5041987.5
2019-08-08 02:00:00,17719504
2019-08-08 19:30:00,3872426.5
2019-08-09 13:00:00,1793750.5
2019-08-10 06:30:00,2201102
2019-08-11 00:00:00,330470
2019-08-11 17:30:00,2671512
2019-08-12 11:00:00,7526940
2019-08-13 04:30:00,5909448.5
2019-08-13 22:00:00,8236734.5
2019-08-14 15:30:00,6551704
2019-08-15 09:00:00,517396
2019-08-16 02:30:00,1961702.5
2019-08-16 20:00:00,6006164
2019-08-17 13:30:00,4468922.5
2019-08-18 07:00:00,1503199.5
2019-08-19 00:30:00,285338
2019-08-19 18:00:00,3492729
2019-08-20 11:30:00,754797
2019-08-21 05:00:00,2585665.5
2019-08-21 22:30:00,9447541.5
2019-08-22 16:00:00,11639703.5
2019-08-23 09:30:00,2571186
2019-08-24 03:00:00,1216783
2019-08-24 20:30:00,456574.5
2019-08-25 14:00:00,2504800
2019-08-26 07:30:00,591098.5
2019-08-27 01:00:00,1419008.5
2019-08-27 18:30:00,6270702
2019-08-28 12:00:00,4730119
2019-08-29 05:30:00,393845
2019-08-29 23:00:00,914667.5
2019-08-30 16:30:00,5606315.5
2019-08-31 10:00:00,2319403
2019-09-01 03:30:00,1582405.5
2019-09-01 21:00:00,1474967
2019-09-02 14:30:00,7521710
2019-09-03 08:00:00,1494274.5
2019-09-04 01:30:00,1291833
2019-09-04 19:00:00,6099263.5
2019-09-05 12:30:00,1805070
2019-09-06 06:00:00,1013005
2019-09-06 23:30:00,1323623
2019-09-07 17:00:00,1951654.5
2019-09-08 10:30:00,486617
2019-09-09 04:00:00,744714
2019-09-09 21:30:00,4816591
2019-09-10 15:00:00,8455249
2019-09-11 08:30:00,2061066
2019-09-12 02:00:00,521924
2019-09-12 19:30:00,1937152
2019-09-13 13:00:00,3442146
2019-09-14 06:30:00,839373
2019-09-15 00:00:00,329228
2019-09-15 17:30:00,462469
2019-09-16 11:00:00,4198357
2019-09-17 04:30:00,2113756
2019-09-17 22:00:00,2530205
2019-09-18 15:30:00,12507935
2019-09-19 09:00:00,1224079
2019-09-20 02:30:00,2033686
2019-09-20 20:00:00,4723449.5
2019-09-21 13:30:00,3920039
2019-09-22 07:00:00,424832
2019-09-23 00:30:00,1463219.5
2019-09-23 18:00:00,11947014
2019-09-24 11:30:00,4241184
2019-09-25 05:00:00,486783
2019-09-25 22:30:00,2243304
2019-09-26 16:00:00,571818.5
2019-09-27 09:30:00,3563921
2019-09-28 03:00:00,253364.5
2019-09-28 20:30:00,1520546.5
2019-09-29 14:00:00,1507944.5
2019-09-30 07:30:00,1846424.5
2019-10-01 01:00:00,3779894
2019-10-01 18:30:00,2589835
2019-10-02 12:00:00,760326
2019-10-03 05:30:00,650487.5
2019-10-03 23:00:00,540319.5
2019-10-04 16:30:00,2705039.5
2019-10-05 10:00:00,1218268
2019-10-06 03:30:00,226068
2019-10-06 21:00:00,284644.5
2019-10-07 14:30:00,4646671.5
2019-10-08 08:00:00,994931
2019-10-09 01:30:00,1731006
2019-10-09 19:00:00,13330619.5
2019-10-10 12:30:00,4079400
2019-10-11 06:00:00,1445657.5
2019-10-11 23:30:00,355337.5
2019-10-12 17:00:00,1766039
2019-10-13 10:30:00,626099
2019-10-14 04:00:00,471117.5
2019-10-14 21:30:00,6795888
2019-10-15 15:00:00,1072992
2019-10-16 08:30:00,4496085
