Time,anxbtc,bitflyer,kraken,localbitcoins
2020-02-03 00:00:00 UTC,,4575.10004344998,0.01022756,
2020-02-04 00:00:00 UTC,,3743.29624676,0.05783113,
2020-02-05 00:00:00 UTC,,6632.84502393998,0.02108797,
2020-02-06 00:00:00 UTC,,6566.19978494997,0.06220159,
2020-02-07 00:00:00 UTC,,4187.58580894,0.004,
2020-02-08 00:00:00 UTC,,3440.00464612,2.77340587,
2020-02-09 00:00:00 UTC,,5018.21510013999,0.10015491,
2020-02-10 00:00:00 UTC,,5746.19789228998,0.15929663,
2020-02-11 00:00:00 UTC,,6256.26813351998,0.34284818,
2020-02-12 00:00:00 UTC,,6883.78285641997,0.535964,
2020-02-13 00:00:00 UTC,,8392.40122119991,2.9343843,
2020-02-14 00:00:00 UTC,,4690.36016274,0.19519707,
2020-02-15 00:00:00 UTC,,4190.10685155999,0.19218645,
2020-02-16 00:00:00 UTC,,5200.27848860999,1.40743372,
2020-02-17 00:00:00 UTC,,6034.38281604997,4.74176735,
2020-02-18 00:00:00 UTC,,6243.94391799997,3.2112822,
2020-02-19 00:00:00 UTC,,6976.16598801995,7.30445083,
2020-02-20 00:00:00 UTC,,5334.26728422998,2.72734732,
2020-02-21 00:00:00 UTC,,3530.82707842,3.54033535,
2020-02-22 00:00:00 UTC,,1439.11382601,0.14141205,
2020-02-23 00:00:00 UTC,,3796.40253609999,0.29261526,
2020-02-24 00:00:00 UTC,,5591.41487339999,1.14554481,
2020-02-25 00:00:00 UTC,,5775.04883735998,0.21636477,
2020-02-26 00:00:00 UTC,,9482.02343165995,1.23115699,
2020-02-27 00:00:00 UTC,,8659.47730792998,0.72204693,
2020-02-28 00:00:00 UTC,,8207.14219246999,0.40928358,
2020-02-29 00:00:00 UTC,,4215.63001452,0.08647072,
2020-03-01 00:00:00 UTC,,5337.67450915999,0.07753809,
2020-03-02 00:00:00 UTC,,6621.22395836999,0.06767177,
2020-03-03 00:00:00 UTC,,5103.13689331999,0.76657318,
2020-03-04 00:00:00 UTC,,3873.67022892,0.68049156,
2020-03-05 00:00:00 UTC,,4619.46373308998,0.86926102,
2020-03-06 00:00:00 UTC,,3458.17507284,0.16525158,
2020-03-07 00:00:00 UTC,,3743.85353632998,0.28094647,
2020-03-08 00:00:00 UTC,,8250.5676182899,1.0109568,
2020-03-09 00:00:00 UTC,,13047.9440610799,1.31775077,
2020-03-10 00:00:00 UTC,,9534.25539137993,1.62398611,
2020-03-11 00:00:00 UTC,,8220.22862565997,0.88690014,
2020-03-12 00:00:00 UTC,,19742.1481286798,154.03709487,
2020-03-13 00:00:00 UTC,,23565.8789047797,89.38593312,
2020-03-14 00:00:00 UTC,,10917.7159641799,2.15815431,
2020-03-15 00:00:00 UTC,,10299.3357176599,7.09787494,
2020-03-16 00:00:00 UTC,,20584.0708613098,15.82953452,
2020-03-17 00:00:00 UTC,,19862.3780333098,2.92615024,
2020-03-18 00:00:00 UTC,,13511.8111043899,4.15466431,
2020-03-19 00:00:00 UTC,,17770.4244188098,3.14988036,
2020-03-20 00:00:00 UTC,,18414.1725713298,3.26762125,
2020-03-21 00:00:00 UTC,,12396.01302642,1.11080173,
2020-03-22 00:00:00 UTC,,10605.79458737,1.50854505,
2020-03-23 00:00:00 UTC,,15312.5168354398,1.62200086,
2020-03-24 00:00:00 UTC,,14062.6088295399,1.04672936,
2020-03-25 00:00:00 UTC,,11401.6999652699,0.18092178,
2020-03-26 00:00:00 UTC,,7801.68313035999,2.56579432,
2020-03-27 00:00:00 UTC,,7595.35853329998,4.52165842,
2020-03-28 00:00:00 UTC,,8852.47193319997,0.8502234,
2020-03-29 00:00:00 UTC,,6839.11621371999,0.76223451,
2020-03-30 00:00:00 UTC,,10455.18180558,1.22259719,
2020-03-31 00:00:00 UTC,,6797.34683934,0.24742502,
2020-04-01 00:00:00 UTC,,7941.13025870995,0.45840157,
2020-04-02 00:00:00 UTC,,11119.4925172499,1.82188594,
2020-04-03 00:00:00 UTC,,9189.89495904996,2.88188381,
2020-04-04 00:00:00 UTC,,6021.49626863998,0.23966099,
2020-04-05 00:00:00 UTC,,4234.40028564999,,
2020-04-06 00:00:00 UTC,,10828.4469293299,0.07704565,
2020-04-07 00:00:00 UTC,,9968.17043124995,0.23880703,
2020-04-08 00:00:00 UTC,,6816.18447641999,0.18387775,
2020-04-09 00:00:00 UTC,,5899.2239632,0.00563402,
2020-04-10 00:00:00 UTC,,7594.88057611998,0.1933371,
2020-04-11 00:00:00 UTC,,3291.12611461,0.297213,
2020-04-12 00:00:00 UTC,,4524.838651,1.76310172,
2020-04-13 00:00:00 UTC,,9338.37819897994,0.11311094,
2020-04-14 00:00:00 UTC,,6251.75332059,0.13456737,
2020-04-15 00:00:00 UTC,,7020.05718153999,0.11319935,
2020-04-16 00:00:00 UTC,,11481.57996498,0.55721347,
2020-04-17 00:00:00 UTC,,4996.35814828,3.80367885,
2020-04-18 00:00:00 UTC,,4055.18404005999,0.63123663,
2020-04-19 00:00:00 UTC,,3248.88108885999,0.31073343,
2020-04-20 00:00:00 UTC,,8202.38502293997,0.15270205,
2020-04-21 00:00:00 UTC,,6132.86354452999,1.30661756,
2020-04-22 00:00:00 UTC,,6268.83358791998,1.06128777,
2020-04-23 00:00:00 UTC,,9357.36239019997,0.33429683,
2020-04-24 00:00:00 UTC,,5181.47221529999,0.04368204,
2020-04-25 00:00:00 UTC,,4093.90230850999,0.02917606,
2020-04-26 00:00:00 UTC,,4058.88255622999,1.41032418,
2020-04-27 00:00:00 UTC,,7261.14225057998,0.19216052,
2020-04-28 00:00:00 UTC,,4938.81613437999,0.44455598,
2020-04-29 00:00:00 UTC,,15063.6430954798,1.93086882,
2020-04-30 00:00:00 UTC,,20051.3299677198,2.89081982,
2020-05-01 00:00:00 UTC,,9249.69627922995,2.73597368,
2020-05-02 00:00:00 UTC,,5135.88165448999,,
2020-05-03 00:00:00 UTC,,8759.62865617995,0.28443278,
2020-05-04 00:00:00 UTC,,7816.13955005996,0.86611168,
2020-05-05 00:00:00 UTC,,6525.78949040997,0.72929516,
2020-05-06 00:00:00 UTC,,9373.91552739991,0.80140231,
2020-05-07 00:00:00 UTC,,12927.6879431198,0.44896397,
2020-05-08 00:00:00 UTC,,7711.42136608998,0.85157577,
2020-05-09 00:00:00 UTC,,6594.29285872997,0.73357022,
2020-05-10 00:00:00 UTC,,15906.2766808201,12.14745491,
2020-05-11 00:00:00 UTC,,18856.6862826798,3.69943675,
2020-05-12 00:00:00 UTC,,8273.08598562998,0.11779328,
2020-05-13 00:00:00 UTC,,8950.27624792997,0.08757461,
2020-05-14 00:00:00 UTC,,11979.3130156399,1.18181032,
2020-05-15 00:00:00 UTC,,10541.7704781899,0.68201495,
2020-05-16 00:00:00 UTC,,5471.38694556999,0.04525044,
2020-05-17 00:00:00 UTC,,6813.23651763996,0.99094403,
2020-05-18 00:00:00 UTC,,8370.05942256994,0.03541746,
2020-05-19 00:00:00 UTC,,8962.68728389993,0.0162222,
2020-05-20 00:00:00 UTC,,6636.74161983994,0.53928757,
2020-05-21 00:00:00 UTC,,8978.24720314991,0.44503908,
2020-05-22 00:00:00 UTC,,5857.14051668998,0.00223777,
2020-05-23 00:00:00 UTC,,3294.73987975,0.03470777,
2020-05-24 00:00:00 UTC,,5394.93655175996,0.00457554,
2020-05-25 00:00:00 UTC,,6130.35432778995,0.09552251,
2020-05-26 00:00:00 UTC,,5119.16683173999,0.034,
2020-05-27 00:00:00 UTC,,5885.47749517996,0.31740803,
2020-05-28 00:00:00 UTC,,6146.76335428998,0.18341775,
2020-05-29 00:00:00 UTC,,4269.62860374999,0.55697827,
2020-05-30 00:00:00 UTC,,4192.17377429999,0.45557536,
2020-05-31 00:00:00 UTC,,4028.66149311999,0.08385538,
