Time,anxbtc,bitflyer,kraken
2017-11-12 00:00:00 UTC,,688424.533679216,693814.956783297
2017-11-13 00:00:00 UTC,,729299.310576079,731381.650852935
2017-11-14 00:00:00 UTC,,759498.287596043,764515.371229609
2017-11-15 00:00:00 UTC,,801059.912154721,806413.184802924
2017-11-16 00:00:00 UTC,,846370.621366226,843258.249000999
2017-11-17 00:00:00 UTC,,885507.950060038,887367.631565024
2017-11-18 00:00:00 UTC,,864671.353488179,868546.128446115
2017-11-19 00:00:00 UTC,,879404.674080632,877147.190983223
2017-11-20 00:00:00 UTC,,905589.192259161,906269.915476191
2017-11-21 00:00:00 UTC,,918841.129843418,920272.075949527
2017-11-22 00:00:00 UTC,,918533.855583172,924040.771957672
2017-11-23 00:00:00 UTC,,910314.325588904,913972.322150072
2017-11-24 00:00:00 UTC,,909650.990069426,912709.719613526
2017-11-25 00:00:00 UTC,,942019.2121004,946201.701733092
2017-11-26 00:00:00 UTC,,1004439.18132671,988362.094849028
2017-11-27 00:00:00 UTC,,1075720.77605606,1066866.98263487
2017-11-28 00:00:00 UTC,,1121352.35372111,1103848.56684113
2017-11-29 00:00:00 UTC,,1199914.50839265,1168215.65483905
2017-11-30 00:00:00 UTC,,1159495.54821759,1158209.40767045
2017-12-01 00:00:00 UTC,,1168716.22844554,1168441.8858944
2017-12-02 00:00:00 UTC,,1235383.94955203,1238370.33330538
2017-12-03 00:00:00 UTC,,1269222.42045166,1257133.97799818
2017-12-04 00:00:00 UTC,,1285557.96603928,1286712.73034783
2017-12-05 00:00:00 UTC,,1312985.06518711,1311649.73284713
2017-12-06 00:00:00 UTC,,1427482.16023908,1424018.14505417
2017-12-07 00:00:00 UTC,,1792564.74127884,1764795.90085014
2017-12-08 00:00:00 UTC,,1973642.67353856,1897117.14862076
2017-12-09 00:00:00 UTC,,1783139.94415948,1795810.41128271
2017-12-10 00:00:00 UTC,,1674774.5566487,1701097.00757888
2017-12-11 00:00:00 UTC,,1917289.57030661,1911040.5238253
2017-12-12 00:00:00 UTC,,1941001.76335977,1953109.06928752
2017-12-13 00:00:00 UTC,,1924676.88898225,1931764.25872902
2017-12-14 00:00:00 UTC,,1912712.95678187,1912097.96753472
2017-12-15 00:00:00 UTC,,1999106.23647946,2011142.65408163
2017-12-16 00:00:00 UTC,,2091009.350366,2105117.18678915
2017-12-17 00:00:00 UTC,,2214090.02257793,2196038.68129334
2017-12-18 00:00:00 UTC,,2157304.25657756,2126786.42666247
2017-12-19 00:00:00 UTC,,2147044.60400787,2116832.03097784
2017-12-20 00:00:00 UTC,,1994347.73365626,1995712.31242624
2017-12-21 00:00:00 UTC,,1940722.89191832,1921786.90151094
2017-12-22 00:00:00 UTC,,1726934.06124649,1633356.30915886
2017-12-23 00:00:00 UTC,,1764451.52776887,1651563.98416076
2017-12-24 00:00:00 UTC,,1638558.7025034,1569133.07548126
2017-12-25 00:00:00 UTC,,1629281.65275621,1625212.30294144
2017-12-26 00:00:00 UTC,,1751665.40323331,1742212.05609298
2017-12-27 00:00:00 UTC,,1822158.00793255,1817812.96693888
2017-12-28 00:00:00 UTC,,1682828.73346848,1690783.99053603
2017-12-29 00:00:00 UTC,,1718245.16120895,1720033.7938244
2017-12-30 00:00:00 UTC,,1624864.40295909,1613382.40735931
2017-12-31 00:00:00 UTC,,1588948.07376362,1563883.41413718
2018-01-01 00:00:00 UTC,,1637261.49921006,1610592.08555556
2018-01-02 00:00:00 UTC,,1657623.49937051,1634738.20043276
2018-01-03 00:00:00 UTC,,1745989.36340976,1728605.60047619
2018-01-04 00:00:00 UTC,,1795463.26979931,1748622.04107745
2018-01-05 00:00:00 UTC,,1912879.68338226,1873314.23170426
2018-01-06 00:00:00 UTC,,1963444.72769464,1965132.92919575
2018-01-07 00:00:00 UTC,,1967917.32813476,1945751.26003381
2018-01-08 00:00:00 UTC,,1888283.86282124,1760085.4609127
2018-01-09 00:00:00 UTC,,1881539.09229062,1828362.62049486
2018-01-10 00:00:00 UTC,,1816882.81899169,1758561.61689063
2018-01-11 00:00:00 UTC,,1739360.66340771,1693427.18629102
2018-01-12 00:00:00 UTC,,1683421.68853251,
2018-01-13 00:00:00 UTC,,1719572.9289083,1679898.69489011
2018-01-14 00:00:00 UTC,,1697035.15201505,1660873.00438435
2018-01-15 00:00:00 UTC,,1697261.02816873,1681032.10737158
2018-01-16 00:00:00 UTC,,1481763.86728371,1477290.93274014
2018-01-17 00:00:00 UTC,,1213981.9944699,1218150.8722566
2018-01-18 00:00:00 UTC,,1318116.61457818,1328414.81919132
2018-01-19 00:00:00 UTC,,1309224.87233396,1309875.54276413
2018-01-20 00:00:00 UTC,,1396962.99839448,1406769.63040279
2018-01-21 00:00:00 UTC,,1349894.53594498,1350125.54651711
2018-01-22 00:00:00 UTC,,1257239.45232026,1264026.98760917
2018-01-23 00:00:00 UTC,,1199743.89476381,1203173.59123138
2018-01-24 00:00:00 UTC,,1218512.05497946,1216824.10664947
2018-01-25 00:00:00 UTC,,1248940.40913767,1244768.28500717
2018-01-26 00:00:00 UTC,,1195280.96252025,1197399.70392771
2018-01-27 00:00:00 UTC,,1209563.02911673,1220684.31776758
2018-01-28 00:00:00 UTC,,1265530.58935015,1273598.05989154
2018-01-29 00:00:00 UTC,,1235153.84459734,1234014.38960171
2018-01-30 00:00:00 UTC,,1159972.23097565,1155400.06776581
2018-01-31 00:00:00 UTC,,1091623.12539459,1087986.32900175
2018-02-01 00:00:00 UTC,,1036268.44456198,1035967.241969
2018-02-02 00:00:00 UTC,,913285.316797114,922025.730710649
2018-02-03 00:00:00 UTC,,959814.149789142,961328.518557476
2018-02-04 00:00:00 UTC,,937683.321104503,936903.305088333
2018-02-05 00:00:00 UTC,,833576.219276718,826128.505010839
2018-02-06 00:00:00 UTC,,741458.409232772,743063.935380653
2018-02-07 00:00:00 UTC,,860550.803188894,860432.19047398
2018-02-08 00:00:00 UTC,,896806.723717815,900954.911778456
2018-02-09 00:00:00 UTC,,904609.815909515,905334.217447517
2018-02-10 00:00:00 UTC,,951833.135571421,940651.768354562
2018-02-11 00:00:00 UTC,,899304.943708461,898269.615834819
2018-02-12 00:00:00 UTC,,940302.052935754,939203.90577381
2018-02-13 00:00:00 UTC,,937104.937169821,934568.068054029
2018-02-14 00:00:00 UTC,,970407.061875414,969629.427633478
2018-02-15 00:00:00 UTC,,1046076.4579798,1052117.58300589
2018-02-16 00:00:00 UTC,,1074055.96866532,1074832.85572917
2018-02-17 00:00:00 UTC,,1141223.8089333,1143403.3053882
2018-02-18 00:00:00 UTC,,1159387.41482268,1153540.21405981
2018-02-19 00:00:00 UTC,,1169771.85718941,1177118.20898323
2018-02-20 00:00:00 UTC,,1238771.20139843,1238012.08143904
2018-02-21 00:00:00 UTC,,1173829.59505433,1171567.77477842
2018-02-22 00:00:00 UTC,,1111719.6978176,1108125.94541895
2018-02-23 00:00:00 UTC,,1081316.8609981,1078946.43925513
2018-02-24 00:00:00 UTC,,1071668.29690264,1073811.44813225
2018-02-25 00:00:00 UTC,,1028566.66071152,1032261.88375101
2018-02-26 00:00:00 UTC,,1060832.80614988,1061459.50990088
2018-02-27 00:00:00 UTC,,1132970.0134409,1139951.61955624
2018-02-28 00:00:00 UTC,,1140482.24111297,1144456.82795645
2018-03-01 00:00:00 UTC,,1138078.7521494,1136203.09929972
2018-03-02 00:00:00 UTC,,1165743.58269561,1168772.28627451
2018-03-03 00:00:00 UTC,,1200039.78481951,1202676.00026149
2018-03-04 00:00:00 UTC,,1190450.08973737,1202021.95916964
2018-03-05 00:00:00 UTC,,1221527.82880646,1229274.82506319
2018-03-06 00:00:00 UTC,,1173692.05908262,1173959.79480676
2018-03-07 00:00:00 UTC,,1112506.83861775,1108745.2715353
2018-03-08 00:00:00 UTC,,1040038.18583401,1042266.88172547
2018-03-09 00:00:00 UTC,,960184.224995062,960760.717562201
2018-03-10 00:00:00 UTC,,994597.547541146,998725.727705267
2018-03-11 00:00:00 UTC,,974201.705916047,970042.341316605
2018-03-12 00:00:00 UTC,,1013245.37451572,1023221.06155539
2018-03-13 00:00:00 UTC,,985167.325227034,993178.483068783
2018-03-14 00:00:00 UTC,,944644.740714145,959915.148645362
2018-03-15 00:00:00 UTC,,870585.624705836,876975.965588116
2018-03-16 00:00:00 UTC,,889271.36263895,893512.593738848
2018-03-17 00:00:00 UTC,,864955.316270668,865615.679901648
2018-03-18 00:00:00 UTC,,820322.068331425,822097.744699663
2018-03-19 00:00:00 UTC,,898714.734979098,892156.46901163
2018-03-20 00:00:00 UTC,,929976.598353607,934130.566590895
2018-03-21 00:00:00 UTC,,963996.92545247,970197.436533737
2018-03-22 00:00:00 UTC,,936096.677431842,948562.094341422
2018-03-23 00:00:00 UTC,,901852.870307008,916866.7727104
2018-03-24 00:00:00 UTC,,932831.56496648,947730.701169591
2018-03-25 00:00:00 UTC,,900659.613732716,906328.137878788
2018-03-26 00:00:00 UTC,,870081.021009477,876945.461113857
2018-03-27 00:00:00 UTC,,846970.678988531,857625.343451596
2018-03-28 00:00:00 UTC,,844019.595204338,854120.229931636
2018-03-29 00:00:00 UTC,,804962.998735819,798965.20991416
2018-03-30 00:00:00 UTC,,734989.993643395,739896.261111436
2018-03-31 00:00:00 UTC,,750110.804858664,744518.030952381
2018-04-01 00:00:00 UTC,,728006.572863705,729292.765884912
2018-04-02 00:00:00 UTC,,747589.639711005,748110.53997114
2018-04-03 00:00:00 UTC,,783926.930452758,794567.389635949
2018-04-04 00:00:00 UTC,,757895.483752771,763267.84056303
2018-04-05 00:00:00 UTC,,728089.837220244,733018.093615721
2018-04-06 00:00:00 UTC,,716717.197403894,724703.165628177
2018-04-07 00:00:00 UTC,,736604.543052877,743627.373339161
2018-04-08 00:00:00 UTC,,747139.236972464,752716.055068226
2018-04-09 00:00:00 UTC,,740118.063141493,742050.466851852
2018-04-10 00:00:00 UTC,,727827.969152714,727608.196527778
2018-04-11 00:00:00 UTC,,735867.878997327,742982.668518519
2018-04-12 00:00:00 UTC,,784070.514216259,783541.992769085
2018-04-13 00:00:00 UTC,,859376.307710987,859612.695471967
2018-04-14 00:00:00 UTC,,859283.838264312,857975.946042053
2018-04-15 00:00:00 UTC,,880689.931559603,884239.339927536
2018-04-16 00:00:00 UTC,,868743.658888194,876749.661919825
2018-04-17 00:00:00 UTC,,860534.389710814,862216.246998872
2018-04-18 00:00:00 UTC,,864571.439518943,863896.778546756
2018-04-19 00:00:00 UTC,,882497.490526309,881194.962636054
2018-04-20 00:00:00 UTC,,910369.913897824,912574.490459716
2018-04-21 00:00:00 UTC,,949700.586845609,952449.655411255
2018-04-22 00:00:00 UTC,,957689.59914726,954204.733699634
2018-04-23 00:00:00 UTC,,963694.832864849,961052.261707989
2018-04-24 00:00:00 UTC,,1016568.53556134,1014543.22092797
2018-04-25 00:00:00 UTC,,1009766.19696179,1006473.1734592
2018-04-26 00:00:00 UTC,,969659.032959338,967853.956564009
2018-04-27 00:00:00 UTC,,1003687.58946506,995817.804545455
2018-04-28 00:00:00 UTC,,1003171.41969284,1002327.11359361
2018-04-29 00:00:00 UTC,,1013265.52105327,1013200.8798896
2018-04-30 00:00:00 UTC,,1013080.94086224,1008406.80022451
2018-05-01 00:00:00 UTC,,987102.131530608,982351.301717788
2018-05-02 00:00:00 UTC,,1000171.17473441,995269.838383839
2018-05-03 00:00:00 UTC,,1023661.3090853,1020484.04226191
2018-05-04 00:00:00 UTC,,1053106.10800576,1048279.04021164
2018-05-05 00:00:00 UTC,,1070136.13939805,1073610.43352941
2018-05-06 00:00:00 UTC,,1051154.45155518,1044004.49166667
2018-05-07 00:00:00 UTC,,1019574.09778731,1012222.93775253
2018-05-08 00:00:00 UTC,,1006871.82346401,1005596.01832612
2018-05-09 00:00:00 UTC,,1004851.29877327,1006567.11455026
2018-05-10 00:00:00 UTC,,1008070.0285613,1012865.79457376
2018-05-11 00:00:00 UTC,,946890.816158373,938781.352820478
2018-05-12 00:00:00 UTC,,920937.780933016,911462.722222222
2018-05-13 00:00:00 UTC,,937608.717679604,929581.956672113
2018-05-14 00:00:00 UTC,,944139.282270905,935798.340593434
2018-05-15 00:00:00 UTC,,953371.056176865,945823.769298246
2018-05-16 00:00:00 UTC,,917814.375634746,904059.431459566
2018-05-17 00:00:00 UTC,,917269.559056444,913311.08525641
2018-05-18 00:00:00 UTC,,901479.810889227,889905.557418339
2018-05-19 00:00:00 UTC,,916581.816629531,908755.228571429
2018-05-20 00:00:00 UTC,,926037.012326523,911540.680555556
2018-05-21 00:00:00 UTC,,939266.81148809,931862.388888889
2018-05-22 00:00:00 UTC,,916486.572354543,900910.766125541
2018-05-23 00:00:00 UTC,,864474.838531188,858177.275568182
2018-05-24 00:00:00 UTC,,831998.004406563,820826.826839827
2018-05-25 00:00:00 UTC,,825023.526871059,818665.484839235
2018-05-26 00:00:00 UTC,,824264.508660911,821323.568877551
2018-05-27 00:00:00 UTC,,806437.945999567,804429.042993601
2018-05-28 00:00:00 UTC,,800227.375236372,781930.911965812
2018-05-29 00:00:00 UTC,,800840.633028012,792300.464878135
2018-05-30 00:00:00 UTC,,812719.918896291,803280.787391775
2018-05-31 00:00:00 UTC,,818666.609662174,807133.683333333
2018-06-01 00:00:00 UTC,,819726.255229425,807046.538888889
2018-06-02 00:00:00 UTC,,829809.83629584,816003.174603175
2018-06-03 00:00:00 UTC,,841453.859754072,816233.20152886
2018-06-04 00:00:00 UTC,,832668.249588935,786906.716800321
2018-06-05 00:00:00 UTC,,824584.009878131,805294.556617027
2018-06-06 00:00:00 UTC,,838861.11335507,818223.82398398
2018-06-07 00:00:00 UTC,,847691.5554236,817039.047863519
2018-06-08 00:00:00 UTC,,837679.12590998,809008.651111111
2018-06-09 00:00:00 UTC,,838030.743434199,815920.833333333
2018-06-10 00:00:00 UTC,,784062.422962298,767381.256302521
2018-06-11 00:00:00 UTC,,747272.762428037,740723.333602694
2018-06-12 00:00:00 UTC,,751812.473797837,757394.903057301
2018-06-13 00:00:00 UTC,,719772.411901628,721426.397547546
