Date,IOTA_High,IOTA_Low,IOTA_Open,IOTA_Close,IOTA_Volume,IOTA_AdjClose
2017-09-04,0.6460850238800049,0.46894899010658264,0.5441319942474365,0.6130849719047546,45817500.0,0.6130849719047546
2017-09-05,0.7491719722747803,0.6014840006828308,0.6135290265083313,0.7416629791259766,33093300.0,0.7416629791259766
2017-09-06,0.7396680116653442,0.6223660111427307,0.7396680116653442,0.6457579731941223,31377000.0,0.6457579731941223
2017-09-07,0.6602579951286316,0.4903460144996643,0.6482489705085754,0.5404750108718872,48691600.0,0.5404750108718872
2017-09-08,0.5839639902114868,0.524823009967804,0.5259389877319336,0.5608090162277222,15317400.0,0.5608090162277222
2017-09-09,0.567870020866394,0.4628340005874634,0.561303973197937,0.4956069886684418,32733100.0,0.4956069886684418
2017-09-10,0.5582730174064636,0.48149800300598145,0.49838000535964966,0.5582730174064636,23660500.0,0.5582730174064636
2017-09-11,0.6471930146217346,0.5572969913482666,0.5616959929466248,0.5919489860534668,43345900.0,0.5919489860534668
2017-09-12,0.5953660011291504,0.4793489873409271,0.5925120115280151,0.5568199753761292,31807500.0,0.5568199753761292
2017-09-13,0.5736299753189087,0.445019006729126,0.565841019153595,0.445019006729126,25946400.0,0.445019006729126
2017-09-14,0.509332001209259,0.37259501218795776,0.4456999897956848,0.48050999641418457,41983100.0,0.48050999641418457
2017-09-15,0.5103610157966614,0.4532319903373718,0.47938498854637146,0.4872390031814575,13452000.0,0.4872390031814575
2017-09-16,0.5058749914169312,0.4626139998435974,0.4847579896450043,0.49704599380493164,7574760.0,0.49704599380493164
2017-09-17,0.6124849915504456,0.49679601192474365,0.49679601192474365,0.6062330007553101,28609000.0,0.6062330007553101
2017-09-18,0.6142309904098511,0.5553029775619507,0.6082749962806702,0.565168023109436,12972000.0,0.565168023109436
2017-09-19,0.5856800079345703,0.5438529849052429,0.5598490238189697,0.566627025604248,8802430.0,0.566627025604248
2017-09-20,0.5699930191040039,0.46795299649238586,0.5675860047340393,0.5007240176200867,18553300.0,0.5007240176200867
2017-09-21,0.5174580216407776,0.4760749936103821,0.4991849958896637,0.5060099959373474,8860800.0,0.5060099959373474
2017-09-22,0.5511450171470642,0.49490299820899963,0.5076130032539368,0.5417960286140442,8486720.0,0.5417960286140442
2017-09-23,0.5416880249977112,0.5069659948348999,0.5405380129814148,0.5213789939880371,9199830.0,0.5213789939880371
2017-09-24,0.5663949847221375,0.5244489908218384,0.5244489908218384,0.556207001209259,10506400.0,0.556207001209259
2017-09-25,0.5600429773330688,0.5076450109481812,0.5566700100898743,0.5152050256729126,14671500.0,0.5152050256729126
2017-09-26,0.5547090172767639,0.5077090263366699,0.5142239928245544,0.5510050058364868,12188400.0,0.5510050058364868
2017-09-27,0.614313006401062,0.5282700061798096,0.5496609807014465,0.5958960056304932,23776300.0,0.5958960056304932
2017-09-28,0.6095870137214661,0.5430160164833069,0.5951430201530457,0.584417998790741,16689800.0,0.584417998790741
2017-09-29,0.646884024143219,0.5761500000953674,0.5843179821968079,0.620822012424469,21825700.0,0.620822012424469
2017-09-30,0.6287760138511658,0.5927420258522034,0.621749997138977,0.6101830005645752,8576220.0,0.6101830005645752
2017-10-01,0.6220899820327759,0.5650550127029419,0.618179976940155,0.5753980278968811,13928300.0,0.5753980278968811
2017-10-02,0.5820440053939819,0.5160380005836487,0.5771819949150085,0.5617120265960693,13709400.0,0.5617120265960693
2017-10-03,0.5705450177192688,0.5200989842414856,0.5608530044555664,0.5469819903373718,9152780.0,0.5469819903373718
2017-10-04,0.5677340030670166,0.5207020044326782,0.5473939776420593,0.5409150123596191,7592760.0,0.5409150123596191
2017-10-05,0.5626710057258606,0.4932819902896881,0.5432159900665283,0.5034480094909668,12478500.0,0.5034480094909668
2017-10-06,0.5487189888954163,0.49061501026153564,0.5044879913330078,0.5385289788246155,9848850.0,0.5385289788246155
2017-10-07,0.5385259985923767,0.49287599325180054,0.5346490144729614,0.5000320076942444,9637830.0,0.5000320076942444
2017-10-08,0.5019090175628662,0.43952301144599915,0.5003560185432434,0.46943798661231995,18097100.0,0.46943798661231995
2017-10-09,0.48851698637008667,0.4527229964733124,0.4664529860019684,0.47757598757743835,7401800.0,0.47757598757743835
2017-10-10,0.48896700143814087,0.4647569954395294,0.4770289957523346,0.4814639985561371,6996130.0,0.4814639985561371
2017-10-11,0.4862230122089386,0.39148199558258057,0.4817340075969696,0.4124169945716858,16792100.0,0.4124169945716858
2017-10-12,0.44598498940467834,0.4039120078086853,0.41285398602485657,0.4415949881076813,14821100.0,0.4415949881076813
2017-10-13,0.4828369915485382,0.4315029978752136,0.44180798530578613,0.45783698558807373,11493700.0,0.45783698558807373
2017-10-14,0.46050599217414856,0.41470399498939514,0.45864900946617126,0.43842899799346924,8256490.0,0.43842899799346924
2017-10-15,0.4596180021762848,0.42375001311302185,0.4396989941596985,0.4506550133228302,8128940.0,0.4506550133228302
2017-10-16,0.5044080018997192,0.43491101264953613,0.4520519971847534,0.4684630036354065,12590200.0,0.4684630036354065
2017-10-17,0.48229101300239563,0.42795801162719727,0.4746209979057312,0.4545750021934509,12433700.0,0.4545750021934509
2017-10-18,0.46595299243927,0.4151020050048828,0.4571959972381592,0.43338799476623535,12250600.0,0.43338799476623535
2017-10-19,0.43563899397850037,0.39162999391555786,0.4328629970550537,0.40191298723220825,17771900.0,0.40191298723220825
2017-10-20,0.4065040051937103,0.3243600130081177,0.40385401248931885,0.39304500818252563,20120500.0,0.39304500818252563
2017-10-21,0.411998987197876,0.3814379870891571,0.3908360004425049,0.3925420045852661,9322400.0,0.3925420045852661
2017-10-22,0.39923399686813354,0.36493998765945435,0.3913710117340088,0.3864870071411133,12380800.0,0.3864870071411133
2017-10-23,0.5022779703140259,0.3774940073490143,0.38914400339126587,0.453682005405426,47178400.0,0.453682005405426
2017-10-24,0.47346699237823486,0.4300050139427185,0.45535600185394287,0.443448007106781,14379600.0,0.443448007106781
2017-10-25,0.45588698983192444,0.4119279980659485,0.443666011095047,0.4171069860458374,10747100.0,0.4171069860458374
2017-10-26,0.4394409954547882,0.3955940008163452,0.4167439937591553,0.42335501313209534,8963410.0,0.42335501313209534
2017-10-27,0.4281730055809021,0.3912149965763092,0.42443299293518066,0.39548298716545105,9075000.0,0.39548298716545105
2017-10-28,0.4135409891605377,0.36767399311065674,0.39594700932502747,0.4037199914455414,15972200.0,0.4037199914455414
2017-10-29,,,,,,
2017-10-30,0.415571004152298,0.38560301065444946,0.4031029939651489,0.4090459942817688,9124580.0,0.4090459942817688
2017-10-31,0.4083400070667267,0.39031198620796204,0.4079119861125946,0.39091500639915466,7839910.0,0.39091500639915466
2017-11-01,0.39086300134658813,0.356689989566803,0.39086300134658813,0.3639200031757355,11944600.0,0.3639200031757355
