Date,XTZ_High,XTZ_Low,XTZ_Open,XTZ_Close,XTZ_Volume,XTZ_AdjClose
2017-10-01,1.9554200172424316,1.6567699909210205,1.6567699909210205,1.851830005645752,459394.0,1.851830005645752
2017-10-02,2.0696499347686768,1.764389991760254,1.9019900560379028,1.924880027770996,476488.0,1.924880027770996
2017-10-03,2.183609962463379,1.8763099908828735,1.8763099908828735,2.1511099338531494,476292.0,2.1511099338531494
2017-10-04,2.1903700828552246,1.9562100172042847,2.1782000064849854,2.134660005569458,501729.0,2.134660005569458
2017-10-05,2.1967999935150146,2.0970098972320557,2.11476993560791,2.175600051879883,524678.0,2.175600051879883
2017-10-06,2.4429500102996826,2.1816000938415527,2.1816000938415527,2.3819398880004883,453749.0,2.3819398880004883
2017-10-07,2.4587900638580322,2.324589967727661,2.398169994354248,2.347670078277588,466671.0,2.347670078277588
2017-10-08,2.4435300827026367,2.1176400184631348,2.3387200832366943,2.316659927368164,751712.0,2.316659927368164
2017-10-09,2.3896000385284424,2.095989942550659,2.300960063934326,2.320080041885376,799158.0,2.320080041885376
2017-10-10,2.3250999450683594,2.2304999828338623,2.291069984436035,2.260390043258667,484819.0,2.260390043258667
2017-10-11,2.4801199436187744,2.2456300258636475,2.246490001678467,2.4732799530029297,460146.0,2.4732799530029297
2017-10-12,2.505729913711548,2.3430800437927246,2.493649959564209,2.4407498836517334,691607.0,2.4407498836517334
2017-10-13,2.6567399501800537,2.409590005874634,2.44854998588562,2.620069980621338,649276.0,2.620069980621338
2017-10-14,2.791800022125244,2.3990800380706787,2.6391100883483887,2.4965600967407227,339115.0,2.4965600967407227
2017-10-15,2.635580062866211,2.406320095062256,2.482830047607422,2.59237003326416,478468.0,2.59237003326416
2017-10-16,2.6338400840759277,2.36122989654541,2.572319984436035,2.4988999366760254,1080100.0,2.4988999366760254
2017-10-17,2.520279884338379,2.2500998973846436,2.497730016708374,2.283859968185425,1072900.0,2.283859968185425
2017-10-18,2.498080015182495,1.698099970817566,2.2887001037597656,2.028320074081421,1489370.0,2.028320074081421
2017-10-19,2.2372899055480957,1.8179999589920044,2.0001399517059326,1.893399953842163,869169.0,1.893399953842163
2017-10-20,1.9563599824905396,1.6367100477218628,1.8919399976730347,1.8245199918746948,662759.0,1.8245199918746948
2017-10-21,1.8980200290679932,1.6334600448608398,1.8246099948883057,1.6778000593185425,568426.0,1.6778000593185425
2017-10-22,1.8014899492263794,1.6561700105667114,1.6651500463485718,1.7170599699020386,437565.0,1.7170599699020386
2017-10-23,1.9815200567245483,1.6672500371932983,1.711609959602356,1.8407299518585205,391817.0,1.8407299518585205
2017-10-24,1.8790899515151978,1.7238600254058838,1.8402800559997559,1.781190037727356,185990.0,1.781190037727356
2017-10-25,1.8019299507141113,1.7188999652862549,1.7834500074386597,1.788949966430664,215177.0,1.788949966430664
2017-10-26,1.864050030708313,1.7797399759292603,1.794010043144226,1.7797399759292603,283231.0,1.7797399759292603
2017-10-27,1.848270058631897,1.7444700002670288,1.7728400230407715,1.7952200174331665,353571.0,1.7952200174331665
2017-10-28,1.8277599811553955,1.6975799798965454,1.7987300157546997,1.7454999685287476,571833.0,1.7454999685287476
2017-10-29,,,,,,
2017-10-30,1.8593599796295166,1.7193700075149536,1.7396899461746216,1.7532700300216675,666903.0,1.7532700300216675
2017-10-31,1.8233100175857544,1.6645699739456177,1.744230031967163,1.7549599409103394,714885.0,1.7549599409103394
2017-11-01,1.8002500534057617,1.6467599868774414,1.7344599962234497,1.719730019569397,486612.0,1.719730019569397
2017-11-02,1.7506699562072754,1.4933099746704102,1.7182899713516235,1.612339973449707,701330.0,1.612339973449707
2017-11-03,1.7813999652862549,1.5933200120925903,1.6205699443817139,1.7428900003433228,642585.0,1.7428900003433228
2017-11-04,1.8755799531936646,1.7485899925231934,1.7485899925231934,1.7653599977493286,567026.0,1.7653599977493286
2017-11-05,1.8109899759292603,1.685920000076294,1.7776399850845337,1.7000800371170044,338133.0,1.7000800371170044
2017-11-06,1.7768199443817139,1.5510599613189697,1.7037700414657593,1.5542500019073486,504421.0,1.5542500019073486
2017-11-07,1.854580044746399,1.5231200456619263,1.5572500228881836,1.7167099714279175,599851.0,1.7167099714279175
2017-11-08,1.759310007095337,1.6118199825286865,1.719599962234497,1.618839979171753,603375.0,1.618839979171753
