Date,XRP_High,XRP_Low,XRP_Open,XRP_Close,XRP_Volume,XRP_AdjClose
2017-09-04,0.21867400407791138,0.19023199379444122,0.20510999858379364,0.21518899500370026,242636000.0,0.21518899500370026
2017-09-05,0.22686000168323517,0.214805006980896,0.21495099365711212,0.22618600726127625,163296992.0,0.22618600726127625
2017-09-06,0.22721000015735626,0.21961799263954163,0.22638200223445892,0.22363999485969543,103080000.0,0.22363999485969543
2017-09-07,0.22430799901485443,0.20610299706459045,0.22361500561237335,0.21151800453662872,151328992.0,0.21151800453662872
2017-09-08,0.2118919938802719,0.2063950002193451,0.21129299700260162,0.20999500155448914,51185500.0,0.20999500155448914
2017-09-09,0.2165289968252182,0.19760499894618988,0.20960600674152374,0.21303099393844604,117091000.0,0.21303099393844604
2017-09-10,0.22005699574947357,0.21035300195217133,0.2125129997730255,0.21444100141525269,138339008.0,0.21444100141525269
2017-09-11,0.22062300145626068,0.20760799944400787,0.2148600071668625,0.20930300652980804,94519504.0,0.20930300652980804
2017-09-12,0.20967400074005127,0.19617900252342224,0.20962999761104584,0.20077799260616302,105471000.0,0.20077799260616302
2017-09-13,0.20201000571250916,0.16416700184345245,0.20042699575424194,0.16416700184345245,152532992.0,0.16416700184345245
2017-09-14,0.18918399512767792,0.15097300708293915,0.16503499448299408,0.1813579946756363,289414016.0,0.1813579946756363
2017-09-15,0.18741700053215027,0.1722790002822876,0.1819249987602234,0.1790820062160492,84495200.0,0.1790820062160492
2017-09-16,0.18112100660800934,0.17101700603961945,0.17837700247764587,0.17839300632476807,49161100.0,0.17839300632476807
2017-09-17,0.19001899659633636,0.17830899357795715,0.17830899357795715,0.1897680014371872,88397904.0,0.1897680014371872
2017-09-18,0.19067999720573425,0.1813340038061142,0.18981899321079254,0.18404099345207214,54046100.0,0.18404099345207214
2017-09-19,0.18622900545597076,0.1803330034017563,0.1837099939584732,0.18207800388336182,34521600.0,0.18207800388336182
2017-09-20,0.18210899829864502,0.17114800214767456,0.18098099529743195,0.17175400257110596,43583200.0,0.17175400257110596
2017-09-21,0.17587000131607056,0.16929100453853607,0.17156699299812317,0.17351000010967255,37244700.0,0.17351000010967255
2017-09-22,0.17867200076580048,0.17152699828147888,0.17337100207805634,0.17788200080394745,32476700.0,0.17788200080394745
2017-09-23,0.17893899977207184,0.17416499555110931,0.17817500233650208,0.17578700184822083,20566500.0,0.17578700184822083
2017-09-24,0.18366500735282898,0.17493900656700134,0.17551900446414948,0.18148699402809143,35622600.0,0.18148699402809143
2017-09-25,0.19124700129032135,0.18008500337600708,0.18196800351142883,0.18611900508403778,70000704.0,0.18611900508403778
2017-09-26,0.20768700540065765,0.18509800732135773,0.18529699742794037,0.20329900085926056,249934000.0,0.20329900085926056
2017-09-27,0.20327100157737732,0.1913439929485321,0.20253199338912964,0.19613100588321686,117962000.0,0.19613100588321686
2017-09-28,0.19620299339294434,0.18717199563980103,0.1961050033569336,0.19360600411891937,72291200.0,0.19360600411891937
2017-09-29,0.19982600212097168,0.19349700212478638,0.19382399320602417,0.19752900302410126,54729300.0,0.19752900302410126
2017-09-30,0.20718500018119812,0.19617000222206116,0.19762200117111206,0.20653200149536133,51345500.0,0.20653200149536133
2017-10-01,0.20655600726604462,0.1994439959526062,0.2060769945383072,0.20267599821090698,77412304.0,0.20267599821090698
2017-10-02,0.20480799674987793,0.198730006814003,0.20320899784564972,0.20331799983978271,48703100.0,0.20331799983978271
2017-10-03,0.21702399849891663,0.20264700055122375,0.2032179981470108,0.2147739976644516,123573000.0,0.2147739976644516
2017-10-04,0.2410230040550232,0.21558299660682678,0.21558299660682678,0.2370160073041916,404299008.0,0.2370160073041916
2017-10-05,0.24242399632930756,0.23353299498558044,0.23772600293159485,0.23403899371623993,167492000.0,0.23403899371623993
2017-10-06,0.23933599889278412,0.23347799479961395,0.2339629977941513,0.23860999941825867,77950200.0,0.23860999941825867
2017-10-07,0.2799440026283264,0.23753200471401215,0.2383120059967041,0.2799440026283264,529838016.0,0.2799440026283264
2017-10-08,0.2787579894065857,0.24042999744415283,0.2787579894065857,0.2518250048160553,610110016.0,0.2518250048160553
2017-10-09,0.26655998826026917,0.2411929965019226,0.252824991941452,0.2607330083847046,384048992.0,0.2607330083847046
2017-10-10,0.26784300804138184,0.2590799927711487,0.26065799593925476,0.2644389867782593,161206000.0,0.2644389867782593
2017-10-11,0.26746800541877747,0.24841399490833282,0.26504600048065186,0.24841399490833282,245004000.0,0.24841399490833282
2017-10-12,0.2642500102519989,0.23886699974536896,0.24828499555587769,0.26048898696899414,398688992.0,0.26048898696899414
2017-10-13,0.2677209973335266,0.25731998682022095,0.2611500024795532,0.25731998682022095,211160000.0,0.25731998682022095
2017-10-14,0.2684189975261688,0.24904799461364746,0.25753700733184814,0.26398301124572754,280211008.0,0.26398301124572754
2017-10-15,0.291359007358551,0.24900999665260315,0.2633860111236572,0.25623199343681335,963158016.0,0.25623199343681335
2017-10-16,0.2631469964981079,0.22293899953365326,0.2560980021953583,0.23206399381160736,411264992.0,0.23206399381160736
2017-10-17,0.2381500005722046,0.2072650045156479,0.23121599853038788,0.21852000057697296,354224992.0,0.21852000057697296
2017-10-18,0.23179000616073608,0.20831699669361115,0.2182289958000183,0.21514999866485596,304542016.0,0.21514999866485596
2017-10-19,0.2238219976425171,0.20875400304794312,0.21508599817752838,0.210548996925354,182704000.0,0.210548996925354
2017-10-20,0.2123810052871704,0.20077399909496307,0.21018899977207184,0.2110159993171692,116807000.0,0.2110159993171692
2017-10-21,0.211900994181633,0.20072199404239655,0.21095800399780273,0.20417700707912445,75849504.0,0.20417700707912445
2017-10-22,0.20391899347305298,0.19072900712490082,0.20350399613380432,0.1969279944896698,99914800.0,0.1969279944896698
2017-10-23,0.217508003115654,0.19045500457286835,0.19556699693202972,0.2066439986228943,220080992.0,0.2066439986228943
2017-10-24,0.20823700726032257,0.20180299878120422,0.20711299777030945,0.20460399985313416,75017504.0,0.20460399985313416
2017-10-25,0.20628899335861206,0.2026599943637848,0.2044440060853958,0.20362800359725952,38193100.0,0.20362800359725952
2017-10-26,0.2044920027256012,0.20177100598812103,0.2036679983139038,0.20278500020503998,29623000.0,0.20278500020503998
2017-10-27,0.20347599685192108,0.2014009952545166,0.20259200036525726,0.2018350064754486,26864900.0,0.2018350064754486
2017-10-28,0.20520900189876556,0.20007500052452087,0.20135800540447235,0.20278500020503998,62511100.0,0.20278500020503998
2017-10-29,,,,,,
2017-10-30,0.204135000705719,0.20194600522518158,0.20307600498199463,0.20271100103855133,34835100.0,0.20271100103855133
2017-10-31,0.2037779986858368,0.2004610002040863,0.20240500569343567,0.20055800676345825,43875700.0,0.20055800676345825
2017-11-01,0.2015009969472885,0.1936129927635193,0.20024700462818146,0.1941239982843399,67921000.0,0.1941239982843399
2017-11-02,0.21184800565242767,0.18381500244140625,0.19459599256515503,0.20586100220680237,197770000.0,0.20586100220680237
2017-11-03,0.22802600264549255,0.2017280012369156,0.20620499551296234,0.20813299715518951,373401984.0,0.20813299715518951
2017-11-04,0.20847900211811066,0.20213299989700317,0.20808300375938416,0.20374999940395355,74013200.0,0.20374999940395355
2017-11-05,0.20512400567531586,0.20111699402332306,0.20327399671077728,0.20205500721931458,46959000.0,0.20205500721931458
2017-11-06,0.2086620032787323,0.20140999555587769,0.2019670009613037,0.2059900015592575,102233000.0,0.2059900015592575
2017-11-07,0.21137499809265137,0.20397800207138062,0.20510299503803253,0.2103540003299713,114073000.0,0.2103540003299713
2017-11-08,0.22145800292491913,0.20805999636650085,0.21067500114440918,0.2174369990825653,156959008.0,0.2174369990825653
2017-11-09,0.22179099917411804,0.21486599743366241,0.2179110050201416,0.21748800575733185,147916992.0,0.21748800575733185
2017-11-10,0.2190680056810379,0.2052599936723709,0.21825599670410156,0.20648300647735596,141032992.0,0.20648300647735596
2017-11-11,0.2144560068845749,0.20545899868011475,0.20594799518585205,0.21042999625205994,134503008.0,0.21042999625205994
2017-11-12,0.21021400392055511,0.1953890025615692,0.21021400392055511,0.1973389983177185,251175008.0,0.1973389983177185
2017-11-13,0.2040809988975525,0.1974560022354126,0.1974720060825348,0.20344200730323792,132567000.0,0.20344200730323792
2017-11-14,0.21369299292564392,0.20367899537086487,0.20367899537086487,0.20982499420642853,127361000.0,0.20982499420642853
2017-11-15,0.2131049931049347,0.20805799961090088,0.20893700420856476,0.2129559963941574,100294000.0,0.2129559963941574
2017-11-16,0.2717899978160858,0.20928700268268585,0.2126549929380417,0.2271070033311844,1022579968.0,0.2271070033311844
2017-11-17,0.23940899968147278,0.2202730029821396,0.2247679978609085,0.22658100724220276,397071008.0,0.22658100724220276
2017-11-18,0.2303989976644516,0.22239899635314941,0.2265470027923584,0.22862699627876282,144298000.0,0.22862699627876282
2017-11-19,0.2362309992313385,0.22603699564933777,0.2281399965286255,0.23101599514484406,193808000.0,0.23101599514484406
2017-11-20,0.2434300035238266,0.23091700673103333,0.23133599758148193,0.23875899612903595,214663008.0,0.23875899612903595
2017-11-21,0.24097399413585663,0.2272000014781952,0.237977996468544,0.23327100276947021,217851008.0,0.23327100276947021
2017-11-22,0.24084800481796265,0.2323170006275177,0.23264199495315552,0.23885899782180786,167078000.0,0.23885899782180786
2017-11-23,0.25009599328041077,0.23730400204658508,0.23899100720882416,0.24240200221538544,240684992.0,0.24240200221538544
2017-11-24,0.245388001203537,0.2384209930896759,0.24285100400447845,0.2446420043706894,211486000.0,0.2446420043706894
2017-11-25,0.2556999921798706,0.24358400702476501,0.24417799711227417,0.2523930072784424,212592992.0,0.2523930072784424
2017-11-26,0.2529140114784241,0.24858899414539337,0.2529140114784241,0.24881799519062042,133297000.0,0.24881799519062042
2017-11-27,0.25473299622535706,0.24786099791526794,0.24830499291419983,0.25392699241638184,196735008.0,0.25392699241638184
2017-11-28,0.3010840117931366,0.25341498851776123,0.2540369927883148,0.2991519868373871,720742976.0,0.2991519868373871
2017-11-29,0.2978670001029968,0.23940899968147278,0.2978670001029968,0.2430640012025833,541177984.0,0.2430640012025833
2017-11-30,0.2615239918231964,0.22958600521087646,0.24643300473690033,0.2508780062198639,270907008.0,0.2508780062198639
2017-12-01,0.2588280141353607,0.239437997341156,0.25035199522972107,0.2556990087032318,182992000.0,0.2556990087032318
2017-12-02,0.2592180073261261,0.25075599551200867,0.25565600395202637,0.2554920017719269,118250000.0,0.2554920017719269
2017-12-03,0.26307201385498047,0.2473910003900528,0.2555299997329712,0.25255799293518066,134710000.0,0.25255799293518066
