Date,WAVES_High,WAVES_Low,WAVES_Open,WAVES_Close,WAVES_Volume,WAVES_AdjClose
2017-09-04,5.096819877624512,4.32181978225708,4.678619861602783,4.9793901443481445,6194560.0,4.9793901443481445
2017-09-05,5.406199932098389,4.929180145263672,4.992589950561523,5.1577301025390625,6069650.0,5.1577301025390625
2017-09-06,5.134650230407715,4.896629810333252,5.103270053863525,4.983670234680176,6353830.0,4.983670234680176
2017-09-07,5.0316901206970215,4.279399871826172,4.987060070037842,4.503429889678955,5899500.0,4.503429889678955
2017-09-08,4.587639808654785,4.369440078735352,4.510340213775635,4.455249786376953,5406880.0,4.455249786376953
2017-09-09,4.583759784698486,3.993499994277954,4.448279857635498,4.407919883728027,5469690.0,4.407919883728027
2017-09-10,4.568449974060059,4.1550798416137695,4.437829971313477,4.3453497886657715,4908140.0,4.3453497886657715
2017-09-11,4.607210159301758,4.2552900314331055,4.348060131072998,4.377280235290527,5306860.0,4.377280235290527
2017-09-12,4.362020015716553,3.7497899532318115,4.362020015716553,3.94638991355896,4928930.0,3.94638991355896
2017-09-13,4.045149803161621,3.08912992477417,3.9474000930786133,3.08912992477417,4470510.0,3.08912992477417
2017-09-14,3.9414899349212646,2.80433988571167,3.1175200939178467,3.7828400135040283,6270110.0,3.7828400135040283
2017-09-15,3.903320074081421,3.4915599822998047,3.7741000652313232,3.7556300163269043,4499490.0,3.7556300163269043
2017-09-16,3.8091800212860107,3.486829996109009,3.7656900882720947,3.644479990005493,3406720.0,3.644479990005493
2017-09-17,4.395100116729736,3.6379899978637695,3.6379899978637695,4.3418498039245605,4080300.0,4.3418498039245605
2017-09-18,4.378590106964111,4.003300189971924,4.3570098876953125,4.155590057373047,3403370.0,4.155590057373047
2017-09-19,4.293489933013916,3.963560104370117,4.1350998878479,4.073860168457031,3910370.0,4.073860168457031
2017-09-20,4.078460216522217,3.573309898376465,4.054450035095215,3.64382004737854,2914710.0,3.64382004737854
2017-09-21,3.8378899097442627,3.5633699893951416,3.6505000591278076,3.765470027923584,2723740.0,3.765470027923584
2017-09-22,3.98717999458313,3.711790084838867,3.7557899951934814,3.967679977416992,4950050.0,3.967679977416992
2017-09-23,3.97721004486084,3.80253005027771,3.965130090713501,3.967560052871704,5012110.0,3.967560052871704
2017-09-24,4.3027801513671875,3.920259952545166,3.9694299697875977,4.228000164031982,5218940.0,4.228000164031982
2017-09-25,4.859379768371582,4.22806978225708,4.22806978225708,4.789700031280518,7713420.0,4.789700031280518
2017-09-26,5.1939802169799805,4.7746100425720215,4.7746100425720215,5.16733980178833,11447500.0,5.16733980178833
2017-09-27,5.168570041656494,4.733809947967529,5.1667399406433105,4.776780128479004,8795790.0,4.776780128479004
2017-09-28,5.03646993637085,4.390870094299316,4.767429828643799,4.929450035095215,8515820.0,4.929450035095215
2017-09-29,5.199269771575928,4.93120002746582,4.931429862976074,5.036610126495361,7480680.0,5.036610126495361
2017-09-30,5.048540115356445,4.840439796447754,5.029850006103516,4.974679946899414,8233020.0,4.974679946899414
2017-10-01,4.978419780731201,4.811240196228027,4.973440170288086,4.850450038909912,7422400.0,4.850450038909912
2017-10-02,5.004209995269775,4.67149019241333,4.865900039672852,4.732089996337891,6975040.0,4.732089996337891
2017-10-03,5.0818400382995605,4.708539962768555,4.744770050048828,4.91363000869751,8679860.0,4.91363000869751
2017-10-04,5.035150051116943,4.756939888000488,4.91795015335083,4.968220233917236,6804000.0,4.968220233917236
2017-10-05,5.096879959106445,4.908010005950928,4.970170021057129,4.971980094909668,6574960.0,4.971980094909668
2017-10-06,5.044559955596924,4.910009860992432,4.958159923553467,5.02230978012085,6760300.0,5.02230978012085
2017-10-07,5.038129806518555,4.435229778289795,5.011630058288574,4.441140174865723,7717430.0,4.441140174865723
2017-10-08,4.634890079498291,4.0113301277160645,4.439370155334473,4.130929946899414,6698160.0,4.130929946899414
2017-10-09,4.262249946594238,3.915980100631714,4.107369899749756,4.118810176849365,5675270.0,4.118810176849365
2017-10-10,4.412049770355225,4.08128023147583,4.109149932861328,4.175990104675293,7296340.0,4.175990104675293
2017-10-11,4.197309970855713,3.6852500438690186,4.176109790802002,3.68572998046875,6289170.0,3.68572998046875
2017-10-12,4.032010078430176,3.5893399715423584,3.692009925842285,3.9737699031829834,6777070.0,3.9737699031829834
2017-10-13,4.087560176849365,3.8113598823547363,3.9768600463867188,4.002170085906982,5190930.0,4.002170085906982
2017-10-14,4.024640083312988,3.6829700469970703,4.01032018661499,3.801219940185547,4384340.0,3.801219940185547
2017-10-15,4.135550022125244,3.652980089187622,3.8032000064849854,4.017819881439209,4972740.0,4.017819881439209
2017-10-16,4.045380115509033,3.8421499729156494,4.040050029754639,3.922489881515503,4954490.0,3.922489881515503
2017-10-17,4.10299015045166,3.662899971008301,3.9263501167297363,4.043889999389648,7283440.0,4.043889999389648
2017-10-18,4.119659900665283,3.801259994506836,4.040679931640625,3.892430067062378,8840030.0,3.892430067062378
2017-10-19,3.972259998321533,3.6257200241088867,3.8909099102020264,3.6633501052856445,10830100.0,3.6633501052856445
2017-10-20,3.758810043334961,3.4258298873901367,3.6447699069976807,3.5812900066375732,10666600.0,3.5812900066375732
2017-10-21,3.656450033187866,3.4714300632476807,3.5820000171661377,3.581510066986084,8491900.0,3.581510066986084
2017-10-22,3.713360071182251,3.3519399166107178,3.580009937286377,3.6714000701904297,8621370.0,3.6714000701904297
2017-10-23,3.9837400913238525,3.589400053024292,3.6677401065826416,3.7592999935150146,8703160.0,3.7592999935150146
2017-10-24,3.7715699672698975,3.4831700325012207,3.7624499797821045,3.69992995262146,8533500.0,3.69992995262146
2017-10-25,3.7885899543762207,3.5434699058532715,3.717050075531006,3.622189998626709,8321870.0,3.622189998626709
2017-10-26,3.6841800212860107,3.5191500186920166,3.623110055923462,3.543179988861084,6714780.0,3.543179988861084
2017-10-27,3.6049599647521973,3.453809976577759,3.5441699028015137,3.458899974822998,8103840.0,3.458899974822998
2017-10-28,3.6385300159454346,3.453119993209839,3.458250045776367,3.535640001296997,9046840.0,3.535640001296997
2017-10-29,,,,,,
2017-10-30,3.6091599464416504,3.4268500804901123,3.5513999462127686,3.483419895172119,8523780.0,3.483419895172119
2017-10-31,3.4956700801849365,3.1670401096343994,3.4732000827789307,3.236949920654297,9895450.0,3.236949920654297
2017-11-01,3.234189987182617,2.6661698818206787,3.234189987182617,2.8938000202178955,11933800.0,2.8938000202178955
