Date,XMR_High,XMR_Low,XMR_Open,XMR_Close,XMR_Volume,XMR_AdjClose
2017-09-04,122.63099670410156,95.80660247802734,106.74600219726562,118.8239974975586,113378000.0,118.8239974975586
2017-09-05,122.31199645996094,114.3239974975586,118.78500366210938,121.63300323486328,64604400.0,121.63300323486328
2017-09-06,124.75800323486328,116.60099792480469,121.38800048828125,120.84300231933594,62655700.0,120.84300231933594
2017-09-07,132.5709991455078,113.3030014038086,120.2750015258789,118.04399871826172,159066000.0,118.04399871826172
2017-09-08,119.73200225830078,113.1729965209961,118.18699645996094,116.26699829101562,39220400.0,116.26699829101562
2017-09-09,115.76899719238281,103.16600036621094,115.63700103759766,112.32599639892578,50725200.0,112.32599639892578
2017-09-10,116.24199676513672,110.47000122070312,113.0459976196289,112.74600219726562,30605900.0,112.74600219726562
2017-09-11,115.69300079345703,110.49400329589844,112.72200012207031,111.88999938964844,40402700.0,111.88999938964844
2017-09-12,113.16200256347656,102.3949966430664,111.80799865722656,111.3290023803711,88162896.0,111.3290023803711
2017-09-13,120.38999938964844,82.64990234375,111.29299926757812,83.04019927978516,133553000.0,83.04019927978516
2017-09-14,103.69000244140625,73.1666030883789,83.13420104980469,99.85449981689453,176154000.0,99.85449981689453
2017-09-15,106.11599731445312,91.41010284423828,100.11000061035156,95.28780364990234,71163504.0,95.28780364990234
2017-09-16,96.36409759521484,89.2219009399414,94.96749877929688,93.74469757080078,41008200.0,93.74469757080078
2017-09-17,102.01599884033203,93.81099700927734,93.81099700927734,100.56800079345703,63732100.0,100.56800079345703
2017-09-18,101.2770004272461,93.69709777832031,100.8290023803711,97.71890258789062,48249700.0,97.71890258789062
2017-09-19,98.0886001586914,93.37069702148438,97.63999938964844,95.5696029663086,34198900.0,95.5696029663086
2017-09-20,95.75279998779297,85.16889953613281,95.32530212402344,86.24490356445312,34290500.0,86.24490356445312
2017-09-21,89.53919982910156,84.33100128173828,86.16809844970703,88.17489624023438,28179100.0,88.17489624023438
2017-09-22,92.11620330810547,86.95670318603516,88.03269958496094,91.84600067138672,26372900.0,91.84600067138672
2017-09-23,91.80999755859375,88.00189971923828,91.7572021484375,89.49929809570312,22224000.0,89.49929809570312
2017-09-24,94.2343978881836,89.11910247802734,89.3729019165039,93.64109802246094,28114300.0,93.64109802246094
2017-09-25,95.30970001220703,91.60350036621094,93.81400299072266,93.127197265625,32540800.0,93.127197265625
2017-09-26,102.90799713134766,92.64070129394531,92.74800109863281,101.04299926757812,51634900.0,101.04299926757812
2017-09-27,101.13600158691406,95.4832992553711,100.97200012207031,97.2334976196289,41822000.0,97.2334976196289
2017-09-28,97.78070068359375,91.21600341796875,97.29509735107422,94.50199890136719,38972400.0,94.50199890136719
2017-09-29,96.32510375976562,94.06819915771484,94.43789672851562,95.75589752197266,28498000.0,95.75589752197266
2017-09-30,95.74490356445312,91.7697982788086,95.59210205078125,93.22200012207031,25936500.0,93.22200012207031
2017-10-01,93.80059814453125,90.98359680175781,93.55809783935547,91.54419708251953,27534700.0,91.54419708251953
2017-10-02,94.81199645996094,87.21119689941406,91.52179718017578,92.96119689941406,44289800.0,92.96119689941406
2017-10-03,93.65039825439453,89.04570007324219,92.947998046875,90.40709686279297,29568100.0,90.40709686279297
2017-10-04,92.44730377197266,88.14450073242188,90.493896484375,91.85890197753906,27697400.0,91.85890197753906
2017-10-05,92.93879699707031,90.22669982910156,91.90910339355469,91.1897964477539,24504100.0,91.1897964477539
2017-10-06,92.05079650878906,89.56710052490234,90.939697265625,91.70369720458984,22617600.0,91.70369720458984
2017-10-07,92.2041015625,89.73650360107422,91.39119720458984,89.77459716796875,29220800.0,89.77459716796875
2017-10-08,90.11669921875,83.76229858398438,89.74189758300781,85.48509979248047,38063700.0,85.48509979248047
2017-10-09,88.41130065917969,84.27010345458984,85.61329650878906,86.82119750976562,31695500.0,86.82119750976562
2017-10-10,88.25029754638672,85.7969970703125,86.7406997680664,87.42169952392578,21103400.0,87.42169952392578
2017-10-11,88.63359832763672,86.46170043945312,87.56300354003906,87.09239959716797,32783200.0,87.09239959716797
2017-10-12,96.77310180664062,85.53359985351562,87.22740173339844,95.13459777832031,63578800.0,95.13459777832031
