Date,BTC_FUTURES_High,BTC_FUTURES_Low,BTC_FUTURES_Open,BTC_FUTURES_Close,BTC_FUTURES_Volume,BTC_FUTURES_AdjClose
2018-03-20,9025.0,8320.0,8420.0,8945.0,2050.0,8945.0
2018-03-21,9185.0,8775.0,8990.0,8890.0,1829.0,8890.0
2018-03-22,9095.0,8500.0,8905.0,8630.0,2123.0,8630.0
2018-03-23,8770.0,8270.0,8650.0,8615.0,2895.0,8615.0
2018-03-24,,,,,,
2018-03-25,,,,,,
2018-03-26,8650.0,7840.0,8650.0,7910.0,2433.0,7910.0
2018-03-27,8270.0,7760.0,7880.0,7895.0,3738.0,7895.0
2018-03-28,8100.0,7735.0,8010.0,7875.0,3252.0,7875.0
2018-03-29,7995.0,7345.0,7885.0,7389.91015625,1684.0,7389.91015625
2018-03-30,,,,,,
2018-03-31,,,,,,
2018-04-01,,,,,,
2018-04-02,7150.0,6775.0,6905.0,6990.0,3539.0,6990.0
2018-04-03,7520.0,6965.0,6975.0,7460.0,2274.0,7460.0
2018-04-04,7440.0,6725.0,7430.0,6860.0,2951.0,6860.0
2018-04-05,6925.0,6550.0,6790.0,6760.0,4565.0,6760.0
2018-04-06,6890.0,6485.0,6760.0,6630.0,2415.0,6630.0
2018-04-07,,,,,,
2018-04-08,,,,,,
2018-04-09,7225.0,6605.0,7025.0,6675.0,3348.0,6675.0
2018-04-10,6880.0,6640.0,6705.0,6840.0,1882.0,6840.0
2018-04-11,6970.0,6785.0,6860.0,6920.0,1746.0,6920.0
2018-04-12,8105.0,6660.0,6920.0,7680.0,4825.0,7680.0
2018-04-13,8235.0,7760.0,7790.0,8105.0,3045.0,8105.0
2018-04-14,,,,,,
2018-04-15,,,,,,
2018-04-16,8445.0,7880.0,8005.0,7980.0,3858.0,7980.0
2018-04-17,8180.0,7805.0,8015.0,7885.0,2676.0,7885.0
2018-04-18,8240.0,7860.0,7870.0,8125.0,2826.0,8125.0
2018-04-19,8315.0,8100.0,8190.0,8260.0,2718.0,8260.0
2018-04-20,8585.0,8235.0,8300.0,8540.0,2318.0,8540.0
2018-04-21,,,,,,
2018-04-22,,,,,,
2018-04-23,9015.0,8775.0,8910.0,8845.0,2952.0,8845.0
2018-04-24,9465.0,8920.0,8965.0,9455.0,4681.0,9455.0
2018-04-25,9765.0,8755.0,9480.0,8970.0,10346.0,8970.0
2018-04-26,9185.0,8635.0,9170.0,8865.0,4924.0,8865.0
2018-04-27,9375.0,9115.0,9130.0,9231.1201171875,2190.0,9231.1201171875
2018-04-28,,,,,,
2018-04-29,,,,,,
2018-04-30,9495.0,9140.0,9375.0,9365.0,2999.0,9365.0
2018-05-01,9315.0,8815.0,9285.0,8985.0,3143.0,8985.0
2018-05-02,9210.0,8985.0,9070.0,9150.0,2093.0,9150.0
2018-05-03,9805.0,9180.0,9245.0,9675.0,4177.0,9675.0
2018-05-04,9840.0,9540.0,9710.0,9670.0,3762.0,9670.0
2018-05-05,,,,,,
2018-05-06,,,,,,
2018-05-07,9705.0,9160.0,9605.0,9435.0,4705.0,9435.0
2018-05-08,9490.0,9010.0,9410.0,9235.0,4435.0,9235.0
2018-05-09,9375.0,8955.0,9185.0,9280.0,3015.0,9280.0
2018-05-10,9415.0,9040.0,9255.0,9090.0,3063.0,9090.0
2018-05-11,9125.0,8380.0,9110.0,8625.0,4980.0,8625.0
2018-05-12,,,,,,
2018-05-13,,,,,,
2018-05-14,8900.0,8285.0,8660.0,8755.0,5754.0,8755.0
2018-05-15,8850.0,8435.0,8735.0,8555.0,4222.0,8555.0
2018-05-16,8545.0,8115.0,8475.0,8250.0,4978.0,8250.0
2018-05-17,8460.0,8115.0,8290.0,8180.0,2872.0,8180.0
2018-05-18,8275.0,7915.0,8225.0,8230.0,3390.0,8230.0
2018-05-19,,,,,,
2018-05-20,,,,,,
2018-05-21,8680.0,8320.0,8525.0,8375.0,2701.0,8375.0
2018-05-22,8420.0,8070.0,8345.0,8180.0,2341.0,8180.0
2018-05-23,8075.0,7425.0,8050.0,7590.0,4586.0,7590.0
2018-05-24,7720.0,7230.0,7620.0,7580.0,4427.0,7580.0
2018-05-25,7650.0,7315.0,7530.0,7493.93994140625,2069.0,7493.93994140625
2018-05-26,,,,,,
2018-05-27,,,,,,
2018-05-28,,,,,,
2018-05-29,7580.0,7050.0,7190.0,7495.0,5052.0,7495.0
2018-05-30,7620.0,7270.0,7505.0,7320.0,2471.0,7320.0
2018-05-31,7660.0,7335.0,7335.0,7545.0,2102.0,7545.0
2018-06-01,7620.0,7300.0,7550.0,7440.0,2197.0,7440.0
2018-06-02,,,,,,
2018-06-03,,,,,,
2018-06-04,7900.0,7460.0,7715.0,7500.0,1625.0,7500.0
2018-06-05,7670.0,7360.0,7515.0,7625.0,2069.0,7625.0
2018-06-06,7695.0,7485.0,7605.0,7540.0,1450.0,7540.0
2018-06-07,7780.0,7640.0,7695.0,7705.0,1437.0,7705.0
2018-06-08,7705.0,7540.0,7670.0,7655.0,1301.0,7655.0
2018-06-09,,,,,,
2018-06-10,,,,,,
2018-06-11,7120.0,6610.0,7120.0,6750.0,3861.0,6750.0
2018-06-12,6890.0,6425.0,6770.0,6500.0,3875.0,6500.0
2018-06-13,6620.0,6100.0,6470.0,6270.0,5146.0,6270.0
2018-06-14,6705.0,6250.0,6275.0,6635.0,4461.0,6635.0
2018-06-15,6670.0,6440.0,6670.0,6530.0,2485.0,6530.0
2018-06-16,,,,,,
2018-06-17,,,,,,
2018-06-18,6785.0,6340.0,6495.0,6695.0,2794.0,6695.0
2018-06-19,6840.0,6650.0,6710.0,6735.0,1563.0,6735.0
2018-06-20,6815.0,6545.0,6705.0,6745.0,2108.0,6745.0
2018-06-21,6780.0,6670.0,6705.0,6710.0,1135.0,6710.0
2018-06-22,6735.0,5960.0,6705.0,6165.0,3832.0,6165.0
2018-06-23,,,,,,
2018-06-24,,,,,,
2018-06-25,6345.0,6065.0,6150.0,6245.0,4762.0,6245.0
2018-06-26,6275.0,6120.0,6255.0,6160.0,3173.0,6160.0
2018-06-27,6210.0,5975.0,6210.0,6160.0,3229.0,6160.0
2018-06-28,6180.0,6025.0,6140.0,6085.0,1962.0,6085.0
