Date,ZEC_High,ZEC_Low,ZEC_Open,ZEC_Close,ZEC_Volume,ZEC_AdjClose
2017-09-04,234.41700744628906,197.06300354003906,219.3560028076172,226.875,31113600.0,226.875
2017-09-05,248.70700073242188,225.6179962158203,227.80499267578125,247.00900268554688,29252500.0,247.00900268554688
2017-09-06,250.14500427246094,236.79800415039062,247.79800415039062,247.31500244140625,27100600.0,247.31500244140625
2017-09-07,247.4029998779297,206.15499877929688,247.4029998779297,213.99000549316406,30849900.0,213.99000549316406
2017-09-08,215.72799682617188,204.8679962158203,213.9499969482422,213.78900146484375,24960900.0,213.78900146484375
2017-09-09,220.22500610351562,195.83700561523438,213.302001953125,212.906005859375,26701400.0,212.906005859375
2017-09-10,216.15499877929688,205.59800720214844,212.18699645996094,208.77200317382812,22339400.0,208.77200317382812
2017-09-11,221.40899658203125,203.26600646972656,207.89599609375,207.77099609375,26344600.0,207.77099609375
2017-09-12,208.13800048828125,183.3260040283203,207.33599853515625,197.22300720214844,32634000.0,197.22300720214844
2017-09-13,204.7949981689453,158.83299255371094,197.67599487304688,158.88099670410156,35524600.0,158.88099670410156
2017-09-14,183.41400146484375,138.69500732421875,159.0800018310547,181.05799865722656,45620000.0,181.05799865722656
2017-09-15,184.52499389648438,165.552001953125,181.1020050048828,172.46200561523438,22550100.0,172.46200561523438
2017-09-16,177.39999389648438,164.8090057373047,172.30099487304688,174.17599487304688,17358900.0,174.17599487304688
2017-09-17,193.16000366210938,174.01199340820312,174.01199340820312,193.16000366210938,27678900.0,193.16000366210938
2017-09-18,195.9459991455078,182.81500244140625,193.41799926757812,188.29600524902344,19791200.0,188.29600524902344
2017-09-19,192.84500122070312,183.2570037841797,186.98800659179688,187.85899353027344,12166600.0,187.85899353027344
2017-09-20,190.77499389648438,174.86399841308594,187.2550048828125,175.64500427246094,17620100.0,175.64500427246094
2017-09-21,203.66600036621094,174.98899841308594,175.52699279785156,195.843994140625,43671100.0,195.843994140625
2017-09-22,215.64199829101562,192.2899932861328,195.5030059814453,204.20700073242188,29531600.0,204.20700073242188
2017-09-23,207.68600463867188,199.5050048828125,204.01800537109375,205.625,15176600.0,205.625
2017-09-24,233.5989990234375,205.41200256347656,205.64500427246094,230.77200317382812,32460800.0,230.77200317382812
2017-09-25,234.58599853515625,228.73599243164062,230.70399475097656,231.4709930419922,20525600.0,231.4709930419922
2017-09-26,296.86700439453125,229.8419952392578,231.26199340820312,285.3550109863281,130957000.0,285.3550109863281
2017-09-27,413.06500244140625,281.96600341796875,285.65399169921875,310.5950012207031,296920992.0,310.5950012207031
2017-09-28,311.49200439453125,272.3819885253906,311.49200439453125,290.1189880371094,71232096.0,290.1189880371094
2017-09-29,292.59600830078125,275.4259948730469,289.9630126953125,277.5270080566406,37283500.0,277.5270080566406
2017-09-30,279.6809997558594,263.9440002441406,277.34698486328125,263.9440002441406,33546100.0,263.9440002441406
2017-10-01,273.7669982910156,254.7429962158203,264.5069885253906,257.6000061035156,52062000.0,257.6000061035156
2017-10-02,259.99798583984375,238.3260040283203,258.1579895019531,252.94200134277344,36278200.0,252.94200134277344
2017-10-03,253.14100646972656,237.33999633789062,252.99600219726562,237.91000366210938,22195500.0,237.91000366210938
2017-10-04,265.8429870605469,227.9029998779297,237.64100646972656,254.8159942626953,48244700.0,254.8159942626953
2017-10-05,272.7569885253906,253.3249969482422,254.8489990234375,257.6090087890625,49397500.0,257.6090087890625
2017-10-06,257.55499267578125,246.53199768066406,257.25299072265625,253.97900390625,30163700.0,253.97900390625
2017-10-07,256.1969909667969,240.552001953125,253.52099609375,241.05599975585938,30469500.0,241.05599975585938
2017-10-08,242.468994140625,226.572998046875,241.46200561523438,229.49000549316406,33586100.0,229.49000549316406
2017-10-09,242.35800170898438,226.3560028076172,229.7050018310547,235.65499877929688,27876900.0,235.65499877929688
2017-10-10,240.1439971923828,231.64300537109375,235.32000732421875,236.1320037841797,20522300.0,236.1320037841797
2017-10-11,236.98599243164062,227.00399780273438,236.44500732421875,227.00399780273438,39391300.0,227.00399780273438
2017-10-12,251.0019989013672,222.60299682617188,227.0540008544922,240.0489959716797,62551500.0,240.0489959716797
2017-10-13,242.13400268554688,238.07000732421875,240.05099487304688,240.88800048828125,21199600.0,240.88800048828125
2017-10-14,240.66000366210938,228.2519989013672,240.66000366210938,232.62600708007812,25648400.0,232.62600708007812
2017-10-15,235.95899963378906,230.447998046875,231.95700073242188,233.01300048828125,22198300.0,233.01300048828125
2017-10-16,250.2830047607422,227.68800354003906,233.10899353027344,231.28199768066406,60696400.0,231.28199768066406
2017-10-17,239.30799865722656,217.1739959716797,231.1479949951172,229.29600524902344,29137800.0,229.29600524902344
2017-10-18,237.61399841308594,224.75,229.38600158691406,230.0659942626953,30300100.0,230.0659942626953
2017-10-19,234.22000122070312,222.5229949951172,230.1999969482422,222.5229949951172,29093800.0,222.5229949951172
2017-10-20,223.38999938964844,208.8260040283203,222.0469970703125,212.4550018310547,37115000.0,212.4550018310547
2017-10-21,219.27499389648438,208.29600524902344,212.82000732421875,213.73399353027344,26263000.0,213.73399353027344
2017-10-22,213.41700744628906,201.15199279785156,213.40499877929688,206.52200317382812,26665700.0,206.52200317382812
2017-10-23,227.37600708007812,205.07000732421875,206.59300231933594,216.0399932861328,37788300.0,216.0399932861328
2017-10-24,227.98599243164062,208.75399780273438,215.89599609375,217.68800354003906,44717900.0,217.68800354003906
2017-10-25,235.64999389648438,217.35800170898438,217.35800170898438,233.67300415039062,41638100.0,233.67300415039062
2017-10-26,255.90899658203125,227.8419952392578,233.33399963378906,244.51600646972656,131517000.0,244.51600646972656
2017-10-27,246.6820068359375,231.06300354003906,243.7239990234375,231.0679931640625,45309100.0,231.0679931640625
