Date,BSV_High,BSV_Low,BSV_Open,BSV_Close,BSV_Volume,BSV_AdjClose
2018-11-09,89.5656967163086,50.680999755859375,88.30269622802734,68.75080108642578,2585660.0,68.75080108642578
2018-11-10,98.51339721679688,61.192901611328125,70.2655029296875,87.05580139160156,4748070.0,87.05580139160156
2018-11-11,125.11199951171875,83.154296875,87.6958999633789,113.46700286865234,8902820.0,113.46700286865234
2018-11-12,123.55599975585938,104.44999694824219,116.45500183105469,112.06400299072266,10779600.0,112.06400299072266
2018-11-13,208.40199279785156,109.29900360107422,109.90299987792969,208.40199279785156,20708000.0,208.40199279785156
2018-11-14,243.78500366210938,155.3820037841797,205.75599670410156,174.80799865722656,36795500.0,174.80799865722656
2018-11-15,179.51400756835938,70.96920013427734,176.281005859375,93.70279693603516,40105900.0,93.70279693603516
2018-11-16,134.29299926757812,76.7948989868164,94.46510314941406,122.96700286865234,180605000.0,122.96700286865234
2018-11-17,143.0279998779297,122.14099884033203,123.29199981689453,130.47999572753906,200816000.0,130.47999572753906
2018-11-18,130.74899291992188,105.28800201416016,130.29299926757812,106.2239990234375,83486800.0,106.2239990234375
2018-11-19,107.71199798583984,69.65869903564453,105.83699798583984,72.1134033203125,97310700.0,72.1134033203125
2018-11-20,72.96849822998047,48.379798889160156,71.64859771728516,50.66189956665039,124675000.0,50.66189956665039
2018-11-21,54.242698669433594,48.69369888305664,51.121498107910156,50.74689865112305,56414700.0,50.74689865112305
2018-11-22,51.54690170288086,42.75130081176758,50.718299865722656,42.75130081176758,32667900.0,42.75130081176758
2018-11-23,59.46699905395508,36.869598388671875,42.50279998779297,54.02980041503906,118574000.0,54.02980041503906
2018-11-24,68.25450134277344,50.6963996887207,52.82109832763672,58.502201080322266,172732000.0,58.502201080322266
2018-11-25,91.54329681396484,57.318199157714844,60.28419876098633,87.38359832763672,379158000.0,87.38359832763672
2018-11-26,125.53399658203125,87.91739654541016,88.73780059814453,111.6969985961914,589274000.0,111.6969985961914
2018-11-27,121.86900329589844,84.9531021118164,113.41999816894531,91.94450378417969,296211000.0,91.94450378417969
2018-11-28,103.88500213623047,80.94989776611328,90.61650085449219,97.93589782714844,308722000.0,97.93589782714844
2018-11-29,100.30467224121094,91.83736419677734,97.92820739746094,98.06893157958984,130600465.0,98.06893157958984
2018-11-30,106.3490982055664,92.84005737304688,97.28663635253906,95.28273010253906,166060949.0,95.28273010253906
2018-12-01,96.63200378417969,87.8499755859375,95.11039733886719,93.53663635253906,75286999.0,93.53663635253906
2018-12-02,103.36309051513672,92.59972381591797,93.00228118896484,100.3718490600586,108434556.0,100.3718490600586
2018-12-03,100.19392395019531,91.22938537597656,99.87864685058594,94.46171569824219,79018303.0,94.46171569824219
2018-12-04,94.74893951416016,89.9161605834961,94.32264709472656,90.18128967285156,56754945.0,90.18128967285156
2018-12-05,93.64505767822266,84.57877349853516,90.21820068359375,86.3110122680664,75407123.0,86.3110122680664
2018-12-06,110.13687133789062,86.16136169433594,86.16136169433594,103.69243621826172,194059088.0,103.69243621826172
2018-12-07,113.66864776611328,94.82354736328125,103.51594543457031,103.8786849975586,217760983.0,103.8786849975586
2018-12-08,104.08451843261719,96.3532943725586,103.79357147216797,98.68031311035156,76137934.0,98.68031311035156
2018-12-09,99.71310424804688,93.23067474365234,98.4205551147461,97.41510772705078,72826742.0,97.41510772705078
2018-12-10,101.49767303466797,95.2322006225586,97.36524963378906,95.31970977783203,63688727.0,95.31970977783203
2018-12-11,95.33892822265625,87.25813293457031,95.33892822265625,90.24471282958984,63771772.0,90.24471282958984
2018-12-12,92.57950592041016,88.04312896728516,90.0174560546875,88.84349822998047,42144081.0,88.84349822998047
2018-12-13,88.87541961669922,77.5331039428711,88.73006439208984,78.3715591430664,58473172.0,78.3715591430664
2018-12-14,81.28231048583984,69.94432067871094,78.37265014648438,70.27165222167969,66921657.0,70.27165222167969
2018-12-15,73.15150451660156,64.51956939697266,69.98171997070312,68.13880157470703,61398931.0,68.13880157470703
2018-12-16,79.28074645996094,67.62187194824219,67.92063903808594,77.34347534179688,95335466.0,77.34347534179688
2018-12-17,82.40558624267578,75.26751708984375,78.52210235595703,81.69871520996094,106775615.0,81.69871520996094
