,average_value_of_feature_importances
NEO_AdjClose_LogReturn,0.1607250897056484
LTC_AdjClose_LogReturn,0.15964812555229096
BNB_AdjClose_LogReturn,0.14870679854038565
07_n-transactions-total_LogReturn,0.14843837992800532
ETH_AdjClose_LogReturn,0.13897121398954765
XMR_AdjClose_LogReturn,0.1324911599324092
02_market-cap_LogReturn,0.11101923235171271
