,average_value_of_feature_importances
NEO_AdjClose_LogReturn,0.2857142857142857
LTC_AdjClose_LogReturn,0.2857142857142857
07_n-transactions-total_LogReturn,0.2857142857142857
02_market-cap_LogReturn,0.14285714285714285
XMR_AdjClose_LogReturn,0.0
BNB_AdjClose_LogReturn,0.0
ETH_AdjClose_LogReturn,0.0
