Timestamp,transaction-fees-usd
2018-10-18 00:00:00,117209.21854353
2018-10-19 00:00:00,113049.8908558
2018-10-20 00:00:00,93047.21162238
2018-10-21 00:00:00,80181.97305486
2018-10-22 00:00:00,106949.909447255
2018-10-23 00:00:00,106051.82909504
2018-10-24 00:00:00,108885.39055766
2018-10-25 00:00:00,112299.958621625
2018-10-26 00:00:00,115151.13243403
2018-10-27 00:00:00,85334.11388334
2018-10-28 00:00:00,105772.290770235
2018-10-29 00:00:00,123938.646593985
2018-10-30 00:00:00,118280.910952005
2018-10-31 00:00:00,104562.90774283
2018-11-01 00:00:00,111400.549568779
2018-11-02 00:00:00,118011.23135497
2018-11-03 00:00:00,86132.662384555
2018-11-04 00:00:00,83475.16897705
2018-11-05 00:00:00,118822.420313897
2018-11-06 00:00:00,123104.56768455
2018-11-07 00:00:00,133696.208771525
2018-11-08 00:00:00,135561.543332685
2018-11-09 00:00:00,142896.681072615
2018-11-10 00:00:00,107203.86144495
2018-11-11 00:00:00,89656.272250955
2018-11-12 00:00:00,123252.06594484
2018-11-13 00:00:00,113756.212849175
2018-11-14 00:00:00,157433.389744168
2018-11-15 00:00:00,211450.969125385
2018-11-16 00:00:00,204226.142669641
2018-11-17 00:00:00,120442.478506185
2018-11-18 00:00:00,99772.9211420937
2018-11-19 00:00:00,203451.956050315
2018-11-20 00:00:00,319205.96282372
2018-11-21 00:00:00,222056.629299946
2018-11-22 00:00:00,174768.654654375
2018-11-23 00:00:00,158280.31328676
2018-11-24 00:00:00,130799.963462495
2018-11-25 00:00:00,120650.131714368
2018-11-26 00:00:00,146444.342784033
2018-11-27 00:00:00,138343.086952347
2018-11-28 00:00:00,157616.646669018
2018-11-29 00:00:00,190219.863248574
2018-11-30 00:00:00,166217.259864879
2018-12-01 00:00:00,127200.314355327
2018-12-02 00:00:00,95712.92689432
2018-12-03 00:00:00,122213.998861033
2018-12-04 00:00:00,126248.690897277
2018-12-05 00:00:00,100121.37095126
2018-12-06 00:00:00,105202.25560129
2018-12-07 00:00:00,106408.030652215
2018-12-08 00:00:00,66812.7644208559
2018-12-09 00:00:00,58344.480591175
2018-12-10 00:00:00,80552.16983261
2018-12-11 00:00:00,78284.401270355
2018-12-12 00:00:00,75947.2943421662
2018-12-13 00:00:00,76751.576796845
2018-12-14 00:00:00,81167.265855545
2018-12-15 00:00:00,58350.8545267
2018-12-16 00:00:00,47730.5486186007
2018-12-17 00:00:00,70170.60593796
2018-12-18 00:00:00,93082.6085555538
2018-12-19 00:00:00,123841.650949952
2018-12-20 00:00:00,108908.82294331
2018-12-21 00:00:00,123324.233852455
2018-12-22 00:00:00,72403.5639119536
2018-12-23 00:00:00,61586.79743681
2018-12-24 00:00:00,97909.5818216428
2018-12-25 00:00:00,69021.415949725
2018-12-26 00:00:00,61224.992293185
2018-12-27 00:00:00,63008.250431055
2018-12-28 00:00:00,66259.4130044328
2018-12-29 00:00:00,59331.217858355
2018-12-30 00:00:00,52977.4061797081
2018-12-31 00:00:00,60889.8259104516
2019-01-01 00:00:00,41541.14869832
2019-01-02 00:00:00,69647.8109802
2019-01-03 00:00:00,75138.1140721724
2019-01-04 00:00:00,74019.968988175
2019-01-05 00:00:00,49371.81037927
2019-01-06 00:00:00,65996.578280485
2019-01-07 00:00:00,96377.3178312849
2019-01-08 00:00:00,84834.512753185
2019-01-09 00:00:00,98079.364440445
2019-01-10 00:00:00,99192.1059430529
2019-01-11 00:00:00,88128.4972596217
2019-01-12 00:00:00,62556.67001489
2019-01-13 00:00:00,50842.92080623
2019-01-14 00:00:00,71453.002940185
2019-01-15 00:00:00,78601.05905401
2019-01-16 00:00:00,90360.76253915
2019-01-17 00:00:00,85890.811805895
2019-01-18 00:00:00,75581.366197965
2019-01-19 00:00:00,66289.113919865
2019-01-20 00:00:00,51739.0002235025
2019-01-21 00:00:00,72308.719687645
2019-01-22 00:00:00,74224.191078255
2019-01-23 00:00:00,81449.033197975
2019-01-24 00:00:00,81822.57421447
2019-01-25 00:00:00,88476.172812655
2019-01-26 00:00:00,75230.075825055
2019-01-27 00:00:00,56617.447897545
2019-01-28 00:00:00,82838.08135573
2019-01-29 00:00:00,80214.834460905
2019-01-30 00:00:00,72651.8109590411
2019-01-31 00:00:00,99308.573223475
2019-02-01 00:00:00,113012.871962955
2019-02-02 00:00:00,65087.274175065
2019-02-03 00:00:00,50881.463085955
2019-02-04 00:00:00,58393.199933955
2019-02-05 00:00:00,59164.70494889
2019-02-06 00:00:00,73427.777739637
2019-02-07 00:00:00,56328.273748285
2019-02-08 00:00:00,73623.0231582
2019-02-09 00:00:00,64210.598196605
2019-02-10 00:00:00,49435.95124316
2019-02-11 00:00:00,83996.15799548
2019-02-12 00:00:00,126939.55755758
2019-02-13 00:00:00,127666.376530685
2019-02-14 00:00:00,95376.021938305
2019-02-15 00:00:00,94454.66641078
2019-02-16 00:00:00,80435.341011175
2019-02-17 00:00:00,68626.5086269501
