Timestamp,miners-revenue
2018-03-27 00:00:00,15343941.6498773
2018-03-28 00:00:00,13721935.6203732
2018-03-29 00:00:00,14889676.7701514
2018-03-30 00:00:00,14139824.0095985
2018-03-31 00:00:00,11496221.1522506
2018-04-01 00:00:00,13925230.1575455
2018-04-02 00:00:00,13937108.1865593
2018-04-03 00:00:00,15280200.9895155
2018-04-04 00:00:00,13317444.6543738
2018-04-05 00:00:00,13335649.4596023
2018-04-06 00:00:00,11856536.2728565
2018-04-07 00:00:00,15810472.7254065
2018-04-08 00:00:00,14381384.2556293
2018-04-09 00:00:00,12870549.029244
2018-04-10 00:00:00,14212196.9640589
2018-04-11 00:00:00,14153735.4143258
2018-04-12 00:00:00,14467514.3872462
2018-04-13 00:00:00,16743292.6560078
2018-04-14 00:00:00,13886865.8879943
2018-04-15 00:00:00,17099064.2208301
2018-04-16 00:00:00,14466032.4235628
2018-04-17 00:00:00,16690427.1207468
2018-04-18 00:00:00,16302064.2693652
2018-04-19 00:00:00,18490345.7646953
2018-04-20 00:00:00,14670398.2209767
2018-04-21 00:00:00,18417858.1100073
2018-04-22 00:00:00,18212921.6189653
2018-04-23 00:00:00,17276582.7361094
2018-04-24 00:00:00,19313819.5456429
2018-04-25 00:00:00,15079053.7777244
2018-04-26 00:00:00,16228099.344968
2018-04-27 00:00:00,16863598.9093141
2018-04-28 00:00:00,15653776.3788926
2018-04-29 00:00:00,19062958.9541718
2018-04-30 00:00:00,18355130.6040407
2018-05-01 00:00:00,18261853.150436
2018-05-02 00:00:00,16550285.1275183
2018-05-03 00:00:00,18065019.7593026
2018-05-04 00:00:00,17306276.9658842
2018-05-05 00:00:00,20833828.1418501
2018-05-06 00:00:00,16838802.1726855
2018-05-07 00:00:00,18103183.2869905
2018-05-08 00:00:00,16408115.8781141
2018-05-09 00:00:00,19367520.3701015
2018-05-10 00:00:00,19067802.4806501
2018-05-11 00:00:00,14126392.4253011
2018-05-12 00:00:00,18033347.7293567
2018-05-13 00:00:00,15995382.6618611
2018-05-14 00:00:00,14739381.0305533
2018-05-15 00:00:00,16103188.3153369
2018-05-16 00:00:00,19398271.8614679
2018-05-17 00:00:00,14350337.7490409
2018-05-18 00:00:00,15763512.3289478
2018-05-19 00:00:00,16144063.7583699
2018-05-20 00:00:00,15235623.0821206
2018-05-21 00:00:00,17282837.0820059
2018-05-22 00:00:00,15794378.6165236
2018-05-23 00:00:00,15983293.2896781
2018-05-24 00:00:00,13875883.1127304
2018-05-25 00:00:00,16707898.3872744
2018-05-26 00:00:00,15506006.4825006
2018-05-27 00:00:00,15313094.104962
2018-05-28 00:00:00,14547701.9131361
2018-05-29 00:00:00,12836137.4531791
2018-05-30 00:00:00,16513656.6717777
2018-05-31 00:00:00,16302254.4158229
2018-06-01 00:00:00,15642337.9880188
2018-06-02 00:00:00,14536335.5297674
2018-06-03 00:00:00,16165187.1658882
2018-06-04 00:00:00,17479742.989664
2018-06-05 00:00:00,16505061.8327038
2018-06-06 00:00:00,14329592.5450201
2018-06-07 00:00:00,13918250.6520602
2018-06-08 00:00:00,14114417.177542
2018-06-09 00:00:00,13978762.823424
2018-06-10 00:00:00,11638700.4682901
2018-06-11 00:00:00,11987207.9874201
2018-06-12 00:00:00,12573789.8257324
2018-06-13 00:00:00,11932624.9425915
2018-06-14 00:00:00,12563621.7041841
2018-06-15 00:00:00,13178785.7305518
2018-06-16 00:00:00,13504867.2356099
2018-06-17 00:00:00,13246220.7271786
2018-06-18 00:00:00,13469448.2687865
2018-06-19 00:00:00,13569989.109128
2018-06-20 00:00:00,14482144.8535347
2018-06-21 00:00:00,14808109.3756117
2018-06-22 00:00:00,12460024.7147648
2018-06-23 00:00:00,13084984.3584379
2018-06-24 00:00:00,13455402.0964478
2018-06-25 00:00:00,12514807.2617257
2018-06-26 00:00:00,11522845.2247558
2018-06-27 00:00:00,9410792.753692
2018-06-28 00:00:00,12428430.3582216
2018-06-29 00:00:00,11427014.5125669
2018-06-30 00:00:00,11359646.682706
2018-07-01 00:00:00,11937510.4443779
2018-07-02 00:00:00,11654033.0293607
2018-07-03 00:00:00,9914650.33867422
2018-07-04 00:00:00,11310340.4852283
2018-07-05 00:00:00,11406742.2965554
2018-07-06 00:00:00,13385359.5510441
2018-07-07 00:00:00,13246362.8842491
2018-07-08 00:00:00,13573744.7619332
2018-07-09 00:00:00,11538923.6101558
2018-07-10 00:00:00,12706743.0565668
2018-07-11 00:00:00,11007393.2006476
2018-07-12 00:00:00,11243498.5172732
2018-07-13 00:00:00,11580161.27454
2018-07-14 00:00:00,10454811.3292918
2018-07-15 00:00:00,10753180.2948952
2018-07-16 00:00:00,9907260.87328925
2018-07-17 00:00:00,14162648.5568392
2018-07-18 00:00:00,17110731.1022447
2018-07-19 00:00:00,16004613.1001464
2018-07-20 00:00:00,14466795.3986963
2018-07-21 00:00:00,12868685.0037298
2018-07-22 00:00:00,17426428.2747925
2018-07-23 00:00:00,16326406.797981
2018-07-24 00:00:00,16222402.2983168
2018-07-25 00:00:00,18521932.1199499
2018-07-26 00:00:00,17302326.280585
2018-07-27 00:00:00,17336563.9502542
2018-07-28 00:00:00,15379062.9397877
2018-07-29 00:00:00,17783188.6373367
2018-07-30 00:00:00,13844660.4345173
2018-07-31 00:00:00,14743282.0602165
2018-08-01 00:00:00,14364964.4006987
2018-08-02 00:00:00,14896249.0194185
2018-08-03 00:00:00,15553038.2159899
2018-08-04 00:00:00,16086605.4056142
2018-08-05 00:00:00,14248433.3225004
2018-08-06 00:00:00,11561668.3213017
2018-08-07 00:00:00,13496173.2906021
2018-08-08 00:00:00,12946324.4208638
2018-08-09 00:00:00,12039937.0283364
2018-08-10 00:00:00,14364533.2889265
2018-08-11 00:00:00,13368973.044828
2018-08-12 00:00:00,12290113.44632
2018-08-13 00:00:00,12178415.4735653
2018-08-14 00:00:00,10463532.7086275
2018-08-15 00:00:00,13104013.770886
2018-08-16 00:00:00,12659503.8533433
2018-08-17 00:00:00,12438186.3901863
2018-08-18 00:00:00,13176949.401446
2018-08-19 00:00:00,11859087.978662
2018-08-20 00:00:00,12603282.3247694
2018-08-21 00:00:00,11982908.8447179
2018-08-22 00:00:00,13754538.29512
2018-08-23 00:00:00,12091834.7282683
2018-08-24 00:00:00,12238689.2251961
2018-08-25 00:00:00,11462792.4453193
2018-08-26 00:00:00,14782108.510734
2018-08-27 00:00:00,16066331.7938682
2018-08-28 00:00:00,13671393.3547545
2018-08-29 00:00:00,12427793.5368428
2018-08-30 00:00:00,13524159.9511415
2018-08-31 00:00:00,13715513.6566594
2018-09-01 00:00:00,13547550.913617
2018-09-02 00:00:00,13150417.7856014
2018-09-03 00:00:00,13221829.9042709
2018-09-04 00:00:00,11701743.2339903
2018-09-05 00:00:00,11985554.4900887
2018-09-06 00:00:00,12250781.5532615
2018-09-07 00:00:00,12582725.3198711
2018-09-08 00:00:00,12048687.1478142
2018-09-09 00:00:00,13080457.3585849
2018-09-10 00:00:00,10889256.6129215
2018-09-11 00:00:00,11243962.7129766
2018-09-12 00:00:00,13463775.4691272
2018-09-13 00:00:00,12034014.0992328
2018-09-14 00:00:00,11020990.7438311
2018-09-15 00:00:00,11500218.9046532
2018-09-16 00:00:00,11508923.5203562
2018-09-17 00:00:00,10885340.8378286
2018-09-18 00:00:00,11443545.954193
2018-09-19 00:00:00,13390617.4929546
2018-09-20 00:00:00,12451118.6507425
2018-09-21 00:00:00,12165754.7145117
2018-09-22 00:00:00,13446563.414452
2018-09-23 00:00:00,12664817.2593975
2018-09-24 00:00:00,12554837.9484404
2018-09-25 00:00:00,14010771.0450735
2018-09-26 00:00:00,11668565.4156512
2018-09-27 00:00:00,11811663.0811172
2018-09-28 00:00:00,13204326.5707306
2018-09-29 00:00:00,12553831.9780196
2018-09-30 00:00:00,13520452.4014684
2018-10-01 00:00:00,13302756.841859
2018-10-02 00:00:00,11376483.8858544
2018-10-03 00:00:00,12003041.5148518
2018-10-04 00:00:00,12562461.6316862
2018-10-05 00:00:00,10781240.5783847
2018-10-06 00:00:00,10527206.7148305
2018-10-07 00:00:00,12012909.058277
2018-10-08 00:00:00,11390596.3257734
2018-10-09 00:00:00,10819341.6623845
2018-10-10 00:00:00,11849538.474848
2018-10-11 00:00:00,12798532.0061516
2018-10-12 00:00:00,10340801.3185147
2018-10-13 00:00:00,11153382.1683486
2018-10-14 00:00:00,8943885.14525063
2018-10-15 00:00:00,13207214.2058592
2018-10-16 00:00:00,10986126.9450593
2018-10-17 00:00:00,11388324.9367584
2018-10-18 00:00:00,11365265.4685435
2018-10-19 00:00:00,11605843.6408558
2018-10-20 00:00:00,11688690.9616224
2018-10-21 00:00:00,11177638.2230549
2018-10-22 00:00:00,12520199.9094473
2018-10-23 00:00:00,12421483.0739698
2018-10-24 00:00:00,9185666.64055766
2018-10-25 00:00:00,11078368.7086216
2018-10-26 00:00:00,11721332.382434
2018-10-27 00:00:00,11140721.6138833
2018-10-28 00:00:00,11312884.7907702
2018-10-29 00:00:00,11701707.396594
2018-10-30 00:00:00,12343537.160952
2018-10-31 00:00:00,12904937.9077428
2018-11-01 00:00:00,12416572.2474633
2018-11-02 00:00:00,11791348.731355
2018-11-03 00:00:00,12840788.9076941
2018-11-04 00:00:00,9959012.66897705
2018-11-05 00:00:00,11736833.1320736
2018-11-06 00:00:00,10388473.3176845
2018-11-07 00:00:00,10876602.4539338
2018-11-08 00:00:00,9902899.04333268
2018-11-09 00:00:00,10262802.9310726
2018-11-10 00:00:00,10836466.3614449
2018-11-11 00:00:00,11660743.772251
2018-11-12 00:00:00,11404614.5659448
2018-11-13 00:00:00,9557212.46284918
2018-11-14 00:00:00,10486098.1233794
2018-11-15 00:00:00,8932985.47548184
2018-11-16 00:00:00,8908268.51787117
2018-11-17 00:00:00,10338423.7285062
2018-11-18 00:00:00,8599720.95927254
2018-11-19 00:00:00,8462806.97951401
2018-11-20 00:00:00,7923554.71569229
2018-11-21 00:00:00,6049615.52431331
2018-11-22 00:00:00,6996199.90465438
2018-11-23 00:00:00,6900149.06328676
2018-11-24 00:00:00,7770115.71803217
2018-11-25 00:00:00,6188075.90968278
2018-11-26 00:00:00,5473562.85458386
2018-11-27 00:00:00,6208586.79845478
2018-11-28 00:00:00,6083835.51046033
2018-11-29 00:00:00,5723625.76989976
2018-11-30 00:00:00,5401820.88924666
2018-12-01 00:00:00,6537919.26876445
2018-12-02 00:00:00,5968275.42689432
2018-12-03 00:00:00,5738092.55036062
2018-12-04 00:00:00,7036398.75283324
2018-12-05 00:00:00,6291958.87095126
2018-12-06 00:00:00,6343227.25560129
2018-12-07 00:00:00,4960658.03065221
2018-12-08 00:00:00,5447972.13209918
2018-12-09 00:00:00,5614631.98059117
2018-12-10 00:00:00,5539420.91983261
2018-12-11 00:00:00,5337996.89872892
2018-12-12 00:00:00,5160390.73972739
2018-12-13 00:00:00,5827864.07679684
2018-12-14 00:00:00,5982323.51585555
2018-12-15 00:00:00,6057975.8545267
2018-12-16 00:00:00,4666604.25778655
2018-12-17 00:00:00,6740883.10593796
2018-12-18 00:00:00,5692744.16182017
2018-12-19 00:00:00,7089582.70129913
2018-12-20 00:00:00,6721946.32294331
2018-12-21 00:00:00,7076086.73385245
2018-12-22 00:00:00,8594155.30261391
2018-12-23 00:00:00,8916949.29743681
2018-12-24 00:00:00,8231393.77197834
2018-12-25 00:00:00,7569827.66594972
2018-12-26 00:00:00,7478293.74229318
2018-12-27 00:00:00,8145258.25043105
2018-12-28 00:00:00,7898836.22197374
2018-12-29 00:00:00,6745781.21785835
2018-12-30 00:00:00,8578278.95546906
2018-12-31 00:00:00,7453243.5205335
2019-01-01 00:00:00,7012103.64869832
2019-01-02 00:00:00,7474829.0609802
2019-01-03 00:00:00,7679486.80141432
2019-01-04 00:00:00,7115351.21898818
2019-01-05 00:00:00,8052390.56037927
2019-01-06 00:00:00,7171471.57828049
2019-01-07 00:00:00,7286414.81783128
2019-01-08 00:00:00,8944897.01275319
2019-01-09 00:00:00,8518054.36444044
2019-01-10 00:00:00,7609635.02307813
2019-01-11 00:00:00,6809814.94266555
2019-01-12 00:00:00,6407919.17001489
2019-01-13 00:00:00,6266417.92080623
2019-01-14 00:00:00,6736884.25294018
2019-01-15 00:00:00,6183026.05905401
2019-01-16 00:00:00,6073704.51253915
2019-01-17 00:00:00,5891153.31180589
2019-01-18 00:00:00,6307175.11619796
2019-01-19 00:00:00,6354782.86391987
2019-01-20 00:00:00,7150096.95018807
2019-01-21 00:00:00,6879083.71968765
2019-01-22 00:00:00,5844342.94107825
2019-01-23 00:00:00,6683461.53319797
2019-01-24 00:00:00,7364947.5714072
2019-01-25 00:00:00,6309969.92281265
2019-01-26 00:00:00,6857448.82582505
2019-01-27 00:00:00,6393436.19789755
2019-01-28 00:00:00,6318406.83135573
2019-01-29 00:00:00,6364552.33446091
2019-01-30 00:00:00,5884537.24604336
2019-01-31 00:00:00,6731427.32322348
2019-02-01 00:00:00,6857975.37196296
2019-02-02 00:00:00,6325531.02417506
2019-02-03 00:00:00,6044025.21308595
2019-02-04 00:00:00,6411524.44993395
2019-02-05 00:00:00,6422102.20494889
2019-02-06 00:00:00,6985845.57387517
2019-02-07 00:00:00,7375022.02374828
2019-02-08 00:00:00,7184754.2731582
2019-02-09 00:00:00,6845104.34819661
2019-02-10 00:00:00,6454979.70124316
2019-02-11 00:00:00,6693602.40799548
2019-02-12 00:00:00,6031364.55755759
2019-02-13 00:00:00,6976103.87653069
2019-02-14 00:00:00,6566282.2719383
2019-02-15 00:00:00,5762323.41641078
2019-02-16 00:00:00,6898485.34101117
2019-02-17 00:00:00,7185045.4307252
2019-02-18 00:00:00,7556019.10851886
2019-02-19 00:00:00,7748245.9382798
2019-02-20 00:00:00,6596656.21482153
2019-02-21 00:00:00,6051778.48558182
2019-02-22 00:00:00,8096363.88186099
2019-02-23 00:00:00,7190247.7828969
2019-02-24 00:00:00,7119748.03220931
2019-02-25 00:00:00,6913971.36597182
2019-02-26 00:00:00,7878415.30725483
2019-02-27 00:00:00,6801908.84662639
2019-02-28 00:00:00,7350871.43467336
2019-03-01 00:00:00,7830758.1178926
2019-03-02 00:00:00,6565214.95545392
2019-03-03 00:00:00,7016670.61795451
2019-03-04 00:00:00,6497311.76435429
2019-03-05 00:00:00,7114388.35176686
2019-03-06 00:00:00,6388631.33749861
2019-03-07 00:00:00,7588198.87987363
2019-03-08 00:00:00,7193574.07638771
2019-03-09 00:00:00,7087594.99280831
2019-03-10 00:00:00,6690849.40826923
2019-03-11 00:00:00,6977449.87654973
2019-03-12 00:00:00,7088005.70444551
2019-03-13 00:00:00,6637474.19377045
2019-03-14 00:00:00,7600598.59424684
2019-03-15 00:00:00,7723228.79179382
2019-03-16 00:00:00,8496146.10726474
2019-03-17 00:00:00,7297849.33901329
2019-03-18 00:00:00,8269486.75644039
2019-03-19 00:00:00,8830120.09324167
2019-03-20 00:00:00,8742662.15328318
2019-03-21 00:00:00,7388901.05848648
2019-03-22 00:00:00,8113657.07200504
2019-03-23 00:00:00,7382484.15111263
2019-03-24 00:00:00,7499624.0874357
2019-03-25 00:00:00,7512795.86116405
2019-03-26 00:00:00,6780907.83753621
2019-03-27 00:00:00,7721974.78508324
2019-03-28 00:00:00,7609348.21050804
2019-03-29 00:00:00,7807462.60003831
2019-03-30 00:00:00,7321449.75025686
2019-03-31 00:00:00,7280099.53845046
2019-04-01 00:00:00,7260086.68771618
2019-04-02 00:00:00,9796335.10708989
2019-04-03 00:00:00,9794906.73422098
2019-04-04 00:00:00,9872137.44577406
2019-04-05 00:00:00,10526385.5093253
2019-04-06 00:00:00,9151289.67996446
2019-04-07 00:00:00,9465714.63768817
2019-04-08 00:00:00,10509444.218827
2019-04-09 00:00:00,9214713.9963386
2019-04-10 00:00:00,10332304.7364178
2019-04-11 00:00:00,10673185.0684278
2019-04-12 00:00:00,10032844.6937624
2019-04-13 00:00:00,8912797.68267318
2019-04-14 00:00:00,8025830.56805046
2019-04-15 00:00:00,9812670.32039005
2019-04-16 00:00:00,9626718.55527819
2019-04-17 00:00:00,9679415.78377375
2019-04-18 00:00:00,10319254.1749627
2019-04-19 00:00:00,10531918.6568264
2019-04-20 00:00:00,9275897.46327422
2019-04-21 00:00:00,11248346.3029415
2019-04-22 00:00:00,9411111.8267204
2019-04-23 00:00:00,8538019.90240713
2019-04-24 00:00:00,12202481.9130956
2019-04-25 00:00:00,10225360.6553522
2019-04-26 00:00:00,10183521.9482851
2019-04-27 00:00:00,9112041.03117378
2019-04-28 00:00:00,10771720.9485933
2019-04-29 00:00:00,11244134.7806778
2019-04-30 00:00:00,9672352.74232865
2019-05-01 00:00:00,11945018.6431959
2019-05-02 00:00:00,12941749.3453502
2019-05-03 00:00:00,11122649.2294458
2019-05-04 00:00:00,10035261.3673471
2019-05-05 00:00:00,9591032.60781153
2019-05-06 00:00:00,11100910.0764288
2019-05-07 00:00:00,10026818.2871987
2019-05-08 00:00:00,11731703.7301483
2019-05-09 00:00:00,12149462.758915
2019-05-10 00:00:00,10770042.575463
2019-05-11 00:00:00,11877938.2790655
2019-05-12 00:00:00,15580744.7153727
2019-05-13 00:00:00,16443665.5226962
2019-05-14 00:00:00,16211651.6224218
2019-05-15 00:00:00,16983774.4918891
2019-05-16 00:00:00,16642489.0435273
2019-05-17 00:00:00,15398528.2663666
2019-05-18 00:00:00,14984659.8529589
2019-05-19 00:00:00,17128952.0847312
2019-05-20 00:00:00,17411194.2865449
2019-05-21 00:00:00,16828129.8548241
2019-05-22 00:00:00,18104557.6470407
2019-05-23 00:00:00,16469421.0512328
2019-05-24 00:00:00,16833084.3068115
2019-05-25 00:00:00,15115205.1345969
2019-05-26 00:00:00,17530637.7421003
2019-05-27 00:00:00,20943626.1747347
2019-05-28 00:00:00,20098452.3035233
2019-05-29 00:00:00,20660475.7496612
2019-05-30 00:00:00,18924858.1213242
2019-05-31 00:00:00,13928405.3729962
2019-06-01 00:00:00,17500366.3831521
2019-06-02 00:00:00,15462127.8066285
2019-06-03 00:00:00,14378777.9286266
2019-06-04 00:00:00,17028462.3207378
2019-06-05 00:00:00,16774166.520507
2019-06-06 00:00:00,16576546.9153716
2019-06-07 00:00:00,16904713.8524406
2019-06-08 00:00:00,12882272.7216123
2019-06-09 00:00:00,15040475.2089595
2019-06-10 00:00:00,16318423.0157517
2019-06-11 00:00:00,14984664.3562564
2019-06-12 00:00:00,14041153.3883298
2019-06-13 00:00:00,16311181.085572
2019-06-14 00:00:00,18846894.0773128
2019-06-15 00:00:00,16609185.0992313
2019-06-16 00:00:00,15480924.6966563
2019-06-17 00:00:00,16680372.7946155
2019-06-18 00:00:00,19759220.101567
2019-06-19 00:00:00,21219685.8900861
2019-06-20 00:00:00,17906834.4189632
2019-06-21 00:00:00,17538287.9154746
2019-06-22 00:00:00,20226178.7284416
2019-06-23 00:00:00,25447586.8029726
2019-06-24 00:00:00,25683149.7809107
2019-06-25 00:00:00,22012700.0893407
2019-06-26 00:00:00,28602342.1291297
2019-06-27 00:00:00,23684931.4245074
2019-06-28 00:00:00,25937334.7871369
2019-06-29 00:00:00,27405858.844721
2019-06-30 00:00:00,23170049.1634577
2019-07-01 00:00:00,20510124.4180096
2019-07-02 00:00:00,21634656.1809865
2019-07-03 00:00:00,25660429.8291376
