Timestamp,trade-volume
2018-05-16 00:00:00,643573959.145
2018-05-17 00:00:00,712405126.836
2018-05-18 00:00:00,527951961.6882
2018-05-19 00:00:00,447479924.2704
2018-05-20 00:00:00,301258455.6117
2018-05-21 00:00:00,334999435.9114
2018-05-22 00:00:00,371715199.5491
2018-05-23 00:00:00,442854533.1864
2018-05-24 00:00:00,816413008.3368
2018-05-25 00:00:00,731051376.6528
2018-05-26 00:00:00,546954337.5088
2018-05-27 00:00:00,284111972.2217
2018-05-28 00:00:00,279306859.8048
2018-05-29 00:00:00,440891442.2458
2018-05-30 00:00:00,544639935.7142
2018-05-31 00:00:00,378650506.1856
2018-06-01 00:00:00,384628044.0564
2018-06-02 00:00:00,386160770.8675
2018-06-03 00:00:00,307593603.3828
2018-06-04 00:00:00,279022605.214
2018-06-05 00:00:00,357530396.1291
2018-06-06 00:00:00,379726332.7494
2018-06-07 00:00:00,354084589.0152
2018-06-08 00:00:00,291024763.5224
2018-06-09 00:00:00,245102804.0624
2018-06-10 00:00:00,176175027.639
2018-06-11 00:00:00,820516054.082
2018-06-12 00:00:00,459832204.8818
2018-06-13 00:00:00,484793299.08
2018-06-14 00:00:00,724599740.0376
2018-06-15 00:00:00,603633809.7738
2018-06-16 00:00:00,334034999.9856
2018-06-17 00:00:00,233202056.1244
2018-06-18 00:00:00,184473224.2522
2018-06-19 00:00:00,380519811
2018-06-20 00:00:00,304414453.3591
2018-06-21 00:00:00,302034265.9362
2018-06-22 00:00:00,220366441.3335
2018-06-23 00:00:00,718879048.173
2018-06-24 00:00:00,289224701.2362
2018-06-25 00:00:00,602644733.4488
2018-06-26 00:00:00,425364636.2576
2018-06-27 00:00:00,326673797.5094
2018-06-28 00:00:00,320015558.6964
2018-06-29 00:00:00,308347826.538
2018-06-30 00:00:00,514392178.4736
2018-07-01 00:00:00,356651611.6194
2018-07-02 00:00:00,209438934.9542
2018-07-03 00:00:00,406984481.0588
2018-07-04 00:00:00,304110602.397
2018-07-05 00:00:00,358858407.8416
2018-07-06 00:00:00,368324017.1091
2018-07-07 00:00:00,246024956.7207
2018-07-08 00:00:00,261353252.0382
2018-07-09 00:00:00,220696037.4376
2018-07-10 00:00:00,286804720.8216
2018-07-11 00:00:00,411395714.3884
2018-07-12 00:00:00,275030732.0278
2018-07-13 00:00:00,377493363.3389
2018-07-14 00:00:00,279061863.053
2018-07-15 00:00:00,164361051.426
2018-07-16 00:00:00,193070237.9319
2018-07-17 00:00:00,472784651.01
2018-07-18 00:00:00,761941225.026
2018-07-19 00:00:00,691643413.6315
2018-07-20 00:00:00,449834010.948
2018-07-21 00:00:00,523947504.4375
2018-07-22 00:00:00,233495357.1086
2018-07-23 00:00:00,296669988.9034
2018-07-24 00:00:00,705993833.706
2018-07-25 00:00:00,1073811754.5292
2018-07-26 00:00:00,666649090.588
2018-07-27 00:00:00,569963389.5512
2018-07-28 00:00:00,601286932.9101
2018-07-29 00:00:00,255751713.908
2018-07-30 00:00:00,244581855.3829
2018-07-31 00:00:00,647596057.3983
2018-08-01 00:00:00,692958947.9288
2018-08-02 00:00:00,561036987.738
2018-08-03 00:00:00,356793020.892
2018-08-04 00:00:00,522522549.285
2018-08-05 00:00:00,485518589.8088
2018-08-06 00:00:00,321030824.07
2018-08-07 00:00:00,351922348.0296
2018-08-08 00:00:00,508615426.2348
2018-08-09 00:00:00,786597658.1991
2018-08-10 00:00:00,522562605.2364
2018-08-11 00:00:00,589620096.576
2018-08-12 00:00:00,503767485.7395
2018-08-13 00:00:00,379052307.2588
2018-08-14 00:00:00,466729007.056
2018-08-15 00:00:00,738996191.7179
2018-08-16 00:00:00,803255018.2972
2018-08-17 00:00:00,395312232.81
2018-08-18 00:00:00,425775926.2068
2018-08-19 00:00:00,303504677.2186
2018-08-20 00:00:00,242872344.6024
2018-08-21 00:00:00,413021108
2018-08-22 00:00:00,380220042.6234
2018-08-23 00:00:00,758373447.51
2018-08-24 00:00:00,318029869.7184
2018-08-25 00:00:00,354001698.0434
