,average_value_of_feature_importances
BNB_Price_LogReturn,0.10877765262164751
LTC_Price_LogReturn,0.1059367869084683
NEO_Price_LogReturn,0.10189722311624697
ETH_Price_LogReturn,0.0994158935241323
XMR_Price_LogReturn,0.09442565621640787
market-cap_LogReturn,0.0915332177739474
BNB_Price_LogReturn_lag1,0.09060615978583757
BCH_Price_LogReturn,0.08630943347152395
XRP_Price_LogReturn,0.07951075382655053
ETC_Price_LogReturn,0.07290025383943151
EOS_Price_LogReturn,0.06868696891580621
