,average_value_of_feature_importances
LTC_Price_LogReturn,0.26380766731643923
BNB_Price_LogReturn,0.18518518518518517
XMR_Price_LogReturn,0.1617933723196881
BNB_Price_LogReturn_lag1,0.10981156595191682
market-cap_LogReturn,0.08187134502923976
NEO_Price_LogReturn,0.07992202729044834
XRP_Price_LogReturn,0.05198180636777128
BCH_Price_LogReturn,0.02729044834307992
ETH_Price_LogReturn,0.02664067576348278
ETC_Price_LogReturn,0.007797270955165692
EOS_Price_LogReturn,0.003898635477582846
