,average_value_of_feature_importances
BTC_Price_LogReturn,0.21772955266659844
market-cap_LogReturn,0.21732009417545298
gold_Price_LogReturn,0.20217013000307094
mvrv_LogReturn,0.1879414474357662
nvts_LogReturn,0.17483877571911147
