Time,anxbtc,bitflyer,kraken
2015-06-01 00:00:00 UTC,53.1314586145103,,372.966712104427
2015-06-02 00:00:00 UTC,47.3127105888184,,45.8935182802813
2015-06-03 00:00:00 UTC,46.3013377657838,,13.962960355952
2015-06-04 00:00:00 UTC,28.1123834814699,,
2015-06-05 00:00:00 UTC,41.5174208286279,,5.99050005545517
2015-06-06 00:00:00 UTC,34.4137116545385,,127.014546914393
2015-06-07 00:00:00 UTC,34.748309497842,,672.901904860126
2015-06-08 00:00:00 UTC,43.1477079437755,,247.677122173253
2015-06-09 00:00:00 UTC,31.4300864235398,,
2015-06-10 00:00:00 UTC,33.1855627352986,,0.000845727933383241
2015-06-11 00:00:00 UTC,29.9292540680672,,78.2321729508219
2015-06-12 00:00:00 UTC,36.031923562767,,
2015-06-13 00:00:00 UTC,13.1669333778622,,142.707042573238
2015-06-14 00:00:00 UTC,32.7307911853291,,
2015-06-15 00:00:00 UTC,58.0036766440287,,
2015-06-16 00:00:00 UTC,72.9326706022227,,3.4655450090452
2015-06-17 00:00:00 UTC,79.2912305488661,,61.1484351088616
2015-06-18 00:00:00 UTC,68.5912083769436,,41.4300786478048
2015-06-19 00:00:00 UTC,48.6372590258661,,42.9413636565847
2015-06-20 00:00:00 UTC,52.2260846872337,,0.00138106793200498
2015-06-21 00:00:00 UTC,32.4744577600185,,
2015-06-22 00:00:00 UTC,36.3609110824778,,
2015-06-23 00:00:00 UTC,32.0108192672391,,
2015-06-24 00:00:00 UTC,35.0971256987754,6035.53435911022,0.00138106793200498
2015-06-25 00:00:00 UTC,50.334482609571,405.246081913179,97.4458999870824
2015-06-26 00:00:00 UTC,22.0432993504389,,0.000845727933383241
2015-06-27 00:00:00 UTC,33.9584978238181,170.376786302955,
2015-06-28 00:00:00 UTC,48.2252555965844,62.3871520559259,334.060849882738
2015-06-29 00:00:00 UTC,66.5512101287566,59.3008262567383,68.5547095422084
2015-06-30 00:00:00 UTC,152.630088571861,357.088924499206,
2015-07-01 00:00:00 UTC,60.9976970422192,14.142135623731,144.337462325393
2015-07-02 00:00:00 UTC,54.5466804316446,78.9914271468449,4.31627062646331
2015-07-03 00:00:00 UTC,40.7593544002573,48.4422967110623,297.266879262635
2015-07-04 00:00:00 UTC,32.7327480280039,59.809949386212,34.6482322781408
2015-07-05 00:00:00 UTC,75.5319182588165,74.7970280886015,0.210731688512803
2015-07-06 00:00:00 UTC,104.857895734407,58.7812983110391,434.190737587343
2015-07-07 00:00:00 UTC,51.1954464087232,69.7589338049211,276.212710686511
2015-07-08 00:00:00 UTC,80.5392511580471,138.731692725945,92.2645820804039
2015-07-09 00:00:00 UTC,74.5635113012521,235.625766850147,2.06354967435475
2015-07-10 00:00:00 UTC,175.284271485826,341.722028109441,59.9638440135591
2015-07-11 00:00:00 UTC,110.819250613209,129.279813218857,0.137180094942693
2015-07-12 00:00:00 UTC,175.724778566643,65.7616164723708,548.752191213573
2015-07-13 00:00:00 UTC,180.791473905597,1887.46265646621,
2015-07-14 00:00:00 UTC,88.7605598589153,255.979246724382,44.7584575500589
2015-07-15 00:00:00 UTC,59.6569622338373,129.478628609506,50.3017892308214
2015-07-16 00:00:00 UTC,120.823855486172,358.216040105676,596.496188725944
2015-07-17 00:00:00 UTC,69.7149367644597,242.071960788016,26.5946612236677
2015-07-18 00:00:00 UTC,81.0993572002143,173.205080756888,14.911061763012
2015-07-19 00:00:00 UTC,55.5054986671726,29.5810720582365,
2015-07-20 00:00:00 UTC,64.4650437328642,35.5402266920992,
2015-07-21 00:00:00 UTC,71.1867743478913,75.4566073776511,49.8713566202327
2015-07-22 00:00:00 UTC,32.492162900143,48.0078081152174,62.6490018333982
2015-07-23 00:00:00 UTC,37.1279241882916,18.1475479705022,13.868939142037
2015-07-24 00:00:00 UTC,62.8643047107278,40.3321303553097,84.1348574519407
2015-07-25 00:00:00 UTC,46.1419030561311,46.7726622503535,
2015-07-26 00:00:00 UTC,41.9645431749091,90.2596279031204,
2015-07-27 00:00:00 UTC,70.3024105926395,49.9462168528151,
2015-07-28 00:00:00 UTC,55.4325153547144,37.4896595689868,29.443221571166
2015-07-29 00:00:00 UTC,52.2792799918059,105.966731483471,29.7308334998055
2015-07-30 00:00:00 UTC,44.9702945746548,130.912464791732,17.6776695296637
2015-07-31 00:00:00 UTC,38.9635134668067,124.426948076109,56.5338583476898
2015-08-01 00:00:00 UTC,70.8418849280147,112.982184650348,30.2074540871901
2015-08-02 00:00:00 UTC,55.7202952373393,69.980032494725,0.0009765625
2015-08-03 00:00:00 UTC,72.9597355895223,101.324561023804,84.929550973583
2015-08-04 00:00:00 UTC,56.3992410077787,282.490244881144,
2015-08-05 00:00:00 UTC,55.1327258396059,87.2310922622568,224.778124720466
2015-08-06 00:00:00 UTC,53.0606339448269,54.6651554870999,
2015-08-07 00:00:00 UTC,52.8402425256836,70.8218797889639,1.18531075503369
2015-08-08 00:00:00 UTC,67.325147253295,108.858191353164,97.7013759727453
2015-08-09 00:00:00 UTC,78.7945682481472,112.637732596556,73.3571354916257
2015-08-10 00:00:00 UTC,92.8351918781294,71.7648810363756,
2015-08-11 00:00:00 UTC,82.7100983934844,54.0016580223794,
2015-08-12 00:00:00 UTC,95.6423892192491,27.4557787447238,9.52439408615155
2015-08-13 00:00:00 UTC,45.9815820924127,66.19311042921,25.9016802619203
2015-08-14 00:00:00 UTC,63.6883338803182,35.3411497630521,101.466200423412
2015-08-15 00:00:00 UTC,31.9587223943337,38.7273314223157,63.760144300481
