Timestamp,mempool-size
2018-02-12 12:15:00,21577818.5
2018-02-13 05:45:00,21727496
2018-02-13 23:15:00,22906898
2018-02-14 16:45:00,70144289.5
2018-02-15 10:15:00,7839552
2018-02-16 03:45:00,4230956.5
2018-02-16 21:15:00,26353386
2018-02-17 14:45:00,38874993.5
2018-02-18 08:15:00,43281026
2018-02-19 01:45:00,36011364
2018-02-19 19:15:00,31577425.5
2018-02-20 12:45:00,15710088.5
2018-02-21 06:15:00,9544488.5
2018-02-21 23:45:00,23194238
2018-02-22 17:15:00,2936801.5
2018-02-23 10:45:00,2700763.5
2018-02-24 04:15:00,62216434
2018-02-24 21:45:00,51271362.5
2018-02-25 15:15:00,187082.5
2018-02-26 08:45:00,18544362.5
2018-02-27 02:15:00,90775997
2018-02-27 19:45:00,63111525.5
2018-02-28 13:15:00,22601115
2018-03-01 06:45:00,44272482.5
2018-03-02 00:15:00,2401146
2018-03-02 17:45:00,5363763.5
2018-03-03 11:15:00,32646610
2018-03-04 04:45:00,29878178.5
2018-03-04 22:15:00,29090768
2018-03-05 15:45:00,34554620
2018-03-06 09:15:00,24807547.5
2018-03-07 02:45:00,25240466.5
2018-03-07 20:15:00,22641233
2018-03-08 13:45:00,22932275.5
2018-03-09 07:15:00,17610817.5
2018-03-10 00:45:00,14847470
2018-03-10 18:15:00,14193932.5
2018-03-11 11:45:00,9903033.5
2018-03-12 05:15:00,1177571
2018-03-12 22:45:00,324107.5
2018-03-13 16:15:00,11799394
2018-03-14 09:45:00,297098
2018-03-15 03:15:00,586799.5
2018-03-15 20:45:00,2799227.5
2018-03-16 14:15:00,1051548
2018-03-17 07:45:00,276053
2018-03-18 01:15:00,210694.5
2018-03-18 18:45:00,554583
2018-03-19 12:15:00,1151742.5
2018-03-20 05:45:00,1677692
2018-03-20 23:15:00,999416.5
2018-03-21 16:45:00,3002504
2018-03-22 10:15:00,184448
2018-03-23 03:45:00,666663
2018-03-23 21:15:00,2433267.5
2018-03-24 14:45:00,804306.5
2018-03-25 08:15:00,887579
2018-03-26 01:45:00,1205611
2018-03-26 19:15:00,1204957.5
2018-03-27 12:45:00,6558791
2018-03-28 06:15:00,206034.5
2018-03-28 23:45:00,857303
2018-03-29 17:15:00,836403.5
2018-03-30 10:45:00,297549.5
2018-03-31 04:15:00,1360968.5
2018-03-31 21:45:00,115669
2018-04-01 15:15:00,1020563.5
2018-04-02 08:45:00,180176
2018-04-03 02:15:00,566660
2018-04-03 19:45:00,3268892.5
2018-04-04 13:15:00,4244698.5
2018-04-05 06:45:00,1032065
