Timestamp,n-transactions
2019-09-17 00:00:00,343778
2019-09-18 00:00:00,363185
2019-09-19 00:00:00,346110
2019-09-20 00:00:00,340929
2019-09-21 00:00:00,336013
2019-09-22 00:00:00,318713
2019-09-23 00:00:00,288149
2019-09-24 00:00:00,353263
2019-09-25 00:00:00,347747
2019-09-26 00:00:00,355775
2019-09-27 00:00:00,303903
2019-09-28 00:00:00,314433
2019-09-29 00:00:00,285542
2019-09-30 00:00:00,311396
2019-10-01 00:00:00,337244
2019-10-02 00:00:00,326557
2019-10-03 00:00:00,326514
2019-10-04 00:00:00,337222
2019-10-05 00:00:00,326683
2019-10-06 00:00:00,277613
2019-10-07 00:00:00,328803
2019-10-08 00:00:00,336354
2019-10-09 00:00:00,311049
2019-10-10 00:00:00,345048
2019-10-11 00:00:00,345425
2019-10-12 00:00:00,301693
2019-10-13 00:00:00,279487
2019-10-14 00:00:00,304466
2019-10-15 00:00:00,339698
2019-10-16 00:00:00,338473
2019-10-17 00:00:00,334105
2019-10-18 00:00:00,339390
2019-10-19 00:00:00,304736
2019-10-20 00:00:00,289796
2019-10-21 00:00:00,351791
2019-10-22 00:00:00,341464
2019-10-23 00:00:00,349320
2019-10-24 00:00:00,303843
2019-10-25 00:00:00,328598
2019-10-26 00:00:00,305722
2019-10-27 00:00:00,256253
2019-10-28 00:00:00,309611
2019-10-29 00:00:00,307953
2019-10-30 00:00:00,314163
2019-10-31 00:00:00,293779
2019-11-01 00:00:00,316187
2019-11-02 00:00:00,284443
2019-11-03 00:00:00,294367
2019-11-04 00:00:00,310979
2019-11-05 00:00:00,332839
2019-11-06 00:00:00,314698
2019-11-07 00:00:00,324487
2019-11-08 00:00:00,311441
2019-11-09 00:00:00,306163
2019-11-10 00:00:00,299712
2019-11-11 00:00:00,326707
2019-11-12 00:00:00,301382
2019-11-13 00:00:00,318945
2019-11-14 00:00:00,350023
2019-11-15 00:00:00,325145
2019-11-16 00:00:00,283468
2019-11-17 00:00:00,264370
2019-11-18 00:00:00,304671
2019-11-19 00:00:00,327630
2019-11-20 00:00:00,321086
2019-11-21 00:00:00,323954
2019-11-22 00:00:00,310539
2019-11-23 00:00:00,306424
2019-11-24 00:00:00,267368
2019-11-25 00:00:00,279470
2019-11-26 00:00:00,321310
2019-11-27 00:00:00,317597
2019-11-28 00:00:00,309623
2019-11-29 00:00:00,311290
2019-11-30 00:00:00,277458
2019-12-01 00:00:00,274621
2019-12-02 00:00:00,314730
2019-12-03 00:00:00,336512
2019-12-04 00:00:00,337284
2019-12-05 00:00:00,311468
2019-12-06 00:00:00,315386
2019-12-07 00:00:00,285284
2019-12-08 00:00:00,278853
2019-12-09 00:00:00,313629
2019-12-10 00:00:00,320064
2019-12-11 00:00:00,291248
2019-12-12 00:00:00,311795
2019-12-13 00:00:00,322888
2019-12-14 00:00:00,293496
2019-12-15 00:00:00,263441
2019-12-16 00:00:00,327085
2019-12-17 00:00:00,319254
2019-12-18 00:00:00,314249
2019-12-19 00:00:00,319555
2019-12-20 00:00:00,332657
2019-12-21 00:00:00,311118
2019-12-22 00:00:00,281070
2019-12-23 00:00:00,304845
2019-12-24 00:00:00,290436
2019-12-25 00:00:00,244666
2019-12-26 00:00:00,296063
2019-12-27 00:00:00,322204
2019-12-28 00:00:00,298287
2019-12-29 00:00:00,279925
2019-12-30 00:00:00,324497
2019-12-31 00:00:00,293447
2020-01-01 00:00:00,251735
2020-01-02 00:00:00,295567
2020-01-03 00:00:00,316517
2020-01-04 00:00:00,287215
2020-01-05 00:00:00,287779
2020-01-06 00:00:00,299146
2020-01-07 00:00:00,344079
2020-01-08 00:00:00,318019
2020-01-09 00:00:00,322057
2020-01-10 00:00:00,330734
2020-01-11 00:00:00,309070
2020-01-12 00:00:00,283136
2020-01-13 00:00:00,291597
2020-01-14 00:00:00,346953
2020-01-15 00:00:00,332658
2020-01-16 00:00:00,325947
2020-01-17 00:00:00,323992
2020-01-18 00:00:00,287237
2020-01-19 00:00:00,283960
2020-01-20 00:00:00,313661
2020-01-21 00:00:00,315210
2020-01-22 00:00:00,328586
2020-01-23 00:00:00,329918
