Timestamp,median-confirmation-time
2017-09-05 00:00:00,8.825
2017-09-06 00:00:00,7.9
2017-09-07 00:00:00,11.8
2017-09-08 00:00:00,8.33333333333333
2017-09-09 00:00:00,7.21666666666667
2017-09-10 00:00:00,12.95
2017-09-11 00:00:00,7.73333333333333
2017-09-12 00:00:00,8.925
2017-09-13 00:00:00,6.43333333333333
2017-09-14 00:00:00,11.85
2017-09-15 00:00:00,11.925
2017-09-16 00:00:00,11.925
2017-09-17 00:00:00,6.98333333333333
2017-09-18 00:00:00,12.2333333333333
2017-09-19 00:00:00,19.575
2017-09-20 00:00:00,12.5333333333333
2017-09-21 00:00:00,7.21666666666667
2017-09-22 00:00:00,14.425
2017-09-23 00:00:00,7.93333333333333
2017-09-24 00:00:00,7.88333333333333
2017-09-25 00:00:00,11.1666666666667
2017-09-26 00:00:00,12.2833333333333
2017-09-27 00:00:00,14.575
2017-09-28 00:00:00,11.325
2017-09-29 00:00:00,11.0833333333333
2017-09-30 00:00:00,10.1166666666667
2017-10-01 00:00:00,15.85
2017-10-02 00:00:00,11.65
2017-10-03 00:00:00,13.325
2017-10-04 00:00:00,15.375
2017-10-05 00:00:00,14.5166666666667
2017-10-06 00:00:00,9.21666666666667
2017-10-07 00:00:00,8.23333333333333
2017-10-08 00:00:00,10.75
2017-10-09 00:00:00,15.4
2017-10-10 00:00:00,10.4333333333333
2017-10-11 00:00:00,16.9
2017-10-12 00:00:00,10.6666666666667
2017-10-13 00:00:00,17.1
2017-10-14 00:00:00,13.1666666666667
2017-10-15 00:00:00,7.93333333333333
2017-10-16 00:00:00,12.3
2017-10-17 00:00:00,10.1
2017-10-18 00:00:00,14.45
2017-10-19 00:00:00,14.225
2017-10-20 00:00:00,12.125
2017-10-21 00:00:00,10.6
2017-10-22 00:00:00,8.1
2017-10-23 00:00:00,12.45
2017-10-24 00:00:00,10.4166666666667
2017-10-25 00:00:00,12.9
2017-10-26 00:00:00,5.83333333333333
2017-10-27 00:00:00,14.4833333333333
2017-10-28 00:00:00,22.925
2017-10-29 00:00:00,15.7333333333333
2017-10-30 00:00:00,15.9
2017-10-31 00:00:00,15.85
2017-11-01 00:00:00,9.81666666666667
2017-11-02 00:00:00,10.55
2017-11-03 00:00:00,18.875
2017-11-04 00:00:00,15.5166666666667
2017-11-05 00:00:00,14.9
2017-11-06 00:00:00,12.0166666666667
2017-11-07 00:00:00,10.7333333333333
2017-11-08 00:00:00,15.3583333333333
2017-11-09 00:00:00,10.7833333333333
2017-11-10 00:00:00,18.05
2017-11-11 00:00:00,16.7166666666667
2017-11-12 00:00:00,27.2666666666667
2017-11-13 00:00:00,18.6
2017-11-14 00:00:00,20.975
2017-11-15 00:00:00,18.275
2017-11-16 00:00:00,12.55
2017-11-17 00:00:00,9.15
2017-11-18 00:00:00,11.75
