Timestamp,cost-per-transaction-percent
2017-09-05 00:00:00,0.888999086690677
2017-09-06 00:00:00,0.797444925496751
2017-09-07 00:00:00,0.910552295378743
2017-09-08 00:00:00,1.02743519280681
2017-09-09 00:00:00,1.25698776286761
2017-09-10 00:00:00,0.939829357079567
2017-09-11 00:00:00,1.16926595050516
2017-09-12 00:00:00,1.1602950493063
2017-09-13 00:00:00,1.01440898441082
2017-09-14 00:00:00,0.876116660550904
2017-09-15 00:00:00,0.60776109033981
2017-09-16 00:00:00,1.11318932335372
2017-09-17 00:00:00,1.51290921511291
2017-09-18 00:00:00,0.853797787441754
2017-09-19 00:00:00,0.990840775051766
2017-09-20 00:00:00,0.870324281796413
2017-09-21 00:00:00,1.240824770493
2017-09-22 00:00:00,0.934009377662817
2017-09-23 00:00:00,1.65023226270436
2017-09-24 00:00:00,1.95294983385283
2017-09-25 00:00:00,0.671042116697418
2017-09-26 00:00:00,0.950675166610919
2017-09-27 00:00:00,1.14804493003215
2017-09-28 00:00:00,1.17574933179507
2017-09-29 00:00:00,1.27985552041566
2017-09-30 00:00:00,1.18854434000113
2017-10-01 00:00:00,1.51645328472739
2017-10-02 00:00:00,1.05961675580398
2017-10-03 00:00:00,1.52851751830197
2017-10-04 00:00:00,1.29863963506009
2017-10-05 00:00:00,0.918934221183355
2017-10-06 00:00:00,1.29188561201795
2017-10-07 00:00:00,1.66125583695069
2017-10-08 00:00:00,1.61942882657491
2017-10-09 00:00:00,0.911522695297827
2017-10-10 00:00:00,0.89050368080717
2017-10-11 00:00:00,1.07791541494629
2017-10-12 00:00:00,0.992131783593223
2017-10-13 00:00:00,0.758518262535519
2017-10-14 00:00:00,1.11915297924138
2017-10-15 00:00:00,1.69647685812674
2017-10-16 00:00:00,1.18533917431047
2017-10-17 00:00:00,1.15033378644836
2017-10-18 00:00:00,0.828098597116523
2017-10-19 00:00:00,0.961352843811895
2017-10-20 00:00:00,1.26929935024846
2017-10-21 00:00:00,1.32640599275775
2017-10-22 00:00:00,1.44422878733116
2017-10-23 00:00:00,0.570509246671488
2017-10-24 00:00:00,0.60140634539721
2017-10-25 00:00:00,0.650486076442616
2017-10-26 00:00:00,0.695276690330027
2017-10-27 00:00:00,0.885277396898581
2017-10-28 00:00:00,1.10436700341176
2017-10-29 00:00:00,1.02183640191491
2017-10-30 00:00:00,0.761570051138503
2017-10-31 00:00:00,0.783182279446348
2017-11-01 00:00:00,0.780048119430358
2017-11-02 00:00:00,0.635370956639935
2017-11-03 00:00:00,0.756089308521654
2017-11-04 00:00:00,1.01620592369773
2017-11-05 00:00:00,1.11890618201955
2017-11-06 00:00:00,0.847022230248855
2017-11-07 00:00:00,0.871250034281287
2017-11-08 00:00:00,0.816570434826989
2017-11-09 00:00:00,0.70467193541882
2017-11-10 00:00:00,0.628646079060728
2017-11-11 00:00:00,0.626641068186763
2017-11-12 00:00:00,0.48692358745844
2017-11-13 00:00:00,0.782754878716042
2017-11-14 00:00:00,0.803320430594736
2017-11-15 00:00:00,0.78632456738956
2017-11-16 00:00:00,0.796469985065451
2017-11-17 00:00:00,0.693143805678687
2017-11-18 00:00:00,0.791453674989372
2017-11-19 00:00:00,1.12505969072416
2017-11-20 00:00:00,0.873726618779772
2017-11-21 00:00:00,0.785241911844357
