Timestamp,output-volume
2017-09-05 00:00:00,6493150.03892271
2017-09-06 00:00:00,2520446.76902914
2017-09-07 00:00:00,2233112.27531999
2017-09-08 00:00:00,2168325.69503368
2017-09-09 00:00:00,1849746.79844101
2017-09-10 00:00:00,1623220.04883035
2017-09-11 00:00:00,2692005.49771607
2017-09-12 00:00:00,2430941.86072369
2017-09-13 00:00:00,2831212.88400126
2017-09-14 00:00:00,3200145.08440574
2017-09-15 00:00:00,3534612.48517032
2017-09-16 00:00:00,2240646.89363326
2017-09-17 00:00:00,1738874.87850994
2017-09-18 00:00:00,2333957.29425109
2017-09-19 00:00:00,1923284.60539102
2017-09-20 00:00:00,1939586.86406504
2017-09-21 00:00:00,1932727.58934147
2017-09-22 00:00:00,1875335.22969157
2017-09-23 00:00:00,1314508.08040991
2017-09-24 00:00:00,1119276.97011702
2017-09-25 00:00:00,1995684.92139962
2017-09-26 00:00:00,2093406.99110012
2017-09-27 00:00:00,2168984.57933854
2017-09-28 00:00:00,2302851.10096495
2017-09-29 00:00:00,1960682.74712833
2017-09-30 00:00:00,1660940.9198602
2017-10-01 00:00:00,1439109.25509959
2017-10-02 00:00:00,2028711.64935142
2017-10-03 00:00:00,1622695.28263549
2017-10-04 00:00:00,1468790.74049575
2017-10-05 00:00:00,1666611.72672147
2017-10-06 00:00:00,1383027.02614635
2017-10-07 00:00:00,1055525.54442841
2017-10-08 00:00:00,1273611.93697547
2017-10-09 00:00:00,2564018.8772409
2017-10-10 00:00:00,1952289.66774277
2017-10-11 00:00:00,1778444.16169985
2017-10-12 00:00:00,1979554.76639701
2017-10-13 00:00:00,1971283.38376683
2017-10-14 00:00:00,1518393.19596526
2017-10-15 00:00:00,1324663.96362474
2017-10-16 00:00:00,1925205.56372934
2017-10-17 00:00:00,2826171.93715077
2017-10-18 00:00:00,2154353.26190078
2017-10-19 00:00:00,1911311.86748032
2017-10-20 00:00:00,1927247.42106095
2017-10-21 00:00:00,1562588.59974058
2017-10-22 00:00:00,1499204.49492525
2017-10-23 00:00:00,2994818.33704517
2017-10-24 00:00:00,2586032.1080847
2017-10-25 00:00:00,1984823.1803553
2017-10-26 00:00:00,1743919.65748378
2017-10-27 00:00:00,2003977.22489857
2017-10-28 00:00:00,1417695.81194232
2017-10-29 00:00:00,1659959.90509791
2017-10-30 00:00:00,1855584.22744584
2017-10-31 00:00:00,1916686.47664088
2017-11-01 00:00:00,2191308.31545993
2017-11-02 00:00:00,2251378.16500269
2017-11-03 00:00:00,3036929.60935422
2017-11-04 00:00:00,5765969.34505611
2017-11-05 00:00:00,6077425.12154975
2017-11-06 00:00:00,2782648.58633198
2017-11-07 00:00:00,3523838.11586761
2017-11-08 00:00:00,4267323.33496847
2017-11-09 00:00:00,2237809.57165968
2017-11-10 00:00:00,2333950.77395925
2017-11-11 00:00:00,1676042.19348702
2017-11-12 00:00:00,2076768.80337136
2017-11-13 00:00:00,4374153.69981788
2017-11-14 00:00:00,3861149.03692856
2017-11-15 00:00:00,3422899.06038032
2017-11-16 00:00:00,3817994.31245076
2017-11-17 00:00:00,3818219.59308754
2017-11-18 00:00:00,2716113.897523
2017-11-19 00:00:00,5442164.8232234
2017-11-20 00:00:00,4224222.22523215
2017-11-21 00:00:00,3637233.52189773
2017-11-22 00:00:00,3507780.83816063
2017-11-23 00:00:00,3406958.99050022
2017-11-24 00:00:00,2677848.85111641
2017-11-25 00:00:00,2899917.65325049
2017-11-26 00:00:00,2050315.30767253
2017-11-27 00:00:00,2426385.16650843
2017-11-28 00:00:00,2880931.73888963
2017-11-29 00:00:00,3262042.94240384
2017-11-30 00:00:00,2697792.32671816
2017-12-01 00:00:00,2319117.91462818
2017-12-02 00:00:00,2142790.41723758
2017-12-03 00:00:00,1870464.10432921
2017-12-04 00:00:00,2613354.17930193
2017-12-05 00:00:00,3015982.76508624
2017-12-06 00:00:00,3531510.98127557
2017-12-07 00:00:00,3449008.95834804
2017-12-08 00:00:00,2492427.01359836
2017-12-09 00:00:00,2895169.90410449
2017-12-10 00:00:00,1987675.08041954
2017-12-11 00:00:00,2687922.7701092
2017-12-12 00:00:00,3302129.25712413
2017-12-13 00:00:00,3267550.70840003
2017-12-14 00:00:00,2943542.64672682
2017-12-15 00:00:00,2756649.27952242
2017-12-16 00:00:00,2356102.92275215
2017-12-17 00:00:00,2389062.95524273
2017-12-18 00:00:00,3005751.29995231
2017-12-19 00:00:00,1984897.72988431
2017-12-20 00:00:00,2227875.17809013
2017-12-21 00:00:00,1791086.42938149
2017-12-22 00:00:00,1901698.95018698
2017-12-23 00:00:00,1781229.26358255
2017-12-24 00:00:00,1427328.52493331
2017-12-25 00:00:00,1810627.09798568
2017-12-26 00:00:00,2185221.9005927
2017-12-27 00:00:00,2323583.61840243
2017-12-28 00:00:00,2067417.47415757
2017-12-29 00:00:00,2311057.65922861
2017-12-30 00:00:00,2243962.34386691
2017-12-31 00:00:00,1638125.54625127
2018-01-01 00:00:00,1683244.82942741
2018-01-02 00:00:00,2536938.59565949
2018-01-03 00:00:00,2816884.6123767
2018-01-04 00:00:00,2737825.46133858
2018-01-05 00:00:00,2921230.73442498
2018-01-06 00:00:00,2979615.08569416
2018-01-07 00:00:00,2757179.42461305
2018-01-08 00:00:00,2520926.89168333
2018-01-09 00:00:00,2246011.72906948
2018-01-10 00:00:00,2162979.76075194
2018-01-11 00:00:00,1858450.48095441
2018-01-12 00:00:00,1779515.71814438
2018-01-13 00:00:00,1365097.69524724
2018-01-14 00:00:00,1269172.79926966
2018-01-15 00:00:00,1497810.16814616
2018-01-16 00:00:00,2889286.58911247
2018-01-17 00:00:00,2469526.1942497
2018-01-18 00:00:00,2156724.2005386
2018-01-19 00:00:00,1953499.50915421
2018-01-20 00:00:00,1460377.69958238
2018-01-21 00:00:00,1108525.07146823
2018-01-22 00:00:00,1525531.99580504
2018-01-23 00:00:00,1539514.45965906
2018-01-24 00:00:00,1502763.71387053
2018-01-25 00:00:00,1357490.31663831
2018-01-26 00:00:00,1702177.3888899
2018-01-27 00:00:00,1363301.06797615
2018-01-28 00:00:00,3128906.09631923
2018-01-29 00:00:00,1941048.85270316
2018-01-30 00:00:00,2359671.26612013
2018-01-31 00:00:00,1785708.48638844
2018-02-01 00:00:00,2190613.27516081
2018-02-02 00:00:00,1460796.37959501
2018-02-03 00:00:00,910042.479216002
2018-02-04 00:00:00,972248.504667276
2018-02-05 00:00:00,1848912.71449762
2018-02-06 00:00:00,1914332.61631062
2018-02-07 00:00:00,1160111.91246949
2018-02-08 00:00:00,1171509.55403524
2018-02-09 00:00:00,1144162.67234831
2018-02-10 00:00:00,1537986.39994014
2018-02-11 00:00:00,1398605.05384881
2018-02-12 00:00:00,1674741.82471679
2018-02-13 00:00:00,1315762.89938924
2018-02-14 00:00:00,1557016.97897317
2018-02-15 00:00:00,1418774.18366198
2018-02-16 00:00:00,1102895.65944928
2018-02-17 00:00:00,1473900.18968141
2018-02-18 00:00:00,1639023.58066962
2018-02-19 00:00:00,1789525.59119401
2018-02-20 00:00:00,1268017.87932992
2018-02-21 00:00:00,1325803.33981783
2018-02-22 00:00:00,1494875.80154908
2018-02-23 00:00:00,1010312.59585165
2018-02-24 00:00:00,746134.753556644
2018-02-25 00:00:00,605383.320573031
2018-02-26 00:00:00,845197.491744043
2018-02-27 00:00:00,945506.24596197
2018-02-28 00:00:00,1383087.97303506
2018-03-01 00:00:00,1322629.8780573
2018-03-02 00:00:00,975776.272764159
2018-03-03 00:00:00,789724.28937326
2018-03-04 00:00:00,623927.249627926
2018-03-05 00:00:00,902570.350973113
