Timestamp,blocks-size
2019-03-23 00:00:00,209988.629466
2019-03-24 00:00:00,210109.79457
2019-03-25 00:00:00,210223.463216
2019-03-26 00:00:00,210379.814931
2019-03-27 00:00:00,210541.988634
2019-03-28 00:00:00,210720.58367
2019-03-29 00:00:00,210898.358047
2019-03-30 00:00:00,211079.560533
2019-03-31 00:00:00,211247.056195
2019-04-01 00:00:00,211410.209058
2019-04-02 00:00:00,211574.262903
2019-04-03 00:00:00,211765.021274
2019-04-04 00:00:00,211942.349161
2019-04-05 00:00:00,212112.248907
2019-04-06 00:00:00,212308.045587
2019-04-07 00:00:00,212476.5689
2019-04-08 00:00:00,212637.302501
2019-04-09 00:00:00,212817.575713
2019-04-10 00:00:00,212982.597209
2019-04-11 00:00:00,213162.246689
2019-04-12 00:00:00,213351.038936
2019-04-13 00:00:00,213529.760567
2019-04-14 00:00:00,213679.175213
2019-04-15 00:00:00,213825.215219
2019-04-16 00:00:00,214003.826294
2019-04-17 00:00:00,214184.777947
2019-04-18 00:00:00,214354.325752
2019-04-19 00:00:00,214535.433795
2019-04-20 00:00:00,214719.662217
2019-04-21 00:00:00,214882.237795
2019-04-22 00:00:00,215067.298052
2019-04-23 00:00:00,215220.380263
2019-04-24 00:00:00,215365.956039
2019-04-25 00:00:00,215567.396031
2019-04-26 00:00:00,215741.638269
2019-04-27 00:00:00,215931.23927
2019-04-28 00:00:00,216091.672205
2019-04-29 00:00:00,216250.43069
2019-04-30 00:00:00,216447.01294
2019-05-01 00:00:00,216628.418736
2019-05-02 00:00:00,216821.134364
2019-05-03 00:00:00,217023.728934
2019-05-04 00:00:00,217210.175209
2019-05-05 00:00:00,217367.066588
2019-05-06 00:00:00,217521.363808
2019-05-07 00:00:00,217705.888733
2019-05-08 00:00:00,217867.00249
2019-05-09 00:00:00,218056.029928
2019-05-10 00:00:00,218244.863239
2019-05-11 00:00:00,218402.146022
2019-05-12 00:00:00,218563.457072
2019-05-13 00:00:00,218758.519312
2019-05-14 00:00:00,218959.550591
2019-05-15 00:00:00,219146.617042
2019-05-16 00:00:00,219330.906926
2019-05-17 00:00:00,219512.969146
2019-05-18 00:00:00,219703.238505
2019-05-19 00:00:00,219893.417012
2019-05-20 00:00:00,220076.889539
2019-05-21 00:00:00,220266.176126
2019-05-22 00:00:00,220458.765967
2019-05-23 00:00:00,220659.500258
2019-05-24 00:00:00,220853.107042
2019-05-25 00:00:00,221044.96422
2019-05-26 00:00:00,221209.89928
2019-05-27 00:00:00,221375.207701
2019-05-28 00:00:00,221574.078697
2019-05-29 00:00:00,221781.202134
2019-05-30 00:00:00,221994.160755
2019-05-31 00:00:00,222188.382626
