Date,BTC_Price_LogReturn_binary,BTC_Price_LogReturn,market-cap_LogReturn,trade-volume_LogReturn,avg-block-size_LogReturn,n-transactions-per-block_LogReturn,median-confirmation-time_LogReturn,avg-confirmation-time_LogReturn,hash-rate_LogReturn,difficulty_LogReturn,miners-revenue_LogReturn,transaction-fees_LogReturn,cost-per-transaction_LogReturn,n-unique-addresses_LogReturn,n-transactions_LogReturn,transactions-per-second_LogReturn,output-volume_LogReturn,mempool-count_LogReturn,mempool-growth_LogReturn,mempool-size_LogReturn,utxo-count_LogReturn,n-transactions-excluding-popular_LogReturn,estimated-transaction-volume_LogReturn,mvrv_LogReturn,nvts_LogReturn,total-bitcoins_diff_LogReturn,blocks-size_diff_LogReturn,n-transactions-total_diff_LogReturn,sp500_Volume_LogReturn,eurostoxx_Volume_LogReturn,dow30_Volume_LogReturn,nasdaq_Volume_LogReturn,oil_Volume_LogReturn,SSE_Volume_LogReturn,gold_Volume_LogReturn,nikkei225_Volume_LogReturn,sp500_Price_LogReturn,eurostoxx_Price_LogReturn,dow30_Price_LogReturn,nasdaq_Price_LogReturn,oil_Price_LogReturn,SSE_Price_LogReturn,gold_Price_LogReturn,vix_Price_LogReturn,nikkei225_Price_LogReturn,gbp_usd_Price_LogReturn,jpy_usd_Price_LogReturn,chf_usd_Price_LogReturn,cny_usd_Price_LogReturn,eur_usd_Price_LogReturn,ETH_Volume_LogReturn,XRP_Volume_LogReturn,USDT_Volume_LogReturn,LTC_Volume_LogReturn,BCH_Volume_LogReturn,BNB_Volume_LogReturn,XLM_Volume_LogReturn,EOS_Volume_LogReturn,XMR_Volume_LogReturn,XEM_Volume_LogReturn,NEO_Volume_LogReturn,IOTA_Volume_LogReturn,ZEC_Volume_LogReturn,ETC_Volume_LogReturn,WAVES_Volume_LogReturn,ETH_Price_LogReturn,XRP_Price_LogReturn,USDT_Price_LogReturn,LTC_Price_LogReturn,BCH_Price_LogReturn,BNB_Price_LogReturn,XLM_Price_LogReturn,EOS_Price_LogReturn,XMR_Price_LogReturn,XEM_Price_LogReturn,NEO_Price_LogReturn,IOTA_Price_LogReturn,ZEC_Price_LogReturn,ETC_Price_LogReturn,WAVES_Price_LogReturn
2017-09-08,1.0,0.00037278012039898556,-0.011669547330257046,-0.5433946975405064,0.055421138508916945,0.09195975059357231,-0.31585294941847764,0.5273473570532627,-0.005698020406804005,0.0,-0.020974370102553763,-0.16625886211873553,-0.1147030521215644,0.1405567516864874,0.08632171943529876,-0.04481401578979183,-0.029440937619217067,-0.3645326083664244,0.3177475796454443,-0.22290358348929828,-0.000891869802646994,0.08217771987952283,-0.11850236324238494,-0.021728969618911576,-0.024617511442055484,1.4953371554327077e-06,-3.064427960453031e-05,-7.766483695803572e-05,-0.015456063175637524,-0.1329590000548535,-0.14276215418062677,-0.11260476075280224,0.18320252584568486,-0.10832937553286648,0.34174929372205654,0.2635845180435723,-0.0014893555166484163,8.707488387216245e-06,0.0005969895539212899,-0.005905973033589973,-0.03267005809706136,-7.549686787555743e-05,0.0006683928972028852,0.04441709401752236,-0.006293721771108096,0.0,0.0,0.0,0.0,0.0,-0.7316840666928606,-1.0839999199975345,-0.9830533656690079,-0.6876640762047401,-1.2389534639307378,-0.9006206885270682,-0.7306710321512142,-0.5955495680522276,-1.4001221716274799,-0.31935811524192914,-0.8663630322423721,-1.1565170487481033,-0.21182290066394316,-0.7172985920491008,-0.08719536941352501,-0.007056880062399351,-0.001257893869765575,-0.002814289674088699,-0.026299698912834124,-0.06293439343893237,-0.00877301749252657,-0.0003460246298010311,-0.02271169877878798,-0.015039790321828228,-0.001085992288360288,-0.11913243439578158,0.01311346949768838,-0.0009353832538199214,-0.01915258687683785,-0.00879310558591162
2017-09-09,0.0,-0.06758319908349364,-0.027856845050667545,0.8754960101637828,-0.09964651967622495,-0.21393237949253674,-0.1274276096865039,-0.724856744439681,-0.034887254577531834,0.0,-0.11296107374674946,-0.4054198561792939,0.12393591278442084,-0.2928844808916775,-0.24896799808043646,-0.20252426411147462,-0.1589064571859531,-0.9729452767093818,-0.7192362698708701,-0.5355833167752557,0.00019267140860890208,-0.2447586077072188,-0.277396418501878,-0.024727224331546616,-0.03314786298267158,4.1137006380864705e-05,0.0001251065834555476,8.30888700811272e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2784143510622421,0.8274951104558426,0.3144956681098776,0.1243462438417211,0.2103947744928938,-0.20822913041965663,0.33849229571460526,-0.07960088601935311,0.25722580315590093,0.2950337254982429,0.13464703980486448,0.7593973265063525,0.06740539533358358,0.46892501694586386,0.01154972324293091,-0.01933913159169176,0.002505952456464622,0.0020964799895122344,-0.06784757008572928,-0.019151303406332865,-0.02398309439376578,-0.000812446123929212,-0.02936461781209243,-0.034184782392034485,-0.008152215660720497,0.033815318564930585,-0.04267215005170455,-0.004119464136900675,-0.08046962591782503,-0.008713884358407586
2017-09-10,1.0,0.0043053207403254135,-0.03011380760679927,-0.7541316045342761,0.02984744411917395,0.0825261840626954,0.5293148964467846,0.5446590491591539,-0.2026450007872569,0.0,-0.22093635825171098,-0.01111392588352711,-0.08634495496451322,-0.09370022356530683,-0.12005682316256383,0.15996464969267787,-0.13063682769434237,-0.2989718145963822,0.20661041612378916,-0.07133776658993796,-0.00032432323781250716,-0.1207587889979358,0.09938844165986893,-0.024005227694506637,-0.03035015645123229,-4.268294372167247e-05,-0.0002705817856405446,-0.00023958648063171495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004011713739880962,3.2971569740788964e-06,0.0010387981655706202,-0.0009476482197317004,-0.0005185518532987432,-0.20075933261802703,0.16675584083307982,-0.26343028102398947,-0.2513823740639367,-0.05245965413063303,0.4613884307850036,0.12274297171705584,-0.20127694143655894,-0.505230014743411,-0.5866611855481523,-0.6627253250058587,-0.3245797956025278,-0.17836405554980317,-0.3896593056737281,-0.1083268698507549,0.019769005367045622,0.0011617086731220139,-0.0021864308305447056,0.06830710153224828,0.001379881017334661,0.04216938283966787,0.0007121551717549877,-0.005125317640375937,0.0036993225049100076,-0.003945004328415408,-0.03735849707852035,0.041046030986715165,-0.019515451831183306,0.062405003745972465,-0.011637539675789732
2017-09-11,0.0,-0.02286867970831885,-0.019113618628697537,0.22401565513792576,0.024990211464063994,0.039570004341147325,-0.4683323861684334,-0.3326977390526209,0.23180158137177287,0.0,0.2104238696109757,0.10828214510632961,-0.04758591842500648,0.2657855186047513,0.2713980946529091,-0.10536051565782545,0.5058743485570698,0.3277002505483759,0.01605950616840346,0.2888156200830725,-0.000431871700087072,0.27535948852115055,-0.015056479298458214,2.825135409167956e-06,0.005220242391771546,-4.040247395309393e-05,-0.00011152125826896508,-9.275216381965379e-05,-0.003254353252213349,0.07581172207654419,0.07765828168773581,0.018719720189988465,-0.08569164590603862,0.09878606085547048,-1.3350010667323398,-0.3034403529827685,0.010776620518065272,0.013679355583228414,0.011837662083225453,0.011265914225445428,0.012096511563880696,0.003314530249504344,-0.011198325310028956,-0.11198815115296457,0.013958554499659215,-0.0012070731159605774,-9.741513272129576e-05,-0.00465558000004207,1.0169949351740426e-05,-0.0026472309451595066,0.27632971173875376,-0.3809010443184775,0.2573117428967464,0.15511255792988976,-0.0032340891601769783,0.33362574405269996,-0.20212648351400375,0.6898480501322926,0.2777038056642134,0.06987776962079195,0.3799795911762729,0.6054051095109152,0.1649113779678082,0.16005636507706456,0.07810525663826162,-0.010435620354543929,-0.0042397238033377305,0.002106655594554585,-0.027311728426003157,-0.052199192850638454,0.004860320534725737,-0.0006580369238209371,0.05900762487648592,-0.00755402382804693,-0.002360558092256909,-0.0403092726880554,0.0213808750566587,-0.004783302983994098,-0.01057002496058601,0.005955729319454983
2017-09-12,0.0,-0.008143738269875911,0.023796533889782978,-0.18183563538562808,-0.06674415948996726,-0.06659617929412409,0.12790970447431294,-0.3970923665973798,0.07738665428496816,0.0,0.07418247770438313,-0.06972828921129004,0.06189683680198721,0.02141649902295306,0.010743172124426437,0.16444943202783247,-0.10200763486793818,-0.31911277454580667,-0.01212656014441471,-0.2752020593785609,0.00021716059781695662,0.00859644065278431,0.07245296802908463,0.01857947183562314,0.02317916096760353,3.999991446335116e-05,0.0002657444406786169,0.00023359811219947346,-0.018655449742109198,-0.0072762149256071496,0.15327790950711417,-0.04164568144161507,-0.1359239081414092,0.2200327960373727,0.47000362924573524,0.13305478447120578,0.003356955658863292,0.004955997786252553,0.0027837365213283505,0.0034169955206646563,0.003255340589019884,0.0009082966119127178,-0.002254792387089033,-0.01287015808392189,0.011740920534833776,0.005145890728543989,-6.829407234536407e-05,-0.0019085539160895726,-9.348472472350822e-05,0.0006910408894829079,0.20195470124757975,0.1096298277758514,0.45828409714377116,0.041327086211854436,0.2174676831193203,-0.9532499685529032,-0.17712992846725228,-0.22396289133893887,0.7802895664045515,0.8554997870366137,-0.08840717687820998,-0.30951000034199083,0.214091361954047,-0.4827946892190873,-0.07387838283808179,-0.05031763694495073,-0.0070744920871742,-0.001372333415307181,-0.03913488605047455,-0.013387839975983695,-0.04958424463226496,-0.0009804830875439364,-0.06009147327766151,-0.00498180140325033,-0.012283375812328384,-0.042368046606966026,-0.022313779556835223,-0.05184524286652792,-0.02164669754973847,-0.08352471376292114
2017-09-13,0.0,-0.00684547140486913,-0.07413664759084782,0.18095524994985723,0.0014838968037160782,0.016700283204388988,-0.2890824367752911,0.09427263365096605,0.01058210810986182,0.0,-0.04407512870105634,-0.1067376699006104,-0.08602457178022815,-0.009757692551032093,0.02729443889092842,0.14118644404054348,0.15242636334031978,0.450714994737921,0.2552744233526276,0.1257928816334566,0.000592453222783007,0.024893103869299438,0.17362632323799154,-0.058204117603972705,-0.0753708009649019,4.187200297067761e-05,-8.061329162778463e-05,8.110582534470723e-06,0.04156701546333963,0.06281191560126587,-0.22236898645611092,0.10695858245680867,0.044672267717571046,-0.3381577835686471,0.06062462181643502,-0.061946406403595944,0.0007565313235176063,0.0030066192158546556,0.0017760242167881302,0.000915134984648347,0.021501877466271857,0.0013772354779888474,-0.003467234606099545,-0.006932430187221339,0.004500067279895603,-0.0035782381783920902,-2.3511487596798372e-05,-0.002045929141929692,-0.00014607283934783832,-0.003830282049535394,0.2509408153110755,0.36894487709473367,0.3256734008145834,0.40204433553768837,-0.2792051157737987,0.1197222713686159,0.5454682742426531,0.05968408267160186,0.4153122047156437,-0.1928899708992553,0.1250521440605752,-0.203669232268318,0.08487072208123081,0.7579053911769442,-0.09761940907745448,-0.2578138567742805,-0.03096386250031949,0.0002945658456163791,-0.3873416478532925,-0.3155816622267018,-0.14317596866564974,-0.0042341876490180706,-0.0755275041331206,-0.29013683924038425,-0.058038564568614115,-0.2323878583285679,-0.07452278849202199,-0.21496292799653638,-0.40004091594079316,-0.19032578501734454
2017-09-14,0.0,-0.07586414454158508,-0.027941983832629802,0.5764599221864728,0.05039000654656567,0.10576701316022774,0.5473694215432658,1.0356843652951864,-0.08796876239482998,0.0,-0.13986262474505295,0.1384303976965695,-0.1724331523224052,0.016735518039121544,0.01787058980648837,-0.27706250362431994,0.12249090617528147,0.5114185513979308,-0.3031056628682913,0.35457818910718686,0.0005683751097578238,0.020119928693778988,0.10040540855488089,-0.0753760885707313,-0.10359101368005952,-4.002049795559515e-05,1.0499609244263297e-05,2.418837063444812e-05,0.013685412724829149,-0.007972433807228896,0.019977939794038946,-0.0708965361633247,0.0029803081746440085,0.12857245731477285,2.925688429821064,0.10334665371928509,-0.0011008829676306675,0.0009473250687204171,0.002042247949578524,-0.004826510285896646,0.011661366669283968,-0.0037649500185210627,0.0009810398657004171,-0.005231086097334359,-0.002942937329493134,0.008284543513818798,4.862185471978496e-05,0.0011857673426248772,-0.0002548966331560043,0.0014171600056441802,0.49107231867363765,0.6404773275282309,0.41579500436343153,0.7291144968077887,1.0106055546915869,0.3891982778104204,0.9465455965359251,-0.0007161031558489128,0.27686020783751175,0.5583136577427545,0.18519706904778133,0.4812342699676293,0.25012079638345597,0.6800379622907151,0.33829133807232026,0.157089804377196,0.01465880831875177,0.001117655983196908,0.14464997460618667,0.14394426573569774,0.0695552679792042,0.0010468905704319152,0.037385764572982705,0.18238363508983557,0.039986710044666696,0.16755714827522583,0.024264145665871872,0.12989554235196277,0.10384401941887278,0.15670230005865515
2017-09-15,0.0,-0.18369438130047655,-0.13575900763002124,0.30000838832734544,0.02294154301893281,0.051849285614356866,0.005819609053264063,0.022185379799228855,0.03390154749919283,0.0,-0.07676072840497028,0.12772747039216803,-0.12195379024147979,0.14206562650668175,0.08578332728778726,0.1760421013091109,0.09940749381572722,0.8563957557158872,0.40891080243096933,0.2470847476416722,-0.00046679729263487957,0.07969041780074804,0.343292465426174,-0.09470374925643266,-0.13218547911472323,3.618492065982082e-07,3.444168211963472e-05,2.206136793603264e-05,0.35161274499670014,0.7778626359330012,0.5718697315692083,0.44426224775676104,-0.49178846341489013,-0.006801174249911668,-2.986313051637499,0.17750742433769773,0.001844739037177412,-0.0031033202206618427,0.0029167461003503092,0.0030109981990218415,0.0,-0.005294202939156278,-0.0032487859011549602,-0.023884329360505774,0.005139148874851784,0.0,0.0,0.0,0.0,0.0,-1.0005157848601272,-1.2311635078659862,-0.839168770780347,-1.0168098575264608,-0.813293206159404,-0.49149849331021045,-1.1829424160818203,-0.8509892430827115,-0.9063785013414751,-0.9083415243581356,-0.011912432744189516,-1.1381393119567456,-0.7046066939020967,-1.0847590069783948,-0.3318297785697908,-0.01580037633260556,-0.0019284448357721196,-0.001686926561654034,0.000928194539342897,0.03740276726435443,0.002491189075011002,-0.0003933200539663114,-0.022312954783490158,-0.04633722106342564,-0.003241058970572308,0.09743472668348918,0.0045347624071306325,-0.04836672265470998,-0.028254908926419908,-0.005705332385793183
2017-09-16,1.0,0.14204457796475367,0.11996436547437028,0.4057369238777824,-0.08077739714271615,-0.18336995278299106,0.0,-0.2949872373181659,-0.06305812808370881,0.0,0.027766072661497887,-0.37433065755275585,0.25081797033409714,-0.2695646528229201,-0.24655116919845455,-0.1760421013091109,-0.45583889168143976,-1.3092851856134065,-0.450276080391121,-0.8028112544417656,0.0017191852208782166,-0.23523382697447026,-0.6743255023751971,0.13040551846033832,0.16453670230478057,3.9213705026241996e-05,8.840978254198717e-05,9.195482986612546e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5098664925659406,-0.5415920591467795,-0.6731257359642306,-0.8296693887553381,-0.3461617952113336,-0.7982453822573188,-0.47916924817995366,0.438392746270857,-0.5512080456918476,-0.19211560031129338,-0.987952719034439,-0.5743060684738399,-0.2616341440977017,-0.9736134181763987,-0.2782140341679824,0.02089739363207066,-0.0005845236172034585,0.0022851213221292133,0.004696773841455837,-0.04723156394322725,-0.008130208742281098,-0.00048247326857487824,0.012836538387287821,-0.016155781166487415,-0.003121186440377177,-0.042236586838069634,0.006572445953455575,0.009832565952864414,0.008983681750021066,-0.02364976725211765
2017-09-17,0.0,-0.004971214288255865,-0.05396328978989473,-0.9740623586361643,-0.07290489048080012,-0.18424293099104805,-0.4818073852056788,-0.7576081152045875,0.04058527498433584,0.0,0.0012647000031513755,-0.18584264403339024,0.15669146459146743,-0.11524191290247643,-0.14380677195050673,-0.16279513444359828,-0.25352620465988096,0.24285179530953194,-0.2429856859889572,0.282337565620276,0.0011344975066869267,-0.14099506222506974,-0.2845280795589744,-0.03619025496557593,-0.0486784010957253,-4.151248162997945e-05,-0.00025134937262549784,-0.00025272214841365326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074966776537712665,-0.0001036232108876621,0.0003130310321221019,8.284400794791869e-05,0.0007073928553131825,0.970137787652213,0.5867455895635842,0.5891787444171541,0.5105932101703239,0.7261670627659278,1.071268775108278,0.721180017663448,0.04275353828986184,0.440916304895854,0.3475700049941395,0.39127745016537574,1.328899588848918,0.466565025427375,0.7535366732303004,0.18042051510503399,0.1528719743831468,0.00960668008347701,-0.0020753053515182307,0.13291539273265052,0.1321365000181105,0.06469936529461084,0.0022166622153587806,0.033571950458044286,0.06954265263288129,0.03625064196375122,0.06335459146503064,0.07039785746792526,0.10289142672964235,0.14872558784032464,0.1398925827013131
