Date,nasdaq_High,nasdaq_Low,nasdaq_Open,nasdaq_Close,nasdaq_Volume,nasdaq_AdjClose
2017-10-05,6587.2099609375,6547.64990234375,6552.8701171875,6585.35986328125,1875670000.0,6585.35986328125
2017-10-06,6590.18017578125,6566.83984375,6566.9501953125,6590.18017578125,1742470000.0,6590.18017578125
2017-10-07,,,,,,
2017-10-08,,,,,,
2017-10-09,6599.33984375,6572.43994140625,6597.3701171875,6579.72998046875,1490620000.0,6579.72998046875
2017-10-10,6608.2998046875,6561.77978515625,6602.490234375,6587.25,1799400000.0,6587.25
2017-10-11,6604.2099609375,6577.990234375,6586.72998046875,6603.5498046875,1830360000.0,6603.5498046875
2017-10-12,6613.5,6586.31982421875,6594.759765625,6591.509765625,2000470000.0,6591.509765625
2017-10-13,6616.580078125,6602.2001953125,6613.2099609375,6605.7998046875,1756150000.0,6605.7998046875
2017-10-14,,,,,,
2017-10-15,,,,,,
2017-10-16,6632.5,6607.02978515625,6622.5498046875,6624.0,1629480000.0,6624.0
2017-10-17,6628.60009765625,6613.2099609375,6621.419921875,6623.66015625,1647240000.0,6623.66015625
2017-10-18,6635.52001953125,6613.5498046875,6634.259765625,6624.22021484375,1734030000.0,6624.22021484375
2017-10-19,6605.2900390625,6558.52978515625,6583.7001953125,6605.06982421875,1823860000.0,6605.06982421875
2017-10-20,6640.02978515625,6622.919921875,6633.3701171875,6629.0498046875,1794810000.0,6629.0498046875
2017-10-21,,,,,,
2017-10-22,,,,,,
2017-10-23,6641.56982421875,6581.14990234375,6641.56982421875,6586.830078125,1809320000.0,6586.830078125
2017-10-24,6611.89990234375,6582.06005859375,6598.60986328125,6598.43017578125,1842640000.0,6598.43017578125
2017-10-25,6600.64013671875,6517.93017578125,6587.22021484375,6563.89013671875,2190720000.0,6563.89013671875
2017-10-26,6582.759765625,6550.02978515625,6567.58984375,6556.77001953125,2108210000.0,6556.77001953125
2017-10-27,6708.1298828125,6625.77978515625,6635.02978515625,6701.259765625,2403600000.0,6701.259765625
2017-10-28,,,,,,
2017-10-29,,,,,,
2017-10-30,6727.39013671875,6677.14990234375,6693.77001953125,6698.9599609375,2013640000.0,6698.9599609375
2017-10-31,6737.75,6705.7900390625,6713.7099609375,6727.669921875,2043890000.0,6727.669921875
2017-11-01,6759.66015625,6691.47998046875,6758.64013671875,6716.52978515625,2056860000.0,6716.52978515625
2017-11-02,6719.97021484375,6677.5498046875,6709.39013671875,6714.93994140625,2262940000.0,6714.93994140625
2017-11-03,6765.14013671875,6712.93017578125,6737.08984375,6764.43994140625,2195010000.0,6764.43994140625
2017-11-04,,,,,,
2017-11-05,,,,,,
2017-11-06,6790.669921875,6763.169921875,6763.2998046875,6786.43994140625,2166470000.0,6786.43994140625
2017-11-07,6795.52001953125,6750.35009765625,6785.43994140625,6767.77978515625,2205270000.0,6767.77978515625
2017-11-08,6791.64990234375,6753.33984375,6764.85009765625,6789.1201171875,2110990000.0,6789.1201171875
2017-11-09,6758.93017578125,6687.27978515625,6737.4501953125,6750.0498046875,2235180000.0,6750.0498046875
2017-11-10,6757.33984375,6727.35009765625,6736.39013671875,6750.93994140625,1973970000.0,6750.93994140625
2017-11-11,,,,,,
2017-11-12,,,,,,
2017-11-13,6766.2998046875,6723.43017578125,6727.39013671875,6757.60009765625,1973790000.0,6757.60009765625
2017-11-14,6743.6298828125,6709.27001953125,6733.8701171875,6737.8701171875,1983830000.0,6737.8701171875
2017-11-15,6725.31982421875,6667.31005859375,6700.68017578125,6706.2099609375,1908660000.0,6706.2099609375
2017-11-16,6806.669921875,6742.33984375,6742.33984375,6793.2900390625,2002920000.0,6793.2900390625
2017-11-17,6797.75,6777.43017578125,6794.4501953125,6782.7900390625,1988090000.0,6782.7900390625
2017-11-18,,,,,,
2017-11-19,,,,,,
2017-11-20,6795.830078125,6779.490234375,6789.27978515625,6790.7099609375,1800880000.0,6790.7099609375
2017-11-21,6862.66015625,6820.02001953125,6820.5498046875,6862.47998046875,1883550000.0,6862.47998046875
2017-11-22,6874.52001953125,6859.27978515625,6869.52978515625,6867.35986328125,1588200000.0,6867.35986328125
2017-11-23,,,,,,
2017-11-24,6890.02001953125,6873.740234375,6878.10986328125,6889.16015625,848520000.0,6889.16015625
2017-11-25,,,,,,
2017-11-26,,,,,,
2017-11-27,6897.43017578125,6867.89013671875,6889.91015625,6878.52001953125,1773400000.0,6878.52001953125
2017-11-28,6914.18994140625,6866.2099609375,6893.72021484375,6912.35986328125,2000410000.0,6912.35986328125
2017-11-29,6908.330078125,6793.9501953125,6907.27978515625,6824.39013671875,2452860000.0,6824.39013671875
2017-11-30,6888.64990234375,6838.47998046875,6852.7998046875,6873.97021484375,2458580000.0,6873.97021484375
2017-12-01,6872.169921875,6737.16015625,6844.0400390625,6847.58984375,2293570000.0,6847.58984375
2017-12-02,,,,,,
2017-12-03,,,,,,
2017-12-04,6899.22998046875,6770.68994140625,6897.1298828125,6775.3701171875,2426570000.0,6775.3701171875
2017-12-05,6836.4501953125,6752.31982421875,6759.14013671875,6762.2099609375,2083540000.0,6762.2099609375
2017-12-06,6787.419921875,6734.1298828125,6742.06982421875,6776.3798828125,1891850000.0,6776.3798828125
2017-12-07,6829.2900390625,6778.2001953125,6785.740234375,6812.83984375,1934120000.0,6812.83984375
2017-12-08,6870.47998046875,6831.60986328125,6859.9501953125,6840.080078125,1806040000.0,6840.080078125
2017-12-09,,,,,,
2017-12-10,,,,,,
2017-12-11,6879.7998046875,6844.8798828125,6847.64013671875,6875.080078125,1818970000.0,6875.080078125
2017-12-12,6884.7998046875,6856.2998046875,6872.7099609375,6862.31982421875,1861560000.0,6862.31982421875
2017-12-13,6897.6201171875,6871.8701171875,6880.41015625,6875.7998046875,1919560000.0,6875.7998046875
2017-12-14,6901.1298828125,6851.6298828125,6887.3798828125,6856.52978515625,1985200000.0,6856.52978515625
2017-12-15,6945.81982421875,6871.4501953125,6871.5498046875,6936.580078125,3510420000.0,6936.580078125
2017-12-16,,,,,,
2017-12-17,,,,,,
2017-12-18,7003.89013671875,6975.5400390625,6980.39990234375,6994.759765625,2144360000.0,6994.759765625
2017-12-19,6995.8798828125,6951.490234375,6991.25,6963.85009765625,2071060000.0,6963.85009765625
2017-12-20,6991.25,6935.419921875,6991.25,6960.9599609375,1874550000.0,6960.9599609375
2017-12-21,6992.6298828125,6961.2099609375,6972.8798828125,6965.35986328125,1815620000.0,6965.35986328125
2017-12-22,6962.259765625,6944.4501953125,6958.02001953125,6959.9599609375,1539250000.0,6959.9599609375
2017-12-23,,,,,,
2017-12-24,,,,,,
2017-12-25,,,,,,
2017-12-26,6942.14013671875,6915.56005859375,6928.919921875,6936.25,1304340000.0,6936.25
2017-12-27,6955.3798828125,6931.33984375,6941.4501953125,6939.33984375,1409540000.0,6939.33984375
2017-12-28,6954.7998046875,6936.75,6953.3798828125,6950.16015625,1311320000.0,6950.16015625
2017-12-29,6954.97998046875,6903.39013671875,6952.60986328125,6903.39013671875,1571730000.0,6903.39013671875
2017-12-30,,,,,,
2017-12-31,,,,,,
2018-01-01,,,,,,
2018-01-02,7006.91015625,6924.080078125,6937.64990234375,7006.89990234375,1914930000.0,7006.89990234375
2018-01-03,7069.14990234375,7016.7001953125,7017.06982421875,7065.52978515625,2166780000.0,7065.52978515625
2018-01-04,7098.0498046875,7072.3798828125,7089.5,7077.91015625,2098890000.0,7077.91015625
2018-01-05,7137.0400390625,7097.080078125,7105.740234375,7136.56005859375,2020900000.0,7136.56005859375
2018-01-06,,,,,,
2018-01-07,,,,,,
2018-01-08,7161.35009765625,7124.08984375,7135.3798828125,7157.39013671875,2051430000.0,7157.39013671875
2018-01-09,7181.14013671875,7148.2998046875,7174.18994140625,7163.580078125,2107300000.0,7163.580078125
2018-01-10,7154.240234375,7111.52001953125,7129.830078125,7153.56982421875,2122740000.0,7153.56982421875
2018-01-11,7211.77978515625,7163.22998046875,7168.72998046875,7211.77978515625,2009740000.0,7211.77978515625
2018-01-12,7265.259765625,7205.18017578125,7208.169921875,7261.06005859375,1976200000.0,7261.06005859375
2018-01-13,,,,,,
2018-01-14,,,,,,
2018-01-15,,,,,,
2018-01-16,7330.330078125,7205.93017578125,7307.18994140625,7223.68994140625,2377140000.0,7223.68994140625
2018-01-17,7309.35986328125,7229.31982421875,7257.77001953125,7298.27978515625,2238070000.0,7298.27978515625
2018-01-18,7313.89013671875,7276.10986328125,7293.64990234375,7296.0498046875,2026220000.0,7296.0498046875
2018-01-19,7336.3798828125,7297.27978515625,7312.0,7336.3798828125,1997270000.0,7336.3798828125
2018-01-20,,,,,,
2018-01-21,,,,,,
2018-01-22,7408.02978515625,7332.81005859375,7338.0400390625,7408.02978515625,2106070000.0,7408.02978515625
2018-01-23,7465.39013671875,7423.18017578125,7424.9501953125,7460.2900390625,2119840000.0,7460.2900390625
2018-01-24,7486.31982421875,7376.75,7474.16015625,7415.06005859375,2277010000.0,7415.06005859375
2018-01-25,7458.52978515625,7388.580078125,7457.9501953125,7411.16015625,2061450000.0,7411.16015625
2018-01-26,7505.77001953125,7431.22021484375,7448.330078125,7505.77001953125,2059010000.0,7505.77001953125
2018-01-27,,,,,,
2018-01-28,,,,,,
2018-01-29,7500.60986328125,7455.5498046875,7484.47021484375,7466.509765625,2103380000.0,7466.509765625
2018-01-30,7433.64990234375,7373.990234375,7388.89013671875,7402.47998046875,2163980000.0,7402.47998046875
2018-01-31,7453.990234375,7381.1201171875,7443.25,7411.47998046875,2407540000.0,7411.47998046875
2018-02-01,7441.08984375,7362.27978515625,7377.169921875,7385.85986328125,2291680000.0,7385.85986328125
2018-02-02,7364.43017578125,7238.18017578125,7347.58984375,7240.9501953125,2587770000.0,7240.9501953125
2018-02-03,,,,,,
2018-02-04,,,,,,
2018-02-05,7277.35986328125,6967.52978515625,7165.9599609375,6967.52978515625,3106870000.0,6967.52978515625
2018-02-06,7126.5498046875,6824.81982421875,6837.56005859375,7115.8798828125,3131030000.0,7115.8798828125
2018-02-07,7170.33984375,7051.52978515625,7086.2001953125,7051.97998046875,2366970000.0,7051.97998046875
2018-02-08,7073.990234375,6776.77001953125,7067.2998046875,6777.16015625,2707700000.0,6777.16015625
2018-02-09,6917.009765625,6630.669921875,6863.33984375,6874.490234375,3155990000.0,6874.490234375
2018-02-10,,,,,,
2018-02-11,,,,,,
2018-02-12,7023.6201171875,6879.68994140625,6936.68017578125,6981.9599609375,2240420000.0,6981.9599609375
2018-02-13,7025.68017578125,6938.16015625,6942.16015625,7013.509765625,1816670000.0,7013.509765625
2018-02-14,7152.0498046875,6977.06982421875,6979.240234375,7143.6201171875,2211460000.0,7143.6201171875
2018-02-15,7256.93017578125,7130.39013671875,7200.75,7256.43017578125,2110700000.0,7256.43017578125
2018-02-16,7303.259765625,7226.3798828125,7236.509765625,7239.47021484375,2019830000.0,7239.47021484375
2018-02-17,,,,,,
2018-02-18,,,,,,
2018-02-19,,,,,,
2018-02-20,7295.9501953125,7206.0,7209.02978515625,7234.31005859375,1911170000.0,7234.31005859375
2018-02-21,7338.64013671875,7218.10986328125,7258.47998046875,7218.22998046875,1946010000.0,7218.22998046875
2018-02-22,7280.93017578125,7194.83984375,7252.4599609375,7210.08984375,1911900000.0,7210.08984375
2018-02-23,7337.830078125,7232.5,7261.35009765625,7337.39013671875,1879460000.0,7337.39013671875
2018-02-24,,,,,,
2018-02-25,,,,,,
2018-02-26,7421.85009765625,7360.25,7373.2998046875,7421.4599609375,1866610000.0,7421.4599609375
2018-02-27,7438.08984375,7330.35009765625,7416.169921875,7330.35009765625,2155850000.0,7330.35009765625
2018-02-28,7386.7998046875,7273.009765625,7371.41015625,7273.009765625,2373880000.0,7273.009765625
2018-03-01,7307.85009765625,7117.66015625,7274.75,7180.56005859375,2489040000.0,7180.56005859375
2018-03-02,7267.18994140625,7084.830078125,7099.5400390625,7257.8701171875,2287320000.0,7257.8701171875
2018-03-03,,,,,,
2018-03-04,,,,,,
2018-03-05,7350.06982421875,7205.31005859375,7222.89013671875,7330.7099609375,2066350000.0,7330.7099609375
2018-03-06,7378.02978515625,7319.68017578125,7366.60986328125,7372.009765625,2112570000.0,7372.009765625
2018-03-07,7403.7900390625,7311.740234375,7311.740234375,7396.64990234375,2192230000.0,7396.64990234375
2018-03-08,7435.009765625,7391.5,7422.77001953125,7427.9501953125,2272110000.0,7427.9501953125
2018-03-09,7560.81005859375,7469.02978515625,7475.97998046875,7560.81005859375,2302930000.0,7560.81005859375
2018-03-10,,,,,,
2018-03-11,,,,,,
2018-03-12,7609.10009765625,7563.43994140625,7581.0400390625,7588.31982421875,2294440000.0,7588.31982421875
2018-03-13,7637.27001953125,7492.97998046875,7627.52001953125,7511.009765625,2448830000.0,7511.009765625
2018-03-14,7544.89013671875,7473.89990234375,7539.77978515625,7496.81005859375,2104450000.0,7496.81005859375
2018-03-15,7525.43994140625,7463.18994140625,7509.240234375,7481.740234375,1991570000.0,7481.740234375
2018-03-16,7514.2099609375,7473.68017578125,7504.3701171875,7481.990234375,3046990000.0,7481.990234375
2018-03-17,,,,,,
2018-03-18,,,,,,
2018-03-19,7421.22998046875,7285.27001953125,7419.2001953125,7344.240234375,2327430000.0,7344.240234375
2018-03-20,7380.740234375,7331.240234375,7353.25,7364.2998046875,1967690000.0,7364.2998046875
2018-03-21,7415.66015625,7325.35009765625,7347.5,7345.2900390625,1988390000.0,7345.2900390625
2018-03-22,7303.18994140625,7164.3798828125,7257.5498046875,7166.68017578125,2347160000.0,7166.68017578125
2018-03-23,7194.31005859375,6992.669921875,7170.68017578125,6992.669921875,2390410000.0,6992.669921875
2018-03-24,,,,,,
2018-03-25,,,,,,
2018-03-26,7225.830078125,7022.33984375,7125.2001953125,7220.5400390625,2326060000.0,7220.5400390625
2018-03-27,7255.5400390625,6963.68017578125,7255.47021484375,7008.81005859375,2325990000.0,7008.81005859375
2018-03-28,7036.08984375,6901.06982421875,6978.2998046875,6949.22998046875,2518670000.0,6949.22998046875
2018-03-29,7120.4599609375,6935.77978515625,6984.66015625,7063.4501953125,2554500000.0,7063.4501953125
2018-03-30,,,,,,
2018-03-31,,,,,,
2018-04-01,,,,,,
2018-04-02,7044.7099609375,6805.9599609375,7016.169921875,6870.1201171875,2394730000.0,6870.1201171875
2018-04-03,6963.7099609375,6835.22998046875,6924.35009765625,6941.27978515625,2328510000.0,6941.27978515625
2018-04-04,7059.2900390625,6811.77001953125,6811.77001953125,7042.10986328125,2254070000.0,7042.10986328125
2018-04-05,7112.3798828125,7036.6201171875,7099.25,7076.5498046875,2124660000.0,7076.5498046875
2018-04-06,7066.64013671875,6877.759765625,6999.56982421875,6915.10986328125,2350540000.0,6915.10986328125
2018-04-07,,,,,,
2018-04-08,,,,,,
2018-04-09,7074.9501953125,6944.9599609375,6971.4501953125,6950.33984375,2080900000.0,6950.33984375
2018-04-10,7117.97998046875,7014.8798828125,7060.990234375,7094.2998046875,2238770000.0,7094.2998046875
2018-04-11,7128.5400390625,7055.0,7055.0,7069.02978515625,1852120000.0,7069.02978515625
2018-04-12,7166.0,7105.08984375,7112.02001953125,7140.25,2021110000.0,7140.25
2018-04-13,7183.6201171875,7078.14013671875,7179.6201171875,7106.64990234375,1743640000.0,7106.64990234375
2018-04-14,,,,,,
2018-04-15,,,,,,
2018-04-16,7178.509765625,7115.85009765625,7153.8701171875,7156.27978515625,1795950000.0,7156.27978515625
2018-04-17,7298.58984375,7206.5498046875,7215.1201171875,7281.10009765625,1913230000.0,7281.10009765625
2018-04-18,7319.580078125,7259.89990234375,7292.3798828125,7295.240234375,1893220000.0,7295.240234375
2018-04-19,7277.4501953125,7215.169921875,7258.60986328125,7238.06005859375,1963950000.0,7238.06005859375
2018-04-20,7222.990234375,7123.490234375,7220.64013671875,7146.1298828125,1921790000.0,7146.1298828125
2018-04-21,,,,,,
2018-04-22,,,,,,
2018-04-23,7195.72021484375,7094.43017578125,7173.990234375,7128.60009765625,1737370000.0,7128.60009765625
2018-04-24,7171.669921875,6961.52001953125,7160.77001953125,7007.35009765625,2149250000.0,7007.35009765625
2018-04-25,7030.740234375,6926.97021484375,7009.990234375,7003.740234375,2026690000.0,7003.740234375
2018-04-26,7143.93994140625,7055.66015625,7080.490234375,7118.68017578125,2127140000.0,7118.68017578125
2018-04-27,7197.14990234375,7083.9501953125,7195.52001953125,7119.7998046875,2027530000.0,7119.7998046875
2018-04-28,,,,,,
2018-04-29,,,,,,
2018-04-30,7169.7998046875,7065.41015625,7133.9501953125,7066.27001953125,1987020000.0,7066.27001953125
2018-05-01,7133.27001953125,7036.18017578125,7053.64990234375,7130.7001953125,1929110000.0,7130.7001953125
2018-05-02,7169.4599609375,7094.72021484375,7138.4501953125,7100.89990234375,2144200000.0,7100.89990234375
2018-05-03,7112.58984375,6991.14013671875,7065.02978515625,7088.14990234375,2345740000.0,7088.14990234375
2018-05-04,7228.259765625,7057.89013671875,7065.669921875,7209.6201171875,2022230000.0,7209.6201171875
2018-05-05,,,,,,
2018-05-06,,,,,,
2018-05-07,7291.740234375,7235.759765625,7241.81982421875,7265.2099609375,1939980000.0,7265.2099609375
2018-05-08,7278.81005859375,7224.7001953125,7255.33984375,7266.89990234375,2054830000.0,7266.89990234375
2018-05-09,7344.7998046875,7259.0498046875,7281.52978515625,7339.91015625,2241480000.0,7339.91015625
2018-05-10,7414.14990234375,7353.6298828125,7355.89990234375,7404.97021484375,2233460000.0,7404.97021484375
2018-05-11,7417.669921875,7372.259765625,7393.97021484375,7402.8798828125,2083030000.0,7402.8798828125
2018-05-12,,,,,,
2018-05-13,,,,,,
2018-05-14,7458.419921875,7401.89013671875,7429.4501953125,7411.31982421875,2075670000.0,7411.31982421875
2018-05-15,7363.52001953125,7320.97021484375,7361.2998046875,7351.6298828125,2114040000.0,7351.6298828125
2018-05-16,7413.31982421875,7356.16015625,7356.22021484375,7398.2998046875,2083660000.0,7398.2998046875
2018-05-17,7425.39013671875,7350.4599609375,7379.580078125,7382.47021484375,1931700000.0,7382.47021484375
2018-05-18,7381.16015625,7343.97021484375,7364.33984375,7354.33984375,1966710000.0,7354.33984375
2018-05-19,,,,,,
2018-05-20,,,,,,
2018-05-21,7431.830078125,7368.2099609375,7406.33984375,7394.0400390625,1949100000.0,7394.0400390625
2018-05-22,7432.52978515625,7370.330078125,7420.85009765625,7378.4599609375,1908280000.0,7378.4599609375
2018-05-23,7426.77978515625,7334.6201171875,7335.02978515625,7425.9599609375,1980450000.0,7425.9599609375
2018-05-24,7435.3798828125,7357.5,7421.990234375,7424.43017578125,1992460000.0,7424.43017578125
2018-05-25,7452.85009765625,7415.580078125,7422.2001953125,7433.85009765625,1757660000.0,7433.85009765625
2018-05-26,,,,,,
2018-05-27,,,,,,
2018-05-28,,,,,,
2018-05-29,7435.1298828125,7354.2900390625,7398.509765625,7396.58984375,2087370000.0,7396.58984375
2018-05-30,7473.81005859375,7423.669921875,7428.41015625,7462.4501953125,2049450000.0,7462.4501953125
2018-05-31,7492.419921875,7431.41015625,7455.580078125,7442.1201171875,2514610000.0,7442.1201171875
2018-06-01,7557.3798828125,7487.22998046875,7487.66015625,7554.330078125,2208600000.0,7554.330078125
2018-06-02,,,,,,
2018-06-03,,,,,,
2018-06-04,7607.169921875,7561.2001953125,7570.080078125,7606.4599609375,2142790000.0,7606.4599609375
2018-06-05,7644.47998046875,7602.3798828125,7621.35986328125,7637.85986328125,2058630000.0,7637.85986328125
2018-06-06,7691.64990234375,7622.31005859375,7652.7998046875,7689.240234375,2191750000.0,7689.240234375
2018-06-07,7697.41015625,7597.66015625,7697.41015625,7635.06982421875,2328280000.0,7635.06982421875
2018-06-08,7653.580078125,7595.14013671875,7607.740234375,7645.509765625,1941580000.0,7645.509765625
2018-06-09,,,,,,
2018-06-10,,,,,,
2018-06-11,7677.2900390625,7642.8701171875,7647.240234375,7659.93017578125,1942940000.0,7659.93017578125
2018-06-12,7708.25,7669.52978515625,7673.8701171875,7703.7900390625,2006760000.0,7703.7900390625
2018-06-13,7748.9599609375,7686.64990234375,7713.89990234375,7695.7001953125,2172770000.0,7695.7001953125
2018-06-14,7768.60009765625,7723.52978515625,7723.52978515625,7761.0400390625,2188230000.0,7761.0400390625
2018-06-15,7755.72021484375,7704.33984375,7725.02978515625,7746.3798828125,3043790000.0,7746.3798828125
2018-06-16,,,,,,
2018-06-17,,,,,,
2018-06-18,7749.35986328125,7676.830078125,7692.9599609375,7747.02978515625,2093950000.0,7747.02978515625
2018-06-19,7727.41015625,7635.72998046875,7658.47021484375,7725.58984375,2269000000.0,7725.58984375
2018-06-20,7806.60009765625,7755.47998046875,7764.14990234375,7781.509765625,2305100000.0,7781.509765625
2018-06-21,7803.4501953125,7699.2001953125,7800.2998046875,7712.9501953125,2315880000.0,7712.9501953125
2018-06-22,7739.7099609375,7679.1201171875,7739.68994140625,7692.81982421875,3928340000.0,7692.81982421875
2018-06-23,,,,,,
2018-06-24,,,,,,
2018-06-25,7639.72998046875,7477.72998046875,7631.1201171875,7532.009765625,2415090000.0,7532.009765625
2018-06-26,7597.490234375,7527.0,7553.740234375,7561.6298828125,2058640000.0,7561.6298828125
2018-06-27,7610.669921875,7444.169921875,7586.330078125,7445.080078125,2306430000.0,7445.080078125
2018-06-28,7526.06982421875,7419.56005859375,7438.10986328125,7503.68017578125,2195400000.0,7503.68017578125
2018-06-29,7573.58984375,7502.9501953125,7544.1298828125,7510.2998046875,2192010000.0,7510.2998046875
2018-06-30,,,,,,
2018-07-01,,,,,,
2018-07-02,7568.10009765625,7443.10009765625,7451.89990234375,7567.68994140625,1767910000.0,7567.68994140625
2018-07-03,7594.330078125,7498.5,7593.6298828125,7502.669921875,1179310000.0,7502.669921875
2018-07-04,,,,,,
2018-07-05,7589.18994140625,7511.43017578125,7550.66015625,7586.43017578125,1745030000.0,7586.43017578125
2018-07-06,7695.81005859375,7588.64990234375,7595.93017578125,7688.39013671875,1704580000.0,7688.39013671875
2018-07-07,,,,,,
2018-07-08,,,,,,
2018-07-09,7757.27978515625,7702.06005859375,7731.740234375,7756.2001953125,1837330000.0,7756.2001953125
2018-07-10,7777.47998046875,7731.97998046875,7770.6298828125,7759.2001953125,1725210000.0,7759.2001953125
2018-07-11,7748.16015625,7696.580078125,7698.509765625,7716.60986328125,1761420000.0,7716.60986328125
2018-07-12,7825.669921875,7746.759765625,7752.7099609375,7823.919921875,1926110000.0,7823.919921875
2018-07-13,7843.52001953125,7803.33984375,7827.6201171875,7825.97998046875,1714140000.0,7825.97998046875
2018-07-14,,,,,,
2018-07-15,,,,,,
2018-07-16,7838.81982421875,7791.97998046875,7831.740234375,7805.72021484375,1730190000.0,7805.72021484375
2018-07-17,7867.14990234375,7749.60986328125,7751.97021484375,7855.1201171875,1740680000.0,7855.1201171875
2018-07-18,7863.77001953125,7822.830078125,7859.43017578125,7854.43994140625,1857670000.0,7854.43994140625
2018-07-19,7849.85009765625,7811.14990234375,7829.7998046875,7825.2998046875,1853030000.0,7825.2998046875
2018-07-20,7860.25,7815.85986328125,7843.080078125,7820.2001953125,1786250000.0,7820.2001953125
2018-07-21,,,,,,
2018-07-22,,,,,,
2018-07-23,7846.759765625,7776.5498046875,7806.93017578125,7841.8701171875,1654290000.0,7841.8701171875
2018-07-24,7928.7900390625,7814.330078125,7914.35009765625,7840.77001953125,2014850000.0,7840.77001953125
2018-07-25,7933.31005859375,7838.759765625,7839.08984375,7932.240234375,1902790000.0,7932.240234375
2018-07-26,7881.2998046875,7834.080078125,7848.0400390625,7852.18017578125,2263070000.0,7852.18017578125
2018-07-27,7889.75,7698.9599609375,7889.75,7737.419921875,2176170000.0,7737.419921875
2018-07-28,,,,,,
2018-07-29,,,,,,
2018-07-30,7740.259765625,7604.240234375,7735.27001953125,7630.0,2143410000.0,7630.0
2018-07-31,7709.490234375,7614.83984375,7654.58984375,7671.7900390625,2195050000.0,7671.7900390625
2018-08-01,7732.68017578125,7670.7099609375,7701.81982421875,7707.2900390625,2223550000.0,7707.2900390625
2018-08-02,7808.85009765625,7659.52001953125,7659.52001953125,7802.68994140625,2081300000.0,7802.68994140625
2018-08-03,7824.06005859375,7783.2998046875,7819.22998046875,7812.009765625,2018700000.0,7812.009765625
2018-08-04,,,,,,
2018-08-05,,,,,,
2018-08-06,7859.68017578125,7801.8798828125,7809.5400390625,7859.68017578125,2238170000.0,7859.68017578125
2018-08-07,7898.2001953125,7868.64990234375,7878.6201171875,7883.66015625,2197590000.0,7883.66015625
2018-08-08,7901.68994140625,7864.4599609375,7880.0,7888.330078125,2087850000.0,7888.330078125
2018-08-09,7923.35009765625,7881.06005859375,7886.52001953125,7891.77978515625,2032950000.0,7891.77978515625
2018-08-10,7866.18994140625,7818.3701171875,7834.7099609375,7839.10986328125,2095180000.0,7839.10986328125
2018-08-11,,,,,,
2018-08-12,,,,,,
2018-08-13,7888.66015625,7814.27001953125,7848.0,7819.7099609375,1914240000.0,7819.7099609375
2018-08-14,7878.22998046875,7815.5,7847.8798828125,7870.89013671875,1917360000.0,7870.89013671875
2018-08-15,7832.66015625,7732.68994140625,7810.02001953125,7774.1201171875,2286960000.0,7774.1201171875
