Date,nikkei225_High,nikkei225_Low,nikkei225_Open,nikkei225_Close,nikkei225_Volume,nikkei225_AdjClose
2017-12-24,,,,,,
2017-12-25,22948.830078125,22870.189453125,22909.41015625,22939.1796875,0.0,22939.1796875
2017-12-26,22950.150390625,22877.630859375,22922.94921875,22892.689453125,46400000.0,22892.689453125
2017-12-27,22936.16015625,22854.390625,22854.390625,22911.2109375,47200000.0,22911.2109375
2017-12-28,22954.44921875,22736.4296875,22912.05078125,22783.98046875,50300000.0,22783.98046875
2017-12-29,22881.2109375,22753.19921875,22831.490234375,22764.939453125,46500000.0,22764.939453125
2017-12-30,,,,,,
2017-12-31,,,,,,
2018-01-01,,,,,,
2018-01-02,,,,,,
2018-01-03,,,,,,
2018-01-04,23506.330078125,23065.19921875,23073.73046875,23506.330078125,102200000.0,23506.330078125
2018-01-05,23730.470703125,23520.51953125,23643.0,23714.529296875,101900000.0,23714.529296875
2018-01-06,,,,,,
2018-01-07,,,,,,
2018-01-08,,,,,,
2018-01-09,23952.609375,23789.029296875,23948.970703125,23849.990234375,94100000.0,23849.990234375
2018-01-10,23864.759765625,23755.44921875,23832.810546875,23788.19921875,88800000.0,23788.19921875
2018-01-11,23734.970703125,23601.83984375,23656.390625,23710.4296875,83700000.0,23710.4296875
2018-01-12,23743.05078125,23588.0703125,23719.66015625,23653.8203125,93700000.0,23653.8203125
2018-01-13,,,,,,
2018-01-14,,,,,,
2018-01-15,23833.26953125,23685.01953125,23827.98046875,23714.880859375,75400000.0,23714.880859375
2018-01-16,23962.0703125,23701.830078125,23721.169921875,23951.810546875,68500000.0,23951.810546875
2018-01-17,23891.630859375,23739.169921875,23783.419921875,23868.33984375,82200000.0,23868.33984375
2018-01-18,24084.419921875,23699.470703125,24078.9296875,23763.369140625,99400000.0,23763.369140625
2018-01-19,23872.689453125,23735.609375,23854.109375,23808.060546875,71800000.0,23808.060546875
2018-01-20,,,,,,
2018-01-21,,,,,,
2018-01-22,23816.330078125,23697.810546875,23797.83984375,23816.330078125,65200000.0,23816.330078125
2018-01-23,24129.33984375,23916.01953125,23924.400390625,24124.150390625,73400000.0,24124.150390625
2018-01-24,24072.76953125,23917.140625,24026.4296875,23940.779296875,79900000.0,23940.779296875
2018-01-25,23828.400390625,23649.029296875,23750.650390625,23669.490234375,81500000.0,23669.490234375
2018-01-26,23797.9609375,23592.279296875,23757.33984375,23631.880859375,87200000.0,23631.880859375
2018-01-27,,,,,,
2018-01-28,,,,,,
2018-01-29,23787.23046875,23580.169921875,23707.140625,23629.33984375,68800000.0,23629.33984375
2018-01-30,23581.98046875,23233.369140625,23559.330078125,23291.970703125,88800000.0,23291.970703125
2018-01-31,23375.380859375,23092.849609375,23205.23046875,23098.2890625,99800000.0,23098.2890625
2018-02-01,23492.76953125,23211.119140625,23276.099609375,23486.109375,101800000.0,23486.109375
2018-02-02,23367.9609375,23122.44921875,23361.669921875,23274.529296875,98600000.0,23274.529296875
2018-02-03,,,,,,
2018-02-04,,,,,,
2018-02-05,22967.689453125,22659.4296875,22921.16015625,22682.080078125,107600000.0,22682.080078125
2018-02-06,22277.44921875,21078.7109375,22267.0,21610.240234375,190100000.0,21610.240234375
2018-02-07,22353.869140625,21627.130859375,22001.2890625,21645.369140625,143500000.0,21645.369140625
2018-02-08,21977.029296875,21649.69921875,21721.5703125,21890.859375,104700000.0,21890.859375
2018-02-09,21510.30078125,21119.009765625,21507.740234375,21382.619140625,127600000.0,21382.619140625
2018-02-10,,,,,,
2018-02-11,,,,,,
2018-02-12,,,,,,
2018-02-13,21679.19921875,21211.529296875,21633.33984375,21244.6796875,114700000.0,21244.6796875
2018-02-14,21371.009765625,20950.150390625,21251.240234375,21154.169921875,103900000.0,21154.169921875
2018-02-15,21578.990234375,21308.919921875,21384.099609375,21464.98046875,86400000.0,21464.98046875
2018-02-16,21866.369140625,21499.880859375,21555.990234375,21720.25,77800000.0,21720.25
2018-02-17,,,,,,
2018-02-18,,,,,,
2018-02-19,22152.849609375,21858.330078125,21903.66015625,22149.2109375,68500000.0,22149.2109375
2018-02-20,22063.869140625,21831.44921875,22054.3203125,21925.099609375,67500000.0,21925.099609375
2018-02-21,22130.580078125,21836.73046875,21942.419921875,21970.810546875,77900000.0,21970.810546875
2018-02-22,21799.400390625,21626.849609375,21789.880859375,21736.439453125,77300000.0,21736.439453125
2018-02-23,21903.390625,21741.630859375,21789.720703125,21892.779296875,64600000.0,21892.779296875
2018-02-24,,,,,,
2018-02-25,,,,,,
2018-02-26,22226.529296875,22040.869140625,22134.640625,22153.630859375,64600000.0,22153.630859375
2018-02-27,22502.05078125,22325.0703125,22391.669921875,22389.859375,74300000.0,22389.859375
2018-02-28,22380.279296875,22068.240234375,22292.529296875,22068.240234375,88800000.0,22068.240234375
2018-03-01,21901.130859375,21645.220703125,21901.130859375,21724.470703125,90300000.0,21724.470703125
2018-03-02,21366.08984375,21088.9609375,21339.98046875,21181.640625,97100000.0,21181.640625
2018-03-03,,,,,,
2018-03-04,,,,,,
2018-03-05,21164.380859375,20937.259765625,21047.810546875,21042.08984375,87200000.0,21042.08984375
2018-03-06,21551.140625,21381.419921875,21390.19921875,21417.759765625,76400000.0,21417.759765625
2018-03-07,21484.080078125,21201.939453125,21261.9609375,21252.720703125,87000000.0,21252.720703125
2018-03-08,21488.16015625,21299.400390625,21488.16015625,21368.0703125,72100000.0,21368.0703125
2018-03-09,21884.44921875,21357.55078125,21594.220703125,21469.19921875,110500000.0,21469.19921875
2018-03-10,,,,,,
2018-03-11,,,,,,
2018-03-12,21971.16015625,21689.970703125,21826.099609375,21824.029296875,70600000.0,21824.029296875
2018-03-13,21968.099609375,21700.779296875,21742.44921875,21968.099609375,68100000.0,21968.099609375
2018-03-14,21881.08984375,21684.01953125,21764.990234375,21777.2890625,65000000.0,21777.2890625
2018-03-15,21825.970703125,21555.490234375,21704.140625,21803.94921875,65300000.0,21803.94921875
2018-03-16,21879.279296875,21632.849609375,21876.529296875,21676.509765625,75700000.0,21676.509765625
2018-03-17,,,,,,
2018-03-18,,,,,,
2018-03-19,21659.0390625,21366.880859375,21537.900390625,21480.900390625,67300000.0,21480.900390625
2018-03-20,21384.859375,21223.970703125,21297.98046875,21380.970703125,66500000.0,21380.970703125
2018-03-21,,,,,,
2018-03-22,21592.0,21349.7109375,21352.16015625,21591.990234375,82600000.0,21591.990234375
2018-03-23,21188.80078125,20559.609375,21188.80078125,20617.859375,121000000.0,20617.859375
2018-03-24,,,,,,
2018-03-25,,,,,,
2018-03-26,20766.099609375,20347.490234375,20423.369140625,20766.099609375,97500000.0,20766.099609375
2018-03-27,21317.3203125,20943.310546875,20958.900390625,21317.3203125,101900000.0,21317.3203125
2018-03-28,21031.310546875,20776.8203125,20893.05078125,21031.310546875,88100000.0,21031.310546875
2018-03-29,21298.5703125,20996.220703125,21250.9609375,21159.080078125,78900000.0,21159.080078125
2018-03-30,21512.80078125,21311.5,21392.419921875,21454.30078125,63600000.0,21454.30078125
2018-03-31,,,,,,
2018-04-01,,,,,,
2018-04-02,21597.470703125,21388.580078125,21441.5703125,21388.580078125,47500000.0,21388.580078125
2018-04-03,21333.5,21056.01953125,21115.48046875,21292.2890625,63800000.0,21292.2890625
2018-04-04,21415.849609375,21238.1796875,21415.849609375,21319.55078125,75600000.0,21319.55078125
2018-04-05,21737.66015625,21462.099609375,21541.1796875,21645.419921875,80700000.0,21645.419921875
2018-04-06,21742.83984375,21550.419921875,21633.73046875,21567.51953125,74400000.0,21567.51953125
2018-04-07,,,,,,
2018-04-08,,,,,,
2018-04-09,21737.08984375,21517.76953125,21534.330078125,21678.259765625,62100000.0,21678.259765625
2018-04-10,21933.990234375,21542.369140625,21599.669921875,21794.3203125,74700000.0,21794.3203125
2018-04-11,21837.359375,21687.099609375,21819.08984375,21687.099609375,69500000.0,21687.099609375
2018-04-12,21719.4296875,21591.390625,21657.869140625,21660.279296875,58400000.0,21660.279296875
2018-04-13,21917.349609375,21746.689453125,21801.41015625,21778.740234375,73100000.0,21778.740234375
2018-04-14,,,,,,
2018-04-15,,,,,,
2018-04-16,21879.689453125,21775.609375,21843.55078125,21835.529296875,53400000.0,21835.529296875
2018-04-17,21889.890625,21772.419921875,21801.830078125,21847.58984375,57400000.0,21847.58984375
2018-04-18,22194.109375,21914.9609375,21929.009765625,22158.19921875,70400000.0,22158.19921875
2018-04-19,22360.650390625,22176.859375,22231.859375,22191.1796875,79700000.0,22191.1796875
2018-04-20,22261.349609375,22076.630859375,22148.220703125,22162.240234375,69600000.0,22162.240234375
2018-04-21,,,,,,
2018-04-22,,,,,,
2018-04-23,22204.859375,22065.51953125,22157.880859375,22088.0390625,64000000.0,22088.0390625
2018-04-24,22304.689453125,22149.58984375,22228.8203125,22278.119140625,76500000.0,22278.119140625
2018-04-25,22228.779296875,22080.759765625,22118.619140625,22215.3203125,73300000.0,22215.3203125
2018-04-26,22381.66015625,22265.19921875,22278.76953125,22319.609375,72800000.0,22319.609375
2018-04-27,22495.560546875,22357.529296875,22466.66015625,22467.869140625,89100000.0,22467.869140625
2018-04-28,,,,,,
2018-04-29,,,,,,
2018-04-30,,,,,,
2018-05-01,22519.44921875,22411.4296875,22453.419921875,22508.029296875,89900000.0,22508.029296875
2018-05-02,22568.189453125,22426.55078125,22568.189453125,22472.779296875,70700000.0,22472.779296875
2018-05-03,,,,,,
2018-05-04,,,,,,
2018-05-05,,,,,,
2018-05-06,,,,,,
2018-05-07,22513.48046875,22350.91015625,22513.220703125,22467.16015625,69000000.0,22467.16015625
2018-05-08,22566.6796875,22423.23046875,22440.650390625,22508.689453125,77000000.0,22508.689453125
2018-05-09,22478.640625,22364.75,22463.009765625,22408.880859375,86000000.0,22408.880859375
2018-05-10,22530.640625,22418.75,22482.509765625,22497.1796875,73300000.0,22497.1796875
2018-05-11,22769.16015625,22545.470703125,22573.94921875,22758.48046875,80200000.0,22758.48046875
2018-05-12,,,,,,
2018-05-13,,,,,,
2018-05-14,22894.759765625,22683.640625,22705.30078125,22865.859375,68900000.0,22865.859375
2018-05-15,22912.060546875,22805.720703125,22889.470703125,22818.01953125,86400000.0,22818.01953125
2018-05-16,22796.140625,22695.83984375,22730.119140625,22717.23046875,80200000.0,22717.23046875
2018-05-17,22887.029296875,22799.16015625,22820.619140625,22838.369140625,75600000.0,22838.369140625
2018-05-18,22954.189453125,22867.30078125,22907.19921875,22930.359375,65300000.0,22930.359375
2018-05-19,,,,,,
2018-05-20,,,,,,
2018-05-21,23050.390625,22935.310546875,22937.580078125,23002.369140625,59100000.0,23002.369140625
2018-05-22,23031.669921875,22952.869140625,23025.94921875,22960.33984375,59400000.0,22960.33984375
2018-05-23,22949.73046875,22649.849609375,22868.7890625,22689.740234375,75000000.0,22689.740234375
2018-05-24,22644.689453125,22366.599609375,22621.2890625,22437.009765625,85600000.0,22437.009765625
2018-05-25,22509.359375,22318.150390625,22380.220703125,22450.7890625,70400000.0,22450.7890625
2018-05-26,,,,,,
2018-05-27,,,,,,
2018-05-28,22547.669921875,22410.91015625,22488.94921875,22481.08984375,52900000.0,22481.08984375
2018-05-29,22439.099609375,22240.390625,22431.94921875,22358.4296875,59800000.0,22358.4296875
2018-05-30,22079.23046875,21931.650390625,22051.970703125,22018.51953125,90500000.0,22018.51953125
2018-05-31,22254.419921875,22098.0,22163.400390625,22201.8203125,132400000.0,22201.8203125
2018-06-01,22316.91015625,22098.0390625,22126.25,22171.349609375,82500000.0,22171.349609375
2018-06-02,,,,,,
2018-06-03,,,,,,
2018-06-04,22515.720703125,22355.830078125,22365.08984375,22475.939453125,71900000.0,22475.939453125
2018-06-05,22602.130859375,22470.0390625,22552.169921875,22539.5390625,65800000.0,22539.5390625
2018-06-06,22662.8203125,22498.58984375,22520.310546875,22625.73046875,67900000.0,22625.73046875
2018-06-07,22856.369140625,22732.1796875,22748.720703125,22823.259765625,72200000.0,22823.259765625
2018-06-08,22879.0,22694.5,22799.380859375,22694.5,85200000.0,22694.5
2018-06-09,,,,,,
2018-06-10,,,,,,
2018-06-11,22856.080078125,22667.30078125,22686.94921875,22804.0390625,55700000.0,22804.0390625
2018-06-12,23011.5703125,22797.73046875,22977.220703125,22878.349609375,63900000.0,22878.349609375
2018-06-13,22993.259765625,22895.310546875,22896.169921875,22966.380859375,57000000.0,22966.380859375
2018-06-14,22898.390625,22738.609375,22842.9609375,22738.609375,72100000.0,22738.609375
2018-06-15,22885.83984375,22770.380859375,22883.240234375,22851.75,88500000.0,22851.75
2018-06-16,,,,,,
2018-06-17,,,,,,
2018-06-18,22806.890625,22601.130859375,22806.5703125,22680.330078125,65000000.0,22680.330078125
2018-06-19,22618.51953125,22278.48046875,22565.919921875,22278.48046875,79400000.0,22278.48046875
2018-06-20,22581.400390625,22167.16015625,22338.529296875,22555.4296875,88900000.0,22555.4296875
2018-06-21,22782.009765625,22491.080078125,22523.279296875,22693.0390625,76000000.0,22693.0390625
2018-06-22,22535.650390625,22414.1796875,22456.44921875,22516.830078125,85900000.0,22516.830078125
2018-06-23,,,,,,
2018-06-24,,,,,,
2018-06-25,22556.55078125,22312.7890625,22543.560546875,22338.150390625,60600000.0,22338.150390625
2018-06-26,22368.779296875,22104.119140625,22160.330078125,22342.0,71300000.0,22342.0
2018-06-27,22356.5390625,22205.33984375,22320.880859375,22271.76953125,65800000.0,22271.76953125
2018-06-28,22299.390625,22038.400390625,22195.189453125,22270.390625,70000000.0,22270.390625
2018-06-29,22332.8203125,22145.48046875,22314.470703125,22304.509765625,67900000.0,22304.509765625
2018-06-30,,,,,,
2018-07-01,,,,,,
2018-07-02,22312.25,21784.48046875,22233.80078125,21811.9296875,67100000.0,21811.9296875
2018-07-03,21927.810546875,21574.560546875,21889.060546875,21785.5390625,76500000.0,21785.5390625
2018-07-04,21784.0,21604.1796875,21679.0,21717.0390625,62200000.0,21717.0390625
2018-07-05,21751.5,21462.94921875,21697.439453125,21546.990234375,66700000.0,21546.990234375
2018-07-06,21866.16015625,21642.9609375,21647.66015625,21788.140625,71600000.0,21788.140625
2018-07-07,,,,,,
2018-07-08,,,,,,
2018-07-09,22105.94921875,21825.759765625,21838.529296875,22052.1796875,61200000.0,22052.1796875
2018-07-10,22321.599609375,22196.890625,22215.33984375,22196.890625,90700000.0,22196.890625
2018-07-11,22044.619140625,21744.25,22002.140625,21932.2109375,74900000.0,21932.2109375
2018-07-12,22233.51953125,22019.189453125,22036.869140625,22187.9609375,64400000.0,22187.9609375
2018-07-13,22692.859375,22316.51953125,22397.619140625,22597.349609375,72600000.0,22597.349609375
2018-07-14,,,,,,
2018-07-15,,,,,,
2018-07-16,22692.859375,22316.51953125,22397.619140625,22597.349609375,0.0,22597.349609375
2018-07-17,22832.220703125,22575.419921875,22605.73046875,22697.359375,75800000.0,22697.359375
2018-07-18,22949.3203125,22794.189453125,22917.51953125,22794.189453125,56500000.0,22794.189453125
2018-07-19,22926.470703125,22761.869140625,22871.619140625,22764.6796875,62400000.0,22764.6796875
2018-07-20,22869.98046875,22541.349609375,22734.560546875,22697.880859375,69700000.0,22697.880859375
2018-07-21,,,,,,
2018-07-22,,,,,,
2018-07-23,22507.169921875,22341.869140625,22480.330078125,22396.990234375,88000000.0,22396.990234375
2018-07-24,22555.05078125,22416.23046875,22555.05078125,22510.48046875,70400000.0,22510.48046875
2018-07-25,22645.66015625,22547.140625,22594.279296875,22614.25,58700000.0,22614.25
2018-07-26,22717.150390625,22549.76953125,22711.58984375,22586.869140625,69600000.0,22586.869140625
2018-07-27,22712.75,22593.19921875,22646.48046875,22712.75,73200000.0,22712.75
2018-07-28,,,,,,
2018-07-29,,,,,,
2018-07-30,22631.3203125,22518.939453125,22613.30078125,22544.83984375,76200000.0,22544.83984375
2018-07-31,22678.060546875,22352.2109375,22472.119140625,22553.720703125,115400000.0,22553.720703125
2018-08-01,22775.470703125,22615.98046875,22642.1796875,22746.69921875,100800000.0,22746.69921875
2018-08-02,22754.73046875,22464.810546875,22676.73046875,22512.529296875,94500000.0,22512.529296875
2018-08-03,22613.5,22490.5703125,22585.5390625,22525.1796875,71700000.0,22525.1796875
2018-08-04,,,,,,
2018-08-05,,,,,,
2018-08-06,22635.6796875,22486.740234375,22536.05078125,22507.3203125,67000000.0,22507.3203125
2018-08-07,22666.6796875,22499.05078125,22514.310546875,22662.740234375,69400000.0,22662.740234375
2018-08-08,22800.609375,22610.2890625,22666.560546875,22644.310546875,72800000.0,22644.310546875
2018-08-09,22648.880859375,22497.990234375,22591.5390625,22598.390625,61800000.0,22598.390625
2018-08-10,22608.859375,22272.689453125,22606.91015625,22298.080078125,73900000.0,22298.080078125
2018-08-11,,,,,,
2018-08-12,,,,,,
2018-08-13,22124.599609375,21851.3203125,22117.5703125,21857.4296875,77800000.0,21857.4296875
2018-08-14,22356.080078125,22047.189453125,22053.0703125,22356.080078125,59700000.0,22356.080078125
2018-08-15,22380.279296875,22110.2890625,22368.119140625,22204.220703125,61200000.0,22204.220703125
2018-08-16,22240.419921875,21871.69921875,21980.8203125,22192.0390625,77900000.0,22192.0390625
2018-08-17,22340.94921875,22244.099609375,22313.189453125,22270.380859375,56100000.0,22270.380859375
2018-08-18,,,,,,
2018-08-19,,,,,,
2018-08-20,22288.310546875,22150.75,22267.0703125,22199.0,46800000.0,22199.0
2018-08-21,22306.830078125,22053.140625,22110.5390625,22219.73046875,54500000.0,22219.73046875
2018-08-22,22390.19921875,22162.810546875,22270.0390625,22362.55078125,57100000.0,22362.55078125
2018-08-23,22463.029296875,22377.880859375,22420.669921875,22410.8203125,50100000.0,22410.8203125
2018-08-24,22602.240234375,22452.419921875,22484.009765625,22601.76953125,50400000.0,22601.76953125
2018-08-25,,,,,,
2018-08-26,,,,,,
2018-08-27,22838.060546875,22682.390625,22693.689453125,22799.640625,50200000.0,22799.640625
2018-08-28,23006.76953125,22813.470703125,22967.740234375,22813.470703125,60700000.0,22813.470703125
2018-08-29,22968.1796875,22819.970703125,22820.859375,22848.220703125,58800000.0,22848.220703125
2018-08-30,23032.169921875,22832.830078125,23020.1796875,22869.5,73900000.0,22869.5
2018-08-31,22890.609375,22678.029296875,22733.25,22865.150390625,68100000.0,22865.150390625
2018-09-01,,,,,,
2018-09-02,,,,,,
2018-09-03,22820.48046875,22684.4296875,22819.169921875,22707.380859375,49900000.0,22707.380859375
2018-09-04,22753.1796875,22612.150390625,22740.05078125,22696.900390625,52300000.0,22696.900390625
2018-09-05,22692.25,22570.51953125,22663.80078125,22580.830078125,65400000.0,22580.830078125
2018-09-06,22535.33984375,22416.630859375,22458.970703125,22487.939453125,62200000.0,22487.939453125
2018-09-07,22372.890625,22172.900390625,22351.83984375,22307.060546875,69800000.0,22307.060546875
2018-09-08,,,,,,
2018-09-09,,,,,,
2018-09-10,22396.880859375,22249.609375,22253.650390625,22373.08984375,55700000.0,22373.08984375
2018-09-11,22667.849609375,22457.099609375,22469.779296875,22664.689453125,76500000.0,22664.689453125
2018-09-12,22709.369140625,22522.169921875,22702.7109375,22604.609375,79800000.0,22604.609375
2018-09-13,22858.41015625,22643.880859375,22657.94921875,22821.3203125,75000000.0,22821.3203125
2018-09-14,23105.279296875,22965.48046875,23035.779296875,23094.669921875,102700000.0,23094.669921875
2018-09-15,,,,,,
2018-09-16,,,,,,
2018-09-17,,,,,,
2018-09-18,23481.529296875,23039.259765625,23042.189453125,23420.5390625,90600000.0,23420.5390625
2018-09-19,23842.05078125,23672.51953125,23754.9609375,23672.51953125,93600000.0,23672.51953125
2018-09-20,23781.75,23582.150390625,23752.7890625,23674.9296875,101600000.0,23674.9296875
