Date,eurostoxx_High,eurostoxx_Low,eurostoxx_Open,eurostoxx_Close,eurostoxx_Volume,eurostoxx_AdjClose
2017-10-19,3616.489990234375,3586.35009765625,3616.489990234375,3602.080078125,35701200.0,3602.080078125
2017-10-20,3617.52001953125,3600.050048828125,3608.75,3605.090087890625,34868200.0,3605.090087890625
2017-10-21,,,,,,
2017-10-22,,,,,,
2017-10-23,3625.64990234375,3597.080078125,3606.7099609375,3608.8701171875,25744300.0,3608.8701171875
2017-10-24,3624.72998046875,3605.030029296875,3606.639892578125,3610.68994140625,32719500.0,3610.68994140625
2017-10-25,3622.6201171875,3585.320068359375,3609.02001953125,3591.4599609375,33992400.0,3591.4599609375
2017-10-26,3639.81005859375,3580.2099609375,3593.989990234375,3637.199951171875,59793200.0,3637.199951171875
2017-10-27,3670.0,3642.7900390625,3642.7900390625,3652.22998046875,49498400.0,3652.22998046875
2017-10-28,,,,,,
2017-10-29,,,,,,
2017-10-30,3668.550048828125,3653.02001953125,3653.02001953125,3662.179931640625,34126200.0,3662.179931640625
2017-10-31,3677.659912109375,3662.77001953125,3664.68994140625,3673.949951171875,30555100.0,3673.949951171875
2017-11-01,3708.820068359375,3676.989990234375,3676.989990234375,3697.39990234375,37460100.0,3697.39990234375
2017-11-02,3698.56005859375,3673.25,3693.39990234375,3688.800048828125,34018300.0,3688.800048828125
2017-11-03,3694.030029296875,3677.389892578125,3691.570068359375,3689.9599609375,32880000.0,3689.9599609375
2017-11-04,,,,,,
2017-11-05,,,,,,
2017-11-06,3685.75,3670.469970703125,3684.260009765625,3682.360107421875,31342300.0,3682.360107421875
2017-11-07,3695.320068359375,3656.179931640625,3684.22998046875,3658.77001953125,37093200.0,3658.77001953125
2017-11-08,3667.68994140625,3642.10009765625,3660.7099609375,3655.0400390625,38064500.0,3655.0400390625
2017-11-09,3661.050048828125,3610.010009765625,3655.590087890625,3612.5,37485000.0,3612.5
2017-11-10,3620.010009765625,3591.14990234375,3614.909912109375,3593.760009765625,34786300.0,3593.760009765625
2017-11-11,,,,,,
2017-11-12,,,,,,
2017-11-13,3601.449951171875,3546.320068359375,3596.699951171875,3574.52001953125,33340500.0,3574.52001953125
2017-11-14,3588.330078125,3546.199951171875,3576.8798828125,3556.3798828125,32003600.0,3556.3798828125
2017-11-15,3554.050048828125,3519.35009765625,3554.050048828125,3545.719970703125,41867600.0,3545.719970703125
2017-11-16,3576.860107421875,3549.2900390625,3549.2900390625,3564.800048828125,33121600.0,3564.800048828125
2017-11-17,3572.159912109375,3541.219970703125,3564.9599609375,3547.4599609375,39252800.0,3547.4599609375
2017-11-18,,,,,,
2017-11-19,,,,,,
2017-11-20,3567.070068359375,3536.2099609375,3545.52001953125,3561.409912109375,29777400.0,3561.409912109375
2017-11-21,3591.530029296875,3551.39990234375,3557.27001953125,3579.320068359375,34863700.0,3579.320068359375
2017-11-22,3596.639892578125,3562.530029296875,3581.2099609375,3562.64990234375,30555800.0,3562.64990234375
2017-11-23,3581.010009765625,3545.570068359375,3558.219970703125,3572.070068359375,24346500.0,3572.070068359375
2017-11-24,3601.159912109375,3568.550048828125,3571.860107421875,3581.22998046875,24720400.0,3581.22998046875
2017-11-25,,,,,,
2017-11-26,,,,,,
2017-11-27,3596.7900390625,3564.02001953125,3576.179931640625,3564.02001953125,26808600.0,3564.02001953125
2017-11-28,3587.280029296875,3559.1298828125,3565.800048828125,3583.489990234375,25426600.0,3583.489990234375
2017-11-29,3619.429931640625,3585.510009765625,3593.830078125,3589.909912109375,38270700.0,3589.909912109375
2017-11-30,3614.60009765625,3569.929931640625,3593.530029296875,3569.929931640625,47792900.0,3569.929931640625
2017-12-01,3575.2900390625,3524.360107421875,3571.6298828125,3527.550048828125,41333300.0,3527.550048828125
2017-12-02,,,,,,
2017-12-03,,,,,,
2017-12-04,3585.679931640625,3536.3798828125,3536.3798828125,3576.219970703125,33517200.0,3576.219970703125
2017-12-05,3583.080078125,3552.340087890625,3572.780029296875,3570.570068359375,29933300.0,3570.570068359375
2017-12-06,3569.340087890625,3531.570068359375,3561.93994140625,3561.570068359375,32951300.0,3561.570068359375
2017-12-07,3579.52001953125,3558.5,3561.989990234375,3573.1298828125,29679100.0,3573.1298828125
2017-12-08,3612.389892578125,3577.0,3577.0,3591.449951171875,42235000.0,3591.449951171875
2017-12-09,,,,,,
2017-12-10,,,,,,
2017-12-11,3601.219970703125,3579.179931640625,3594.699951171875,3582.2099609375,31869600.0,3582.2099609375
2017-12-12,3600.35009765625,3568.530029296875,3584.669921875,3600.35009765625,38230500.0,3600.35009765625
2017-12-13,3601.889892578125,3581.75,3599.919921875,3581.75,40393000.0,3581.75
2017-12-14,3582.530029296875,3556.219970703125,3578.820068359375,3556.219970703125,42670200.0,3556.219970703125
2017-12-15,3562.659912109375,3542.85009765625,3554.3701171875,3560.530029296875,73310200.0,3560.530029296875
2017-12-16,,,,,,
2017-12-17,,,,,,
2017-12-18,3613.409912109375,3568.0,3568.0,3609.419921875,36414200.0,3609.419921875
2017-12-19,3613.570068359375,3581.949951171875,3609.179931640625,3582.219970703125,27675800.0,3582.219970703125
2017-12-20,3585.6201171875,3545.639892578125,3580.580078125,3552.64990234375,29665100.0,3552.64990234375
2017-12-21,3574.9599609375,3534.219970703125,3550.840087890625,3570.780029296875,32681200.0,3570.780029296875
2017-12-22,3565.989990234375,3548.469970703125,3565.989990234375,3553.389892578125,25161900.0,3553.389892578125
2017-12-23,,,,,,
2017-12-24,,,,,,
2017-12-25,,,,,,
2017-12-26,,,,,,
2017-12-27,3568.909912109375,3541.429931640625,3553.159912109375,3550.169921875,19890600.0,3550.169921875
2017-12-28,3549.75,3519.85009765625,3549.449951171875,3524.31005859375,22281700.0,3524.31005859375
2017-12-29,3524.239990234375,3503.199951171875,3524.1201171875,3503.9599609375,26964700.0,3503.9599609375
2017-12-30,,,,,,
2017-12-31,,,,,,
2018-01-01,,,,,,
2018-01-02,,,,,,
2018-01-03,3519.72998046875,3488.909912109375,3492.89990234375,3509.8798828125,33320900.0,3509.8798828125
2018-01-04,3580.469970703125,3520.840087890625,3520.840087890625,3568.8798828125,43638600.0,3568.8798828125
2018-01-05,3608.699951171875,3570.510009765625,3570.510009765625,3607.6298828125,35418700.0,3607.6298828125
2018-01-06,,,,,,
2018-01-07,,,,,,
2018-01-08,3624.739990234375,3608.820068359375,3610.969970703125,3616.449951171875,28252700.0,3616.449951171875
2018-01-09,3629.72998046875,3614.159912109375,3617.47998046875,3622.8701171875,31607400.0,3622.8701171875
2018-01-10,3625.35009765625,3599.139892578125,3619.8798828125,3609.830078125,53970300.0,3609.830078125
2018-01-11,3617.75,3588.070068359375,3613.989990234375,3595.239990234375,46094300.0,3595.239990234375
2018-01-12,3616.010009765625,3597.18994140625,3597.18994140625,3612.610107421875,36393700.0,3612.610107421875
2018-01-13,,,,,,
2018-01-14,,,,,,
2018-01-15,3623.43994140625,3603.469970703125,3612.72998046875,3611.81005859375,26023100.0,3611.81005859375
2018-01-16,3639.050048828125,3611.56005859375,3613.10009765625,3622.010009765625,35313300.0,3622.010009765625
2018-01-17,3624.679931640625,3603.300048828125,3613.090087890625,3612.780029296875,32889500.0,3612.780029296875
2018-01-18,3628.1298828125,3606.199951171875,3616.75,3620.909912109375,35454800.0,3620.909912109375
2018-01-19,3653.030029296875,3619.22998046875,3622.219970703125,3649.070068359375,38630400.0,3649.070068359375
2018-01-20,,,,,,
2018-01-21,,,,,,
2018-01-22,3665.530029296875,3644.860107421875,3650.780029296875,3665.280029296875,37015500.0,3665.280029296875
2018-01-23,3687.219970703125,3662.860107421875,3675.43994140625,3672.2900390625,36295000.0,3672.2900390625
2018-01-24,3674.5,3643.219970703125,3671.010009765625,3643.219970703125,33374800.0,3643.219970703125
2018-01-25,3659.330078125,3614.06005859375,3640.7099609375,3630.14990234375,39734400.0,3630.14990234375
2018-01-26,3652.47998046875,3630.429931640625,3631.2900390625,3647.409912109375,30212100.0,3647.409912109375
2018-01-27,,,,,,
2018-01-28,,,,,,
2018-01-29,3651.2099609375,3636.050048828125,3648.409912109375,3643.0400390625,34430500.0,3643.0400390625
2018-01-30,3633.35009765625,3601.389892578125,3633.260009765625,3606.75,42704700.0,3606.75
2018-01-31,3620.93994140625,3600.360107421875,3605.699951171875,3609.2900390625,40629300.0,3609.2900390625
2018-02-01,3636.219970703125,3567.199951171875,3616.159912109375,3577.35009765625,48185200.0,3577.35009765625
2018-02-02,3570.949951171875,3523.280029296875,3570.949951171875,3523.280029296875,48725900.0,3523.280029296875
2018-02-03,,,,,,
2018-02-04,,,,,,
2018-02-05,3517.239990234375,3474.85009765625,3517.239990234375,3478.77001953125,47868900.0,3478.77001953125
2018-02-06,3440.3798828125,3362.85009765625,3415.570068359375,3394.919921875,93391300.0,3394.919921875
2018-02-07,3465.89990234375,3402.340087890625,3408.10009765625,3454.52001953125,65113100.0,3454.52001953125
2018-02-08,3443.75,3360.5400390625,3433.18994140625,3377.300048828125,61156400.0,3377.300048828125
2018-02-09,3379.4599609375,3306.659912109375,3372.18994140625,3325.989990234375,69087800.0,3325.989990234375
2018-02-10,,,,,,
2018-02-11,,,,,,
2018-02-12,3387.070068359375,3334.169921875,3334.169921875,3368.25,42244300.0,3368.25
2018-02-13,3375.22998046875,3340.929931640625,3367.68994140625,3340.929931640625,37498900.0,3340.929931640625
2018-02-14,3381.1298828125,3314.5,3350.4599609375,3369.830078125,53478100.0,3369.830078125
2018-02-15,3414.340087890625,3373.909912109375,3373.909912109375,3389.6298828125,45342800.0,3389.6298828125
2018-02-16,3432.070068359375,3398.610107421875,3398.610107421875,3426.800048828125,47303400.0,3426.800048828125
2018-02-17,,,,,,
2018-02-18,,,,,,
2018-02-19,3436.679931640625,3404.090087890625,3432.530029296875,3407.7900390625,25091100.0,3407.7900390625
2018-02-20,3436.2099609375,3398.919921875,3407.659912109375,3435.080078125,35894900.0,3435.080078125
2018-02-21,3432.969970703125,3405.35009765625,3431.679931640625,3430.159912109375,33065400.0,3430.159912109375
2018-02-22,3440.18994140625,3393.280029296875,3418.530029296875,3431.989990234375,42800800.0,3431.989990234375
2018-02-23,3444.22998046875,3423.6201171875,3435.739990234375,3441.4599609375,36470600.0,3441.4599609375
2018-02-24,,,,,,
2018-02-25,,,,,,
2018-02-26,3469.97998046875,3449.159912109375,3449.159912109375,3463.179931640625,30538800.0,3463.179931640625
2018-02-27,3476.2099609375,3448.530029296875,3468.280029296875,3458.030029296875,36957000.0,3458.030029296875
2018-02-28,3462.97998046875,3434.0400390625,3451.469970703125,3438.9599609375,39160500.0,3438.9599609375
2018-03-01,3435.280029296875,3387.02001953125,3429.9599609375,3399.159912109375,40545700.0,3399.159912109375
2018-03-02,3386.5400390625,3316.75,3386.5400390625,3324.75,52208700.0,3324.75
2018-03-03,,,,,,
2018-03-04,,,,,,
2018-03-05,3360.449951171875,3309.25,3314.739990234375,3355.320068359375,46663500.0,3355.320068359375
2018-03-06,3390.81005859375,3357.860107421875,3366.56005859375,3357.860107421875,38461200.0,3357.860107421875
2018-03-07,3384.2900390625,3337.389892578125,3354.260009765625,3377.360107421875,34036300.0,3377.360107421875
2018-03-08,3419.330078125,3374.77001953125,3376.64990234375,3413.280029296875,37118800.0,3413.280029296875
2018-03-09,3435.0400390625,3403.06005859375,3410.949951171875,3420.5400390625,32613200.0,3420.5400390625
2018-03-10,,,,,,
2018-03-11,,,,,,
2018-03-12,3444.0400390625,3417.969970703125,3434.510009765625,3429.47998046875,29193100.0,3429.47998046875
2018-03-13,3446.419921875,3385.639892578125,3430.570068359375,3397.35009765625,40503400.0,3397.35009765625
2018-03-14,3417.0,3384.199951171875,3397.47998046875,3390.97998046875,36856200.0,3390.97998046875
2018-03-15,3419.010009765625,3391.110107421875,3394.31005859375,3414.1298828125,39660200.0,3414.1298828125
2018-03-16,3448.6298828125,3411.820068359375,3412.860107421875,3437.39990234375,92425200.0,3437.39990234375
2018-03-17,,,,,,
2018-03-18,,,,,,
2018-03-19,3430.60009765625,3386.860107421875,3430.60009765625,3394.7900390625,34391400.0,3394.7900390625
2018-03-20,3415.35009765625,3383.169921875,3398.8798828125,3412.080078125,29787300.0,3412.080078125
2018-03-21,3418.429931640625,3387.2900390625,3413.669921875,3401.0400390625,35368700.0,3401.0400390625
2018-03-22,3394.3798828125,3320.090087890625,3393.610107421875,3348.18994140625,51223100.0,3348.18994140625
2018-03-23,3339.699951171875,3279.4599609375,3339.699951171875,3298.070068359375,53737900.0,3298.070068359375
2018-03-24,,,,,,
2018-03-25,,,,,,
2018-03-26,3320.860107421875,3261.860107421875,3301.5,3278.719970703125,39603000.0,3278.719970703125
2018-03-27,3336.800048828125,3286.699951171875,3286.699951171875,3316.949951171875,36377200.0,3316.949951171875
2018-03-28,3331.25,3267.9599609375,3306.340087890625,3331.25,44944900.0,3331.25
2018-03-29,3379.3798828125,3333.25,3335.68994140625,3361.5,38215200.0,3361.5
2018-03-30,,,,,,
2018-03-31,,,,,,
2018-04-01,,,,,,
2018-04-02,,,,,,
2018-04-03,3359.1201171875,3324.449951171875,3349.02001953125,3346.929931640625,32815100.0,3346.929931640625
2018-04-04,3350.969970703125,3300.5,3345.760009765625,3340.35009765625,37763400.0,3340.35009765625
2018-04-05,3433.81005859375,3353.7099609375,3353.7099609375,3429.949951171875,41230700.0,3429.949951171875
2018-04-06,3421.72998046875,3399.969970703125,3419.93994140625,3408.10009765625,30666700.0,3408.10009765625
2018-04-07,,,,,,
2018-04-08,,,,,,
2018-04-09,3433.679931640625,3403.199951171875,3413.889892578125,3414.85009765625,26686400.0,3414.85009765625
2018-04-10,3445.340087890625,3425.820068359375,3425.820068359375,3438.780029296875,31290500.0,3438.780029296875
2018-04-11,3435.639892578125,3411.6298828125,3435.639892578125,3419.7099609375,30746800.0,3419.7099609375
2018-04-12,3447.52001953125,3413.679931640625,3419.60009765625,3443.969970703125,30055500.0,3443.969970703125
2018-04-13,3466.989990234375,3438.929931640625,3445.030029296875,3448.0,34046000.0,3448.0
2018-04-14,,,,,,
2018-04-15,,,,,,
2018-04-16,3455.030029296875,3435.580078125,3450.389892578125,3441.0400390625,23820900.0,3441.0400390625
2018-04-17,3486.530029296875,3444.389892578125,3444.389892578125,3477.909912109375,36527900.0,3477.909912109375
2018-04-18,3494.820068359375,3476.590087890625,3476.590087890625,3490.889892578125,33210400.0,3490.889892578125
2018-04-19,3495.389892578125,3478.6298828125,3492.909912109375,3486.60009765625,28539500.0,3486.60009765625
2018-04-20,3505.43994140625,3479.239990234375,3484.56005859375,3494.199951171875,40286100.0,3494.199951171875
2018-04-21,,,,,,
2018-04-22,,,,,,
2018-04-23,3514.64990234375,3482.27001953125,3494.070068359375,3513.06005859375,30662800.0,3513.06005859375
2018-04-24,3523.81005859375,3493.8798828125,3509.39990234375,3510.8798828125,42693800.0,3510.8798828125
2018-04-25,3500.60009765625,3464.35009765625,3500.60009765625,3485.830078125,40307100.0,3485.830078125
2018-04-26,3507.830078125,3477.22998046875,3485.969970703125,3506.030029296875,37767800.0,3506.030029296875
2018-04-27,3522.590087890625,3503.590087890625,3510.280029296875,3518.780029296875,0.0,3518.780029296875
2018-04-28,,,,,,
2018-04-29,,,,,,
2018-04-30,3538.169921875,3512.699951171875,3516.7099609375,3536.52001953125,35494300.0,3536.52001953125
2018-05-01,,,,,,
2018-05-02,3557.8701171875,3531.840087890625,3532.8701171875,3553.7900390625,40147300.0,3553.7900390625
2018-05-03,3549.139892578125,3523.0,3548.090087890625,3529.1201171875,33576300.0,3529.1201171875
2018-05-04,3550.590087890625,3524.47998046875,3531.39990234375,3550.590087890625,36786300.0,3550.590087890625
2018-05-05,,,,,,
2018-05-06,,,,,,
2018-05-07,3566.06005859375,3540.139892578125,3545.469970703125,3564.18994140625,24175300.0,3564.18994140625
2018-05-08,3564.72998046875,3541.93994140625,3562.510009765625,3557.8798828125,45606100.0,3557.8798828125
2018-05-09,3570.6298828125,3556.9599609375,3559.919921875,3569.739990234375,40470400.0,3569.739990234375
2018-05-10,,,,,,
2018-05-11,3569.719970703125,3556.219970703125,3565.14990234375,3565.52001953125,29161400.0,3565.52001953125
2018-05-12,,,,,,
2018-05-13,,,,,,
2018-05-14,3568.530029296875,3553.669921875,3564.89990234375,3565.739990234375,28251100.0,3565.739990234375
2018-05-15,3570.330078125,3552.22998046875,3562.4599609375,3564.2900390625,38018100.0,3564.2900390625
2018-05-16,3567.60009765625,3550.89990234375,3562.5400390625,3562.85009765625,52476400.0,3562.85009765625
2018-05-17,3592.179931640625,3562.239990234375,3562.239990234375,3592.179931640625,42534600.0,3592.179931640625
2018-05-18,3596.199951171875,3566.530029296875,3582.56005859375,3573.760009765625,69589500.0,3573.760009765625
2018-05-19,,,,,,
2018-05-20,,,,,,
2018-05-21,,,,,,
2018-05-22,3595.10009765625,3572.3798828125,3575.219970703125,3587.25,45140200.0,3587.25
2018-05-23,3580.669921875,3528.1201171875,3580.669921875,3541.820068359375,45535700.0,3541.820068359375
2018-05-24,3560.56005859375,3507.389892578125,3543.090087890625,3521.760009765625,43707900.0,3521.760009765625
2018-05-25,3551.820068359375,3493.610107421875,3526.429931640625,3515.360107421875,63560700.0,3515.360107421875
2018-05-26,,,,,,
2018-05-27,,,,,,
2018-05-28,3540.030029296875,3473.35009765625,3511.2900390625,3482.639892578125,47168000.0,3482.639892578125
2018-05-29,3467.090087890625,3398.320068359375,3467.090087890625,3428.139892578125,89633500.0,3428.139892578125
2018-05-30,3446.280029296875,3408.56005859375,3420.7900390625,3441.18994140625,70700300.0,3441.18994140625
2018-05-31,3455.14990234375,3391.010009765625,3445.070068359375,3406.64990234375,81586200.0,3406.64990234375
2018-06-01,3468.139892578125,3420.840087890625,3420.840087890625,3453.5400390625,61042200.0,3453.5400390625
2018-06-02,,,,,,
2018-06-03,,,,,,
2018-06-04,3485.330078125,3463.330078125,3465.25,3469.570068359375,42967500.0,3469.570068359375
2018-06-05,3497.320068359375,3456.7900390625,3467.260009765625,3456.7900390625,48256500.0,3456.7900390625
2018-06-06,3470.510009765625,3434.35009765625,3457.449951171875,3460.820068359375,52092300.0,3460.820068359375
2018-06-07,3489.9599609375,3449.68994140625,3468.52001953125,3459.77001953125,40522300.0,3459.77001953125
2018-06-08,3454.1201171875,3422.030029296875,3452.35009765625,3447.300048828125,42805700.0,3447.300048828125
2018-06-09,,,,,,
2018-06-10,,,,,,
2018-06-11,3483.699951171875,3451.5,3451.5,3480.219970703125,53029200.0,3480.219970703125
2018-06-12,3497.030029296875,3472.639892578125,3490.760009765625,3475.580078125,39420900.0,3475.580078125
2018-06-13,3488.1298828125,3464.260009765625,3475.2900390625,3479.56005859375,41411100.0,3479.56005859375
2018-06-14,3534.31005859375,3457.1201171875,3466.429931640625,3527.110107421875,53000600.0,3527.110107421875
2018-06-15,3540.639892578125,3505.02001953125,3528.7099609375,3505.02001953125,83540900.0,3505.02001953125
2018-06-16,,,,,,
2018-06-17,,,,,,
2018-06-18,3500.89990234375,3451.89990234375,3500.25,3466.64990234375,34900000.0,3466.64990234375
2018-06-19,3459.5400390625,3410.409912109375,3459.5400390625,3435.300048828125,38580500.0,3435.300048828125
2018-06-20,3461.64990234375,3437.239990234375,3443.510009765625,3439.60009765625,39039300.0,3439.60009765625
2018-06-21,3456.610107421875,3395.27001953125,3442.68994140625,3403.510009765625,39166000.0,3403.510009765625
2018-06-22,3441.60009765625,3407.2900390625,3407.2900390625,3441.60009765625,31632700.0,3441.60009765625
2018-06-23,,,,,,
2018-06-24,,,,,,
2018-06-25,3425.39990234375,3369.2099609375,3422.60009765625,3369.2099609375,32401000.0,3369.2099609375
2018-06-26,3387.090087890625,3363.330078125,3379.139892578125,3368.719970703125,32457600.0,3368.719970703125
2018-06-27,3424.60009765625,3340.85009765625,3368.1201171875,3397.1298828125,47042100.0,3397.1298828125
2018-06-28,3403.360107421875,3347.93994140625,3383.429931640625,3365.52001953125,37973900.0,3365.52001953125
2018-06-29,3420.969970703125,3389.43994140625,3389.43994140625,3395.60009765625,42864900.0,3395.60009765625
2018-06-30,,,,,,
2018-07-01,,,,,,
2018-07-02,3386.070068359375,3345.090087890625,3375.56005859375,3372.2099609375,35250000.0,3372.2099609375
2018-07-03,3420.3798828125,3379.010009765625,3382.679931640625,3406.340087890625,35457900.0,3406.340087890625
2018-07-04,3417.68994140625,3400.449951171875,3402.02001953125,3412.030029296875,25896300.0,3412.030029296875
2018-07-05,3459.909912109375,3411.239990234375,3411.239990234375,3440.919921875,39911900.0,3440.919921875
2018-07-06,3453.909912109375,3430.31005859375,3449.5,3448.489990234375,0.0,3448.489990234375
2018-07-07,,,,,,
2018-07-08,,,,,,
2018-07-09,3471.5,3451.9599609375,3458.449951171875,3460.43994140625,26456100.0,3460.43994140625
2018-07-10,3480.43994140625,3455.97998046875,3465.25,3473.31005859375,31956200.0,3473.31005859375
2018-07-11,3454.659912109375,3422.35009765625,3454.659912109375,3422.35009765625,33303100.0,3422.35009765625
2018-07-12,3446.550048828125,3418.06005859375,3427.2099609375,3445.489990234375,29511800.0,3445.489990234375
2018-07-13,3466.260009765625,3447.8701171875,3454.2900390625,3454.5400390625,0.0,3454.5400390625
2018-07-14,,,,,,
2018-07-15,,,,,,
2018-07-16,3464.389892578125,3441.8798828125,3455.169921875,3449.080078125,26040600.0,3449.080078125
2018-07-17,3461.929931640625,3429.9599609375,3445.340087890625,3457.5,31902200.0,3457.5
2018-07-18,3487.0,3468.510009765625,3468.510009765625,3485.080078125,32387600.0,3485.080078125
2018-07-19,3486.97998046875,3466.719970703125,3481.409912109375,3471.639892578125,30465500.0,3471.639892578125
2018-07-20,3481.830078125,3431.949951171875,3466.409912109375,3460.030029296875,42417800.0,3460.030029296875
2018-07-21,,,,,,
2018-07-22,,,,,,
2018-07-23,3460.39990234375,3439.679931640625,3453.909912109375,3454.050048828125,25330600.0,3454.050048828125
2018-07-24,3493.97998046875,3460.47998046875,3460.659912109375,3483.31005859375,35552400.0,3483.31005859375
2018-07-25,3486.0400390625,3460.0,3482.31005859375,3468.449951171875,31713400.0,3468.449951171875
2018-07-26,3509.3798828125,3472.820068359375,3472.820068359375,3509.260009765625,40454700.0,3509.260009765625
2018-07-27,3529.389892578125,3509.669921875,3512.739990234375,3527.179931640625,35125600.0,3527.179931640625
2018-07-28,,,,,,
2018-07-29,,,,,,
2018-07-30,3521.419921875,3511.89990234375,3517.56005859375,3512.31005859375,26136300.0,3512.31005859375
2018-07-31,3536.8701171875,3509.10009765625,3512.030029296875,3525.489990234375,44518000.0,3525.489990234375
2018-08-01,,,,,,
2018-08-02,3505.110107421875,3460.139892578125,3505.110107421875,3469.2099609375,51087800.0,3469.2099609375
2018-08-03,3491.469970703125,3470.260009765625,3474.820068359375,3482.39990234375,32494300.0,3482.39990234375
2018-08-04,,,,,,
2018-08-05,,,,,,
2018-08-06,3502.35009765625,3472.010009765625,3483.18994140625,3483.300048828125,28441200.0,3483.300048828125
2018-08-07,3514.969970703125,3487.030029296875,3487.030029296875,3504.3701171875,26982200.0,3504.3701171875
2018-08-08,3509.31005859375,3486.570068359375,3502.169921875,3493.60009765625,29478300.0,3493.60009765625
2018-08-09,3496.969970703125,3478.280029296875,3490.3701171875,3494.1298828125,26382100.0,3494.1298828125
2018-08-10,3486.31005859375,3413.679931640625,3486.31005859375,3426.280029296875,0.0,3426.280029296875
2018-08-11,,,,,,
2018-08-12,,,,,,
2018-08-13,3424.22998046875,3400.22998046875,3423.3701171875,3409.679931640625,40432900.0,3409.679931640625
2018-08-14,3435.1201171875,3398.3798828125,3415.080078125,3409.43994140625,33551400.0,3409.43994140625
2018-08-15,3422.860107421875,3349.139892578125,3411.27001953125,3359.080078125,37398100.0,3359.080078125
2018-08-16,3381.6298828125,3357.489990234375,3366.010009765625,3377.56005859375,34385700.0,3377.56005859375
2018-08-17,3385.739990234375,3354.300048828125,3378.489990234375,3372.93994140625,36330100.0,3372.93994140625
2018-08-18,,,,,,
2018-08-19,,,,,,
