Date,vix_High,vix_Low,vix_Open,vix_Close,vix_Volume,vix_AdjClose
2017-09-05,14.0600004196167,11.40999984741211,11.75,12.229999542236328,0.0,12.229999542236328
2017-09-06,12.59000015258789,11.350000381469727,12.270000457763672,11.630000114440918,0.0,11.630000114440918
2017-09-07,12.069999694824219,11.319999694824219,11.930000305175781,11.550000190734863,0.0,11.550000190734863
2017-09-08,12.600000381469727,11.84000015258789,11.869999885559082,12.119999885559082,0.0,12.119999885559082
2017-09-09,,,,,,
2017-09-10,,,,,,
2017-09-11,11.390000343322754,10.510000228881836,11.380000114440918,10.729999542236328,0.0,10.729999542236328
2017-09-12,10.949999809265137,10.289999961853027,10.65999984741211,10.579999923706055,0.0,10.579999923706055
2017-09-13,10.859999656677246,10.329999923706055,10.720000267028809,10.5,0.0,10.5
2017-09-14,11.039999961853027,10.279999732971191,10.569999694824219,10.4399995803833,0.0,10.4399995803833
2017-09-15,10.739999771118164,10.0,10.510000228881836,10.170000076293945,0.0,10.170000076293945
2017-09-16,,,,,,
2017-09-17,,,,,,
2017-09-18,10.420000076293945,9.880000114440918,10.180000305175781,10.149999618530273,0.0,10.149999618530273
2017-09-19,10.300000190734863,9.850000381469727,10.15999984741211,10.180000305175781,0.0,10.180000305175781
2017-09-20,10.670000076293945,9.670000076293945,10.039999961853027,9.779999732971191,0.0,9.779999732971191
2017-09-21,10.210000038146973,9.539999961853027,9.739999771118164,9.670000076293945,0.0,9.670000076293945
2017-09-22,10.199999809265137,9.5,9.899999618530273,9.59000015258789,0.0,9.59000015258789
2017-09-23,,,,,,
2017-09-24,,,,,,
2017-09-25,11.210000038146973,9.789999961853027,10.079999923706055,10.210000038146973,0.0,10.210000038146973
2017-09-26,10.680000305175781,9.9399995803833,10.420000076293945,10.170000076293945,0.0,10.170000076293945
2017-09-27,10.420000076293945,9.630000114440918,9.899999618530273,9.869999885559082,0.0,9.869999885559082
2017-09-28,10.130000114440918,9.550000190734863,9.739999771118164,9.550000190734863,0.0,9.550000190734863
2017-09-29,9.829999923706055,9.359999656677246,9.59000015258789,9.510000228881836,0.0,9.510000228881836
2017-09-30,,,,,,
2017-10-01,,,,,,
2017-10-02,10.039999961853027,9.369999885559082,9.59000015258789,9.449999809265137,0.0,9.449999809265137
2017-10-03,9.75,9.300000190734863,9.300000190734863,9.510000228881836,0.0,9.510000228881836
2017-10-04,9.880000114440918,9.529999732971191,9.529999732971191,9.630000114440918,0.0,9.630000114440918
2017-10-05,9.619999885559082,9.130000114440918,9.479999542236328,9.1899995803833,0.0,9.1899995803833
2017-10-06,10.270000457763672,9.109999656677246,9.229999542236328,9.649999618530273,0.0,9.649999618530273
2017-10-07,,,,,,
2017-10-08,,,,,,
2017-10-09,10.529999732971191,9.880000114440918,9.920000076293945,10.329999923706055,0.0,10.329999923706055
2017-10-10,10.65999984741211,9.9399995803833,10.149999618530273,10.079999923706055,0.0,10.079999923706055
2017-10-11,10.380000114440918,9.720000267028809,9.949999809265137,9.850000381469727,0.0,9.850000381469727
2017-10-12,10.329999923706055,9.649999618530273,9.9399995803833,9.90999984741211,0.0,9.90999984741211
