Date,sp500_High,sp500_Low,sp500_Open,sp500_Close,sp500_Volume,sp500_AdjClose
2017-11-02,2581.110107421875,2566.169921875,2579.4599609375,2579.85009765625,4048270000.0,2579.85009765625
2017-11-03,2588.419921875,2576.77001953125,2581.929931640625,2587.840087890625,3567710000.0,2587.840087890625
2017-11-04,,,,,,
2017-11-05,,,,,,
2017-11-06,2593.3798828125,2585.659912109375,2587.469970703125,2591.1298828125,3539080000.0,2591.1298828125
2017-11-07,2597.02001953125,2584.35009765625,2592.110107421875,2590.639892578125,3809650000.0,2590.639892578125
2017-11-08,2595.469970703125,2585.02001953125,2588.7099609375,2594.3798828125,3899360000.0,2594.3798828125
2017-11-09,2586.5,2566.330078125,2584.0,2584.6201171875,3831610000.0,2584.6201171875
2017-11-10,2583.81005859375,2575.570068359375,2580.179931640625,2582.300048828125,3486910000.0,2582.300048828125
2017-11-11,,,,,,
2017-11-12,,,,,,
2017-11-13,2587.659912109375,2574.47998046875,2576.530029296875,2584.840087890625,3402930000.0,2584.840087890625
2017-11-14,2579.659912109375,2566.56005859375,2577.75,2578.8701171875,3641760000.0,2578.8701171875
2017-11-15,2572.840087890625,2557.449951171875,2569.449951171875,2564.6201171875,3558890000.0,2564.6201171875
2017-11-16,2590.090087890625,2572.949951171875,2572.949951171875,2585.639892578125,3312710000.0,2585.639892578125
2017-11-17,2583.9599609375,2577.6201171875,2582.93994140625,2578.85009765625,3300160000.0,2578.85009765625
2017-11-18,,,,,,
2017-11-19,,,,,,
2017-11-20,2584.639892578125,2578.239990234375,2579.489990234375,2582.139892578125,3003540000.0,2582.139892578125
2017-11-21,2601.18994140625,2589.169921875,2589.169921875,2599.030029296875,3332720000.0,2599.030029296875
2017-11-22,2600.93994140625,2595.22998046875,2600.31005859375,2597.080078125,2762950000.0,2597.080078125
2017-11-23,,,,,,
2017-11-24,2604.2099609375,2600.419921875,2600.419921875,2602.419921875,1349780000.0,2602.419921875
2017-11-25,,,,,,
2017-11-26,,,,,,
2017-11-27,2606.409912109375,2598.8701171875,2602.659912109375,2601.419921875,3006860000.0,2601.419921875
2017-11-28,2627.68994140625,2605.43994140625,2605.93994140625,2627.0400390625,3488420000.0,2627.0400390625
2017-11-29,2634.889892578125,2620.320068359375,2627.820068359375,2626.070068359375,4078280000.0,2626.070068359375
2017-11-30,2657.739990234375,2633.929931640625,2633.929931640625,2647.580078125,4938490000.0,2647.580078125
2017-12-01,2650.6201171875,2605.52001953125,2645.10009765625,2642.219970703125,3942320000.0,2642.219970703125
2017-12-02,,,,,,
2017-12-03,,,,,,
2017-12-04,2665.18994140625,2639.030029296875,2657.18994140625,2639.43994140625,4023150000.0,2639.43994140625
2017-12-05,2648.719970703125,2627.72998046875,2639.780029296875,2629.570068359375,3539040000.0,2629.570068359375
2017-12-06,2634.409912109375,2624.75,2626.239990234375,2629.27001953125,3229000000.0,2629.27001953125
2017-12-07,2640.989990234375,2626.530029296875,2628.3798828125,2636.97998046875,3292400000.0,2636.97998046875
2017-12-08,2651.64990234375,2644.10009765625,2646.2099609375,2651.5,3106150000.0,2651.5
2017-12-09,,,,,,
2017-12-10,,,,,,
2017-12-11,2660.330078125,2651.469970703125,2652.18994140625,2659.989990234375,3091950000.0,2659.989990234375
2017-12-12,2669.719970703125,2659.780029296875,2661.72998046875,2664.110107421875,3555680000.0,2664.110107421875
2017-12-13,2671.8798828125,2662.85009765625,2667.590087890625,2662.85009765625,3542370000.0,2662.85009765625
2017-12-14,2668.090087890625,2652.010009765625,2665.8701171875,2652.010009765625,3430030000.0,2652.010009765625
2017-12-15,2679.6298828125,2659.139892578125,2660.6298828125,2675.81005859375,5723920000.0,2675.81005859375
2017-12-16,,,,,,
2017-12-17,,,,,,
2017-12-18,2694.969970703125,2685.919921875,2685.919921875,2690.159912109375,3724660000.0,2690.159912109375
2017-12-19,2694.43994140625,2680.739990234375,2692.7099609375,2681.469970703125,3368590000.0,2681.469970703125
2017-12-20,2691.010009765625,2676.110107421875,2688.179931640625,2679.25,3241030000.0,2679.25
2017-12-21,2692.639892578125,2682.39990234375,2683.02001953125,2684.570068359375,3273390000.0,2684.570068359375
2017-12-22,2685.35009765625,2678.1298828125,2684.219970703125,2683.340087890625,2399830000.0,2683.340087890625
2017-12-23,,,,,,
2017-12-24,,,,,,
2017-12-25,,,,,,
2017-12-26,2682.739990234375,2677.9599609375,2679.090087890625,2680.5,1968780000.0,2680.5
2017-12-27,2685.639892578125,2678.909912109375,2682.10009765625,2682.6201171875,2202080000.0,2682.6201171875
2017-12-28,2687.659912109375,2682.68994140625,2686.10009765625,2687.5400390625,2153330000.0,2687.5400390625
2017-12-29,2692.1201171875,2673.610107421875,2689.14990234375,2673.610107421875,2443490000.0,2673.610107421875
2017-12-30,,,,,,
2017-12-31,,,,,,
2018-01-01,,,,,,
2018-01-02,2695.889892578125,2682.360107421875,2683.72998046875,2695.81005859375,3367250000.0,2695.81005859375
2018-01-03,2714.3701171875,2697.77001953125,2697.85009765625,2713.06005859375,3538660000.0,2713.06005859375
2018-01-04,2729.2900390625,2719.070068359375,2719.31005859375,2723.989990234375,3695260000.0,2723.989990234375
2018-01-05,2743.449951171875,2727.919921875,2731.330078125,2743.14990234375,3236620000.0,2743.14990234375
2018-01-06,,,,,,
2018-01-07,,,,,,
2018-01-08,2748.510009765625,2737.60009765625,2742.669921875,2747.7099609375,3242650000.0,2747.7099609375
2018-01-09,2759.139892578125,2747.860107421875,2751.14990234375,2751.2900390625,3453480000.0,2751.2900390625
2018-01-10,2750.800048828125,2736.06005859375,2745.550048828125,2748.22998046875,3576350000.0,2748.22998046875
2018-01-11,2767.56005859375,2752.780029296875,2752.969970703125,2767.56005859375,3641320000.0,2767.56005859375
2018-01-12,2787.85009765625,2769.639892578125,2770.179931640625,2786.239990234375,3573970000.0,2786.239990234375
2018-01-13,,,,,,
2018-01-14,,,,,,
2018-01-15,,,,,,
2018-01-16,2807.5400390625,2768.639892578125,2798.9599609375,2776.419921875,4325970000.0,2776.419921875
2018-01-17,2807.0400390625,2778.3798828125,2784.989990234375,2802.56005859375,3778050000.0,2802.56005859375
2018-01-18,2805.830078125,2792.56005859375,2802.39990234375,2798.030029296875,3681470000.0,2798.030029296875
2018-01-19,2810.330078125,2798.080078125,2802.60009765625,2810.300048828125,3639430000.0,2810.300048828125
2018-01-20,,,,,,
2018-01-21,,,,,,
2018-01-22,2833.030029296875,2808.1201171875,2809.159912109375,2832.969970703125,3471780000.0,2832.969970703125
2018-01-23,2842.239990234375,2830.590087890625,2835.050048828125,2839.1298828125,3519650000.0,2839.1298828125
2018-01-24,2852.969970703125,2824.81005859375,2845.419921875,2837.5400390625,4014070000.0,2837.5400390625
2018-01-25,2848.56005859375,2830.93994140625,2846.239990234375,2839.25,3835150000.0,2839.25
2018-01-26,2872.8701171875,2846.179931640625,2847.47998046875,2872.8701171875,3443230000.0,2872.8701171875
2018-01-27,,,,,,
2018-01-28,,,,,,
2018-01-29,2870.6201171875,2851.47998046875,2867.22998046875,2853.530029296875,3573830000.0,2853.530029296875
2018-01-30,2837.75,2818.27001953125,2832.739990234375,2822.429931640625,3990650000.0,2822.429931640625
2018-01-31,2839.260009765625,2813.0400390625,2832.409912109375,2823.81005859375,4261280000.0,2823.81005859375
2018-02-01,2835.9599609375,2812.699951171875,2816.449951171875,2821.97998046875,3938450000.0,2821.97998046875
2018-02-02,2808.919921875,2759.969970703125,2808.919921875,2762.1298828125,4301130000.0,2762.1298828125
2018-02-03,,,,,,
2018-02-04,,,,,,
2018-02-05,2763.389892578125,2638.169921875,2741.06005859375,2648.93994140625,5283460000.0,2648.93994140625
2018-02-06,2701.0400390625,2593.070068359375,2614.780029296875,2695.139892578125,5891660000.0,2695.139892578125
2018-02-07,2727.669921875,2681.330078125,2690.949951171875,2681.659912109375,4626570000.0,2681.659912109375
2018-02-08,2685.27001953125,2580.56005859375,2685.010009765625,2581.0,5305440000.0,2581.0
2018-02-09,2638.669921875,2532.68994140625,2601.780029296875,2619.550048828125,5680070000.0,2619.550048828125
2018-02-10,,,,,,
2018-02-11,,,,,,
2018-02-12,2672.610107421875,2622.449951171875,2636.75,2656.0,4055790000.0,2656.0
2018-02-13,2668.840087890625,2637.080078125,2646.27001953125,2662.93994140625,3472870000.0,2662.93994140625
2018-02-14,2702.10009765625,2648.8701171875,2651.2099609375,2698.6298828125,4003740000.0,2698.6298828125
2018-02-15,2731.510009765625,2689.820068359375,2713.4599609375,2731.199951171875,3684910000.0,2731.199951171875
2018-02-16,2754.419921875,2725.110107421875,2727.139892578125,2732.219970703125,3637460000.0,2732.219970703125
2018-02-17,,,,,,
2018-02-18,,,,,,
2018-02-19,,,,,,
2018-02-20,2737.60009765625,2706.760009765625,2722.989990234375,2716.260009765625,3627610000.0,2716.260009765625
2018-02-21,2747.75,2701.2900390625,2720.530029296875,2701.330078125,3779400000.0,2701.330078125
2018-02-22,2731.260009765625,2697.77001953125,2710.419921875,2703.9599609375,3701270000.0,2703.9599609375
2018-02-23,2747.760009765625,2713.739990234375,2715.800048828125,2747.300048828125,3189190000.0,2747.300048828125
2018-02-24,,,,,,
2018-02-25,,,,,,
2018-02-26,2780.639892578125,2753.780029296875,2757.3701171875,2779.60009765625,3424650000.0,2779.60009765625
2018-02-27,2789.14990234375,2744.219970703125,2780.449951171875,2744.280029296875,3745080000.0,2744.280029296875
2018-02-28,2761.52001953125,2713.5400390625,2753.780029296875,2713.830078125,4230660000.0,2713.830078125
2018-03-01,2730.889892578125,2659.64990234375,2715.219970703125,2677.669921875,4503970000.0,2677.669921875
2018-03-02,2696.25,2647.320068359375,2658.889892578125,2691.25,3882450000.0,2691.25
2018-03-03,,,,,,
2018-03-04,,,,,,
2018-03-05,2728.090087890625,2675.75,2681.06005859375,2720.93994140625,3710810000.0,2720.93994140625
2018-03-06,2732.080078125,2711.260009765625,2730.179931640625,2728.1201171875,3370690000.0,2728.1201171875
2018-03-07,2730.60009765625,2701.739990234375,2710.179931640625,2726.800048828125,3393270000.0,2726.800048828125
2018-03-08,2740.449951171875,2722.64990234375,2732.75,2738.969970703125,3212320000.0,2738.969970703125
2018-03-09,2786.570068359375,2751.5400390625,2752.909912109375,2786.570068359375,3364100000.0,2786.570068359375
2018-03-10,,,,,,
2018-03-11,,,,,,
2018-03-12,2796.97998046875,2779.260009765625,2790.5400390625,2783.02001953125,3185020000.0,2783.02001953125
2018-03-13,2801.89990234375,2758.679931640625,2792.31005859375,2765.31005859375,3301650000.0,2765.31005859375
2018-03-14,2777.110107421875,2744.3798828125,2774.06005859375,2749.47998046875,3391360000.0,2749.47998046875
2018-03-15,2763.030029296875,2741.469970703125,2754.27001953125,2747.330078125,3500330000.0,2747.330078125
2018-03-16,2761.85009765625,2749.969970703125,2750.570068359375,2752.010009765625,5372340000.0,2752.010009765625
2018-03-17,,,,,,
2018-03-18,,,,,,
2018-03-19,2741.3798828125,2694.590087890625,2741.3798828125,2712.919921875,3302130000.0,2712.919921875
2018-03-20,2724.219970703125,2710.050048828125,2715.050048828125,2716.93994140625,3261030000.0,2716.93994140625
2018-03-21,2739.139892578125,2709.7900390625,2714.989990234375,2711.929931640625,3415510000.0,2711.929931640625
2018-03-22,2695.679931640625,2641.590087890625,2691.360107421875,2643.68994140625,3739800000.0,2643.68994140625
2018-03-23,2657.669921875,2585.889892578125,2646.7099609375,2588.260009765625,3815080000.0,2588.260009765625
2018-03-24,,,,,,
2018-03-25,,,,,,
2018-03-26,2661.360107421875,2601.81005859375,2619.35009765625,2658.550048828125,3511100000.0,2658.550048828125
2018-03-27,2674.780029296875,2596.1201171875,2667.570068359375,2612.6201171875,3706350000.0,2612.6201171875
2018-03-28,2632.64990234375,2593.06005859375,2611.300048828125,2605.0,3864500000.0,2605.0
2018-03-29,2659.070068359375,2609.719970703125,2614.409912109375,2640.8701171875,3565990000.0,2640.8701171875
2018-03-30,,,,,,
2018-03-31,,,,,,
2018-04-01,,,,,,
2018-04-02,2638.300048828125,2553.800048828125,2633.449951171875,2581.8798828125,3598520000.0,2581.8798828125
2018-04-03,2619.139892578125,2575.489990234375,2592.169921875,2614.449951171875,3392810000.0,2614.449951171875
2018-04-04,2649.860107421875,2573.610107421875,2584.0400390625,2644.68994140625,3350340000.0,2644.68994140625
2018-04-05,2672.080078125,2649.580078125,2657.360107421875,2662.840087890625,3178970000.0,2662.840087890625
2018-04-06,2656.8798828125,2586.27001953125,2645.820068359375,2604.469970703125,3299700000.0,2604.469970703125
2018-04-07,,,,,,
2018-04-08,,,,,,
2018-04-09,2653.550048828125,2610.7900390625,2617.179931640625,2613.159912109375,3062960000.0,2613.159912109375
2018-04-10,2665.449951171875,2635.780029296875,2638.409912109375,2656.8701171875,3543930000.0,2656.8701171875
2018-04-11,2661.429931640625,2639.25,2643.889892578125,2642.18994140625,3020760000.0,2642.18994140625
2018-04-12,2674.719970703125,2653.830078125,2653.830078125,2663.989990234375,3021320000.0,2663.989990234375
2018-04-13,2680.260009765625,2645.050048828125,2676.89990234375,2656.300048828125,2960910000.0,2656.300048828125
2018-04-14,,,,,,
2018-04-15,,,,,,
2018-04-16,2686.489990234375,2665.159912109375,2670.10009765625,2677.840087890625,3019700000.0,2677.840087890625
2018-04-17,2713.340087890625,2692.050048828125,2692.739990234375,2706.389892578125,3234360000.0,2706.389892578125
2018-04-18,2717.489990234375,2703.6298828125,2710.110107421875,2708.639892578125,3383410000.0,2708.639892578125
2018-04-19,2702.840087890625,2681.89990234375,2701.159912109375,2693.1298828125,3349370000.0,2693.1298828125
2018-04-20,2693.93994140625,2660.610107421875,2692.56005859375,2670.139892578125,3388590000.0,2670.139892578125
2018-04-21,,,,,,
2018-04-22,,,,,,
2018-04-23,2682.860107421875,2657.989990234375,2675.39990234375,2670.2900390625,3017480000.0,2670.2900390625
2018-04-24,2683.550048828125,2617.320068359375,2680.800048828125,2634.56005859375,3706740000.0,2634.56005859375
2018-04-25,2645.300048828125,2612.669921875,2634.919921875,2639.39990234375,3499440000.0,2639.39990234375
2018-04-26,2676.47998046875,2647.159912109375,2651.64990234375,2666.93994140625,3665720000.0,2666.93994140625
2018-04-27,2677.35009765625,2659.010009765625,2675.469970703125,2669.909912109375,3219030000.0,2669.909912109375
2018-04-28,,,,,,
2018-04-29,,,,,,
2018-04-30,2682.8701171875,2648.0400390625,2682.510009765625,2648.050048828125,3734530000.0,2648.050048828125
2018-05-01,2655.27001953125,2625.409912109375,2642.9599609375,2654.800048828125,3559850000.0,2654.800048828125
2018-05-02,2660.8701171875,2631.699951171875,2654.239990234375,2635.669921875,4010770000.0,2635.669921875
2018-05-03,2637.139892578125,2594.6201171875,2628.080078125,2629.72998046875,3851470000.0,2629.72998046875
2018-05-04,2670.929931640625,2615.320068359375,2621.449951171875,2663.419921875,3327220000.0,2663.419921875
2018-05-05,,,,,,
2018-05-06,,,,,,
2018-05-07,2683.35009765625,2664.699951171875,2680.340087890625,2672.6298828125,3237960000.0,2672.6298828125
2018-05-08,2676.340087890625,2655.199951171875,2670.260009765625,2671.919921875,3717570000.0,2671.919921875
2018-05-09,2701.27001953125,2674.139892578125,2678.1201171875,2697.7900390625,3909500000.0,2697.7900390625
2018-05-10,2726.110107421875,2704.5400390625,2705.02001953125,2723.070068359375,3333050000.0,2723.070068359375
2018-05-11,2732.860107421875,2717.449951171875,2722.699951171875,2727.719970703125,2862700000.0,2727.719970703125
2018-05-12,,,,,,
2018-05-13,,,,,,
2018-05-14,2742.10009765625,2725.469970703125,2738.469970703125,2730.1298828125,2972660000.0,2730.1298828125
2018-05-15,2718.590087890625,2701.909912109375,2718.590087890625,2711.449951171875,3290680000.0,2711.449951171875
2018-05-16,2727.760009765625,2712.169921875,2712.6201171875,2722.4599609375,3202670000.0,2722.4599609375
2018-05-17,2731.9599609375,2711.360107421875,2719.7099609375,2720.1298828125,3475400000.0,2720.1298828125
2018-05-18,2719.5,2709.179931640625,2717.35009765625,2712.969970703125,3368690000.0,2712.969970703125
2018-05-19,,,,,,
2018-05-20,,,,,,
2018-05-21,2739.18994140625,2725.699951171875,2735.389892578125,2733.010009765625,3019890000.0,2733.010009765625
2018-05-22,2742.239990234375,2721.8798828125,2738.340087890625,2724.43994140625,3366310000.0,2724.43994140625
2018-05-23,2733.330078125,2709.5400390625,2713.97998046875,2733.2900390625,3326290000.0,2733.2900390625
2018-05-24,2731.969970703125,2707.3798828125,2730.93994140625,2727.760009765625,3256030000.0,2727.760009765625
2018-05-25,2727.360107421875,2714.989990234375,2723.60009765625,2721.330078125,2995260000.0,2721.330078125
2018-05-26,,,,,,
2018-05-27,,,,,,
2018-05-28,,,,,,
2018-05-29,2710.669921875,2676.81005859375,2705.110107421875,2689.860107421875,3736890000.0,2689.860107421875
2018-05-30,2729.340087890625,2702.429931640625,2702.429931640625,2724.010009765625,3561050000.0,2724.010009765625
2018-05-31,2722.5,2700.679931640625,2720.97998046875,2705.27001953125,4235370000.0,2705.27001953125
2018-06-01,2736.929931640625,2718.699951171875,2718.699951171875,2734.6201171875,3684130000.0,2734.6201171875
2018-06-02,,,,,,
2018-06-03,,,,,,
2018-06-04,2749.159912109375,2740.5400390625,2741.669921875,2746.8701171875,3376510000.0,2746.8701171875
2018-06-05,2752.610107421875,2739.510009765625,2748.4599609375,2748.800048828125,3517790000.0,2748.800048828125
2018-06-06,2772.389892578125,2748.4599609375,2753.25,2772.35009765625,3651640000.0,2772.35009765625
2018-06-07,2779.89990234375,2760.159912109375,2774.840087890625,2770.3701171875,3711330000.0,2770.3701171875
2018-06-08,2779.389892578125,2763.590087890625,2765.840087890625,2779.030029296875,3123210000.0,2779.030029296875
2018-06-09,,,,,,
2018-06-10,,,,,,
2018-06-11,2790.2099609375,2780.169921875,2780.179931640625,2782.0,3232330000.0,2782.0
2018-06-12,2789.800048828125,2778.780029296875,2785.60009765625,2786.85009765625,3401010000.0,2786.85009765625
2018-06-13,2791.469970703125,2774.64990234375,2787.93994140625,2775.6298828125,3779230000.0,2775.6298828125
2018-06-14,2789.06005859375,2776.52001953125,2783.2099609375,2782.489990234375,3526890000.0,2782.489990234375
2018-06-15,2782.81005859375,2761.72998046875,2777.780029296875,2779.659912109375,5428790000.0,2779.659912109375
2018-06-16,,,,,,
2018-06-17,,,,,,
2018-06-18,2774.989990234375,2757.1201171875,2765.7900390625,2773.75,3287150000.0,2773.75
2018-06-19,2765.050048828125,2743.18994140625,2752.010009765625,2762.590087890625,3661470000.0,2762.590087890625
2018-06-20,2774.860107421875,2763.909912109375,2769.72998046875,2767.320068359375,3327600000.0,2767.320068359375
2018-06-21,2769.280029296875,2744.389892578125,2769.280029296875,2749.760009765625,3300060000.0,2749.760009765625
2018-06-22,2764.169921875,2752.679931640625,2760.7900390625,2754.8798828125,5450550000.0,2754.8798828125
2018-06-23,,,,,,
2018-06-24,,,,,,
2018-06-25,2742.93994140625,2698.669921875,2742.93994140625,2717.070068359375,3655080000.0,2717.070068359375
2018-06-26,2732.909912109375,2715.60009765625,2722.1201171875,2723.06005859375,3555090000.0,2723.06005859375
2018-06-27,2746.090087890625,2699.3798828125,2728.449951171875,2699.6298828125,3776090000.0,2699.6298828125
2018-06-28,2724.340087890625,2691.989990234375,2698.68994140625,2716.31005859375,3428140000.0,2716.31005859375
2018-06-29,2743.260009765625,2718.030029296875,2727.1298828125,2718.3701171875,3565620000.0,2718.3701171875
2018-06-30,,,,,,
2018-07-01,,,,,,
2018-07-02,2727.260009765625,2698.949951171875,2704.949951171875,2726.7099609375,3073650000.0,2726.7099609375
2018-07-03,2736.580078125,2711.159912109375,2733.27001953125,2713.219970703125,1911470000.0,2713.219970703125
2018-07-04,,,,,,
2018-07-05,2737.830078125,2716.02001953125,2724.18994140625,2736.610107421875,2953420000.0,2736.610107421875
2018-07-06,2764.409912109375,2733.52001953125,2737.679931640625,2759.820068359375,2554780000.0,2759.820068359375
2018-07-07,,,,,,
2018-07-08,,,,,,
2018-07-09,2784.64990234375,2770.72998046875,2775.6201171875,2784.169921875,3050040000.0,2784.169921875
2018-07-10,2795.580078125,2786.239990234375,2788.56005859375,2793.840087890625,3063850000.0,2793.840087890625
2018-07-11,2785.909912109375,2770.77001953125,2779.820068359375,2774.02001953125,2964740000.0,2774.02001953125
2018-07-12,2799.219970703125,2781.530029296875,2783.139892578125,2798.2900390625,2821690000.0,2798.2900390625
2018-07-13,2804.530029296875,2791.68994140625,2796.929931640625,2801.31005859375,2614000000.0,2801.31005859375
2018-07-14,,,,,,
2018-07-15,,,,,,
2018-07-16,2801.18994140625,2793.389892578125,2797.360107421875,2798.429931640625,2812230000.0,2798.429931640625
2018-07-17,2814.18994140625,2789.239990234375,2789.340087890625,2809.550048828125,3050730000.0,2809.550048828125
2018-07-18,2816.760009765625,2805.889892578125,2811.35009765625,2815.6201171875,3089780000.0,2815.6201171875
2018-07-19,2812.050048828125,2799.77001953125,2809.3701171875,2804.489990234375,3266700000.0,2804.489990234375
2018-07-20,2809.699951171875,2800.010009765625,2804.550048828125,2801.830078125,3230210000.0,2801.830078125
2018-07-21,,,,,,
2018-07-22,,,,,,
2018-07-23,2808.610107421875,2795.139892578125,2799.169921875,2806.97998046875,2907430000.0,2806.97998046875
2018-07-24,2829.989990234375,2811.1201171875,2820.679931640625,2820.39990234375,3417530000.0,2820.39990234375
2018-07-25,2848.030029296875,2817.72998046875,2817.72998046875,2846.070068359375,3553010000.0,2846.070068359375
2018-07-26,2845.570068359375,2835.260009765625,2835.489990234375,2837.43994140625,3653330000.0,2837.43994140625
2018-07-27,2843.169921875,2808.340087890625,2842.35009765625,2818.820068359375,3415710000.0,2818.820068359375
2018-07-28,,,,,,
2018-07-29,,,,,,
2018-07-30,2821.739990234375,2798.110107421875,2819.0,2802.60009765625,3245770000.0,2802.60009765625
2018-07-31,2824.4599609375,2808.06005859375,2809.72998046875,2816.2900390625,3892100000.0,2816.2900390625
2018-08-01,2825.830078125,2805.85009765625,2821.169921875,2813.360107421875,3496990000.0,2813.360107421875
2018-08-02,2829.909912109375,2796.340087890625,2800.47998046875,2827.219970703125,3467380000.0,2827.219970703125
2018-08-03,2840.3798828125,2827.3701171875,2829.6201171875,2840.35009765625,3030390000.0,2840.35009765625
2018-08-04,,,,,,
2018-08-05,,,,,,
2018-08-06,2853.2900390625,2835.97998046875,2840.2900390625,2850.39990234375,2874540000.0,2850.39990234375
2018-08-07,2863.429931640625,2855.919921875,2855.919921875,2858.449951171875,3162770000.0,2858.449951171875
2018-08-08,2862.43994140625,2853.090087890625,2856.7900390625,2857.699951171875,2972200000.0,2857.699951171875
2018-08-09,2862.47998046875,2851.97998046875,2857.18994140625,2853.580078125,3047050000.0,2853.580078125
2018-08-10,2842.199951171875,2825.81005859375,2838.89990234375,2833.280029296875,3256040000.0,2833.280029296875
2018-08-11,,,,,,
2018-08-12,,,,,,
