Date,jpy_usd_High,jpy_usd_Low,jpy_usd_Open,jpy_usd_Close,jpy_usd_Volume,jpy_usd_AdjClose
2017-09-04,0.009188642725348473,0.009109127335250378,0.009109127335250378,0.009106638841331005,0.0,0.009106638841331005
2017-09-05,0.009218034334480762,0.009166238829493523,0.009208357892930508,0.009207934141159058,0.0,0.009207934141159058
2017-09-06,0.009253090247511864,0.009157677181065083,0.009160696528851986,0.009163047187030315,0.0,0.009163047187030315
2017-09-07,0.009317753836512566,0.009219394065439701,0.009233866818249226,0.009236169047653675,0.0,0.009236169047653675
2017-09-08,,,,,,
2017-09-09,,,,,,
2017-09-10,0.009239326231181622,0.009166658855974674,0.009234889410436153,0.009239496663212776,0.0,0.009239496663212776
2017-09-11,0.009149633347988129,0.009086036123335361,0.009139681234955788,0.009141186252236366,0.0,0.009141186252236366
2017-09-12,0.009097608737647533,0.009035300463438034,0.009073915891349316,0.00907227024435997,0.0,0.00907227024435997
2017-09-13,0.009061253629624844,0.009009658358991146,0.009049118496477604,0.009048545733094215,0.0,0.009048545733094215
2017-09-14,0.009097608737647533,0.008983030915260315,0.009097608737647533,0.009097608737647533,0.0,0.009097608737647533
2017-09-15,,,,,,
2017-09-16,,,,,,
2017-09-17,0.00899895653128624,0.008962099440395832,0.008996608667075634,0.008993048220872879,0.0,0.008993048220872879
2017-09-18,0.008986986242234707,0.008939586579799652,0.008969655260443687,0.008968931622803211,0.0,0.008968931622803211
2017-09-19,0.008990420959889889,0.008957442827522755,0.008962581865489483,0.008962339721620083,0.0,0.008962339721620083
2017-09-20,0.008917265571653843,0.008872563019394875,0.008883125148713589,0.008885256014764309,0.0,0.008885256014764309
2017-09-21,0.008954555727541447,0.008886203169822693,0.008893078193068504,0.008892682380974293,0.0,0.008892682380974293
2017-09-22,,,,,,
2017-09-23,,,,,,
2017-09-24,0.008963143453001976,0.008888968266546726,0.008893157355487347,0.008893315680325031,0.0,0.008893315680325031
2017-09-25,0.008968690410256386,0.008905909024178982,0.008948465809226036,0.008947664871811867,0.0,0.008947664871811867
2017-09-26,0.00890582986176014,0.008831036277115345,0.008894107304513454,0.008898617699742317,0.0,0.008898617699742317
2017-09-27,0.008890390396118164,0.008834702894091606,0.008861006237566471,0.008860534988343716,0.0,0.008860534988343716
2017-09-28,0.008909876458346844,0.008871934376657009,0.008888177573680878,0.008891496807336807,0.0,0.008891496807336807
2017-09-29,,,,,,
2017-09-30,,,,,,
2017-10-01,0.008886005729436874,0.008845800533890724,0.008874453604221344,0.00887799821794033,0.0,0.00887799821794033
2017-10-02,0.008874138817191124,0.00883493758738041,0.008867134340107441,0.008867606520652771,0.0,0.008867606520652771
2017-10-03,0.008902658708393574,0.008859043940901756,0.008861633948981762,0.008861477486789227,0.0,0.008861477486789227
2017-10-04,0.008895056322216988,0.008857082575559616,0.008863206021487713,0.008863440714776516,0.0,0.008863440714776516
2017-10-05,0.008876973763108253,0.008815932087600231,0.008867606520652771,0.008867291733622551,0.0,0.008867291733622551
2017-10-06,,,,,,
2017-10-07,,,,,,
2017-10-08,0.008886203169822693,0.008869730867445469,0.008885650895535946,0.008884861133992672,0.0,0.008884861133992672
2017-10-09,0.008928252384066582,0.008863598108291626,0.008874374441802502,0.008876422420144081,0.0,0.008876422420144081
2017-10-10,0.008921163156628609,0.008883913978934288,0.008900994434952736,0.00890115275979042,0.0,0.00890115275979042
2017-10-11,0.008911862038075924,0.008892208337783813,0.008896559476852417,0.008894107304513454,0.0,0.008894107304513454
2017-10-12,0.008952631615102291,0.008908765390515327,0.008909162133932114,0.0089095588773489,0.0,0.0089095588773489
2017-10-13,,,,,,
2017-10-14,,,,,,
2017-10-15,0.008956480771303177,0.0089225172996521,0.008938387967646122,0.008937987498939037,0.0,0.008937987498939037
2017-10-16,0.008925622329115868,0.008891496807336807,0.008913768455386162,0.008913053199648857,0.0,0.008913053199648857
2017-10-17,0.00891734566539526,0.008846582844853401,0.008912417106330395,0.008911623619496822,0.0,0.008911623619496822
2017-10-18,0.008902420289814472,0.008838528767228127,0.008849479258060455,0.008848539553582668,0.0,0.008848539553582668
2017-10-19,0.008880521170794964,0.008805994875729084,0.008877446874976158,0.008874689228832722,0.0,0.008874689228832722
2017-10-20,,,,,,
2017-10-21,,,,,,
2017-10-22,0.008801034651696682,0.008767392486333847,0.0087679298594594,0.008768238127231598,0.0,0.008768238127231598
2017-10-23,0.0088290860876441,0.008772853761911392,0.008824567310512066,0.008823011070489883,0.0,0.008823011070489883
2017-10-24,0.008804677054286003,0.008753501810133457,0.008776857517659664,0.008776087313890457,0.0,0.008776087313890457
2017-10-25,0.008822854608297348,0.008769545704126358,0.008807546459138393,0.008806073106825352,0.0,0.008806073106825352
2017-10-26,0.008793682791292667,0.008738509379327297,0.00876232236623764,0.008762398734688759,0.0,0.008762398734688759
2017-10-27,,,,,,
2017-10-28,,,,,,
2017-10-29,,,,,,
2017-10-30,0.008836654014885426,0.008785493671894073,0.008796853944659233,0.008792059496045113,0.0,0.008792059496045113
2017-10-31,0.008851594291627407,0.00879933126270771,0.008846582844853401,0.008849870413541794,0.0,0.008849870413541794
2017-11-01,0.008800182491540909,0.008751356974244118,0.008799408562481403,0.00879894383251667,0.0,0.00879894383251667
2017-11-02,0.008806770667433739,0.00875595398247242,0.008758791722357273,0.008760249242186546,0.0,0.008760249242186546
2017-11-03,0.008796390146017075,0.008740724064409733,0.008770852349698544,0.008770698681473732,0.0,0.008770698681473732
2017-11-04,,,,,,
2017-11-05,,,,,,
2017-11-06,0.008788195438683033,0.008716495707631111,0.008757334202528,0.00875825434923172,0.0,0.00875825434923172
2017-11-07,0.008793296292424202,0.008746457286179066,0.008789585903286934,0.008789585903286934,0.0,0.008789585903286934
2017-11-08,0.008818108588457108,0.008778628893196583,0.00879259966313839,0.008790358901023865,0.0,0.008790358901023865
2017-11-09,0.008830762468278408,0.00876708421856165,0.008777550421655178,0.008777550421655178,0.0,0.008777550421655178
2017-11-10,0.008831113576889038,0.008800957351922989,0.008820753544569016,0.008820286951959133,0.0,0.008820286951959133
2017-11-11,,,,,,
2017-11-12,,,,,,
2017-11-13,0.008830334059894085,0.008794687688350677,0.008795848116278648,0.008796158246695995,0.0,0.008796158246695995
2017-11-14,0.008825346827507019,0.008779091760516167,0.008802817203104496,0.008803979493677616,0.0,0.008803979493677616
2017-11-15,0.00888778269290924,0.00881150458008051,0.008817875757813454,0.008818186819553375,0.0,0.008818186819553375
2017-11-16,,,,,,
2017-11-17,0.008930724114179611,0.008846035227179527,0.008846035227179527,0.008847365155816078,0.0,0.008847365155816078
2017-11-18,,,,,,
2017-11-19,,,,,,
2017-11-20,0.008931681513786316,0.00888659805059433,0.00892705749720335,0.008925543166697025,0.0,0.008925543166697025
2017-11-21,0.008913927711546421,0.008873114362359047,0.008885098621249199,0.008884861133992672,0.0,0.008884861133992672
2017-11-22,0.008967805653810501,0.008901311084628105,0.00890234112739563,0.00890146940946579,0.0,0.00890146940946579
2017-11-23,0.009003249928355217,0.008978514932096004,0.008985936641693115,0.008983676321804523,0.0,0.008983676321804523
2017-11-24,0.008988036774098873,0.008962822146713734,0.008988036774098873,0.008988440968096256,0.0,0.008988440968096256
2017-11-25,,,,,,
2017-11-26,,,,,,
2017-11-27,0.009021444246172905,0.00895664095878601,0.00895664095878601,0.008954877033829689,0.0,0.008954877033829689
2017-11-28,0.009014450013637543,0.008972070179879665,0.00899636559188366,0.008995233103632927,0.0,0.008995233103632927
2017-11-29,0.008977869525551796,0.008918141014873981,0.008959690108895302,0.008956721052527428,0.0,0.008956721052527428
2017-11-30,0.008949106559157372,0.008890786208212376,0.008926339447498322,0.008928411640226841,0.0,0.008928411640226841
2017-12-01,0.0089722303673625,0.008861163631081581,0.008884545415639877,0.008884466253221035,0.0,0.008884466253221035
2017-12-02,,,,,,
2017-12-03,,,,,,
2017-12-04,0.008875949308276176,0.008843610063195229,0.00886218436062336,0.00886022113263607,0.0,0.00886022113263607
2017-12-05,0.008898617699742317,0.008860692381858826,0.00888825673609972,0.008888968266546726,0.0,0.008888968266546726
2017-12-06,0.008928013034164906,0.008887387812137604,0.008891338482499123,0.008891734294593334,0.0,0.008891734294593334
