Category: All categories

Day,Bitcoin: (Worldwide)
2020-08-01,96
2020-08-02,100
2020-08-03,84
2020-08-04,74
2020-08-05,79
2020-08-06,81
2020-08-07,77
2020-08-08,71
2020-08-09,69
2020-08-10,81
2020-08-11,76
2020-08-12,72
2020-08-13,66
2020-08-14,68
2020-08-15,68
2020-08-16,64
2020-08-17,79
2020-08-18,77
2020-08-19,71
2020-08-20,67
2020-08-21,65
2020-08-22,62
2020-08-23,58
2020-08-24,60
2020-08-25,61
2020-08-26,60
2020-08-27,58
2020-08-28,59
2020-08-29,54
2020-08-30,56
2020-08-31,55
