Category: All categories

Day,Bitcoin: (Worldwide)
2018-03-01,81
2018-03-02,81
2018-03-03,76
2018-03-04,71
2018-03-05,78
2018-03-06,79
2018-03-07,89
2018-03-08,86
2018-03-09,98
2018-03-10,73
2018-03-11,73
2018-03-12,80
2018-03-13,76
2018-03-14,88
2018-03-15,100
2018-03-16,80
2018-03-17,74
2018-03-18,88
2018-03-19,85
2018-03-20,79
2018-03-21,76
2018-03-22,76
2018-03-23,70
2018-03-24,60
2018-03-25,61
2018-03-26,82
2018-03-27,73
2018-03-28,69
2018-03-29,82
2018-03-30,96
2018-03-31,72
