Category: All categories

Day,Bitcoin: (Worldwide)
2020-02-01,69
2020-02-02,71
2020-02-03,70
2020-02-04,72
2020-02-05,79
2020-02-06,84
2020-02-07,82
2020-02-08,76
2020-02-09,97
2020-02-10,87
2020-02-11,88
2020-02-12,100
2020-02-13,91
2020-02-14,83
2020-02-15,80
2020-02-16,81
2020-02-17,82
2020-02-18,82
2020-02-19,85
2020-02-20,82
2020-02-21,76
2020-02-22,66
2020-02-23,68
2020-02-24,76
2020-02-25,80
2020-02-26,85
2020-02-27,85
2020-02-28,88
2020-02-29,73
