Category: All categories

Day,Bitcoin: (Worldwide)
2018-02-01,60
2018-02-02,82
2018-02-03,54
2018-02-04,47
2018-02-05,79
2018-02-06,100
2018-02-07,64
2018-02-08,53
2018-02-09,47
2018-02-10,40
2018-02-11,37
2018-02-12,40
2018-02-13,36
2018-02-14,36
2018-02-15,39
2018-02-16,35
2018-02-17,34
2018-02-18,35
2018-02-19,33
2018-02-20,36
2018-02-21,36
2018-02-22,33
2018-02-23,30
2018-02-24,27
2018-02-25,26
2018-02-26,29
2018-02-27,29
2018-02-28,27
