Category: All categories

Day,Bitcoin: (Worldwide)
2017-09-01,65
2017-09-02,64
2017-09-03,56
2017-09-04,69
2017-09-05,69
2017-09-06,59
2017-09-07,56
2017-09-08,57
2017-09-09,50
2017-09-10,49
2017-09-11,53
2017-09-12,54
2017-09-13,69
2017-09-14,87
2017-09-15,100
2017-09-16,67
2017-09-17,54
2017-09-18,63
2017-09-19,56
2017-09-20,48
2017-09-21,49
2017-09-22,48
2017-09-23,41
2017-09-24,38
2017-09-25,44
2017-09-26,43
2017-09-27,47
2017-09-28,45
2017-09-29,43
2017-09-30,40
