Category: All categories

Day,Bitcoin: (Worldwide)
2018-06-01,66
2018-06-02,62
2018-06-03,62
2018-06-04,66
2018-06-05,69
2018-06-06,65
2018-06-07,63
2018-06-08,63
2018-06-09,56
2018-06-10,78
2018-06-11,100
2018-06-12,83
2018-06-13,93
2018-06-14,83
2018-06-15,68
2018-06-16,62
2018-06-17,59
2018-06-18,71
2018-06-19,68
2018-06-20,67
2018-06-21,63
2018-06-22,76
2018-06-23,71
2018-06-24,78
2018-06-25,72
2018-06-26,67
2018-06-27,64
2018-06-28,63
2018-06-29,80
2018-06-30,70
