Category: All categories

Day,Bitcoin: (Worldwide)
2019-06-01,31
2019-06-02,31
2019-06-03,32
2019-06-04,37
2019-06-05,33
2019-06-06,30
2019-06-07,30
2019-06-08,26
2019-06-09,27
2019-06-10,28
2019-06-11,28
2019-06-12,28
2019-06-13,29
2019-06-14,29
2019-06-15,30
2019-06-16,39
2019-06-17,41
2019-06-18,39
2019-06-19,36
2019-06-20,35
2019-06-21,45
2019-06-22,70
2019-06-23,51
2019-06-24,50
2019-06-25,57
2019-06-26,100
2019-06-27,85
2019-06-28,64
2019-06-29,51
2019-06-30,46
