Category: All categories

Day,Bitcoin: (Worldwide)
2019-07-01,98
2019-07-02,100
2019-07-03,93
2019-07-04,85
2019-07-05,80
2019-07-06,69
2019-07-07,66
2019-07-08,80
2019-07-09,88
2019-07-10,93
2019-07-11,88
2019-07-12,86
2019-07-13,70
2019-07-14,71
2019-07-15,89
2019-07-16,87
2019-07-17,90
2019-07-18,83
2019-07-19,75
2019-07-20,64
2019-07-21,64
2019-07-22,65
2019-07-23,66
2019-07-24,68
2019-07-25,65
2019-07-26,60
2019-07-27,60
2019-07-28,56
2019-07-29,61
2019-07-30,61
2019-07-31,61
