Date,High,Low,Open,Close,Volume,Adj Close
2017-09-05,0.15340010821819305,0.1527673900127411,0.1529543101787567,0.15296602249145508,0.0,0.15296602249145508
2017-09-06,0.15424242615699768,0.15304794907569885,0.15336717665195465,0.1533460021018982,0.0,0.1533460021018982
2017-09-07,0.15537601709365845,0.15373972058296204,0.1542067676782608,0.15421152114868164,0.0,0.15421152114868164
2017-09-10,0.15416158735752106,0.15313231945037842,0.15314170718193054,0.15311825275421143,0.0,0.15311825275421143
2017-09-11,0.15323321521282196,0.15273238718509674,0.15311825275421143,0.15312997996807098,0.0,0.15312997996807098
2017-09-12,0.15336012840270996,0.15288415551185608,0.15303155779838562,0.1530221849679947,0.0,0.1530221849679947
2017-09-13,0.15304091572761536,0.15242740511894226,0.15292157232761383,0.15285377204418182,0.0,0.15285377204418182
2017-09-14,0.15304091572761536,0.15244366228580475,0.1525995284318924,0.15255995094776154,0.0,0.15255995094776154
2017-09-17,0.15292157232761383,0.152130588889122,0.15270206332206726,0.1526554375886917,0.0,0.1526554375886917
2017-09-18,0.15225335955619812,0.15152892470359802,0.15212827920913696,0.1521352082490921,0.0,0.1521352082490921
2017-09-19,0.15241114795207977,0.15182340145111084,0.15189489722251892,0.15189950168132782,0.0,0.15189950168132782
2017-09-20,0.15222090482711792,0.15144401788711548,0.15214678645133972,0.1520935595035553,0.0,0.1520935595035553
2017-09-21,0.15216530859470367,0.1515725702047348,0.15172435343265533,0.15174506604671478,0.0,0.15174506604671478
2017-09-24,0.15157486498355865,0.1509479433298111,0.15140733122825623,0.15140962600708008,0.0,0.15140962600708008
2017-09-25,0.15137983858585358,0.1506432443857193,0.15103231370449066,0.1510459929704666,0.0,0.1510459929704666
2017-09-26,0.15084093809127808,0.1504981517791748,0.15058879554271698,0.1506114900112152,0.0,0.1506114900112152
2017-09-27,0.151148721575737,0.14980150759220123,0.15058653056621552,0.15059107542037964,0.0,0.15059107542037964
2017-09-28,0.15063416957855225,0.14962443709373474,0.15006902813911438,0.1500375121831894,0.0,0.1500375121831894
2017-10-01,0.15062962472438812,0.15004651248455048,0.15062962472438812,0.150199756026268,0.0,0.150199756026268
2017-10-02,0.15066593885421753,0.1500960737466812,0.1502991020679474,0.15033750236034393,0.0,0.15033750236034393
2017-10-03,0.1506250947713852,0.1499902456998825,0.15036237239837646,0.15035106241703033,0.0,0.15035106241703033
2017-10-04,0.15044380724430084,0.15019525587558746,0.1502991020679474,0.15029005706310272,0.0,0.15029005706310272
2017-10-05,0.15049588680267334,0.150186225771904,0.15030361711978912,0.15028779208660126,0.0,0.15028779208660126
2017-10-08,0.15118300914764404,0.1503194272518158,0.150387242436409,0.15037593245506287,0.0,0.15037593245506287
2017-10-09,0.15230204164981842,0.15090923011302948,0.1509479433298111,0.150936558842659,0.0,0.150936558842659
2017-10-10,0.15228581428527832,0.1515633761882782,0.15216530859470367,0.15217457711696625,0.0,0.15217457711696625
2017-10-11,0.15205655992031097,0.15160013735294342,0.15174737572669983,0.15175658464431763,0.0,0.15175658464431763
2017-10-12,0.1522626280784607,0.15154041349887848,0.1518118679523468,0.15179114043712616,0.0,0.15179114043712616
2017-10-15,0.15218152105808258,0.15171514451503754,0.15195488929748535,0.15189950168132782,0.0,0.15189950168132782
2017-10-16,0.151802659034729,0.1509912610054016,0.1517888307571411,0.15177962183952332,0.0,0.15177962183952332
2017-10-17,0.15158404409885406,0.15090467035770416,0.15101861953735352,0.15101177990436554,0.0,0.15101177990436554
2017-10-18,0.1513889878988266,0.1507045477628708,0.1508910208940506,0.1508796215057373,0.0,0.1508796215057373
2017-10-19,0.15140044689178467,0.15097074210643768,0.15139815211296082,0.15119214355945587,0.0,0.15119214355945587
2017-10-22,0.15095479786396027,0.1505434662103653,0.15064550936222076,0.15062962472438812,0.0,0.15062962472438812
2017-10-23,0.15107794106006622,0.15057973563671112,0.15062054991722107,0.15064097940921783,0.0,0.15064097940921783
2017-10-24,0.15092289447784424,0.1504596620798111,0.15068410336971283,0.15069317817687988,0.0,0.15069317817687988
2017-10-25,0.15094339847564697,0.15057747066020966,0.15066593885421753,0.15065686404705048,0.0,0.15065686404705048
2017-10-26,0.1506364345550537,0.15014338493347168,0.15058200061321259,0.15057747066020966,0.0,0.15057747066020966
2017-10-30,0.15072044730186462,0.15010282397270203,0.15018172562122345,0.15017269551753998,0.0,0.15017269551753998
2017-10-31,0.1511373072862625,0.15042343735694885,0.15055252611637115,0.15054799616336823,0.0,0.15054799616336823
2017-11-01,0.15144860744476318,0.15058653056621552,0.15072497725486755,0.1506977379322052,0.0,0.1506977379322052
2017-11-02,0.15190181136131287,0.15122416615486145,0.15152433514595032,0.15152892470359802,0.0,0.15152892470359802
2017-11-03,0.15142567455768585,0.1506432443857193,0.15134546160697937,0.1513294279575348,0.0,0.1513294279575348
2017-11-06,0.1510574072599411,0.15060468018054962,0.15064778923988342,0.15064778923988342,0.0,0.15064778923988342
2017-11-07,0.15121044218540192,0.15060241520404816,0.1507522612810135,0.15074998140335083,0.0,0.15074998140335083
2017-11-08,0.15106196701526642,0.1505434662103653,0.15060921013355255,0.1506069451570511,0.0,0.1506069451570511
2017-11-09,0.15102317929267883,0.15053439140319824,0.15092973411083221,0.15090695023536682,0.0,0.15090695023536682
2017-11-10,0.15093883872032166,0.15060241520404816,0.1508227437734604,0.1508227437734604,0.0,0.1508227437734604
2017-11-13,0.15085004270076752,0.150360107421875,0.15062282979488373,0.1506182849407196,0.0,0.1506182849407196
2017-11-14,0.1509251743555069,0.15050721168518066,0.15062962472438812,0.15063416957855225,0.0,0.15063416957855225
2017-11-15,0.15124474465847015,0.1506500542163849,0.15069545805454254,0.15070226788520813,0.0,0.15070226788520813
2017-11-17,0.15099580585956573,0.1506977379322052,0.15089556574821472,0.15088190138339996,0.0,0.15088190138339996
2017-11-20,0.15113045275211334,0.15010282397270203,0.1501050740480423,0.15010732412338257,0.0,0.15010732412338257
2017-11-21,0.15096846222877502,0.150575190782547,0.15076589584350586,0.15074998140335083,0.0,0.15074998140335083
2017-11-22,0.15149220824241638,0.1507749855518341,0.15087507665157318,0.15084776282310486,0.0,0.15084776282310486
2017-11-23,0.15228581428527832,0.15125389397144318,0.15125389397144318,0.15126533806324005,0.0,0.15126533806324005
2017-11-24,0.152109757065773,0.1513935774564743,0.15189720690250397,0.15189950168132782,0.0,0.15189950168132782
2017-11-27,0.1517980545759201,0.15126533806324005,0.15148989856243134,0.15148760378360748,0.0,0.15148760378360748
2017-11-28,0.1518118679523468,0.151338592171669,0.15164151787757874,0.15162311494350433,0.0,0.15162311494350433
2017-11-29,0.15175427496433258,0.15119901299476624,0.15131111443042755,0.15129967033863068,0.0,0.15129967033863068
2017-11-30,0.15162311494350433,0.15112817287445068,0.151338592171669,0.15132483839988708,0.0,0.15132483839988708
2017-12-01,0.15153121948242188,0.15113045275211334,0.15126074850559235,0.1512378752231598,0.0,0.1512378752231598
2017-12-04,0.1513134092092514,0.15070226788520813,0.15070226788520813,0.15072497725486755,0.0,0.15072497725486755
2017-12-05,0.1514531821012497,0.15102773904800415,0.15108022093772888,0.15108251571655273,0.0,0.15108251571655273
2017-12-06,0.15140503644943237,0.15100950002670288,0.15112817287445068,0.15113045275211334,0.0,0.15113045275211334
2017-12-07,0.15143254399299622,0.1510847806930542,0.15117385983467102,0.1511852890253067,0.0,0.1511852890253067
2017-12-08,0.15137983858585358,0.15103685855865479,0.1510847806930542,0.15110304951667786,0.0,0.15110304951667786
2017-12-11,0.15143713355064392,0.1510893553495407,0.1511007696390152,0.15109620988368988,0.0,0.15109620988368988
2017-12-12,0.15115787088871002,0.15098214149475098,0.15111447870731354,0.15112361311912537,0.0,0.15112361311912537
2017-12-13,0.15129967033863068,0.15100950002670288,0.15104827284812927,0.15104827284812927,0.0,0.15104827284812927
