Category: All categories

Day,Bitcoin: (Worldwide)
2018-11-01,40
2018-11-02,40
2018-11-03,35
2018-11-04,37
2018-11-05,41
2018-11-06,42
2018-11-07,40
2018-11-08,40
2018-11-09,39
2018-11-10,35
2018-11-11,34
2018-11-12,38
2018-11-13,39
2018-11-14,61
2018-11-15,69
2018-11-16,54
2018-11-17,44
2018-11-18,40
2018-11-19,70
2018-11-20,100
2018-11-21,81
2018-11-22,61
2018-11-23,62
2018-11-24,58
2018-11-25,86
2018-11-26,83
2018-11-27,75
2018-11-28,71
2018-11-29,61
2018-11-30,56
