Category: All categories

Day,Bitcoin: (Worldwide)
2020-12-01,53
2020-12-02,40
2020-12-03,39
2020-12-04,36
2020-12-05,35
2020-12-06,32
2020-12-07,36
2020-12-08,35
2020-12-09,36
2020-12-10,31
2020-12-11,33
2020-12-12,30
2020-12-13,33
2020-12-14,31
2020-12-15,33
2020-12-16,59
2020-12-17,100
2020-12-18,65
2020-12-19,58
2020-12-20,53
2020-12-21,62
2020-12-22,50
2020-12-23,49
2020-12-24,45
2020-12-25,50
2020-12-26,72
2020-12-27,94
2020-12-28,73
2020-12-29,65
2020-12-30,70
2020-12-31,73
