Category: All categories

Day,Bitcoin: (Worldwide)
2018-10-01,77
2018-10-02,76
2018-10-03,77
2018-10-04,77
2018-10-05,74
2018-10-06,66
2018-10-07,65
2018-10-08,74
2018-10-09,77
2018-10-10,80
2018-10-11,100
2018-10-12,82
2018-10-13,72
2018-10-14,70
2018-10-15,96
2018-10-16,81
2018-10-17,80
2018-10-18,78
2018-10-19,75
2018-10-20,67
2018-10-21,67
2018-10-22,73
2018-10-23,76
2018-10-24,76
2018-10-25,72
2018-10-26,71
2018-10-27,63
2018-10-28,60
2018-10-29,75
2018-10-30,73
2018-10-31,75
