Category: All categories

Day,Bitcoin: (Worldwide)
2019-09-01,100
2019-09-02,87
2019-09-03,80
2019-09-04,89
2019-09-05,92
2019-09-06,74
2019-09-07,49
2019-09-08,48
2019-09-09,46
2019-09-10,45
2019-09-11,46
2019-09-12,46
2019-09-13,46
2019-09-14,47
2019-09-15,47
2019-09-16,44
2019-09-17,46
2019-09-18,44
2019-09-19,41
2019-09-20,39
2019-09-21,39
2019-09-22,38
2019-09-23,35
2019-09-24,35
2019-09-25,33
2019-09-26,30
2019-09-27,13
2019-09-28,9
2019-09-29,8
2019-09-30,10
