Category: All categories

Day,Bitcoin: (Worldwide)
2018-12-01,66
2018-12-02,61
2018-12-03,74
2018-12-04,76
2018-12-05,70
2018-12-06,77
2018-12-07,100
2018-12-08,74
2018-12-09,72
2018-12-10,75
2018-12-11,73
2018-12-12,67
2018-12-13,71
2018-12-14,75
2018-12-15,67
2018-12-16,64
2018-12-17,78
2018-12-18,73
2018-12-19,83
2018-12-20,84
2018-12-21,76
2018-12-22,64
2018-12-23,64
2018-12-24,71
2018-12-25,73
2018-12-26,67
2018-12-27,66
2018-12-28,67
2018-12-29,61
2018-12-30,58
2018-12-31,57
