Category: All categories

Day,Bitcoin: (Worldwide)
2018-01-01,47
2018-01-02,55
2018-01-03,54
2018-01-04,54
2018-01-05,53
2018-01-06,50
2018-01-07,49
2018-01-08,54
2018-01-09,52
2018-01-10,52
2018-01-11,58
2018-01-12,48
2018-01-13,43
2018-01-14,40
2018-01-15,40
2018-01-16,76
2018-01-17,100
2018-01-18,71
2018-01-19,53
2018-01-20,43
2018-01-21,42
2018-01-22,46
2018-01-23,44
2018-01-24,41
2018-01-25,39
2018-01-26,42
2018-01-27,37
2018-01-28,34
2018-01-29,35
2018-01-30,38
2018-01-31,39
