Category: All categories

Day,Bitcoin: (Worldwide)
2018-08-01,82
2018-08-02,74
2018-08-03,81
2018-08-04,79
2018-08-05,73
2018-08-06,79
2018-08-07,80
2018-08-08,99
2018-08-09,88
2018-08-10,86
2018-08-11,85
2018-08-12,72
2018-08-13,85
2018-08-14,100
2018-08-15,91
2018-08-16,81
2018-08-17,75
2018-08-18,68
2018-08-19,68
2018-08-20,74
2018-08-21,81
2018-08-22,84
2018-08-23,76
2018-08-24,73
2018-08-25,67
2018-08-26,64
2018-08-27,69
2018-08-28,84
2018-08-29,81
2018-08-30,80
2018-08-31,73
