Category: All categories

Day,Bitcoin: (Worldwide)
2019-03-01,90
2019-03-02,86
2019-03-03,82
2019-03-04,93
2019-03-05,95
2019-03-06,94
2019-03-07,93
2019-03-08,89
2019-03-09,91
2019-03-10,83
2019-03-11,90
2019-03-12,90
2019-03-13,87
2019-03-14,85
2019-03-15,86
2019-03-16,94
2019-03-17,83
2019-03-18,93
2019-03-19,97
2019-03-20,95
2019-03-21,100
2019-03-22,90
2019-03-23,82
2019-03-24,80
2019-03-25,87
2019-03-26,89
2019-03-27,98
2019-03-28,89
2019-03-29,97
2019-03-30,86
2019-03-31,83
