Category: All categories

Day,Bitcoin: (Worldwide)
2018-09-01,66
2018-09-02,71
2018-09-03,73
2018-09-04,80
2018-09-05,94
2018-09-06,100
2018-09-07,84
2018-09-08,70
2018-09-09,70
2018-09-10,75
2018-09-11,75
2018-09-12,82
2018-09-13,77
2018-09-14,75
2018-09-15,67
2018-09-16,64
2018-09-17,70
2018-09-18,70
2018-09-19,68
2018-09-20,71
2018-09-21,79
2018-09-22,69
2018-09-23,61
2018-09-24,64
2018-09-25,70
2018-09-26,70
2018-09-27,69
2018-09-28,70
2018-09-29,58
2018-09-30,60
