Category: All categories

Day,Bitcoin: (Worldwide)
2018-07-01,64
2018-07-02,71
2018-07-03,70
2018-07-04,69
2018-07-05,70
2018-07-06,61
2018-07-07,57
2018-07-08,58
2018-07-09,62
2018-07-10,67
2018-07-11,62
2018-07-12,65
2018-07-13,62
2018-07-14,52
2018-07-15,55
2018-07-16,67
2018-07-17,85
2018-07-18,93
2018-07-19,81
2018-07-20,74
2018-07-21,65
2018-07-22,64
2018-07-23,79
2018-07-24,100
2018-07-25,95
2018-07-26,82
2018-07-27,82
2018-07-28,66
2018-07-29,66
2018-07-30,75
2018-07-31,76
