Category: All categories

Day,Bitcoin: (Worldwide)
2017-12-01,39
2017-12-02,31
2017-12-03,31
2017-12-04,36
2017-12-05,36
2017-12-06,49
2017-12-07,95
2017-12-08,89
2017-12-09,60
2017-12-10,57
2017-12-11,63
2017-12-12,60
2017-12-13,55
2017-12-14,47
2017-12-15,44
2017-12-16,45
2017-12-17,51
2017-12-18,51
2017-12-19,53
2017-12-20,62
2017-12-21,52
2017-12-22,100
2017-12-23,64
2017-12-24,50
2017-12-25,45
2017-12-26,42
2017-12-27,40
2017-12-28,38
2017-12-29,36
2017-12-30,34
2017-12-31,30
