Category: All categories

Day,Bitcoin: (Worldwide)
2019-01-01,80
2019-01-02,91
2019-01-03,93
2019-01-04,88
2019-01-05,78
2019-01-06,85
2019-01-07,89
2019-01-08,85
2019-01-09,88
2019-01-10,100
2019-01-11,88
2019-01-12,77
2019-01-13,76
2019-01-14,82
2019-01-15,84
2019-01-16,77
2019-01-17,77
2019-01-18,72
2019-01-19,68
2019-01-20,66
2019-01-21,73
2019-01-22,75
2019-01-23,72
2019-01-24,72
2019-01-25,73
2019-01-26,66
2019-01-27,65
2019-01-28,81
2019-01-29,81
2019-01-30,71
2019-01-31,73
