Category: All categories

Day,Bitcoin: (Worldwide)
2019-04-01,45
2019-04-02,100
2019-04-03,100
2019-04-04,80
2019-04-05,62
2019-04-06,55
2019-04-07,55
2019-04-08,69
2019-04-09,61
2019-04-10,61
2019-04-11,61
2019-04-12,54
2019-04-13,47
2019-04-14,47
2019-04-15,52
2019-04-16,52
2019-04-17,54
2019-04-18,52
2019-04-19,50
2019-04-20,49
2019-04-21,49
2019-04-22,53
2019-04-23,68
2019-04-24,60
2019-04-25,57
2019-04-26,57
2019-04-27,46
2019-04-28,43
2019-04-29,48
2019-04-30,48
