Category: All categories

Day,Bitcoin: (Worldwide)
2018-04-01,94
2018-04-02,100
2018-04-03,93
2018-04-04,86
2018-04-05,91
2018-04-06,94
2018-04-07,78
2018-04-08,75
2018-04-09,85
2018-04-10,85
2018-04-11,79
2018-04-12,96
2018-04-13,97
2018-04-14,73
2018-04-15,77
2018-04-16,78
2018-04-17,76
2018-04-18,77
2018-04-19,79
2018-04-20,78
2018-04-21,77
2018-04-22,75
2018-04-23,78
2018-04-24,93
2018-04-25,90
2018-04-26,77
2018-04-27,76
2018-04-28,67
2018-04-29,66
2018-04-30,68
