Category: All categories

Day,Bitcoin: (Worldwide)
2017-11-01,29
2017-11-02,40
2017-11-03,35
2017-11-04,28
2017-11-05,27
2017-11-06,30
2017-11-07,27
2017-11-08,31
2017-11-09,29
2017-11-10,32
2017-11-11,30
2017-11-12,37
2017-11-13,34
2017-11-14,27
2017-11-15,29
2017-11-16,29
2017-11-17,34
2017-11-18,26
2017-11-19,25
2017-11-20,32
2017-11-21,34
2017-11-22,29
2017-11-23,27
2017-11-24,27
2017-11-25,28
2017-11-26,41
2017-11-27,55
2017-11-28,63
2017-11-29,100
2017-11-30,85
